Period,Scenario,LoadLevel,P_Coal_Hardcoal,P_Oil,RES_Hydro_Large
2022,sc01,01-02 16:00:00+01:00,3.06327007710408e-05,0.00028395305159939407,0.0
2022,sc01,01-02 17:00:00+01:00,3.06327007710408e-05,0.00034484519810235335,0.0
2022,sc01,01-02 18:00:00+01:00,3.06327007710408e-05,0.00040065820415811617,0.0
2022,sc01,01-02 19:00:00+01:00,3.06327007710408e-05,0.0004062712237430458,0.0
2022,sc01,01-02 20:00:00+01:00,3.06327007710408e-05,0.00037755541807550197,0.0
2022,sc01,01-02 21:00:00+01:00,3.06327007710408e-05,0.00034306094999694186,0.0
2022,sc01,01-02 22:00:00+01:00,3.06327007710408e-05,0.0002862533045408806,0.0
2022,sc01,01-02 23:00:00+01:00,3.06327007710408e-05,0.00024330686775352617,0.0
2022,sc01,01-03 00:00:00+01:00,3.06327007710408e-05,0.00021400337571573445,0.0
2022,sc01,01-03 01:00:00+01:00,3.06327007710408e-05,0.0002027227608568765,0.0
2022,sc01,01-03 02:00:00+01:00,3.06327007710408e-05,0.00019940937738191158,0.0
2022,sc01,01-03 03:00:00+01:00,3.06327007710408e-05,0.00018922278952210444,0.0
2022,sc01,01-03 04:00:00+01:00,3.06327007710408e-05,0.00020327998869401685,0.0
2022,sc01,01-03 05:00:00+01:00,3.06327007710408e-05,0.0002448844543303016,0.0
2022,sc01,01-03 06:00:00+01:00,3.06327007710408e-05,0.00029802640970762266,0.0
2022,sc01,01-03 07:00:00+01:00,3.06327007710408e-05,0.0003483973513502462,0.0
2022,sc01,01-03 08:00:00+01:00,3.06327007710408e-05,0.00037087566317535795,0.0
2022,sc01,01-03 09:00:00+01:00,3.06327007710408e-05,0.0003158658711267454,0.0
2022,sc01,01-03 10:00:00+01:00,3.06327007710408e-05,0.0002741322310292877,0.0
2022,sc01,01-03 11:00:00+01:00,3.06327007710408e-05,0.000271158909881408,0.0
2022,sc01,01-03 12:00:00+01:00,3.06327007710408e-05,0.00027322723623690164,0.0
2022,sc01,01-03 13:00:00+01:00,3.06327007710408e-05,0.00025802351299392617,0.0
2022,sc01,01-03 14:00:00+01:00,3.06327007710408e-05,0.0002485334159619496,0.0
2022,sc01,01-03 15:00:00+01:00,3.06327007710408e-05,0.00025178033843459687,0.0
2022,sc01,01-03 16:00:00+01:00,3.06327007710408e-05,0.0002906196209979749,0.0
2022,sc01,01-03 17:00:00+01:00,3.06327007710408e-05,0.00034852707528987634,0.0
2022,sc01,01-03 18:00:00+01:00,3.06327007710408e-05,0.00040072154051185445,0.0
2022,sc01,01-03 19:00:00+01:00,3.06327007710408e-05,0.0004159189127962027,0.0
