Period,Cost,MEUR,MEUR/year
2022,Investment Cost Generation,0.0,0.0
2022,Retirement Cost Generation,0.0,0.0
2022,Investment Cost Reservoir,0.0,0.0
2022,Investment Cost Network,0.0,0.0
2022,Operation Cost Generation,532.3208902975828,652.1159804128213
2022,Operation Cost Consumption,0.0,0.0
2022,Emission Cost,67.3590316550654,82.51771021581622
2022,Operation Cost Network,0.0010953741403598948,0.0013418804230289057
2022,Reliability Cost,0.0,0.0
