Period,Scenario,LoadLevel,Centrale_C_Cap_CTag,Diesel_Bel_Air,Gas_Turbines,Boutoute,Secondary_Plants,Kounoune_Power,Tobene_Power,ICS,Contour_Global,KPS_KarPowerShip,Aggreko_Boutoute,CES_Sendou,Solar_CICAD,Solar_DIASS,Manantali,PETN_Taiba_Ndiaye_Wind,PV_Bokhol,PV_Malicounda,PV_Senergy_or_Santhiou_Mekhe,PV_Ten_Merina,PV_Kahone,PV_Sakal,Malicounda_Power,Centrale_Kahone_Solaire,Centrale_Kael_Solaire,Felou_Gouina
2022,sc01,01-05 07:00:00+01:00,,,,,,,,1.784568169,,,,38.99378749,0.001,0.001,,54.93175535,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,6.271932031
2022,sc01,01-05 08:00:00+01:00,,,,,,,,1.784568169,,,,38.99378749,0.001,0.001,,54.6946825,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,6.271932031
2022,sc01,01-05 09:00:00+01:00,,,,,,,,1.784568169,,,,38.99378749,0.113910879,1.086696799,,47.91835015,2.265442863,5.669722438,1.417430613,1.393806766,1.565503601,0.94495374,,2.609172669,2.617723928,6.271932031
2022,sc01,01-05 10:00:00+01:00,,,,,,,,1.784568169,,,,38.99378749,0.273553275,2.747686929,,25.30752692,6.698445791,14.33575791,3.583939488,3.524207153,3.486869364,2.389292986,,5.811448939,6.654967508,6.271932031
2022,sc01,01-05 11:00:00+01:00,,,,,,,,1.784568169,,,,38.99378749,0.417315014,4.294097175,,19.85485133,10.63625312,22.4039853,5.60099634,5.507646385,5.359675524,3.733997551,,8.932792539,10.12553095,6.271932031
2022,sc01,01-05 12:00:00+01:00,,,,,,,,1.784568169,,,,38.99378749,0.608002303,5.179791308,,16.7202214,12.76231966,27.02499818,6.756249562,6.643645383,7.350745271,4.504166364,,12.25124212,11.69729303,6.271932031
2022,sc01,01-05 13:00:00+01:00,,,,,,,,1.784568169,,,,38.99378749,0.661256236,6.146890127,,12.96656792,13.71616575,32.07073115,8.017682809,7.884054739,8.777376602,5.34512186,,14.628961,12.40070942,6.271932031
2022,sc01,01-05 14:00:00+01:00,,,,,,,,1.784568169,,,,38.99378749,0.65027112,5.951741907,,8.97584158,13.57584266,31.05256653,7.763141652,7.633755936,9.013273542,5.175427756,,15.02212257,10.68516283,6.271932031
2022,sc01,01-05 15:00:00+01:00,,,,,,,,1.784568169,,,,38.99378749,0.623763557,5.663201326,,6.338406105,11.65671355,29.5471374,7.386784371,7.263671276,9.676217679,4.924522902,,16.12702947,10.21151973,6.271932031
2022,sc01,01-05 16:00:00+01:00,,,,,,,,1.784568169,,,,38.99378749,0.526210949,4.212413706,,7.480965543,8.24183571,21.97781068,5.494452685,5.402878458,8.672347949,3.662968448,,14.45391325,8.916049457,6.271932031
