Period,Scenario,LoadLevel,Senegal
,,,Senegal
2022,sc01,01-01 00:00:00+01:00,0.003395612311126923
2022,sc01,01-01 01:00:00+01:00,0.0031946609557728396
2022,sc01,01-01 02:00:00+01:00,0.0030982276887449056
2022,sc01,01-01 03:00:00+01:00,0.0030017944217169824
2022,sc01,01-01 04:00:00+01:00,0.003395612311126923
2022,sc01,01-01 05:00:00+01:00,0.004190293363257347
2022,sc01,01-01 06:00:00+01:00,0.004940568600521925
2022,sc01,01-01 07:00:00+01:00,0.006584381398851134
2022,sc01,01-01 08:00:00+01:00,0.007123600149956999
2022,sc01,01-01 09:00:00+01:00,0.004696138183545682
2022,sc01,01-01 10:00:00+01:00,0.003046522346323273
2022,sc01,01-01 11:00:00+01:00,0.0023533094071585014
2022,sc01,01-01 12:00:00+01:00,0.0020091454498036058
2022,sc01,01-01 13:00:00+01:00,0.0016902944999461747
2022,sc01,01-01 14:00:00+01:00,0.0015659882296978245
2022,sc01,01-01 15:00:00+01:00,0.001656496181777703
2022,sc01,01-01 16:00:00+01:00,0.002032250538602672
2022,sc01,01-01 17:00:00+01:00,0.004397794366935547
2022,sc01,01-01 18:00:00+01:00,0.007636480563878055
2022,sc01,01-01 19:00:00+01:00,0.009019232984683238
2022,sc01,01-01 20:00:00+01:00,0.008200893692322325
2022,sc01,01-01 21:00:00+01:00,0.0065256567013790845
2022,sc01,01-01 22:00:00+01:00,0.004492731137092394
2022,sc01,01-01 23:00:00+01:00,0.003654291393433623
2022,sc01,01-02 00:00:00+01:00,0.0034145113752056056
2022,sc01,01-02 01:00:00+01:00,0.003213560019851522
2022,sc01,01-02 02:00:00+01:00,0.0031171267528235886
2022,sc01,01-02 03:00:00+01:00,0.0030206934857956655
2022,sc01,01-02 04:00:00+01:00,0.0034145113752056056
2022,sc01,01-02 05:00:00+01:00,0.004208116674489973
2022,sc01,01-02 06:00:00+01:00,0.005343970813541196
2022,sc01,01-02 07:00:00+01:00,0.006958685848619912
2022,sc01,01-02 08:00:00+01:00,0.007530383931716969
2022,sc01,01-02 09:00:00+01:00,0.005613166774867164
2022,sc01,01-02 10:00:00+01:00,0.0035134693992273725
2022,sc01,01-02 11:00:00+01:00,0.002674210361110376
2022,sc01,01-02 12:00:00+01:00,0.0024512443124538865
2022,sc01,01-02 13:00:00+01:00,0.0020484957671882626
2022,sc01,01-02 14:00:00+01:00,0.0019257134906974917
2022,sc01,01-02 15:00:00+01:00,0.001997273551760422
2022,sc01,01-02 16:00:00+01:00,0.002800680522019472
2022,sc01,01-02 17:00:00+01:00,0.0058751798008532755
2022,sc01,01-02 18:00:00+01:00,0.009002110903216218
2022,sc01,01-02 19:00:00+01:00,0.009748497314727572
2022,sc01,01-02 20:00:00+01:00,0.00873661953947666
2022,sc01,01-02 21:00:00+01:00,0.007234079597038945
2022,sc01,01-02 22:00:00+01:00,0.00492475547747304
2022,sc01,01-02 23:00:00+01:00,0.0037617788764620153
2022,sc01,01-03 00:00:00+01:00,0.0034358682702716635
2022,sc01,01-03 01:00:00+01:00,0.003234916914917576
2022,sc01,01-03 02:00:00+01:00,0.0031384836478896443
2022,sc01,01-03 03:00:00+01:00,0.0030420503808617225
2022,sc01,01-03 04:00:00+01:00,0.0034358682702716635
2022,sc01,01-03 05:00:00+01:00,0.004228257914613829
2022,sc01,01-03 06:00:00+01:00,0.005625685636915248
2022,sc01,01-03 07:00:00+01:00,0.007544451475321011
2022,sc01,01-03 08:00:00+01:00,0.008235901804464846
2022,sc01,01-03 09:00:00+01:00,0.005671100316485675
2022,sc01,01-03 10:00:00+01:00,0.003643741086318627
2022,sc01,01-03 11:00:00+01:00,0.0031287178431345076
2022,sc01,01-03 12:00:00+01:00,0.0026702268192053454
2022,sc01,01-03 13:00:00+01:00,0.0020252286158198413
2022,sc01,01-03 14:00:00+01:00,0.001846999340037188
2022,sc01,01-03 15:00:00+01:00,0.0019071171250732834
2022,sc01,01-03 16:00:00+01:00,0.0031377311087052557
2022,sc01,01-03 17:00:00+01:00,0.0059341677930873984
2022,sc01,01-03 18:00:00+01:00,0.008760092050879008
2022,sc01,01-03 19:00:00+01:00,0.010062472305927156
2022,sc01,01-03 20:00:00+01:00,0.009163961580447187
2022,sc01,01-03 21:00:00+01:00,0.007455153294289962
2022,sc01,01-03 22:00:00+01:00,0.005064559196520327
2022,sc01,01-03 23:00:00+01:00,0.003993102046382113
2022,sc01,01-04 00:00:00+01:00,0.0034549937121632376
2022,sc01,01-04 01:00:00+01:00,0.003254042356809155
2022,sc01,01-04 02:00:00+01:00,0.0031576090897812224
2022,sc01,01-04 03:00:00+01:00,0.003061175822753299
2022,sc01,01-04 04:00:00+01:00,0.0034549937121632376
2022,sc01,01-04 05:00:00+01:00,0.0042462947180172085
2022,sc01,01-04 06:00:00+01:00,0.005479982532592758
2022,sc01,01-04 07:00:00+01:00,0.007188255040046562
2022,sc01,01-04 08:00:00+01:00,0.007764833094436801
2022,sc01,01-04 09:00:00+01:00,0.005849198659603215
2022,sc01,01-04 10:00:00+01:00,0.0032923586404974793
2022,sc01,01-04 11:00:00+01:00,0.002435939531882461
2022,sc01,01-04 12:00:00+01:00,0.002075125161508117
2022,sc01,01-04 13:00:00+01:00,0.0017689755070826835
2022,sc01,01-04 14:00:00+01:00,0.0016990422172775375
2022,sc01,01-04 15:00:00+01:00,0.0017695613461806287
2022,sc01,01-04 16:00:00+01:00,0.0026210406054263
2022,sc01,01-04 17:00:00+01:00,0.0055208379648160185
2022,sc01,01-04 18:00:00+01:00,0.008850513788940272
2022,sc01,01-04 19:00:00+01:00,0.01031633120389527
2022,sc01,01-04 20:00:00+01:00,0.00935618905014068
2022,sc01,01-04 21:00:00+01:00,0.007722076226104376
2022,sc01,01-04 22:00:00+01:00,0.005413330118573065
2022,sc01,01-04 23:00:00+01:00,0.0042698417758959785
2022,sc01,01-05 00:00:00+01:00,0.003472271315095066
2022,sc01,01-05 01:00:00+01:00,0.0032713199597409807
2022,sc01,01-05 02:00:00+01:00,0.0031748866927130493
2022,sc01,01-05 03:00:00+01:00,0.0030784534256851253
2022,sc01,01-05 04:00:00+01:00,0.003472271315095066
2022,sc01,01-05 05:00:00+01:00,0.0046271756999146
2022,sc01,01-05 06:00:00+01:00,0.006440192916703082
2022,sc01,01-05 07:00:00+01:00,0.008369824238744392
