Period,Scenario,LoadLevel,Aggreko_Boutoute,Boutoute,CES_Sendou,Centrale_C_Cap_CTag,Centrale_Kael_Solaire,Centrale_Kahone_Solaire,Contour_Global,Diesel_Bel_Air,Felou_Gouina,Gas_Turbines,ICS,KPS_KarPowerShip,Kounoune_Power,Malicounda_Power,Manantali,PETN_Taiba_Ndiaye_Wind,PV_Bokhol,PV_Kahone,PV_Malicounda,PV_Sakal,PV_Senergy_or_Santhiou_Mekhe,PV_Ten_Merina,Secondary_Plants,Solar_CICAD,Solar_DIASS,Tobene_Power
2022,sc01,01-01 00:00:00+01:00,0.00010090336352989249,8.744958172590682e-05,0.0005977776527535773,0.0,0.0,0.0,0.0006994917271049952,0.0,0.0,0.0,2.7357562317257457e-05,0.0010917019206900301,0.0007389291956955307,0.0002959831996876846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018660395362128115,0.0,0.0,0.0005528837684394839
2022,sc01,01-01 01:00:00+01:00,0.00010090336352989249,8.744958172590682e-05,0.0005977776527535773,0.0006761753351577676,0.0,0.0,0.0,0.0,0.0,0.0,2.7357562317257457e-05,0.0010553118550380785,0.0007006240530372716,0.0002959831996876846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018222294564569432,0.0,0.0,0.000376432213158771
2022,sc01,01-01 02:00:00+01:00,0.00010090336352989249,8.744958172590682e-05,0.0005977776527535773,0.0006645171400081502,0.0,0.0,0.0,0.0010371168234981133,0.0,0.0,2.7357562317257457e-05,0.0,0.0006814934710445901,0.0002959831996876846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017933051793086696,0.0,0.0,0.0003079982842612011
2022,sc01,01-01 03:00:00+01:00,0.00010090336352989249,8.744958172590682e-05,0.0005977776527535773,0.000652858944858531,0.0,0.0,0.0,0.0,0.0,0.0,2.7357562317257457e-05,0.0010189217919581556,0.0006623628890519039,0.0002959831996876846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017643809021603967,0.0,0.0,0.00026068797248012405
2022,sc01,01-01 04:00:00+01:00,0.00010090336352989249,8.744958172590682e-05,0.0005977776527535773,0.0,0.0,0.0,0.0006994917271049952,0.0010917019206900301,0.0,0.0,2.7357562317257457e-05,0.0,0.0007389291956955306,0.0002959831996876846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018660395362128115,0.0,0.0,0.0004355147929501505
2022,sc01,01-01 05:00:00+01:00,0.00010090336352989249,8.744958172590682e-05,0.0005977776527535773,0.0007997513344187563,0.0,0.0,0.0,0.0012736522386616763,0.0,0.0,2.7357562317257457e-05,0.0,0.0007641748064663857,0.0002959831996876846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018660395362128115,0.0,0.0,0.0010805531549547807
2022,sc01,01-01 06:00:00+01:00,0.00010090336352989249,8.744958172590682e-05,0.0005977776527535773,0.001208211225354962,0.0,0.0,0.0,0.0015358670568688035,0.0,0.0,2.7357562317257457e-05,0.0,0.0007641748064663857,0.0002959831996876846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018660395362128115,0.0,0.0,0.0015471849074583516
2022,sc01,01-01 07:00:00+01:00,0.00010090336352989249,8.744958172590682e-05,0.0005977776527535773,0.0019154300681330286,0.0,0.0,0.0,0.0,0.0,0.0,2.7357562317257457e-05,0.0016926545973773755,0.0007641748064663857,0.0002959831996876846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018660395362128115,0.0,0.0,0.0015471849074583516
2022,sc01,01-01 08:00:00+01:00,0.00010090336352989249,8.744958172590682e-05,0.0005977776527535773,0.002203446552967779,0.0,0.0,0.0,0.0017737706284616927,0.0,0.0,2.7357562317257457e-05,0.0,0.0007641748064663857,0.0002959831996876846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018660395362128115,0.0,0.0,0.0015471849074583516
2022,sc01,01-01 09:00:00+01:00,0.00010090336352989249,8.744958172590682e-05,0.0005977776527535773,0.0,0.0,0.0,0.0009686722898869679,0.0,0.0,0.0003723113300370325,2.7357562317257457e-05,0.001716636500698201,0.0007641748064663857,0.0002959831996876846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018660395362128115,0.0,0.0,0.0015471849074583516
2022,sc01,01-01 10:00:00+01:00,0.00010090336352989249,8.744958172590682e-05,0.0005977776527535773,0.00108024143719096,0.0,0.0,0.0,0.0016346897766230568,0.0,0.0,2.7357562317257457e-05,0.0,0.0007641748064663857,0.0002959831996876846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018660395362128115,0.0,0.0,0.0008778541938292072
2022,sc01,01-01 11:00:00+01:00,0.00010090336352989249,8.744958172590682e-05,0.0005977776527535773,0.0,0.0,0.0,0.0006619562791274322,0.0,0.0,0.00042023669600354396,2.7357562317257457e-05,0.001672023912706644,0.0007641748064663857,0.0002959831996876846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018660395362128115,0.0,0.0,0.000620520104082921
2022,sc01,01-01 12:00:00+01:00,0.00010090336352989249,8.744958172590682e-05,0.0005977776527535773,0.0,0.0,0.0,0.0009686722898869679,0.0,0.0,0.00015454322032688013,2.7357562317257457e-05,0.0017262844480156467,0.0007641748064663857,0.00028014135750343135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018660395362128115,0.0,0.0,0.0006214315295802818
