Period,Scenario,LoadLevel,Aggreko_Boutoute,Boutoute,CES_Sendou,Centrale_C_Cap_CTag,Contour_Global,Diesel_Bel_Air,Gas_Turbines,ICS,KPS_KarPowerShip,Kounoune_Power,Malicounda_Power,Manantali,Secondary_Plants,Tobene_Power
2022,sc01,01-04 02:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.005579492380297231,0.0,0.0,0.0,5.928108044928004e-05,0.0087079550937013,0.005736124014521086,0.002485166909815412,0.0,0.0015057147485131178,0.008187240597512314
2022,sc01,01-04 03:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.00548160655149149,0.0,0.008555183955495267,0.0,5.928108044928004e-05,0.0,0.005575497704028125,0.002485166909815412,0.0,0.001481429026710304,0.006943924737920403
2022,sc01,01-04 04:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.005873149880551469,0.0,0.009166268529915072,0.0,5.928108044928004e-05,0.0,0.006218372204602146,0.002485166909815412,0.0,0.0015667847745063526,0.0072654422043668745
2022,sc01,01-04 05:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.006713582978923518,0.0,0.0,0.0,5.928108044928004e-05,0.010693979933571277,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.011558552260360145
2022,sc01,01-04 06:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.012459407948356096,0.0,0.012799927155886676,0.0,5.928108044928004e-05,0.0,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-04 07:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.018773195427449683,0.0,0.014099562283976406,0.0,5.928108044928004e-05,0.0,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-04 08:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.013273779343377473,0.008133273523032258,0.0,0.0,5.928108044928004e-05,0.014769640856297063,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-04 09:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.015544469068232423,0.0,0.01423587909843125,0.0,5.928108044928004e-05,0.0,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-04 10:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.009155082479227986,0.0,0.01372147759106816,0.0,5.928108044928004e-05,0.0,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012869536262960645
2022,sc01,01-04 11:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.0,0.00555507098766959,0.0,0.003528437871812155,5.928108044928004e-05,0.014038965691952048,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.010340727425493967
2022,sc01,01-04 12:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.0,0.008133273523032258,0.01449461114236359,0.0012934228316264546,5.928108044928004e-05,0.0,0.006416249112614336,0.002443069292642043,0.0,0.0015667847745063526,0.010577409792665577
2022,sc01,01-04 13:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.008920819794652687,0.0,0.01404639938445946,0.0,5.928108044928004e-05,0.0,0.006416249112614336,0.0013308649901241352,0.0,0.0015667847745063526,0.010445877687482022
2022,sc01,01-04 14:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.008365605999828255,0.0,0.0134438605076627,0.0,5.928108044928004e-05,0.0,0.006416249112614336,0.0008774107371338475,0.0,0.0015667847745063526,0.011080802436438749
2022,sc01,01-04 15:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.00810559667974621,0.0,0.0,0.0,5.928108044928004e-05,0.01298554707144893,0.006416249112614336,0.0007594127726422757,0.0,0.0015667847745063526,0.012010532511995298
2022,sc01,01-04 16:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.0,0.008133273523032258,0.013349644966140148,0.0025168225292239096,5.928108044928004e-05,0.0,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-04 17:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.01983926196321133,0.0,0.014059011370217953,0.0,5.928108044928004e-05,0.0,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-04 18:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.02113288992616253,0.008133273523032258,0.0,0.0003383135465883126,5.928108044928004e-05,0.014426207490207087,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-04 19:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.02113288992616253,0.008133273523032258,0.0,0.003528437871812155,5.928108044928004e-05,0.014168122595296682,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-04 20:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.02113288992616253,0.008118617441205624,0.01318908842438663,0.0,5.928108044928004e-05,0.0,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-04 21:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.020035174688016525,0.0,0.01233308966426625,0.003528437871812155,5.928108044928004e-05,0.0,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-04 22:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.014992157445311923,0.0,0.0,0.0,5.928108044928004e-05,0.011132491489159969,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-04 23:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.009023962111109817,0.0,0.0,0.0,5.928108044928004e-05,0.009817752314868157,0.006416249112614336,0.002485166909815412,0.0,0.0015667847745063526,0.012990645210398746
2022,sc01,01-05 00:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.005873149880551469,0.0,0.009166268529915072,0.0,5.928108044928004e-05,0.0,0.0062224727260966044,0.002485166909815412,0.0,0.0015667847745063526,0.012408871309872598
2022,sc01,01-05 01:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.0,0.0056773782091029575,0.008860726231907394,0.0,5.928108044928004e-05,0.0,0.005900850846508467,0.002485166909815412,0.0,0.0015300004703159321,0.010390941078845953
2022,sc01,01-05 02:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.0,0.005579492380297231,0.0087079550937013,0.0,5.928108044928004e-05,0.0,0.005740224536015545,0.002485166909815412,0.0,0.0015057147485131178,0.009240024929494038
2022,sc01,01-05 03:00:00+01:00,0.0008472159919825267,0.0007342538597181899,0.001231662837668778,0.00548160655149149,0.0,0.008555183955495267,0.0,5.928108044928004e-05,0.0,0.005579598225522585,0.002485166909815412,0.0,0.001481429026710304,0.008192079643677309
