Period,Scenario,LoadLevel,Centrale_Kael_Solaire,Centrale_Kahone_Solaire,Felou_Gouina,PETN_Taiba_Ndiaye_Wind,PV_Bokhol,PV_Kahone,PV_Malicounda,PV_Sakal,PV_Senergy_or_Santhiou_Mekhe,PV_Ten_Merina,Solar_CICAD,Solar_DIASS
2022,sc01,01-01 15:00:00+01:00,7.256864367209973e-06,8.212701994950387e-06,6.028089611548334e-06,9.234765453947339e-05,5.955291348956735e-06,4.92762119778653e-06,1.5097396911781883e-05,2.5162328191745124e-06,3.77434923794512e-06,3.7114434064763466e-06,3.189178232927336e-07,2.893667736152937e-06
2022,sc01,01-01 16:00:00+01:00,6.212032393964951e-06,6.94946825948151e-06,6.028089611548334e-06,7.619393768218755e-05,5.068022722467705e-06,4.169680954056309e-06,1.3020176520334398e-05,2.1700294205999314e-06,3.2550441384506524e-06,3.2007933933747655e-06,2.759340949664626e-07,2.495533828608467e-06
2022,sc01,01-01 17:00:00+01:00,4.5274134377323925e-06,5.016644117798318e-06,6.028089611548334e-06,6.873796255315124e-05,3.705276126633925e-06,3.009986469862693e-06,9.624434693312814e-06,1.6040724497017665e-06,2.406108680266735e-06,2.366006861799955e-06,2.069749384307328e-07,1.8446833131571723e-06
2022,sc01,01-01 18:00:00+01:00,2.364680293671326e-06,2.5656092614708238e-06,6.028089611548334e-06,6.446972587901001e-05,1.8646505987953092e-06,1.5393655569641238e-06,5.058586727159785e-06,8.430977884041627e-07,1.2646466854632866e-06,1.243569237161472e-06,1.1252769780326088e-07,9.695624545424128e-07
2022,sc01,01-01 19:00:00+01:00,4.447440065369137e-07,4.960032141728907e-07,6.028089611548334e-06,7.102797366296537e-05,2.845912216958917e-07,2.9760192866699395e-07,9.641057207787816e-07,1.6068428700053804e-07,2.4102643090895603e-07,2.3700932293805215e-07,2.3343771198235505e-08,1.8478692952002516e-07
2022,sc01,01-01 20:00:00+01:00,0.0,0.0,6.028089611548334e-06,8.107499423285555e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,sc01,01-01 21:00:00+01:00,0.0,0.0,6.028089611548334e-06,8.787514457859853e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,sc01,01-01 22:00:00+01:00,0.0,0.0,6.028089611548334e-06,8.818155452502491e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,sc01,01-01 23:00:00+01:00,0.0,0.0,6.028089611548334e-06,9.766413572421547e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,sc01,01-02 00:00:00+01:00,0.0,0.0,5.804156506343047e-06,0.0001079960637789858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,sc01,01-02 01:00:00+01:00,0.0,0.0,5.804156506343047e-06,0.00011773129880338903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,sc01,01-02 02:00:00+01:00,0.0,0.0,5.804156506343047e-06,0.00012090291042845035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,sc01,01-02 03:00:00+01:00,0.0,0.0,5.804156506343047e-06,0.00012584847433110523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,sc01,01-02 04:00:00+01:00,0.0,0.0,5.804156506343047e-06,0.0001356965972133224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,sc01,01-02 05:00:00+01:00,0.0,0.0,5.804156506343047e-06,0.0001485066828348067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,sc01,01-02 06:00:00+01:00,0.0,0.0,5.804156506343047e-06,0.00016240264225827187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,sc01,01-02 07:00:00+01:00,0.0,0.0,5.804156506343047e-06,0.00017115414005875726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,sc01,01-02 08:00:00+01:00,0.0,0.0,5.804156506343047e-06,0.00017355166341099875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,sc01,01-02 09:00:00+01:00,1.27727256757518e-06,1.4595000146933628e-06,5.804156506343047e-06,0.00016765461604204926,1.3223681931981174e-06,8.757000088976475e-07,3.1404675260378636e-06,5.234112545437185e-07,7.851168836522479e-07,7.720316001152617e-07,5.414390311197243e-08,6.01922941480422e-07
2022,sc01,01-02 10:00:00+01:00,2.918740420948491e-06,3.4436843580184555e-06,5.804156506343047e-06,0.00015602716531582983,3.2333789899619873e-06,2.066210614647814e-06,7.200516185962457e-06,1.2000860312658421e-06,1.8001290513884018e-06,1.7701268955457086e-06,1.5404939500082867e-07,1.3800989332619354e-06
2022,sc01,01-02 11:00:00+01:00,4.979061620694135e-06,5.347998870243743e-06,5.804156506343047e-06,0.000150259132650854,4.811665982336951e-06,3.208799323370692e-06,1.2034698998320883e-05,2.005783166794963e-06,3.0086747571309766e-06,2.958530169145085e-06,2.3431492894535147e-07,2.3066506371613092e-06
2022,sc01,01-02 12:00:00+01:00,6.118250669568339e-06,6.029014565203022e-06,5.804156506343047e-06,0.00012542917652686486,5.8305083290953915e-06,3.6174087387136647e-06,1.477800720872656e-05,2.4630012019986256e-06,3.6945018117731406e-06,3.6329267711419134e-06,2.834879245055074e-07,2.8324513768088163e-06
2022,sc01,01-02 13:00:00+01:00,6.577953720808173e-06,6.196085272108821e-06,5.804156506343047e-06,9.773939430697541e-05,6.432876605147742e-06,3.7176511620408457e-06,1.599679356561363e-05,2.6661322618879525e-06,3.9991984020152785e-06,3.932545083723594e-06,3.190640267321231e-07,3.0660520949060587e-06
2022,sc01,01-02 14:00:00+01:00,6.7551609086374975e-06,6.0559165066042626e-06,5.804156506343047e-06,6.954430448563851e-05,6.420330804714615e-06,3.6335499039625575e-06,1.6208136938866647e-05,2.7013561572940722e-06,4.052034245328534e-06,3.9845003293761965e-06,3.286159661334339e-07,3.106559574235356e-06
2022,sc01,01-02 15:00:00+01:00,6.329403384207744e-06,5.5345976018801015e-06,5.804156506343047e-06,4.8240750438964224e-05,5.999255740410749e-06,3.320758560311763e-06,1.5220878430389804e-05,2.5368130726839812e-06,3.8052196180052484e-06,3.741799280106905e-06,3.1380071270967656e-07,2.9173350278316785e-06
2022,sc01,01-02 16:00:00+01:00,5.641862522376769e-06,4.617680816101969e-06,5.804156506343047e-06,3.8500139815500385e-05,5.146182778890215e-06,2.7706084892530324e-06,1.3189369948646712e-05,2.1982283254546997e-06,3.297342496140955e-06,3.2423867782600304e-06,2.4581624400123116e-07,2.527962569069006e-06
2022,sc01,01-02 17:00:00+01:00,3.8588590584167274e-06,3.1681698883222897e-06,5.804156506343047e-06,3.2119287257671794e-05,3.7120050010489454e-06,1.900901933238263e-06,8.308287909077483e-06,1.3847146516489636e-06,2.0770719823712327e-06,2.042454110182256e-06,1.5229495699334645e-07,1.5924218460086718e-06
