Period,Scenario,Generating unit,%
2022,sc01,Centrale_Kael_Solaire,0.0
2022,sc01,Centrale_Kahone_Solaire,0.0
2022,sc01,Felou_Gouina,0.0
2022,sc01,PETN_Taiba_Ndiaye_Wind,0.0
2022,sc01,PV_Bokhol,0.0
2022,sc01,PV_Kahone,0.0
2022,sc01,PV_Malicounda,0.0
2022,sc01,PV_Sakal,0.0
2022,sc01,PV_Senergy_or_Santhiou_Mekhe,0.0
2022,sc01,PV_Ten_Merina,0.0
2022,sc01,Solar_CICAD,0.0
2022,sc01,Solar_DIASS,0.0
