Period,Scenario,LoadLevel,Centrale_C_Cap_CTag,Contour_Global,Diesel_Bel_Air,Gas_Turbines,KPS_KarPowerShip,Kounoune_Power,Malicounda_Power,Manantali,Secondary_Plants,Tobene_Power
2022,sc01,03-29 11:00:00+01:00,177.725446815,18.10334516376664,146.62558020979054,,266.0,,,200.0,,
2022,sc01,03-29 12:00:00+01:00,88.2663365375744,68.4,265.79475307000007,29.6738022825,143.23788099759787,,,200.0,,
2022,sc01,03-29 13:00:00+01:00,177.725446815,,146.47375584474608,21.63567324115503,266.0,,2.4688685156537584,200.0,,12.463961966693915
2022,sc01,03-29 14:00:00+01:00,106.71403162817259,68.4,265.79475307000007,29.6738022825,151.76947993900959,,14.571374603567131,200.0,,36.162402512308496
2022,sc01,03-29 15:00:00+01:00,108.93549934558614,68.4,155.45845523634833,29.6738022825,266.0,,18.58979780654853,200.0,,50.96275368488923
2022,sc01,03-29 16:00:00+01:00,106.69024447620363,68.4,151.56423300900963,29.6738022825,266.0,,4.171672109439709,200.0,,24.49560501261516
2022,sc01,03-29 17:00:00+01:00,69.21932246971333,68.4,265.79475307000007,29.6738022825,144.03828080545705,,,200.0,,
2022,sc01,03-29 18:00:00+01:00,15.619498884097805,68.4,265.79475307000007,29.6738022825,139.64009068784185,,,197.93031696423046,,
2022,sc01,03-29 19:00:00+01:00,,64.4645822082155,265.79475307000007,29.6738022825,143.1529038167888,,,197.98983583670704,,
2022,sc01,03-29 20:00:00+01:00,18.086046549746854,68.4,149.99287161689617,29.6738022825,266.0,,,198.1386330139429,,
2022,sc01,03-29 21:00:00+01:00,67.58846885705262,68.4,265.79475307000007,29.6738022825,157.4233244369403,,,198.37670850384907,,
2022,sc01,03-29 22:00:00+01:00,117.17927414108885,68.4,168.43919611522108,29.6738022825,266.0,,,200.0,,17.45174076432296
2022,sc01,03-29 23:00:00+01:00,124.29750047705303,68.4,181.41993699409386,29.6738022825,266.0,,,200.0,,43.85381120589485
2022,sc01,03-30 00:00:00+01:00,177.725446815,18.496702924736702,265.79475307000007,29.6738022825,188.11555454514684,0.0057214047321785255,,200.0,,61.48008401202738
2022,sc01,03-30 01:00:00+01:00,129.48559287860547,68.4,190.5064556456279,29.6738022825,266.0,2.743269330805757,,200.0,0.17630937570071137,57.07680305679738
2022,sc01,03-30 02:00:00+01:00,177.725446815,20.991867749407874,191.80452984248515,29.6738022825,266.0,4.108340826798895,,200.0,0.3826616087031637,58.53885996705859
2022,sc01,03-30 03:00:00+01:00,131.14903613384215,68.4,193.10260385772588,29.6738022825,266.0,5.473412156265442,,200.0,0.5890138417056194,75.67077360740355
2022,sc01,03-30 04:00:00+01:00,127.82214973973669,68.4,187.91030761514688,29.6738022825,266.0,0.0057214047321785255,,200.0,,63.0572770120274
2022,sc01,03-30 05:00:00+01:00,177.725446815,9.640552115641556,175.00719006526455,29.6738022825,266.0,,,200.0,,
2022,sc01,03-30 06:00:00+01:00,37.94534820136164,68.4,158.44854368540433,29.6738022825,266.0,,,198.34680745684906,,
2022,sc01,03-30 07:00:00+01:00,41.37270676197269,,265.79475307000007,29.6738022825,148.12933353868678,,,198.10873196694286,,
2022,sc01,03-30 08:00:00+01:00,18.0439410960867,,265.79475307000007,29.6738022825,142.46403332839486,,,198.04921309842186,,
2022,sc01,03-30 09:00:00+01:00,,68.4,265.79475307000007,24.275604128683472,147.18673364798536,,,198.10873196694286,,
2022,sc01,03-30 10:00:00+01:00,45.171670485333856,68.4,265.79475307000007,29.6738022825,151.68306542009086,,,198.1980102756577,,
2022,sc01,03-30 11:00:00+01:00,69.63405867775023,68.4,147.79229710892952,29.6738022825,266.0,,,200.0,,
2022,sc01,03-30 12:00:00+01:00,57.3184059050922,68.4,265.79475307000007,29.6738022825,144.52328956680432,,,200.0,,
2022,sc01,03-30 13:00:00+01:00,101.05947154299548,68.4,265.79475307000007,29.6738022825,146.6844187915844,,,200.0,,
2022,sc01,03-30 14:00:00+01:00,106.66197436070344,68.4,151.56423300900963,29.6738022825,266.0,,2.6644808176506802,200.0,,11.858906563296772
2022,sc01,03-30 15:00:00+01:00,177.725446815,,155.66187574988163,24.337641758021952,266.0,,,200.0,,38.42874228474022
2022,sc01,03-30 16:00:00+01:00,105.59661178098297,68.4,151.6165771074464,29.6738022825,266.0,,,200.0,,30.367367943357177
2022,sc01,03-30 17:00:00+01:00,68.50200756196618,68.4,265.79475307000007,29.6738022825,144.0807720108998,,,200.0,,
2022,sc01,03-30 18:00:00+01:00,,68.4,140.17788130139735,27.989064604796972,266.0,,,197.90041591723048,,
2022,sc01,03-30 19:00:00+01:00,32.04476353832142,,265.79475307000007,29.6738022825,144.53421222434332,,,197.95993478970703,,
2022,sc01,03-30 20:00:00+01:00,,68.4,151.85470392134897,3.9631073149798866,266.0,,,198.10873196694286,,
2022,sc01,03-30 21:00:00+01:00,22.031216889590006,68.4,159.12621432015888,29.6738022825,266.0,,,198.34680745684906,,
2022,sc01,03-30 22:00:00+01:00,96.54627429325022,68.4,265.79475307000007,29.6738022825,169.49675701304002,,,200.0,,
2022,sc01,03-30 23:00:00+01:00,177.725446815,14.972480454566263,181.41993699409386,29.6738022825,266.0,,,200.0,,10.242677563194663
2022,sc01,03-31 00:00:00+01:00,177.725446815,18.496171277593973,187.91116552850139,29.6738022825,266.0,,,200.0,,28.1826196262958
2022,sc01,03-31 01:00:00+01:00,177.725446815,20.1601460636055,265.79475307000007,29.6738022825,190.71170257562787,2.7378698529515675,,200.0,0.17630937570071137,36.22895611106584
2022,sc01,03-31 02:00:00+01:00,177.725446815,20.991867749407874,265.79475307000007,29.6738022825,192.0097767724851,4.102941348944713,,200.0,0.3826616087031637,44.157833591327005
2022,sc01,03-31 03:00:00+01:00,177.725446815,21.823589318842146,265.79475307000007,29.6738022825,193.30785078772584,5.468012678411252,,200.0,0.5890138417056194,47.02915667167198
2022,sc01,03-31 04:00:00+01:00,177.725446815,18.497052340512813,187.91029178746294,29.6738022825,266.0,,,200.0,,29.061754015530294
2022,sc01,03-31 05:00:00+01:00,177.725446815,,265.79475307000007,12.723240801329611,176.31086172641022,,,198.45862393604045,,
2022,sc01,03-31 06:00:00+01:00,15.772764386422805,68.4,265.79475307000007,29.6738022825,159.59794057358448,,,198.3098267548491,,
2022,sc01,03-31 07:00:00+01:00,,24.831476709293018,148.61599965005695,29.6738022825,266.0,,,198.0717512649429,,
2022,sc01,03-31 08:00:00+01:00,,12.561297109042906,142.48728557403643,29.6738022825,266.0,,,198.01223239642184,,
2022,sc01,03-31 09:00:00+01:00,0.3904368166408323,68.4,146.73352387393703,29.6738022825,266.0,,,198.0717512649429,,
2022,sc01,03-31 10:00:00+01:00,72.991524589595,68.4,265.79475307000007,29.6738022825,150.52102919163684,,,198.1610295736577,,
2022,sc01,03-31 11:00:00+01:00,84.21888391606815,68.4,147.18263182651168,29.6738022825,266.0,,,200.0,,
2022,sc01,03-31 12:00:00+01:00,82.97294493002808,68.4,143.24242251520994,29.6738022825,266.0,,,200.0,,
2022,sc01,03-31 13:00:00+01:00,101.02903886532573,68.4,146.47995254949737,29.6738022825,266.0,,7.687145692005123,200.0,,
2022,sc01,03-31 14:00:00+01:00,106.72080181772942,68.4,265.79475307000007,29.6738022825,151.76947993900959,,18.232693726257967,200.0,,3.790796025796128
2022,sc01,03-31 15:00:00+01:00,108.93172542244274,68.4,155.45845523634833,29.6738022825,266.0,,18.085579754223133,200.0,,9.828606879940804
2022,sc01,03-31 16:00:00+01:00,106.66032669448228,68.4,151.56423300900963,29.6738022825,266.0,,2.263508414563714,200.0,,
2022,sc01,03-31 17:00:00+01:00,55.44901301477598,68.4,265.79475307000007,29.6738022825,144.60630043305883,,,198.01223239642184,,
2022,sc01,03-31 18:00:00+01:00,,63.76999878216238,140.29732206572737,29.6738022825,266.0,,,197.86343521523048,,
2022,sc01,03-31 19:00:00+01:00,37.6224138198015,,144.0895792378248,29.6738022825,266.0,,,197.922954087707,,
2022,sc01,03-31 20:00:00+01:00,60.157102338475255,,265.79475307000007,29.6738022825,151.31899385867032,,,198.0717512649429,,
2022,sc01,03-31 21:00:00+01:00,38.54290714602387,68.4,265.79475307000007,29.6738022825,158.6283447936124,,,198.3098267548491,,
2022,sc01,03-31 22:00:00+01:00,106.02567986212598,68.4,265.79475307000007,29.6738022825,169.1052088700668,,,200.0,,
2022,sc01,03-31 23:00:00+01:00,124.2984551135159,68.4,265.79475307000007,29.6738022825,181.62518392409382,,,200.0,,22.79961655892332
2022,sc01,04-01 00:00:00+01:00,177.725446815,3.461741092846804,174.09919143447823,29.6738022825,266.0,,,200.0,,
2022,sc01,04-01 01:00:00+01:00,177.725446815,12.573187556335998,265.79475307000007,29.6738022825,177.06294694468727,,,200.0,,12.936242873868824
2022,sc01,04-01 02:00:00+01:00,177.725446815,13.397303446039357,178.39109762519905,29.6738022825,266.0,,,200.0,,25.397364810986907
2022,sc01,04-01 03:00:00+01:00,177.725446815,14.221419233298123,179.92449505409397,29.6738022825,266.0,,,200.0,,31.566177912632927
2022,sc01,04-01 04:00:00+01:00,120.25040279446239,68.4,265.79475307000007,29.6738022825,173.99615208689713,,,200.0,,3.2360522907702585
2022,sc01,04-01 05:00:00+01:00,47.60382489953466,68.4,265.79475307000007,29.6738022825,161.32357022918302,,,198.01118813452356,,
2022,sc01,04-01 06:00:00+01:00,24.18034558442536,,265.79475307000007,29.6738022825,141.67140813282904,,,197.83541602873174,,
2022,sc01,04-01 07:00:00+01:00,,,265.79475307000007,,113.23452390323457,,,189.8897208144403,,
2022,sc01,04-01 08:00:00+01:00,,,265.79475307000007,,92.57439127325759,,,174.31080527920653,,
2022,sc01,04-01 09:00:00+01:00,,,265.79475307000007,,123.70802168499759,,,197.55418065392718,,
2022,sc01,04-01 10:00:00+01:00,,39.675585551643536,132.9138033785262,29.6738022825,266.0,,,197.65964391898444,,
2022,sc01,04-01 11:00:00+01:00,59.19619485565314,,265.79475307000007,29.6738022825,129.1319430420708,,,197.58933507429444,,
2022,sc01,04-01 12:00:00+01:00,65.28317541402166,,265.79475307000007,29.6738022825,124.15271506009529,,,197.48387180923714,,
2022,sc01,04-01 13:00:00+01:00,36.30218987694695,68.4,265.79475307000007,29.6738022825,127.2186256319632,,,200.0,,
2022,sc01,04-01 14:00:00+01:00,70.63034109008697,68.4,131.8655774670109,29.6738022825,266.0,,,200.0,,
2022,sc01,04-01 15:00:00+01:00,86.0615374284968,68.4,135.9356942729804,29.6738022825,266.0,,,200.0,,
2022,sc01,04-01 16:00:00+01:00,56.765701440339626,68.4,265.79475307000007,29.6738022825,132.6580089069002,,,200.0,,
2022,sc01,04-01 17:00:00+01:00,58.84084879635554,,124.24391829978568,29.6738022825,266.0,,,197.48387180923714,,
2022,sc01,04-01 18:00:00+01:00,,,265.79475307000007,,120.15916257560622,,,197.30809970344538,,
2022,sc01,04-01 19:00:00+01:00,,,112.00655134571596,,266.0,,,175.2873675591931,,
2022,sc01,04-01 20:00:00+01:00,,,265.79475307000007,,114.35779792754758,,,196.32402017987067,,
2022,sc01,04-01 21:00:00+01:00,,4.183925307430128,142.29957383458054,29.6738022825,266.0,,,197.83541602873174,,
2022,sc01,04-01 22:00:00+01:00,15.320354583250207,68.4,154.6320414802348,29.6738022825,266.0,,,198.18696024427084,,
2022,sc01,04-01 23:00:00+01:00,73.6976544922116,68.4,167.87505330635588,29.6738022825,266.0,,,198.25726908500536,,
2022,sc01,04-02 00:00:00+01:00,113.72607951840644,68.4,174.06043102839504,29.6738022825,266.0,,,200.0,,
2022,sc01,04-02 01:00:00+01:00,177.725446815,12.57373951077751,176.8577000146873,29.6738022825,266.0,,,200.0,,5.55399730984249
2022,sc01,04-02 02:00:00+01:00,122.72330221548086,68.4,178.39109762519905,29.6738022825,266.0,,,200.0,,12.888418796960524
2022,sc01,04-02 03:00:00+01:00,123.54741800273963,68.4,179.92449505409397,29.6738022825,266.0,,,200.0,,20.34796193860658
2022,sc01,04-02 04:00:00+01:00,177.725446815,4.465942778731705,174.05773323658326,29.6738022825,266.0,,,200.0,,
2022,sc01,04-02 05:00:00+01:00,42.03723053573291,68.4,265.79475307000007,29.6738022825,161.55727632941336,,,197.97251825352356,,
2022,sc01,04-02 06:00:00+01:00,,33.845271819236906,265.79475307000007,29.6738022825,141.26288966332373,,,197.79674614773177,,
2022,sc01,04-02 07:00:00+01:00,7.8015503045662795,,127.70906099235357,,266.0,,,197.51551077292717,,
2022,sc01,04-02 08:00:00+01:00,,,114.40059955793433,,266.0,,,197.44520192823714,,
2022,sc01,04-02 09:00:00+01:00,28.688423746473152,,265.79475307000007,29.6738022825,125.75771607959183,,,197.51551077292717,,
2022,sc01,04-02 10:00:00+01:00,46.67104665121355,68.4,265.79475307000007,29.6738022825,129.95714381985812,,,200.0,,
2022,sc01,04-02 11:00:00+01:00,58.84868183311341,68.4,265.79475307000007,29.6738022825,126.30262398659345,,,200.0,,
2022,sc01,04-02 12:00:00+01:00,52.24951953766188,68.4,265.79475307000007,29.6738022825,121.8610148905602,,,200.0,,
2022,sc01,04-02 13:00:00+01:00,74.5218713159763,68.4,125.43227549701619,29.6738022825,266.0,,,200.0,,3.454519617627036
2022,sc01,04-02 14:00:00+01:00,82.94775158916686,68.4,265.79475307000007,29.6738022825,131.56026616277632,,,200.0,,16.475734097594827
2022,sc01,04-02 15:00:00+01:00,88.32494933064247,68.4,265.79475307000007,29.6738022825,136.04537618407733,,,200.0,,24.651593214423865
2022,sc01,04-02 16:00:00+01:00,79.64906501793696,68.4,131.50574492337282,29.6738022825,266.0,,,200.0,,2.8428827084402144
2022,sc01,04-02 17:00:00+01:00,14.746370336778586,68.4,265.79475307000007,29.6738022825,123.432479936879,,,197.44520192823714,,
2022,sc01,04-02 18:00:00+01:00,,22.630000324361536,119.21922604681518,,266.0,,,197.26942982244535,,
2022,sc01,04-02 19:00:00+01:00,,,265.79475307000007,,112.13656028881977,,,188.5155139309522,,
2022,sc01,04-02 20:00:00+01:00,,,130.26859186011808,,266.0,,,197.51551077292717,,
2022,sc01,04-02 21:00:00+01:00,21.571147255840113,,141.57490760921914,29.6738022825,266.0,,,197.79674614773177,,
2022,sc01,04-02 22:00:00+01:00,25.064598073001903,68.4,154.21710286112094,29.6738022825,266.0,,,198.14829036327086,,
2022,sc01,04-02 23:00:00+01:00,73.74054987693594,68.4,167.8732782570183,29.6738022825,266.0,,,198.21859920400536,,
2022,sc01,04-03 00:00:00+01:00,107.08128637052101,68.4,265.79475307000007,29.6738022825,174.54018053410454,,,200.0,,
2022,sc01,04-03 01:00:00+01:00,177.725446815,11.042972261012286,265.79475307000007,29.6738022825,177.12620221859225,,,200.0,,
2022,sc01,04-03 02:00:00+01:00,177.725446815,13.398417101094712,178.39109762519905,29.6738022825,266.0,,,200.0,,1.6265829271984584
2022,sc01,04-03 03:00:00+01:00,177.725446815,14.222532888353477,265.79475307000007,29.6738022825,180.12974198409393,,,200.0,,6.718690228844471
2022,sc01,04-03 04:00:00+01:00,100.9538232733136,68.4,174.58713921406627,29.6738022825,266.0,,,198.28470977206263,,
2022,sc01,04-03 05:00:00+01:00,25.86281281371214,68.4,265.79475307000007,29.6738022825,162.246030726982,,,197.93316555652353,,
2022,sc01,04-03 06:00:00+01:00,7.3580782706098855,,142.1672811972994,29.6738022825,266.0,,,197.75739345073177,,
2022,sc01,04-03 07:00:00+01:00,,,113.07267550885358,,266.0,,,182.5141041272718,,
2022,sc01,04-03 08:00:00+01:00,,,265.79475307000007,,88.3318856597681,,,174.23278270120653,,
2022,sc01,04-03 09:00:00+01:00,,,124.95001791568602,,266.0,,,197.4761580759272,,
2022,sc01,04-03 10:00:00+01:00,,68.4,132.68622182407324,6.307683908385229,266.0,,,197.58162134098444,,
2022,sc01,04-03 11:00:00+01:00,1.0958534478111015,68.4,128.487454861008,29.6738022825,266.0,,,197.51131249629444,,
2022,sc01,04-03 12:00:00+01:00,3.0128886660878704,68.4,123.69244394155906,29.6738022825,266.0,,,200.0,,
2022,sc01,04-03 13:00:00+01:00,36.38590435474229,68.4,127.00866336961172,29.6738022825,266.0,,,200.0,,
2022,sc01,04-03 14:00:00+01:00,62.7712544712523,68.4,265.79475307000007,29.6738022825,132.39452558798544,,,200.0,,
2022,sc01,04-03 15:00:00+01:00,74.71323693123628,68.4,265.79475307000007,29.6738022825,136.60872556810048,,,200.0,,
2022,sc01,04-03 16:00:00+01:00,43.122600967725994,68.4,133.01590174138755,29.6738022825,266.0,,,200.0,,
2022,sc01,04-03 17:00:00+01:00,,46.72342133539325,124.7594957863336,29.6738022825,266.0,,,197.40584923123717,,
2022,sc01,04-03 18:00:00+01:00,,,265.79475307000007,,112.91282402462393,,,197.23007712544535,,
2022,sc01,04-03 19:00:00+01:00,,,265.79475307000007,,102.77728925574459,,,172.90504253372018,,
2022,sc01,04-03 20:00:00+01:00,,,100.62865850757183,,266.0,,,197.4761580759272,,
2022,sc01,04-03 21:00:00+01:00,16.295815735128645,,143.03152080182514,,266.0,,,197.75739345073177,,
2022,sc01,04-03 22:00:00+01:00,,68.4,265.79475307000007,12.582156445504648,156.2154985352389,,,198.10893766627086,,
2022,sc01,04-03 23:00:00+01:00,36.01540023825786,68.4,265.79475307000007,29.6738022825,169.6606922031787,,,198.17924650700536,,
2022,sc01,04-04 00:00:00+01:00,69.44716162996858,68.4,175.8909130171901,29.6738022825,266.0,,,198.23504852706265,,
2022,sc01,04-04 01:00:00+01:00,85.04175186082183,68.4,265.79475307000007,29.6738022825,178.58616819657308,,,198.30535737175268,,
2022,sc01,04-04 02:00:00+01:00,92.81223773735005,68.4,179.62703496733806,29.6738022825,266.0,,,198.3405117921199,,
2022,sc01,04-04 03:00:00+01:00,98.33786479395668,68.4,180.96604274549622,29.6738022825,266.0,,,198.3756662164427,,
2022,sc01,04-04 04:00:00+01:00,69.11114777572351,68.4,265.79475307000007,29.6738022825,176.11006450063368,,,198.23504852706265,,
2022,sc01,04-04 05:00:00+01:00,,66.30568401445643,265.79475307000007,29.6738022825,163.43501190972447,,,197.88350431152355,,
2022,sc01,04-04 06:00:00+01:00,,,142.89659470476397,19.533154407929846,266.0,,,197.70773220573176,,
2022,sc01,04-04 07:00:00+01:00,,,113.08466767563291,,266.0,,,180.44792402059,,
2022,sc01,04-04 08:00:00+01:00,,,265.79475307000007,,99.9654453377978,,,174.18312145620655,,
2022,sc01,04-04 09:00:00+01:00,,,265.79475307000007,5.918816000761273,127.97215974974355,,,197.42649683092716,,
2022,sc01,04-04 10:00:00+01:00,,68.4,265.79475307000007,13.079876901600842,132.6050372582349,,,197.53196009598446,,
2022,sc01,04-04 11:00:00+01:00,1.049412549884915,68.4,265.79475307000007,29.6738022825,128.6964648900023,,,197.46165125129443,,
2022,sc01,04-04 12:00:00+01:00,,57.2750982972886,124.28897277395076,29.6738022825,266.0,,,197.35618798623716,,
2022,sc01,04-04 13:00:00+01:00,10.040799626768514,68.4,128.10112267639173,29.6738022825,266.0,,,200.0,,
2022,sc01,04-04 14:00:00+01:00,32.35432413006251,68.4,133.44954748053993,29.6738022825,266.0,,,200.0,,
2022,sc01,04-04 15:00:00+01:00,40.23740567831213,68.4,265.79475307000007,29.6738022825,138.03713801532768,,,200.0,,
2022,sc01,04-04 16:00:00+01:00,3.84913234525433,68.4,265.79475307000007,29.6738022825,134.85601213326905,,,197.53196009598446,,
2022,sc01,04-04 17:00:00+01:00,,,265.79475307000007,29.372105565251164,126.96574155380621,,,197.35618798623716,,
2022,sc01,04-04 18:00:00+01:00,,,107.91483105263322,,266.0,,,172.52871596873936,,
2022,sc01,04-04 19:00:00+01:00,,,265.79475307000007,,92.35352400365,,,172.8553812887202,,
2022,sc01,04-04 20:00:00+01:00,,,102.41066868190887,,266.0,,,197.42649683092716,,
2022,sc01,04-04 21:00:00+01:00,27.706412431892367,,265.79475307000007,,142.7611958398978,,,197.70773220573176,,
2022,sc01,04-04 22:00:00+01:00,26.00743809914585,68.4,155.4399059733426,,266.0,,,198.05927642127085,,
2022,sc01,04-04 23:00:00+01:00,43.67444999986181,68.4,169.1294291810892,29.6738022825,266.0,,,198.12958526200535,,
2022,sc01,04-05 00:00:00+01:00,68.70006698192651,68.4,265.79475307000007,29.6738022825,176.12707539109195,,,198.20642287606265,,
2022,sc01,04-05 01:00:00+01:00,177.725446815,0.5036078372536862,178.58312898053376,,266.0,,,198.27673172075265,,
2022,sc01,04-05 02:00:00+01:00,95.56111711804364,68.4,265.79475307000007,29.6738022825,179.71853081304147,,,198.3118861411199,,
2022,sc01,04-05 03:00:00+01:00,114.29608173523272,68.4,180.30671340317622,29.6738022825,266.0,,,200.0,,
2022,sc01,04-05 04:00:00+01:00,177.725446815,,174.5324868824111,22.633913982470784,266.0,,,198.99575357757658,,
2022,sc01,04-05 05:00:00+01:00,41.88692429490815,68.4,265.79475307000007,29.6738022825,161.56367681233206,,,197.85487866052355,,
2022,sc01,04-05 06:00:00+01:00,32.869708405150995,,141.0991205488306,29.6738022825,266.0,,,197.67910655473176,,
2022,sc01,04-05 07:00:00+01:00,,,120.83319060923436,,266.0,,,197.3978711799272,,
2022,sc01,04-05 08:00:00+01:00,,,265.79475307000007,,110.76871067332212,,,174.15449580520652,,
2022,sc01,04-05 09:00:00+01:00,8.420058254565793,,265.79475307000007,,127.86380995070121,,,197.3978711799272,,
2022,sc01,04-05 10:00:00+01:00,7.69636660218484,68.4,265.79475307000007,,132.83311622300127,,,197.50333444498443,,
2022,sc01,04-05 11:00:00+01:00,0.20705006869242704,68.4,128.527394126397,29.6738022825,266.0,,,197.43302560029443,,
2022,sc01,04-05 12:00:00+01:00,0.29578178127326327,68.4,265.79475307000007,29.6738022825,124.01264826314889,,,200.0,,
2022,sc01,04-05 13:00:00+01:00,31.64736658996292,68.4,127.20745503249591,29.6738022825,266.0,,,200.0,,
2022,sc01,04-05 14:00:00+01:00,63.424794810153145,68.4,132.16505991336405,29.6738022825,266.0,,,200.0,,
2022,sc01,04-05 15:00:00+01:00,177.725446815,1.1331721105146548,265.79475307000007,,136.3612127878985,,,200.0,,
2022,sc01,04-05 16:00:00+01:00,55.098090557283136,68.4,132.52350273588777,29.6738022825,266.0,,,200.0,,
2022,sc01,04-05 17:00:00+01:00,,63.28564252668033,265.79475307000007,29.6738022825,124.2617070084232,,,197.32756233523716,,
2022,sc01,04-05 18:00:00+01:00,17.768410826375007,,119.4274057699942,,266.0,,,197.15179022944537,,
2022,sc01,04-05 19:00:00+01:00,,,265.79475307000007,,122.76738437263676,,,197.22209907017987,,
2022,sc01,04-05 20:00:00+01:00,,3.5360644795254803,131.3551367884225,29.6738022825,266.0,,,197.3978711799272,,
2022,sc01,04-05 21:00:00+01:00,,68.4,265.79475307000007,26.477517423437202,139.92802873401308,,,197.67910655473176,,
2022,sc01,04-05 22:00:00+01:00,64.30063822938975,68.4,152.5818959249181,29.6738022825,266.0,,,200.0,,
2022,sc01,04-05 23:00:00+01:00,177.725446815,3.63302777423731,166.25328047544403,29.6738022825,266.0,,,200.0,,6.6522830735415015
2022,sc01,04-06 00:00:00+01:00,177.725446815,10.927348815281734,173.79090515689717,29.6738022825,266.0,,,200.0,,31.425422380728055
2022,sc01,04-06 01:00:00+01:00,121.90102720715531,68.4,265.79475307000007,29.6738022825,177.06294694468727,,,200.0,,43.61158531382661
2022,sc01,04-06 02:00:00+01:00,177.725446815,13.399696281858684,265.79475307000007,29.6738022825,178.596344555199,,,200.0,,50.24795895094463
2022,sc01,04-06 03:00:00+01:00,177.725446815,14.22381206911745,265.79475307000007,29.6738022825,180.12974198409393,,,200.0,,57.0983565525907
2022,sc01,04-06 04:00:00+01:00,177.725446815,10.927348815281734,265.79475307000007,29.6738022825,173.99615208689713,,,200.0,,34.63907668072803
2022,sc01,04-06 05:00:00+01:00,87.4347374941314,68.4,265.79475307000007,29.6738022825,159.67738618121857,,,200.0,,
2022,sc01,04-06 06:00:00+01:00,9.979340072602094,68.4,265.79475307000007,29.6738022825,139.36697177552705,,,197.66777415573176,,
2022,sc01,04-06 07:00:00+01:00,,10.89088738348979,265.79475307000007,29.6738022825,126.54131732637747,,,197.3865387809272,,
2022,sc01,04-06 08:00:00+01:00,,,119.36744169263258,19.72202835056768,266.0,,,197.31622993623716,,
2022,sc01,04-06 09:00:00+01:00,47.98628792287418,,265.79475307000007,29.6738022825,124.93645536343986,,,197.3865387809272,,
2022,sc01,04-06 10:00:00+01:00,35.119648356552815,68.4,130.23034906713093,29.6738022825,266.0,,,198.79303107595769,,
2022,sc01,04-06 11:00:00+01:00,34.40843921340767,68.4,127.10907042418602,29.6738022825,266.0,,,199.20191379587695,,
2022,sc01,04-06 12:00:00+01:00,26.07760625205749,68.4,265.79475307000007,29.6738022825,122.94487426624018,,,197.39867851233387,,
2022,sc01,04-06 13:00:00+01:00,57.32883060730126,68.4,265.79475307000007,29.6738022825,126.35214941099713,,,200.0,,
2022,sc01,04-06 14:00:00+01:00,81.97497063479744,68.4,131.3994681605482,29.6738022825,266.0,,,200.0,,18.734428228842816
2022,sc01,04-06 15:00:00+01:00,87.36443869996371,68.4,265.79475307000007,29.6738022825,136.08926444839346,,,200.0,,43.89032041493125
2022,sc01,04-06 16:00:00+01:00,78.77684521852444,68.4,131.54559894671803,29.6738022825,266.0,,,200.0,,25.346522641304865
2022,sc01,04-06 17:00:00+01:00,35.57397271677609,68.4,122.37081399614652,29.6738022825,266.0,,,200.0,,
2022,sc01,04-06 18:00:00+01:00,32.044622388669175,,117.55748916132703,29.6738022825,266.0,,,197.14045783044537,,
2022,sc01,04-06 19:00:00+01:00,,4.667284822589241,265.79475307000007,29.6738022825,122.08975432345967,,,197.21076667117987,,
2022,sc01,04-06 20:00:00+01:00,25.83061495634026,,130.41185693330954,29.6738022825,266.0,,,197.3865387809272,,
2022,sc01,04-06 21:00:00+01:00,10.111316253643754,68.4,139.1561049106009,29.6738022825,266.0,,,197.66777415573176,,
2022,sc01,04-06 22:00:00+01:00,76.67496912660506,68.4,152.07075071449665,29.6738022825,266.0,,,200.0,,
2022,sc01,04-06 23:00:00+01:00,177.725446815,3.6315041039279015,265.79475307000007,29.6738022825,166.4585970259595,,,200.0,,12.959020857796002
2022,sc01,04-07 00:00:00+01:00,120.25307871087254,68.4,265.79475307000007,29.6738022825,173.99615208689713,,,200.0,,34.895281315591944
2022,sc01,04-07 01:00:00+01:00,121.90131028774614,68.4,265.79475307000007,29.6738022825,177.06294694468727,,,200.0,,46.91022494869047
2022,sc01,04-07 02:00:00+01:00,177.725446815,13.399979362449514,178.39109762519905,29.6738022825,266.0,,,200.0,,52.69379478580855
2022,sc01,04-07 03:00:00+01:00,123.54954196470827,68.4,179.92449505409397,29.6738022825,266.0,,,200.0,,58.15468208745456
2022,sc01,04-07 04:00:00+01:00,177.725446815,10.927631895872556,173.79090515689717,29.6738022825,266.0,,,200.0,,33.76918531559195
2022,sc01,04-07 05:00:00+01:00,177.725446815,,159.73754369338124,1.3582753232940468,266.0,,,200.0,,
2022,sc01,04-07 06:00:00+01:00,24.043289465680353,68.4,265.79475307000007,,140.03168533787996,,,197.64794155373175,,
2022,sc01,04-07 07:00:00+01:00,,18.899935250374327,265.79475307000007,,127.4517484203152,,,197.3667061789272,,
2022,sc01,04-07 08:00:00+01:00,,,265.79475307000007,,115.28465539525637,,,197.29639733423716,,
2022,sc01,04-07 09:00:00+01:00,,23.181939302031786,265.79475307000007,29.6738022825,125.9929080989338,,,197.3667061789272,,
2022,sc01,04-07 10:00:00+01:00,25.485313788565666,68.4,265.79475307000007,29.6738022825,130.83382889981291,,,197.47216944398446,,
2022,sc01,04-07 11:00:00+01:00,32.69918542156117,68.4,127.17799736916088,29.6738022825,266.0,,,197.40186059929442,,
