Period,Scenario,LoadLevel,Centrale_C_Cap_CTag,Contour_Global,Diesel_Bel_Air,Gas_Turbines,KPS_KarPowerShip,Kounoune_Power,Malicounda_Power,Manantali,Secondary_Plants,Tobene_Power
2022,sc01,01-07 19:00:00+01:00,,53.3854865243509,265.79475307000007,29.6738022825,144.95922794395298,,,200.0,,
2022,sc01,01-07 20:00:00+01:00,24.30489071160605,68.4,265.79475307000007,29.6738022825,151.18260036935365,,,200.0,,
2022,sc01,01-07 21:00:00+01:00,74.82168941494365,68.4,158.07135123269154,29.6738022825,266.0,,,200.0,,
2022,sc01,01-07 22:00:00+01:00,117.64600059696284,68.4,169.4355250198779,29.6738022825,266.0,,,200.0,,5.107934294214244
2022,sc01,01-07 23:00:00+01:00,177.725446815,15.365981688435038,182.28342196004206,29.6738022825,266.0,,,200.0,,33.44940358480139
2022,sc01,01-08 00:00:00+01:00,128.33285591146065,68.4,265.79475307000007,29.6738022825,188.91261745093234,1.5450865734086618,,200.0,,54.8679865519641
2022,sc01,01-08 01:00:00+01:00,129.97927568194513,68.4,265.79475307000007,29.6738022825,191.48219698425828,4.249893746256207,,200.0,0.30935224291912466,55.862497713704414
2022,sc01,01-08 02:00:00+01:00,130.80248550900322,68.4,265.79475307000007,29.6738022825,192.76698666011328,5.600744619106202,,200.0,0.5135926839430726,46.50002529232705
2022,sc01,01-08 03:00:00+01:00,131.62569533606148,68.4,193.8465294059678,29.6738022825,266.0,6.951595491956522,,200.0,0.7178331249670152,46.11339445094976
2022,sc01,01-08 04:00:00+01:00,177.725446815,19.007409096460663,188.7073705209324,29.6738022825,266.0,1.545086573408669,,200.0,,37.9732531819641
2022,sc01,01-08 05:00:00+01:00,119.26287842576592,68.4,265.79475307000007,29.6738022825,176.14789955675863,,,200.0,,
2022,sc01,01-08 06:00:00+01:00,40.165419283130745,68.4,159.50810936216743,29.6738022825,266.0,,,200.0,,
2022,sc01,01-08 07:00:00+01:00,24.86700263533065,,265.79475307000007,29.6738022825,150.10811602993365,,,200.0,,
2022,sc01,01-08 08:00:00+01:00,11.052838741999665,,145.14649352355764,,266.0,,,200.0,,
2022,sc01,01-08 09:00:00+01:00,,39.20256842252667,149.2877791699817,29.6738022825,266.0,,,200.0,,
2022,sc01,01-08 10:00:00+01:00,46.77641385405734,68.4,265.79475307000007,29.6738022825,152.83127140454144,,,200.0,,
2022,sc01,01-08 11:00:00+01:00,74.22263744439809,68.4,148.84608991229476,29.6738022825,266.0,,,200.0,,
2022,sc01,01-08 12:00:00+01:00,79.42131730633595,68.4,144.67964275736733,29.6738022825,266.0,,,200.0,,
2022,sc01,01-08 13:00:00+01:00,177.725446815,,147.82615531481153,19.05076104152012,266.0,,8.534391578164504,200.0,,
2022,sc01,01-08 14:00:00+01:00,107.37839321013891,68.4,152.73325868891632,29.6738022825,266.0,,19.70919721288092,200.0,,2.051115465322523
2022,sc01,01-08 15:00:00+01:00,177.725446815,0.24165673645130947,265.79475307000007,29.6738022825,156.79287482809718,,19.36664892661977,200.0,,12.164891251996115
2022,sc01,01-08 16:00:00+01:00,107.33857862467849,68.4,152.73325868891632,29.6738022825,266.0,,4.220650487132337,200.0,,
2022,sc01,01-08 17:00:00+01:00,52.44653653222422,68.4,145.8171292954594,29.6738022825,266.0,,,200.0,,
2022,sc01,01-08 18:00:00+01:00,51.24655926907282,,142.19323371535185,29.6738022825,266.0,,,200.0,,
2022,sc01,01-08 19:00:00+01:00,,32.85965289154517,145.62568147007454,29.6738022825,266.0,,,200.0,,
2022,sc01,01-08 20:00:00+01:00,55.27376967573552,,152.57058237702276,29.6738022825,266.0,,,200.0,,
2022,sc01,01-08 21:00:00+01:00,30.826239934661686,68.4,159.90578581633392,29.6738022825,266.0,,,200.0,,
2022,sc01,01-08 22:00:00+01:00,177.725446815,28.762760016986576,169.8169703960457,,266.0,,,200.0,,
2022,sc01,01-08 23:00:00+01:00,124.69413517025134,68.4,265.79475307000007,29.6738022825,182.48866889004202,,,200.0,,31.244155448809096
2022,sc01,01-09 00:00:00+01:00,128.33285591146065,68.4,188.7073705209324,29.6738022825,266.0,1.5226546939566612,,200.0,,57.72900976143409
2022,sc01,01-09 01:00:00+01:00,129.97927568194513,68.4,191.27695005425832,29.6738022825,266.0,4.227461866804207,,200.0,0.30935224291912466,68.9604583731744
