Period,Scenario,LoadLevel,Aggreko_Boutoute,Boutoute,CES_Sendou,Centrale_C_Cap_CTag,Centrale_Kael_Solaire,Centrale_Kahone_Solaire,Contour_Global,Diesel_Bel_Air,Felou_Gouina,Gas_Turbines,ICS,KPS_KarPowerShip,Kounoune_Power,Malicounda_Power,Manantali,PETN_Taiba_Ndiaye_Wind,PV_Bokhol,PV_Kahone,PV_Malicounda,PV_Sakal,PV_Senergy_or_Santhiou_Mekhe,PV_Ten_Merina,Secondary_Plants,Solar_CICAD,Solar_DIASS,Tobene_Power
2022,sc01,01-01 00:00:00+01:00,0.0010669310468695542,0.000943691861075673,0.0052052042714108996,0.0,0.0,0.0,0.006572641607656464,0.0,0.0010890501029651267,0.0,0.00024470423845175025,0.010257970450605102,0.006943208316188658,0.0029352619012933422,0.0,0.013556506318434677,0.0,0.0,0.0,0.0,0.0,0.0,0.0018534034195969273,0.0,0.0,0.005195067675329056
2022,sc01,01-01 01:00:00+01:00,0.0010669310468695542,0.000943691861075673,0.0052052042714108996,0.006353553544260725,0.0,0.0,0.0,0.0,0.0010890501029651267,0.0,0.00024470423845175025,0.009916038086945472,0.006583281293942261,0.0029352619012933422,0.0,0.014360958338977279,0.0,0.0,0.0,0.0,0.0,0.0,0.0017122234159616264,0.0,0.0,0.003537074036471298
2022,sc01,01-01 02:00:00+01:00,0.0010669310468695542,0.000943691861075673,0.0052052042714108996,0.006244009520305382,0.0,0.0,0.0,0.009745071917199413,0.0010890501029651267,0.0,0.00024470423845175025,0.0,0.006403524401456658,0.0029352619012933422,0.0,0.014583979072317912,0.0,0.0,0.0,0.0,0.0,0.0,0.0016850452664439847,0.0,0.0,0.0028940475773748674
2022,sc01,01-01 03:00:00+01:00,0.0010669310468695542,0.000943691861075673,0.0052052042714108996,0.0061344654963500205,0.0,0.0,0.0,0.0,0.0010890501029651267,0.0,0.00024470423845175025,0.009574105747453423,0.00622376750897101,0.0029352619012933422,0.0,0.014608515735891659,0.0,0.0,0.0,0.0,0.0,0.0,0.0016578671169263435,0.0,0.0,0.0024495051880453196
2022,sc01,01-01 04:00:00+01:00,0.0010669310468695542,0.000943691861075673,0.0052052042714108996,0.0,0.0,0.0,0.006572641607656464,0.010257970450605102,0.0010890501029651267,0.0,0.00024470423845175025,0.0,0.006943208316188657,0.0029352619012933422,0.0,0.014659341679964853,0.0,0.0,0.0,0.0,0.0,0.0,0.0018534034195969273,0.0,0.0,0.00409223231379888
2022,sc01,01-01 05:00:00+01:00,0.0010692709162293005,0.0009457614554176602,0.005255268852559951,0.007514712029739971,0.0,0.0,0.0,0.011967632172232952,0.0010914384822739982,0.0,0.00024470423845175025,0.0,0.007307343087698739,0.0029483528739257647,0.0,0.014827154933571498,0.0,0.0,0.0,0.0,0.0,0.0,0.0018543742818620918,0.0,0.0,0.010153213183712486
2022,sc01,01-01 06:00:00+01:00,0.001070159973087348,0.0009465478185688575,0.0052598136359748564,0.011352728077960013,0.0,0.0,0.0,0.014431484077136965,0.0010923459709743083,0.0,0.0002449052679593323,0.0,0.007313922884527223,0.0029508344832402914,0.0,0.015186639360795772,0.0,0.0,0.0,0.0,0.0,0.0,0.0018559020980388479,0.0,0.0,0.014549773251731037
2022,sc01,01-01 07:00:00+01:00,0.0011072527473307665,0.0009793560586456036,0.0053506345820449955,0.017997976065380537,0.0,0.0,0.0,0.0,0.0011302077490870956,0.0,0.00025466431505142694,0.015904708523369882,0.007304266158155409,0.003037362873510344,0.0,0.016334883510671448,0.0,0.0,0.0,0.0,0.0,0.0,0.001927553217915955,0.0,0.0,0.015129556823331522
2022,sc01,01-01 08:00:00+01:00,0.0011243268048347576,0.0009944579157889662,0.005549033514195743,0.020704268446779483,0.0,0.0,0.0,0.016666899955081714,0.0011476357843281043,0.0,0.00025698210804599386,0.0,0.0073019726665343706,0.0031041510298086767,0.0,0.016855345557150937,0.0,0.0,0.0,0.0,0.0,0.0,0.0019479995993142726,0.0,0.0,0.01526725656880249
2022,sc01,01-01 09:00:00+01:00,0.001070159973087348,0.0009465478185688575,0.0052598136359748564,0.0,0.0006526193285236436,0.0007967898121895268,0.009101945812919225,0.0,0.0010923459709743083,0.003498352938255704,0.0002449052679593323,0.016130049938413656,0.007313922884527223,0.0029508344832402914,0.0,0.01598078938437329,0.0005297300324771305,0.0004780738872844202,0.0013015796873933189,0.00020843491384028067,0.0003069354055277243,0.00031101257783694094,0.0018559020980388479,2.611133046354779e-05,0.00024500127367747365,0.014549773251731037
2022,sc01,01-01 10:00:00+01:00,0.0010693770287028585,0.0009458553109886881,0.005257539268436484,0.010150284186749488,0.0014346448685923236,0.0017174569529833158,0.0,0.01536005305725456,0.0010915467946612707,0.0,0.00024470423845175025,0.0,0.007313098839346968,0.0029489465461671333,0.0,0.015486139602904275,0.0011691745610790593,0.0010304741719363614,0.0029602356991022326,0.00047396953320824386,0.0006979492278864904,0.0007072204277553943,0.001854418310216073,6.337166929667455e-05,0.0005572422241444888,0.008248590764178554
2022,sc01,01-01 11:00:00+01:00,0.0010573936218810896,0.0009352560906293302,0.0051558428546353355,0.0,0.0019785928635832326,0.0024355631293812357,0.006219946875782496,0.0,0.0010793149489884825,0.003948674567815699,0.00024470423845175025,0.015710856200022907,0.007305339293047534,0.0028819024395833562,0.0,0.014956848719143047,0.001672812277773405,0.0014613378773392777,0.004033742886137072,0.0006602810265406794,0.0009731804541749832,0.0009861076846360865,0.0018494461362599049,8.993639152822822e-05,0.0007547997561835871,0.005830599700388653
2022,sc01,01-01 12:00:00+01:00,0.0010393852357437605,0.0009193278278385503,0.004904644713991076,0.0,0.002451436661069895,0.0028724052310134377,0.009101945812919225,0.0,0.0010609332147017317,0.0014521361164707603,0.00024470423845175025,0.016220705049131787,0.00730956609371521,0.0026322952381051374,0.0,0.01344828210683669,0.001996142576575154,0.0017234431380389952,0.004874031450886508,0.0008256106665607377,0.0012185078658487575,0.001234693899960346,0.0018419740684350848,0.00011250492962751159,0.000903328859900819,0.0058391637375517875
2022,sc01,01-01 13:00:00+01:00,0.0010393852357437605,0.0009193278278385503,0.004904644713991076,0.009987803990530954,0.0026627202733889577,0.0031018267490334713,0.0,0.0,0.0010609332147017317,0.0,0.00024470423845175025,0.01571911822640733,0.00730956609371521,0.0013128971250240579,0.0,0.011271967725931399,0.0021664258535619833,0.0018610960494200828,0.005278555544123005,0.00089413287660938,0.00131963888955709,0.001337168296360882,0.0018419740684350848,0.00012112545994283882,0.0009783013527905296,0.00619303861090621
2022,sc01,01-01 14:00:00+01:00,0.00103938523574376,0.0009193278278385498,0.004899144820712968,0.009362481700560511,0.0026547141483796396,0.0030775060504887293,0.0,0.015045023324331807,0.0010609332147017312,0.0,0.00024470423845175025,0.0,0.007285560542616334,0.0005995858975725438,0.0,0.00920519202131442,0.0021575052290059263,0.0018465036300087036,0.005294039719781496,0.0008967557363371026,0.0013235099335382474,0.0013410907612220477,0.0018419740684350848,0.0001231985963410411,0.0009811711133319375,0.00695746477831928
2022,sc01,01-01 15:00:00+01:00,0.00103938523574376,0.0009193278278385498,0.004899144820712968,0.009071474853219371,0.00246295767229062,0.0028626694800234077,0.0,0.014532124790926122,0.0010609332147017312,0.0,0.00024470423845175025,0.0,0.007285560542616334,0.0007247874956989906,0.0,0.007527059533152935,0.0020060229481032098,0.0017176016882985785,0.004922225947906334,0.0008337743174159388,0.0012305564902367835,0.0012469025720584072,0.0018419740684350848,0.00011538737859011889,0.00091226098938329,0.008259828427792482
2022,sc01,01-01 16:00:00+01:00,0.00103938523574376,0.0009193278278385498,0.004899144820712968,0.009366514467570392,0.0021083448816222234,0.002422349027280064,0.0,0.0,0.0010609332147017312,0.0,0.00024470423845175025,0.015045023324331807,0.007285560542616334,0.002651480966064957,0.0,0.006210404669823257,0.0017071490355479802,0.0014534094157989707,0.004244986807275156,0.0007190569907306057,0.0010612467045467112,0.0010753437619073628,0.0018419740684350848,9.983547345546706e-05,0.0007867448398040636,0.012173596890257007
2022,sc01,01-01 17:00:00+01:00,0.0011072527473307665,0.0009793560586456036,0.0053506345820449955,0.01674908523397192,0.0016168257193763748,0.0018628105059513105,0.0,0.015961647958846244,0.0011302077490870956,0.0,0.00025466431505142694,0.0,0.007304266158155409,0.003037362873510344,0.0,0.005830727616118383,0.001303711160923911,0.0011176863032676737,0.0034269435664419324,0.0005541798519672155,0.0008163968676589901,0.000827241435881086,0.001927553217915955,7.680372694906854e-05,0.0006433776671983584,0.015129556823331522
2022,sc01,01-01 18:00:00+01:00,0.0011535628716613496,0.0010203169656689255,0.005672659713587778,0.023649815591915025,0.000877412749463235,0.0009925226232348069,0.003711550751823958,0.0,0.001177477970512802,0.0,0.00026395144081852487,0.016386408757617613,0.007434522880824631,0.0031813110407823237,0.0,0.005668104897471361,0.0006805685315833849,0.0005955135739724631,0.0018865589290444366,0.0003020230436498948,0.00044474518690511007,0.0004506529243004199,0.002000308207023454,4.125651075114062e-05,0.00035514248966096273,0.015681303617494723
