Period,Scenario,LoadLevel,Aggreko_Boutoute,Boutoute,CES_Sendou,Centrale_C_Cap_CTag,Centrale_Kael_Solaire,Centrale_Kahone_Solaire,Contour_Global,Diesel_Bel_Air,Felou_Gouina,Gas_Turbines,ICS,KPS_KarPowerShip,Kounoune_Power,Malicounda_Power,Manantali,PETN_Taiba_Ndiaye_Wind,PV_Bokhol,PV_Kahone,PV_Malicounda,PV_Sakal,PV_Senergy_or_Santhiou_Mekhe,PV_Ten_Merina,Secondary_Plants,Solar_CICAD,Solar_DIASS,Tobene_Power
2022,sc01,01-01 00:00:00+01:00,7.124999999999999,6.175,38.99378749,0.0,0.0,0.0,49.39259090353934,0.0,7.384668982,0.0,1.784568169,77.08738254906766,52.17735400635029,20.9,0.0,101.87547270000002,0.0,0.0,0.0,0.0,0.0,0.0,13.176499999999997,0.0,0.0,39.040292734783925
2022,sc01,01-01 01:00:00+01:00,7.124999999999999,6.175,38.99378749,47.74617113305487,0.0,0.0,0.0,0.0,7.384668982,0.0,1.784568169,74.51780301574175,49.472546833502754,20.9,0.0,107.9208304,0.0,0.0,0.0,0.0,0.0,0.0,12.867147757080872,0.0,0.0,26.580675063043667
2022,sc01,01-01 02:00:00+01:00,7.124999999999999,6.175,38.99378749,46.92296130599677,0.0,0.0,0.0,73.23301333988672,7.384668982,0.0,1.784568169,0.0,48.12169596065276,20.9,0.0,109.5968037,0.0,0.0,0.0,0.0,0.0,0.0,12.662907316056925,0.0,0.0,21.748410544420988
2022,sc01,01-01 03:00:00+01:00,7.124999999999999,6.175,38.99378749,46.09975147893853,0.0,0.0,0.0,0.0,7.384668982,0.0,1.784568169,71.94822366403224,46.770845087802435,20.9,0.0,109.7811937,0.0,0.0,0.0,0.0,0.0,0.0,12.458666875032982,0.0,0.0,18.407729325798254
2022,sc01,01-01 04:00:00+01:00,7.124999999999999,6.175,38.99378749,0.0,0.0,0.0,49.39259090353934,77.08738254906766,7.384668982,0.0,1.784568169,0.0,52.177354006350285,20.9,0.0,110.1631444,0.0,0.0,0.0,0.0,0.0,0.0,13.176499999999997,0.0,0.0,30.752621034783935
2022,sc01,01-01 05:00:00+01:00,7.124999999999999,6.175,38.99378749,56.47213391499626,0.0,0.0,0.0,89.93527948923183,7.384668982,0.0,1.784568169,0.0,53.959999999999994,20.9,0.0,111.4242403,0.0,0.0,0.0,0.0,0.0,0.0,13.176499999999997,0.0,0.0,76.30014461085841
2022,sc01,01-01 06:00:00+01:00,7.124999999999999,6.175,38.99378749,85.31435107318147,0.0,0.0,0.0,108.45082262246252,7.384668982,0.0,1.784568169,0.0,53.959999999999994,20.9,0.0,114.0320417,0.0,0.0,0.0,0.0,0.0,0.0,13.176499999999997,0.0,0.0,109.25
2022,sc01,01-01 07:00:00+01:00,7.124999999999999,6.175,38.99378749,135.25256996417957,0.0,0.0,0.0,0.0,7.384668982,0.0,1.784568169,119.52192260410617,53.959999999999994,20.9,0.0,117.9536218,0.0,0.0,0.0,0.0,0.0,0.0,13.176499999999997,0.0,0.0,109.25
2022,sc01,01-01 08:00:00+01:00,7.124999999999999,6.175,38.99378749,155.59002337166345,0.0,0.0,0.0,125.24969719216084,7.384668982,0.0,1.784568169,0.0,53.959999999999994,20.9,0.0,120.614106,0.0,0.0,0.0,0.0,0.0,0.0,13.176499999999997,0.0,0.0,109.25
2022,sc01,01-01 09:00:00+01:00,7.124999999999999,6.175,38.99378749,0.0,4.64480363,5.439610322000001,68.4,0.0,7.384668982,26.289690786452248,1.784568169,121.2153355408341,53.959999999999994,20.9,0.0,119.9950824,3.8326407530000006,3.263766193,9.218753414,1.536458903,2.3046883600000005,2.2662768800000004,13.176499999999997,0.17659768400000003,1.766927735,109.25
