Region,Sector,Technology,Type,PathwayScenario,Year,Value
Dakar,Power,RES_PV_Utility_Opt,TotalCapacity,BAU_BAU,2045,1.892493727551914
Dakar,Power,RES_PV_Utility_Opt,TotalCapacity,BAU_BAU,2050,2.135736480837148
Dakar,Power,P_Gas_OCGT,TotalCapacity,BAU_BAU,2025,0.1093441102888438
Dakar,Power,P_Gas_OCGT,TotalCapacity,BAU_BAU,2030,0.21868822057768547
Dakar,Power,P_Gas_OCGT,TotalCapacity,BAU_BAU,2035,0.36448036762947705
Dakar,Power,P_Gas_OCGT,TotalCapacity,BAU_BAU,2040,0.43137771423442545
Dakar,Power,P_Gas_OCGT,TotalCapacity,BAU_BAU,2045,0.48268257939572357
Dakar,Power,P_Gas_OCGT,TotalCapacity,BAU_BAU,2050,0.48268257939572357
Diourbel,Power,RES_PV_Utility_Opt,TotalCapacity,BAU_BAU,2022,0.03
Diourbel,Power,RES_PV_Utility_Opt,TotalCapacity,BAU_BAU,2025,0.03211440692244609
Diourbel,Power,RES_PV_Utility_Opt,TotalCapacity,BAU_BAU,2030,0.04060900642084054
Diourbel,Power,RES_PV_Utility_Opt,TotalCapacity,BAU_BAU,2035,0.04910404657906273
Diourbel,Power,RES_PV_Utility_Opt,TotalCapacity,BAU_BAU,2040,0.05759864607745723
Diourbel,Power,RES_PV_Utility_Opt,TotalCapacity,BAU_BAU,2045,0.06609368623567935
Diourbel,Power,RES_PV_Utility_Opt,TotalCapacity,BAU_BAU,2050,0.07458872639390154
Thies,Power,P_Gas_CCGT,TotalCapacity,BAU_BAU,2025,0.10934411028884243
Thies,Power,P_Gas_CCGT,TotalCapacity,BAU_BAU,2030,0.10934411028884243
Thies,Power,P_Gas_CCGT,TotalCapacity,BAU_BAU,2035,0.10934411028884243
