Region,Technology,Type,Year,Value
Thies,RES_Roundwood,Capital Costs,2022,0.01
LS,RES_Roundwood,Capital Costs,2022,0.01
FKK,RES_Roundwood,Capital Costs,2022,0.01
ZS,RES_Roundwood,Capital Costs,2022,0.01
MTKK,RES_Roundwood,Capital Costs,2022,0.01
World,RES_Wind_Offshore_Deep,Capital Costs,2022,2477.0
Dakar,RES_Wind_Offshore_Deep,Capital Costs,2022,2477.0
Diourbel,RES_Wind_Offshore_Deep,Capital Costs,2022,2477.0
Thies,RES_Wind_Offshore_Deep,Capital Costs,2022,2477.0
LS,RES_Wind_Offshore_Deep,Capital Costs,2022,2477.0
FKK,RES_Wind_Offshore_Deep,Capital Costs,2022,2477.0
ZS,RES_Wind_Offshore_Deep,Capital Costs,2022,2477.0
MTKK,RES_Wind_Offshore_Deep,Capital Costs,2022,2477.0
World,RES_Wind_Offshore_Shallow,Capital Costs,2022,1750.0
Dakar,RES_Wind_Offshore_Shallow,Capital Costs,2022,1750.0
Diourbel,RES_Wind_Offshore_Shallow,Capital Costs,2022,1750.0
Thies,RES_Wind_Offshore_Shallow,Capital Costs,2022,1750.0
LS,RES_Wind_Offshore_Shallow,Capital Costs,2022,1750.0
FKK,RES_Wind_Offshore_Shallow,Capital Costs,2022,1750.0
ZS,RES_Wind_Offshore_Shallow,Capital Costs,2022,1750.0
MTKK,RES_Wind_Offshore_Shallow,Capital Costs,2022,1750.0
World,RES_Wind_Offshore_Transitional,Capital Costs,2022,1976.0
Dakar,RES_Wind_Offshore_Transitional,Capital Costs,2022,1976.0
Diourbel,RES_Wind_Offshore_Transitional,Capital Costs,2022,1976.0
Thies,RES_Wind_Offshore_Transitional,Capital Costs,2022,1976.0
LS,RES_Wind_Offshore_Transitional,Capital Costs,2022,1976.0
FKK,RES_Wind_Offshore_Transitional,Capital Costs,2022,1976.0
ZS,RES_Wind_Offshore_Transitional,Capital Costs,2022,1976.0
MTKK,RES_Wind_Offshore_Transitional,Capital Costs,2022,1976.0
World,RES_Wind_Onshore_Avg,Capital Costs,2022,889.23571629018
Dakar,RES_Wind_Onshore_Avg,Capital Costs,2022,889.23571629018
Diourbel,RES_Wind_Onshore_Avg,Capital Costs,2022,889.23571629018
Thies,RES_Wind_Onshore_Avg,Capital Costs,2022,889.23571629018
LS,RES_Wind_Onshore_Avg,Capital Costs,2022,889.23571629018
FKK,RES_Wind_Onshore_Avg,Capital Costs,2022,889.23571629018
ZS,RES_Wind_Onshore_Avg,Capital Costs,2022,889.23571629018
MTKK,RES_Wind_Onshore_Avg,Capital Costs,2022,889.23571629018
World,RES_Wind_Onshore_Inf,Capital Costs,2022,889.23571629018
Dakar,RES_Wind_Onshore_Inf,Capital Costs,2022,889.23571629018
Diourbel,RES_Wind_Onshore_Inf,Capital Costs,2022,889.23571629018
Thies,RES_Wind_Onshore_Inf,Capital Costs,2022,889.23571629018
LS,RES_Wind_Onshore_Inf,Capital Costs,2022,889.23571629018
FKK,RES_Wind_Onshore_Inf,Capital Costs,2022,889.23571629018
ZS,RES_Wind_Onshore_Inf,Capital Costs,2022,889.23571629018
MTKK,RES_Wind_Onshore_Inf,Capital Costs,2022,889.23571629018
Dakar,RES_Wood,Capital Costs,2022,0.01
Diourbel,RES_Wood,Capital Costs,2022,0.01
Thies,RES_Wood,Capital Costs,2022,0.01
LS,RES_Wood,Capital Costs,2022,0.01
FKK,RES_Wood,Capital Costs,2022,0.01
ZS,RES_Wood,Capital Costs,2022,0.01
MTKK,RES_Wood,Capital Costs,2022,0.01
World,X_Biofuel,Capital Costs,2022,731.4227642
Dakar,X_Biofuel,Capital Costs,2022,731.4227642
Diourbel,X_Biofuel,Capital Costs,2022,731.4227642
Thies,X_Biofuel,Capital Costs,2022,731.4227642
LS,X_Biofuel,Capital Costs,2022,731.4227642
FKK,X_Biofuel,Capital Costs,2022,731.4227642
ZS,X_Biofuel,Capital Costs,2022,731.4227642
MTKK,X_Biofuel,Capital Costs,2022,731.4227642
World,X_DAC_HT,Capital Costs,2022,815.0
Dakar,X_DAC_HT,Capital Costs,2022,815.0
Diourbel,X_DAC_HT,Capital Costs,2022,815.0
Thies,X_DAC_HT,Capital Costs,2022,815.0
LS,X_DAC_HT,Capital Costs,2022,815.0
FKK,X_DAC_HT,Capital Costs,2022,815.0
ZS,X_DAC_HT,Capital Costs,2022,815.0
MTKK,X_DAC_HT,Capital Costs,2022,815.0
World,X_DAC_LT,Capital Costs,2022,730.0
Dakar,X_DAC_LT,Capital Costs,2022,730.0
Diourbel,X_DAC_LT,Capital Costs,2022,730.0
Thies,X_DAC_LT,Capital Costs,2022,730.0
LS,X_DAC_LT,Capital Costs,2022,730.0
FKK,X_DAC_LT,Capital Costs,2022,730.0
ZS,X_DAC_LT,Capital Costs,2022,730.0
MTKK,X_DAC_LT,Capital Costs,2022,730.0
Dakar,X_Electrolysis,Capital Costs,2022,0.01
Diourbel,X_Electrolysis,Capital Costs,2022,0.01
Thies,X_Electrolysis,Capital Costs,2022,0.01
LS,X_Electrolysis,Capital Costs,2022,0.01
FKK,X_Electrolysis,Capital Costs,2022,0.01
ZS,X_Electrolysis,Capital Costs,2022,0.01
MTKK,X_Electrolysis,Capital Costs,2022,0.01
World,X_Fuel_Cell,Capital Costs,2022,3570.0
Dakar,X_Fuel_Cell,Capital Costs,2022,3570.0
Diourbel,X_Fuel_Cell,Capital Costs,2022,3570.0
Thies,X_Fuel_Cell,Capital Costs,2022,3570.0
LS,X_Fuel_Cell,Capital Costs,2022,3570.0
FKK,X_Fuel_Cell,Capital Costs,2022,3570.0
ZS,X_Fuel_Cell,Capital Costs,2022,3570.0
MTKK,X_Fuel_Cell,Capital Costs,2022,3570.0
World,X_Gasifier,Capital Costs,2022,1.0
Dakar,X_Gasifier,Capital Costs,2022,1.0
Diourbel,X_Gasifier,Capital Costs,2022,1.0
Thies,X_Gasifier,Capital Costs,2022,1.0
LS,X_Gasifier,Capital Costs,2022,1.0
FKK,X_Gasifier,Capital Costs,2022,1.0
ZS,X_Gasifier,Capital Costs,2022,1.0
MTKK,X_Gasifier,Capital Costs,2022,1.0
World,X_Liquifier,Capital Costs,2022,1.0
Dakar,X_Liquifier,Capital Costs,2022,1.0
Diourbel,X_Liquifier,Capital Costs,2022,1.0
Thies,X_Liquifier,Capital Costs,2022,1.0
LS,X_Liquifier,Capital Costs,2022,1.0
FKK,X_Liquifier,Capital Costs,2022,1.0
ZS,X_Liquifier,Capital Costs,2022,1.0
MTKK,X_Liquifier,Capital Costs,2022,1.0
World,X_Methanation,Capital Costs,2022,558.0
Dakar,X_Methanation,Capital Costs,2022,558.0
Diourbel,X_Methanation,Capital Costs,2022,558.0
Thies,X_Methanation,Capital Costs,2022,558.0
LS,X_Methanation,Capital Costs,2022,558.0
FKK,X_Methanation,Capital Costs,2022,558.0
ZS,X_Methanation,Capital Costs,2022,558.0
MTKK,X_Methanation,Capital Costs,2022,558.0
World,X_Powerfuel,Capital Costs,2022,947.0
Dakar,X_Powerfuel,Capital Costs,2022,947.0
Diourbel,X_Powerfuel,Capital Costs,2022,947.0
Thies,X_Powerfuel,Capital Costs,2022,947.0
LS,X_Powerfuel,Capital Costs,2022,947.0
FKK,X_Powerfuel,Capital Costs,2022,947.0
ZS,X_Powerfuel,Capital Costs,2022,947.0
MTKK,X_Powerfuel,Capital Costs,2022,947.0
World,X_SMR,Capital Costs,2022,683.5536
Dakar,X_SMR,Capital Costs,2022,683.5536
Diourbel,X_SMR,Capital Costs,2022,683.5536
Thies,X_SMR,Capital Costs,2022,683.5536
LS,X_SMR,Capital Costs,2022,683.5536
FKK,X_SMR,Capital Costs,2022,683.5536
ZS,X_SMR,Capital Costs,2022,683.5536
MTKK,X_SMR,Capital Costs,2022,683.5536
Dakar,X_SMR_CCS,Capital Costs,2022,0.01
Diourbel,X_SMR_CCS,Capital Costs,2022,0.01
Thies,X_SMR_CCS,Capital Costs,2022,0.01
LS,X_SMR_CCS,Capital Costs,2022,0.01
FKK,X_SMR_CCS,Capital Costs,2022,0.01
ZS,X_SMR_CCS,Capital Costs,2022,0.01
MTKK,X_SMR_CCS,Capital Costs,2022,0.01
Dakar,Z_ETS_Buy,Capital Costs,2022,0.01
Diourbel,Z_ETS_Buy,Capital Costs,2022,0.01
Thies,Z_ETS_Buy,Capital Costs,2022,0.01
LS,Z_ETS_Buy,Capital Costs,2022,0.01
FKK,Z_ETS_Buy,Capital Costs,2022,0.01
ZS,Z_ETS_Buy,Capital Costs,2022,0.01
MTKK,Z_ETS_Buy,Capital Costs,2022,0.01
Dakar,Z_ETS_Sell,Capital Costs,2022,0.01
Diourbel,Z_ETS_Sell,Capital Costs,2022,0.01
Thies,Z_ETS_Sell,Capital Costs,2022,0.01
LS,Z_ETS_Sell,Capital Costs,2022,0.01
FKK,Z_ETS_Sell,Capital Costs,2022,0.01
ZS,Z_ETS_Sell,Capital Costs,2022,0.01
MTKK,Z_ETS_Sell,Capital Costs,2022,0.01
Dakar,Z_Import_Gas,Capital Costs,2022,0.01
Diourbel,Z_Import_Gas,Capital Costs,2022,0.01
Thies,Z_Import_Gas,Capital Costs,2022,0.01
LS,Z_Import_Gas,Capital Costs,2022,0.01
FKK,Z_Import_Gas,Capital Costs,2022,0.01
ZS,Z_Import_Gas,Capital Costs,2022,0.01
MTKK,Z_Import_Gas,Capital Costs,2022,0.01
Dakar,Z_Import_H2,Capital Costs,2022,0.01
Diourbel,Z_Import_H2,Capital Costs,2022,0.01
Thies,Z_Import_H2,Capital Costs,2022,0.01
LS,Z_Import_H2,Capital Costs,2022,0.01
FKK,Z_Import_H2,Capital Costs,2022,0.01
ZS,Z_Import_H2,Capital Costs,2022,0.01
MTKK,Z_Import_H2,Capital Costs,2022,0.01
Dakar,Z_Import_Hardcoal,Capital Costs,2022,0.01
Diourbel,Z_Import_Hardcoal,Capital Costs,2022,0.01
Thies,Z_Import_Hardcoal,Capital Costs,2022,0.01
LS,Z_Import_Hardcoal,Capital Costs,2022,0.01
FKK,Z_Import_Hardcoal,Capital Costs,2022,0.01
ZS,Z_Import_Hardcoal,Capital Costs,2022,0.01
MTKK,Z_Import_Hardcoal,Capital Costs,2022,0.01
Dakar,Z_Import_LNG,Capital Costs,2022,0.01
Diourbel,Z_Import_LNG,Capital Costs,2022,0.01
Thies,Z_Import_LNG,Capital Costs,2022,0.01
LS,Z_Import_LNG,Capital Costs,2022,0.01
FKK,Z_Import_LNG,Capital Costs,2022,0.01
ZS,Z_Import_LNG,Capital Costs,2022,0.01
MTKK,Z_Import_LNG,Capital Costs,2022,0.01
Dakar,Z_Import_Oil,Capital Costs,2022,0.01
Diourbel,Z_Import_Oil,Capital Costs,2022,0.01
Thies,Z_Import_Oil,Capital Costs,2022,0.01
LS,Z_Import_Oil,Capital Costs,2022,0.01
FKK,Z_Import_Oil,Capital Costs,2022,0.01
ZS,Z_Import_Oil,Capital Costs,2022,0.01
MTKK,Z_Import_Oil,Capital Costs,2022,0.01
Dakar,X_Alkaline_Electrolysis,Capital Costs,2022,0.01
Diourbel,X_Alkaline_Electrolysis,Capital Costs,2022,0.01
Thies,X_Alkaline_Electrolysis,Capital Costs,2022,0.01
LS,X_Alkaline_Electrolysis,Capital Costs,2022,0.01
FKK,X_Alkaline_Electrolysis,Capital Costs,2022,0.01
ZS,X_Alkaline_Electrolysis,Capital Costs,2022,0.01
MTKK,X_Alkaline_Electrolysis,Capital Costs,2022,0.01
Dakar,X_PEM_Electrolysis,Capital Costs,2022,0.01
Diourbel,X_PEM_Electrolysis,Capital Costs,2022,0.01
Thies,X_PEM_Electrolysis,Capital Costs,2022,0.01
LS,X_PEM_Electrolysis,Capital Costs,2022,0.01
FKK,X_PEM_Electrolysis,Capital Costs,2022,0.01
ZS,X_PEM_Electrolysis,Capital Costs,2022,0.01
MTKK,X_PEM_Electrolysis,Capital Costs,2022,0.01
Dakar,X_SOEC_Electrolysis,Capital Costs,2022,0.01
Diourbel,X_SOEC_Electrolysis,Capital Costs,2022,0.01
Thies,X_SOEC_Electrolysis,Capital Costs,2022,0.01
LS,X_SOEC_Electrolysis,Capital Costs,2022,0.01
FKK,X_SOEC_Electrolysis,Capital Costs,2022,0.01
ZS,X_SOEC_Electrolysis,Capital Costs,2022,0.01
MTKK,X_SOEC_Electrolysis,Capital Costs,2022,0.01
World,P_Oil,Capital Costs,2022,650.0
Dakar,P_Oil,Capital Costs,2022,650.0
Diourbel,P_Oil,Capital Costs,2022,650.0
Thies,P_Oil,Capital Costs,2022,650.0
LS,P_Oil,Capital Costs,2022,650.0
FKK,P_Oil,Capital Costs,2022,650.0
ZS,P_Oil,Capital Costs,2022,650.0
MTKK,P_Oil,Capital Costs,2022,650.0
World,HLI_Oil_Boiler,Capital Costs,2022,495.0
Dakar,HLI_Oil_Boiler,Capital Costs,2022,495.0
Diourbel,HLI_Oil_Boiler,Capital Costs,2022,495.0
Thies,HLI_Oil_Boiler,Capital Costs,2022,495.0
LS,HLI_Oil_Boiler,Capital Costs,2022,495.0
FKK,HLI_Oil_Boiler,Capital Costs,2022,495.0
ZS,HLI_Oil_Boiler,Capital Costs,2022,495.0
MTKK,HLI_Oil_Boiler,Capital Costs,2022,495.0
World,HMI_Oil,Capital Costs,2022,106.0
Dakar,HMI_Oil,Capital Costs,2022,106.0
Diourbel,HMI_Oil,Capital Costs,2022,106.0
Thies,HMI_Oil,Capital Costs,2022,106.0
LS,HMI_Oil,Capital Costs,2022,106.0
FKK,HMI_Oil,Capital Costs,2022,106.0
ZS,HMI_Oil,Capital Costs,2022,106.0
MTKK,HMI_Oil,Capital Costs,2022,106.0
World,P_Coal_Hardcoal,Capital Costs,2022,2758.1378619808
Dakar,P_Coal_Hardcoal,Capital Costs,2022,2758.1378619808
Diourbel,P_Coal_Hardcoal,Capital Costs,2022,2758.1378619808
Thies,P_Coal_Hardcoal,Capital Costs,2022,2758.1378619808
LS,P_Coal_Hardcoal,Capital Costs,2022,2758.1378619808
FKK,P_Coal_Hardcoal,Capital Costs,2022,2758.1378619808
ZS,P_Coal_Hardcoal,Capital Costs,2022,2758.1378619808
MTKK,P_Coal_Hardcoal,Capital Costs,2022,2758.1378619808
World,HMI_HardCoal,Capital Costs,2022,128.0
Dakar,HMI_HardCoal,Capital Costs,2022,128.0
Diourbel,HMI_HardCoal,Capital Costs,2022,128.0
