Type,Sector,Region,Fuel,Year,Value
Final Energy Demand [TWh],Industry,Diourbel,Oil,2030,0.014351845571353272
Final Energy Demand [TWh],Industry,Diourbel,Oil,2035,0.005981695586958985
Final Energy Demand [TWh],Industry,Diourbel,Gas_Natural,2030,0.20632252009787755
Final Energy Demand [TWh],Industry,Diourbel,Gas_Natural,2035,0.5566977746696926
Final Energy Demand [TWh],Industry,Diourbel,Gas_Natural,2040,0.9238468125016668
Final Energy Demand [TWh],Industry,Diourbel,Gas_Natural,2045,1.3570336351149979
Final Energy Demand [TWh],Industry,Diourbel,Gas_Natural,2050,1.9935972545104157
Final Energy Demand [TWh],Industry,Diourbel,Hardcoal,2022,0.49762583083333334
Final Energy Demand [TWh],Industry,Diourbel,Hardcoal,2025,0.7269125208719992
Final Energy Demand [TWh],Industry,Diourbel,Hardcoal,2030,1.087565391792674
Final Energy Demand [TWh],Industry,Diourbel,Hardcoal,2035,1.4028266495455364
Final Energy Demand [TWh],Industry,Diourbel,Hardcoal,2040,1.9004610569586253
Final Energy Demand [TWh],Industry,Diourbel,Hardcoal,2045,2.7450334375627565
Final Energy Demand [TWh],Industry,Diourbel,Hardcoal,2050,3.9815276987842148
Final Energy Demand [TWh],Industry,Diourbel,Biomass,2022,0.2564888134305553
Final Energy Demand [TWh],Industry,Diourbel,Biomass,2025,0.2988408748500003
Final Energy Demand [TWh],Industry,Diourbel,Biomass,2030,0.30572462417812307
Final Energy Demand [TWh],Industry,Diourbel,Biomass,2035,0.39723705366544987
Final Energy Demand [TWh],Industry,Diourbel,Biomass,2040,0.4062510009396135
Final Energy Demand [TWh],Industry,Diourbel,Biomass,2045,0.3670988801915304
Final Energy Demand [TWh],Industry,Diourbel,Biomass,2050,0.2926796271650774
Final Energy Demand [TWh],Industry,Diourbel,Power,2025,0.017670875425000013
Final Energy Demand [TWh],Industry,Diourbel,Power,2030,0.1333830833350146
Final Energy Demand [TWh],Industry,Diourbel,Power,2035,0.23412967096073198
Final Energy Demand [TWh],Industry,Diourbel,Power,2040,0.4792702102359165
