Region,Technology,Fuel,Type,Unit,Year,Value
FKK,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,47.530643327667875
ZS,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,47.5306433276684
MTKK,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,47.53064332766864
Dakar,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,41.1685212594224
Diourbel,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,41.1685212594224
Thies,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,41.168521259422384
LS,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,41.1685212594224
FKK,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,41.16852125942195
ZS,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,41.1685212594224
MTKK,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,41.16852125942261
Dakar,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,19.966453975553307
Diourbel,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,19.966453975553307
Thies,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,19.966453975553307
LS,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,19.966863491227855
FKK,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,19.966453975553307
ZS,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,19.966453975553307
MTKK,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,19.966453975553307
Dakar,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,31.15974229031129
Diourbel,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,31.15974229031129
Thies,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,31.15974229031129
LS,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,31.1603933152297
FKK,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,31.15974229031129
ZS,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,31.15974229031129
MTKK,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,31.15974229031129
Dakar,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,27.122200446494514
Diourbel,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,27.122200446494514
Thies,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,27.122200446494514
LS,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,27.122764668090436
FKK,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,27.122200446494514
ZS,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,27.122200446494514
MTKK,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,27.122200446494514
Dakar,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,2073.03021417851
Diourbel,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,53.84390012515953
Thies,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,2073.360053034856
LS,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,1117.5070468059114
FKK,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,979.0370346926217
ZS,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,979.1791187260922
MTKK,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,162.7791432981306
Dakar,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,3295.0046938856176
Diourbel,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,85.01619513491441
Thies,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,3295.5290530930574
LS,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,1775.967863946583
FKK,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,1555.8360498529846
ZS,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,1556.0619270343632
MTKK,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,258.1952996385957
Dakar,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,2855.787824992707
Diourbel,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,73.79779290901669
Thies,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,2856.2422696391277
LS,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,1539.2892391245332
FKK,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,1348.5083335881948
ZS,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,1348.7040938120444
MTKK,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,223.88635013653513
Dakar,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,25.144877641250968
Diourbel,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,759.7953183403056
Thies,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,1631.913630340735
LS,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,1626.9341345686016
FKK,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,43.21302808901056
ZS,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,760.1665231282997
MTKK,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,259.2560939661468
Dakar,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,39.7038282598673
Diourbel,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,1217.0282524099773
Thies,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,2614.6537523547604
LS,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,2606.6737911817886
FKK,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,68.65919756601613
ZS,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,1217.6231318778928
MTKK,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,414.8820595347574
Dakar,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,34.52707495299877
Diourbel,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,1054.8749091552065
Thies,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,2266.150342368009
LS,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,2259.2343760185154
FKK,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,59.6217283501554
ZS,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,1055.3904713607023
MTKK,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,359.68154203839424
Dakar,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,2892.821491466887
Diourbel,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,2304.9724613338626
Thies,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,6276.402939506197
LS,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,261.6341810858431
FKK,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,2854.5909901724417
ZS,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,6275.914935779311
MTKK,P_Gas_CCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,2501.06065434646
Dakar,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,4672.416232973087
Diourbel,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,3722.8139533849917
Thies,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,10138.201649856455
LS,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,422.03673095076664
FKK,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,4610.6592693343355
ZS,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,10137.413336143676
MTKK,P_Gas_Engines,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,4039.5718036836242
Dakar,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,4049.5444921302214
Diourbel,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,3226.5558498699183
Thies,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,8786.558519811586
LS,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,365.8822572652302
FKK,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,3996.021790313181
ZS,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,8785.875314593886
MTKK,P_Gas_OCGT,Gas_Synth,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,3501.079320112262
Dakar,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,70.61748362302988
Diourbel,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,70.61748362302988
Thies,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,70.61748362302988
LS,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,70.61748362302988
FKK,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,70.61748362302988
ZS,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,70.61748362302988
MTKK,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,70.61748362302988
Dakar,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,99.62801060231585
Diourbel,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,99.62801060231585
Thies,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,99.62801060231585
LS,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,99.62801060231585
FKK,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,99.62801060231585
ZS,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,99.62801060231585
MTKK,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,99.62801060231585
Dakar,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,73.0783321796831
Diourbel,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,73.0783321796831
Thies,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,73.0783321796831
LS,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,73.0783321796831
FKK,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,73.0783321796831
ZS,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,73.0783321796831
MTKK,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,73.0783321796831
Dakar,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,48.70177438272105
Diourbel,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,48.70177438272105
Thies,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,48.70177438272105
LS,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,48.70177438272105
FKK,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,48.70177438272105
ZS,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,48.70177438272105
MTKK,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,48.70177438272105
Dakar,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,30.66354705369709
Diourbel,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,30.66354705369709
Thies,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,30.66354705369709
LS,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,30.66354705369709
FKK,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,30.66354705369709
ZS,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,30.66354705369709
MTKK,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,30.66354705369709
Dakar,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,18.937463208171256
Diourbel,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,18.937463208171256
Thies,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,18.937463208171256
LS,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,18.937463208171256
FKK,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,18.937463208171256
ZS,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,18.937463208171256
MTKK,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2045,18.937463208171256
Dakar,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,0.7164580546897306
Diourbel,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,0.7164580546897306
Thies,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,0.7164580546897306
LS,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,0.7164580546897306
FKK,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,0.7164580546897306
ZS,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,0.7164580546897306
MTKK,P_Oil,Oil,Levelized Costs [Total w/o Emissions],MEUR/PJ,2050,0.7164580546897306
Dakar,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.830706820473952
Diourbel,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.830706820473952
Thies,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.830706820473952
LS,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.830706820473952
FKK,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.830706820473952
ZS,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.830706820473952
MTKK,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.830706820473952
Dakar,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.7388109204371016
Diourbel,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.7388109204371016
Thies,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.7388109204371016
LS,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.7388109204371016
FKK,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.7388109204371016
ZS,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.7388109204371016
MTKK,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.7388109204371016
Dakar,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.7573932608521051
Diourbel,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.7573932608521051
Thies,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.7573932608521051
LS,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.7573932608521051
FKK,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.7573932608521051
ZS,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.7573932608521051
MTKK,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2022,0.7573932608521051
Dakar,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,48.57635399850958
Diourbel,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,48.57590091440384
Thies,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,48.57635399850958
LS,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,48.57635399850958
FKK,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,48.575916173133876
ZS,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,48.57590091440384
MTKK,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,48.575912431059244
Dakar,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,79.4546076421883
Diourbel,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,79.45386066568942
Thies,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,79.4546076421883
LS,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,79.4546076421883
FKK,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,79.45388582197408
ZS,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,79.45386066568942
MTKK,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,79.45387965260778
Dakar,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,70.10226179520141
Diourbel,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,70.10160374447628
Thies,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,70.10226179520141
LS,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,70.10226179520141
FKK,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,70.10162590596514
ZS,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,70.10160374447628
MTKK,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2025,70.10162047104721
Dakar,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,29.458121720454855
Diourbel,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,29.458121720454862
Thies,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,29.458121720454862
LS,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,29.458121720454862
FKK,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,29.458121720454862
ZS,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,29.458059574042498
MTKK,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,29.458121720454862
Dakar,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,47.44669837668294
Diourbel,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,47.446698376682946
Thies,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,47.446698376682946
LS,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,47.446698376682946
FKK,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,47.446698376682946
ZS,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,47.4465969799049
MTKK,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,47.446698376682946
Dakar,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,41.09602334718883
Diourbel,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,41.09602334718884
Thies,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,41.09602334718884
LS,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,41.09602334718884
FKK,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,41.09602334718884
ZS,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,41.095935777244144
MTKK,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2030,41.09602334718884
Dakar,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,19.896526859040243
Diourbel,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,19.896526859040243
Thies,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,19.896526859040243
LS,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,19.896526859040243
FKK,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,19.896526859040243
ZS,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,19.896526859040243
MTKK,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,19.896526859040243
Dakar,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,31.04857610510318
Diourbel,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,31.04857610510318
Thies,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,31.04857610510318
LS,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,31.04857610510318
FKK,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,31.04857610510318
ZS,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,31.04857610510318
MTKK,P_Gas_Engines,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,31.04857610510318
Dakar,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,27.025856419319936
Diourbel,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,27.025856419319936
Thies,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,27.025856419319936
LS,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,27.025856419319936
FKK,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,27.025856419319936
ZS,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,27.025856419319936
MTKK,P_Gas_OCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2035,27.025856419319936
Dakar,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,12.557529087925737
Diourbel,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,12.557529087925737
Thies,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,12.557529087925737
LS,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,12.557529087925737
FKK,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,12.557529087925737
ZS,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,12.557529087925737
MTKK,P_Gas_CCGT,Gas_Natural,Levelized Costs [Total w/o Emissions],MEUR/PJ,2040,12.557529087925737
