,Diourbel-0,Diourbel-1,Diourbel-2,Diourbel-3,Diourbel-4,Diourbel-5,Diourbel-6,Diourbel-7,Diourbel-8,Diourbel-9,Diourbel-10,Diourbel-11,Diourbel-12,Diourbel-13,Diourbel-14,Diourbel-15
2030-10-28 16:00:00,260.79747674679646,260.79747674679646,260.79747674679646,260.79405394770527,260.79747674679646,260.79747674679646,260.79747674679646,260.7947717635092,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.96498278736067,260.7954552065218,260.7947717635092
2030-10-28 17:00:00,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.96351555994715,260.79747674679646,260.79747674679646,260.79747674679646,260.79747674679646,260.96351555994715,260.96351555994715,260.79747674679646,260.79747674679646,260.96498278736067,260.79747674679646,260.7947717635092
2030-10-28 18:00:00,260.96351555994715,260.96498278736067,260.96351555994715,260.79747674679646,260.96498278736067,260.96498278736067,260.96498278736067,260.79747674679646,260.96351555994715,260.96498278736067,260.96498278736067,260.79747674679646,260.96498278736067,260.96498278736067,260.79747674679646,260.79747674679646
2030-10-28 19:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067
2030-10-28 20:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067
2030-10-28 21:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067
2030-10-28 22:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.9679172421877,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067
2030-10-28 23:00:00,260.9664500147742,260.9664500147742,260.9664500147742,260.96645001477407,260.9664500147742,260.96645001477407,260.9664500147742,260.9664500147742,260.9664500147742,260.96645001477407,260.96351555994715,260.96645001477407,260.96645001477407,260.9664500147742,260.96645001477407,260.9664500147742
2030-10-29 00:00:00,260.9664500147742,260.9664500147742,260.9664500147742,260.9664500147742,260.9664500147742,260.9664500147742,260.9664500147742,260.9664500147742,260.9664500147742,260.9664500147742,260.9664500147742,260.9664500147742,260.9664500147742,260.9664500147742,260.9664500147742,10000.0
2030-10-29 01:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.9679172421877
2030-10-29 02:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067
2030-10-29 03:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96351555994715,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067
2030-10-29 04:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.79405394770527,260.96351555994715,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067
2030-10-29 05:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.79405394770527,260.9679172421877,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067
2030-10-29 06:00:00,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96498278736067,260.96645001477407,260.96498278736067,260.96498278736067,260.96351555994715,260.96498278736067,260.96498278736067
2030-10-29 07:00:00,260.96498278736067,260.96351555994715,260.96351555994715,260.96351555994715,260.96351555994715,260.96498278736067,260.96498278736067,260.96351555994715,260.96351555994715,260.96351555994715,260.96351555994715,260.96498278736067,260.96351555994715,260.96351555994715,260.96351555994715,260.96351555994715
2030-10-29 08:00:00,260.96351555994715,260.9664500147742,260.9664500147742,260.96645001477407,260.96645001477407,260.96498278736067,260.96498278736067,260.9664500147742,260.96645001477407,260.9664500147742,260.96498278736067,260.96498278736067,260.9664500147742,260.96791724218764,260.96645001477407,260.96351555994715
