,Dakar-0,Dakar-1,Dakar-2,Dakar-3,Dakar-4,Dakar-5,Dakar-6,Dakar-7,Dakar-8,Dakar-9,Dakar-10,Dakar-11,Dakar-12,Dakar-13,Dakar-14,Dakar-15
62,9997.793367807002,260.5668419011877,261.11876279447046,260.5668419011877,260.5958749192348,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.5508638373606,260.9008727129472,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,260.5958749192348
63,9997.793367807002,260.5668419011877,261.11876279447046,260.5668419011877,260.5958749192348,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.5493966099472,260.9008727129472,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,260.5958749192348
64,9997.793367807002,260.5668419011877,261.11876279447046,260.5668419011877,260.5958749192348,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.5493966099472,260.9008727129472,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,260.5958749192348
65,9997.793367807002,260.5668419011877,260.8975770254472,260.5668419011877,260.5958749192348,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.3833577967965,260.9008727129472,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,260.56684190118784
66,9997.793367807002,260.5668419011877,260.8975770254472,260.5668419011877,260.5668419011878,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.3833577967965,260.89416149476546,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,260.5668419011878
67,9997.793367807002,260.5668419011877,260.5668419011878,260.5668419011877,260.5668419011878,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.3833577967965,260.5668419011879,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,260.5668419011878
68,9997.793367807002,260.5668419011877,260.5668419011878,260.5668419011877,260.5668419011878,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.3833577967965,260.56684190118784,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,260.5668419011878
69,9997.793367807002,260.5668419011877,260.5668419011878,260.5668419011877,260.5668419011878,260.5668419011877,260.5668419011877,9998.780324198,260.5668419011877,261.3833577967965,260.5668419011878,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,260.5668419011878
70,9997.793367807002,260.5668419011877,260.5668419011878,260.5668419011877,260.5668419011878,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,261.3833577967965,260.5668419011878,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,260.5668419011878
71,9997.793367807002,260.5668419011877,260.5668419011878,260.5668419011877,260.5668419011878,260.5668419011877,260.5668419011877,9998.647230592,260.5668419011877,261.2189373573607,260.5668419011878,260.5668419011877,260.5668419011877,260.5668419011877,261.5508638373607,260.5668419011878
