,MTKK-0,MTKK-1,MTKK-2,MTKK-3,MTKK-4,MTKK-5,MTKK-6,MTKK-7,MTKK-8,MTKK-9,MTKK-10,MTKK-11,MTKK-12,MTKK-13,MTKK-14,MTKK-15
0,10000.0,9999.179006849,10000.0,9999.179006849,9999.153285389,9999.153285389,9999.179006849,10000.0,9999.179006849,10000.0,9999.153285389,9999.179006849,9999.179006849,9999.179006849,10000.0,9999.179006849
1,10000.0,9999.179006849,10000.0,9999.146137215,9999.153285389,9999.146137215,9999.179006849,10000.0,9999.179006849,10000.0,9999.153285389,9999.179006849,9999.153285389,9999.153285389,10000.0,9999.153285389
2,9999.179006849,9999.179006849,10000.0,9999.146137215,9999.153285389,9999.146137215,9999.179006849,10000.0,9999.153285389,10000.0,9999.153285389,9999.179006849,9999.153285389,9999.153285389,10000.0,9999.153285389
3,9999.153285389,9999.179006849,10000.0,9999.146137215,9999.153285389,260.69602541894716,9999.179006849,10000.0,9999.153285389,9999.153285389,9999.153285389,9999.153285389,9999.146137215,9999.153285389,9999.179006849,9999.146137215
4,9999.146137215,9999.179006849,10000.0,9999.146137215,9999.153285389,260.69602541894716,9999.153285389,10000.0,9999.153285389,9999.153285389,9999.153285389,9999.153285389,9999.146137215,9999.146137215,9999.153285389,9999.146137215
5,9999.146137215,9999.153285389,10000.0,9999.146137215,9999.146137215,260.69602541894716,9999.153285389,10000.0,9999.146137215,9999.153285389,9999.146137215,9999.146137215,9999.146137215,261.9166768543607,9999.153285389,9999.146137215
6,9999.146137215,9999.153285389,10000.0,9998.593095891,9999.146137215,260.69602541894716,9999.153285389,10000.0,9999.146137215,9999.153285389,9999.146137215,9998.593095891,9998.593095891,261.9166768543607,9999.153285389,9999.146137215
7,9999.146137215,9999.153285389,10000.0,261.9166768543608,9999.146137215,260.69602541894716,9999.146137215,10000.0,9999.146137215,9999.146137215,9999.146137215,261.9161877785561,261.91667685436084,261.9166768543607,9999.146137215,9999.146137215
8,9999.146137215,9999.153285389,10000.0,261.9166768543607,9999.146137215,260.27762500718774,9998.593095891,10000.0,9998.593095891,9999.146137215,9999.146137215,261.9161877785561,261.91667685436084,261.9166768543607,9999.146137215,9999.146137215
9,9999.146137215,9999.146137215,10000.0,261.9166768543607,9998.436673515,260.27762500718774,261.9166768543607,10000.0,261.9166768543607,9999.146137215,9998.593095891,261.9161877785561,261.9166768543608,261.9166768543607,9999.146137215,9998.593095891
10,9999.146137215,9999.146137215,10000.0,261.9166768543607,261.9166768543607,260.27762500718774,261.9166768543607,10000.0,261.9166768543607,9999.146137215,9998.436673515,261.9161877785561,261.9166768543608,261.9166768543607,9999.146137215,9998.593095891
11,9999.146137215,9998.593095891,10000.0,261.9166768543607,261.9166768543607,260.27762500718774,261.9166768543607,10000.0,261.9166768543607,9999.146137215,261.91667685436084,261.9161877785561,261.9166768543608,261.9166768543607,9999.146137215,261.9166768543607
12,9999.146137215,9998.593095891,10000.0,261.9166768543607,261.9166768543607,260.27762500718774,261.9166768543607,10000.0,261.9166768543607,9999.146137215,261.9166768543608,261.9161877785561,261.9166768543608,261.9166768543607,9999.146137215,261.9166768543607
13,9999.146137215,261.9166768543608,10000.0,261.9166768543607,261.9166768543607,260.27762500718774,261.9166768543607,10000.0,261.9166768543607,9999.146137215,261.9166768543608,261.9161877785561,261.9166768543608,261.9166768543607,9999.146137215,261.9166768543607
14,9999.146137215,261.9166768543608,10000.0,261.9166768543607,261.9166768543607,260.27762500718774,261.9166768543607,10000.0,261.9166768543607,9999.146137215,261.9166768543608,261.9161877785561,261.9166768543607,261.9166768543607,9999.146137215,261.9166768543607
15,9999.146137215,261.9166768543607,10000.0,261.9166768543607,261.9166768543607,260.27762500718774,261.9166768543607,10000.0,261.9166768543607,9999.146137215,261.9166768543607,261.9161877785561,261.9166768543607,261.9166768543607,9999.146137215,261.9166768543607
16,9999.146137215,261.9166768543607,10000.0,261.9166768543607,261.9166768543607,260.27762500718774,261.9166768543607,10000.0,261.9166768543607,9999.146137215,261.9166768543607,261.9161877785561,261.9166768543607,261.9166768543607,9999.146137215,261.9166768543607
17,9999.146137215,261.9166768543607,10000.0,261.9166768543607,261.9166768543607,260.27762500718774,261.9166768543607,10000.0,261.9166768543607,9999.146137215,261.9166768543607,261.9161877785561,261.9166768543607,261.9166768543607,9999.146137215,261.9166768543607
