,ZS-0,ZS-1,ZS-2,ZS-3,ZS-4,ZS-5,ZS-6,ZS-7,ZS-8,ZS-9,ZS-10,ZS-11,ZS-12,ZS-13,ZS-14,ZS-15
0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
3,10000.0,10000.0,10000.0,10000.0,10000.0,261.54988820394715,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
4,10000.0,10000.0,10000.0,10000.0,10000.0,261.54988820394715,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
5,10000.0,10000.0,10000.0,10000.0,10000.0,261.54988820394715,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,262.77053963936066,10000.0,10000.0
6,10000.0,10000.0,10000.0,9999.446958676,10000.0,261.54988820394715,10000.0,10000.0,10000.0,10000.0,10000.0,9999.446958676,9999.446958676,262.77053963936066,10000.0,10000.0
7,10000.0,10000.0,10000.0,262.77053963936066,10000.0,261.54988820394715,10000.0,10000.0,10000.0,10000.0,10000.0,262.77005056355614,262.77053963936066,262.77053963936066,10000.0,10000.0
8,10000.0,10000.0,10000.0,262.77053963936066,10000.0,261.1314877921878,9999.446958676,10000.0,9999.446958676,10000.0,10000.0,262.5956020919472,262.77053963936066,262.77053963936066,10000.0,10000.0
9,10000.0,10000.0,10000.0,262.77053963936066,9999.2905363,261.1314877921878,262.77053963936066,10000.0,262.77053963936066,10000.0,9999.446958676,262.5956020919472,262.77053963936066,262.77053963936066,10000.0,9999.446958676
10,10000.0,10000.0,10000.0,262.77053963936066,262.77053963936066,261.13148779218767,262.77053963936066,10000.0,262.77053963936066,10000.0,9999.2905363,262.5956020919472,262.77053963936066,262.77053963936066,10000.0,9999.446958676
11,10000.0,9999.446958676,10000.0,262.77053963936066,262.77053963936066,261.13148779218767,262.77053963936066,10000.0,262.77053963936066,10000.0,262.77053963936066,261.78651770318766,262.77053963936066,262.77053963936066,10000.0,262.77053963936066
12,10000.0,9999.446958676,10000.0,262.77053963936066,262.77053963936066,261.13148779218767,262.77053963936066,10000.0,262.77053963936066,10000.0,262.77053963936066,261.78651770318766,262.77053963936066,261.78651770318766,10000.0,262.77053963936066
13,10000.0,262.77053963936066,10000.0,262.77053963936066,262.77053963936066,261.13148779218767,262.77053963936066,10000.0,262.77053963936066,10000.0,262.77053963936066,261.78505047577414,262.77053963936066,261.78505047577414,10000.0,262.77053963936066
14,10000.0,262.77053963936066,10000.0,262.77053963936066,262.77053963936066,261.13148779218767,262.77053963936066,10000.0,262.77053963936066,10000.0,262.77053963936066,261.78505047577414,262.77053963936066,261.78358324836074,10000.0,262.77053963936066
15,10000.0,262.77053963936066,10000.0,262.77053963936066,262.77053963936066,261.13148779218767,262.77053963936066,10000.0,262.77053963936066,10000.0,262.77053963936066,261.78407232416515,262.77053963936066,261.78358324836074,10000.0,262.77053963936066
16,10000.0,262.77053963936066,10000.0,262.77053963936066,262.77053963936066,261.13148779218767,262.77053963936066,10000.0,262.77053963936066,10000.0,262.77053963936066,261.78358324836097,262.77053963936066,261.78358324836074,10000.0,262.77053963936066
17,10000.0,262.77053963936066,10000.0,262.77053963936066,262.77053963936066,261.13148779218767,262.77053963936066,10000.0,262.77053963936066,9999.446958676,262.77053963936066,261.78358324836074,262.77053963936066,261.78358324836074,10000.0,262.77053963936066
18,10000.0,262.77053963936066,9999.866906394,262.77053963936066,262.77053963936066,261.13148779218767,262.77053963936066,10000.0,262.77053963936066,9999.013043609002,262.77053963936066,261.7835832483607,262.77053963936066,261.78358324836074,10000.0,262.77053963936066
19,10000.0,262.77053963936066,9999.866906394,262.77053963936066,262.77053963936066,261.13148779218767,262.77053963936066,10000.0,262.7705396393606,262.77053963936066,262.77053963936066,261.7835832483607,262.77053963936066,261.78358324836074,10000.0,262.77053963936066
20,10000.0,262.77053963936066,9999.866906394,262.77053963936066,262.77053963936066,261.13148779218767,262.77053963936066,10000.0,262.7705396393606,262.77053963936066,262.77053963936066,261.7835832483607,262.77053963936066,261.78358324836074,10000.0,262.77053963936066
21,10000.0,262.77053963936066,9999.866906394,262.77053963936066,262.77053963936066,261.13148779218767,262.77053963936066,10000.0,262.7705396393606,262.77053963936066,262.77053963936066,261.7835832483607,262.77053963936066,261.7835832483607,10000.0,262.77053963936066
22,10000.0,262.77053963936066,9999.866906394,262.77053963936066,262.77053963936066,261.13148779218767,262.77053963936066,10000.0,261.78651770318766,262.77053963936066,262.77053963936066,261.7835832483607,262.77053963936066,261.7835832483607,10000.0,262.77053963936066
