,LS-0,LS-1,LS-2,LS-3,LS-4,LS-5,LS-6,LS-7,LS-8,LS-9,LS-10,LS-11,LS-12,LS-13,LS-14,LS-15
2030-10-02 18:00:00,261.1214051633607,261.1199379359472,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1199379359472,261.1199379359472,261.1214051633607,261.1214051633607,261.1199379359472,261.1214051633607,261.1214051633607,261.1199379359472,260.95389912279654,261.1214051633607
2030-10-02 19:00:00,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607
2030-10-02 20:00:00,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607
2030-10-02 21:00:00,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607
2030-10-02 22:00:00,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607
2030-10-02 23:00:00,261.12433961818766,261.12433961818766,261.12433961818766,261.12433961818766,261.12433961818766,261.12433961818766,261.12433961818766,261.12433961818766,261.12433961818766,261.1214051633607,261.12433961818766,261.12433961818766,261.12433961818766,261.12433961818766,261.12433961818766,261.1214051633607
2030-10-03 00:00:00,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.12433961818766,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.12433961818766
2030-10-03 01:00:00,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607
2030-10-03 02:00:00,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607
2030-10-03 03:00:00,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607
2030-10-03 04:00:00,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607
2030-10-03 05:00:00,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607
2030-10-03 06:00:00,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607
2030-10-03 07:00:00,261.1199379359472,261.1199379359472,261.1199379359472,261.1214051633607,261.1214051633607,261.1199379359472,261.1199379359472,261.1199379359472,261.1199379359472,261.1214051633607,261.1214051633607,261.1199379359472,261.1199379359472,261.1214051633607,261.1199379359472,261.1214051633607
2030-10-03 08:00:00,261.12287239077415,261.1228723907742,261.1228723907742,261.1214051633607,261.1214051633607,261.1228723907742,261.12287239077415,261.12287239077415,261.1199379359472,261.1214051633607,261.1214051633607,261.12287239077415,261.12287239077415,261.1214051633607,261.1228723907742,261.1214051633607
2030-10-03 09:00:00,261.1214051633607,261.1214051633607,261.1214051633607,260.95389912279654,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,261.12433961818766,261.1214051633607,261.1214051633607,261.1214051633607,261.1214051633607,260.95389912279654,261.1214051633607,261.1214051633607
2030-10-03 10:00:00,260.95389912279654,260.95389912279654,260.95389912279654,260.95047632370535,260.95389912279654,260.95389912279654,260.95389912279654,260.95389912279654,261.1214051633607,260.95389912279654,260.95389912279654,260.95389912279654,260.95389912279654,260.77446452336073,261.1214051633607,261.1214051633607
2030-10-03 11:00:00,260.95389912279654,260.95389912279654,260.95389912279654,260.77446452336073,260.95389912279654,260.95389912279654,260.95389912279654,260.95389912279654,261.1214051633607,260.9511941395092,260.77446452336073,260.9511941395092,260.95389912279654,260.77446452336073,260.9511941395092,260.9511941395092
