Period,Cost,MEUR,MEUR/year
2030,Investment Cost Generation,40.67575901933794,69.8885270012
2030,Retirement Cost Generation,0.0,0.0
2030,Investment Cost Reservoir,0.0,0.0
2030,Investment Cost Network,0.42040731283472854,0.722338034812905
2030,Operation Cost Generation,402.41137161402594,691.4176573144263
2030,Operation Cost Consumption,0.0,0.0
2030,Emission Cost,51.43837189176723,88.38069969748913
2030,Operation Cost Network,0.0006422053203890975,0.0011034283061070775
2030,Reliability Cost,4.353239921795318,7.479676671121302
