Period,Scenario,LoadLevel,Centrale_Kael_Solaire,Centrale_Kahone_Solaire,Dakar_PV_29,Diourbel_PV_25,FKK_PV_25,Felou_Gouina,LS_PV_2029,PETN_Taiba_Ndiaye_Wind,PV_Bokhol,PV_Kahone,PV_Malicounda,PV_Sakal,PV_Senergy_or_Santhiou_Mekhe,PV_Ten_Merina,Solar_CICAD,Solar_DIASS,Thies_PV_2025,Thies_wind_2025
2030,sc01,04-22 23:00:00+01:00,0.0,0.0,0.0,0.0,0.0,4.3077944444437656e-07,0.0,0.0001927496717104298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012266992339597226
2030,sc01,04-23 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,3.7936243560273744e-07,0.0,0.00017252870222073298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010980087538502678
2030,sc01,04-23 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,3.7936243560273744e-07,0.0,0.00015477812690008666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.850403791314185e-05
2030,sc01,04-23 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,3.7936243560273744e-07,0.0,0.00017882480772255828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011380784864602313
2030,sc01,04-23 07:00:00+01:00,0.0,0.0,0.0,0.0,0.0,3.7936243560273744e-07,0.0,0.00023318254500172581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001484022498219275
2030,sc01,04-23 09:00:00+01:00,2.6049047795494626e-06,3.0214445002740178e-06,7.208055117584271e-06,9.203996889642681e-07,0.0,3.7936243560273744e-07,0.0,0.0002400543202951082,2.293398711532803e-06,1.8128667001062166e-06,5.584677995977511e-06,9.307796662387545e-07,1.396169502559182e-06,1.3729000071056105e-06,3.8340718702815196e-07,1.0703966142248406e-06,1.5020877391194485e-05,0.000152775591388867
2030,sc01,04-23 11:00:00+01:00,8.706799021898456e-06,1.0136203776649906e-05,2.6591130310144555e-05,3.0764023206827825e-06,0.0,3.7936243560273744e-07,0.0,0.00020562291835833594,7.328138066639386e-06,6.081722266571959e-06,1.926870616444993e-05,3.2114510282813343e-06,4.817176554062183e-06,4.736890264299637e-06,1.4144218249024324e-06,3.6931686751902225e-06,5.1826241902790233e-05,0.00013086272687980486
2030,sc01,04-23 13:00:00+01:00,1.2047958185779976e-05,1.3993807127672314e-05,3.845588821548064e-05,4.256945225351255e-06,0.0,3.7936243560273744e-07,0.0,0.0001765901208853172,1.0163889027269646e-05,8.396284276021386e-06,2.7252484256147717e-05,4.542080710812975e-06,6.813121085134759e-06,6.699569042701805e-06,2.045525969044761e-06,5.2233928068132586e-06,7.32998795929789e-05,0.00011238564719388536
2030,sc01,04-23 15:00:00+01:00,1.1795828265236454e-05,1.3724733728976237e-05,4.019834273824539e-05,4.167859320519351e-06,0.0,3.7936243560273744e-07,0.0,0.000186979374872767,9.985671786557142e-06,8.234840237967758e-06,2.764572316001674e-05,4.60762052763947e-06,6.911430806736944e-06,6.796240274812547e-06,2.1382097200079878e-06,5.298763596381982e-06,7.43575580164998e-05,0.00011899758576803416
2030,sc01,04-23 17:00:00+01:00,8.703734941846016e-06,1.0051242186507049e-05,3.0184077077184605e-05,3.0753196795686627e-06,0.0,3.7936243560273744e-07,0.0,0.00018236041771133978,7.2291163383790385e-06,6.030745311613231e-06,2.066487566468108e-05,3.444145944695521e-06,5.1662189285379615e-06,5.080115265712283e-06,1.6055360145952648e-06,3.960767828528179e-06,5.558146125313513e-05,0.0001160579848101833
