Period,Dakar_CCGT_25,Dakar_OCGT_25,Dakar_PV_29,Diourbel_PV_25,FKK_PV_25,LS_PV_2029,Thies_PV_2025,Thies_P_Gas_CCGT_25,Thies_wind_2025
2030,450.10999999999996,207.76500000000001,36.7,10.6,0.0,0.0,180.60000000000002,155.79999999999998,101.0
