Period,Scenario,LoadLevel,RES_Hydro_Large
2030,sc01,03-21 13:00:00+01:00,-77.21278822483269
2030,sc01,03-21 15:00:00+01:00,-77.21278822483269
2030,sc01,03-21 17:00:00+01:00,-77.21278822483269
2030,sc01,03-21 19:00:00+01:00,-77.21278822483269
2030,sc01,03-21 21:00:00+01:00,-77.21278822483269
2030,sc01,03-21 23:00:00+01:00,-77.21278822483269
2030,sc01,03-22 01:00:00+01:00,-77.21278822483269
2030,sc01,03-22 03:00:00+01:00,-77.21278822483269
2030,sc01,03-22 05:00:00+01:00,-77.21278822483269
2030,sc01,03-22 07:00:00+01:00,-77.21278822483269
2030,sc01,03-22 09:00:00+01:00,-76.26363434616354
2030,sc01,03-22 11:00:00+01:00,-77.21278822483269
2030,sc01,03-22 13:00:00+01:00,-77.21278822483269
2030,sc01,03-22 15:00:00+01:00,-77.21278822483269
2030,sc01,03-22 17:00:00+01:00,-77.21278822483269
2030,sc01,03-22 19:00:00+01:00,-77.21278822483269
2030,sc01,03-22 21:00:00+01:00,-77.21278822483269
2030,sc01,03-22 23:00:00+01:00,-77.21278822483269
2030,sc01,03-23 01:00:00+01:00,-77.21278822483269
2030,sc01,03-23 03:00:00+01:00,-77.21278822483269
2030,sc01,03-23 05:00:00+01:00,-77.21278822483269
2030,sc01,03-23 07:00:00+01:00,-77.21278822483269
2030,sc01,03-23 09:00:00+01:00,-77.21278822483269
2030,sc01,03-23 11:00:00+01:00,-77.21278822483269
2030,sc01,03-23 13:00:00+01:00,-77.21278822483269
2030,sc01,03-23 15:00:00+01:00,-77.21278822483269
2030,sc01,03-23 17:00:00+01:00,-77.21278822483269
2030,sc01,03-23 19:00:00+01:00,-75.27229858415608
2030,sc01,03-23 21:00:00+01:00,-77.11406790965607
2030,sc01,03-23 23:00:00+01:00,-77.21278822483269
2030,sc01,03-24 01:00:00+01:00,-77.21278822483269
2030,sc01,03-24 03:00:00+01:00,-77.21278822483269
2030,sc01,03-24 05:00:00+01:00,-77.21278822483269
2030,sc01,03-24 07:00:00+01:00,-77.21278822483269
2030,sc01,03-24 09:00:00+01:00,-77.21278822483269
2030,sc01,03-24 11:00:00+01:00,-77.21278822483269
2030,sc01,03-24 13:00:00+01:00,-77.21278822483269
2030,sc01,03-24 15:00:00+01:00,-77.21278822483269
2030,sc01,03-24 17:00:00+01:00,-77.21278822483269
2030,sc01,03-24 19:00:00+01:00,-75.19661460715608
2030,sc01,03-24 21:00:00+01:00,-77.03838393265607
2030,sc01,03-24 23:00:00+01:00,-77.21278822483269
2030,sc01,03-25 01:00:00+01:00,-77.21278822483269
2030,sc01,03-25 03:00:00+01:00,-77.21278822483269
2030,sc01,03-25 05:00:00+01:00,-77.21278822483269
2030,sc01,03-25 07:00:00+01:00,-77.21278822483269
2030,sc01,03-25 09:00:00+01:00,-77.21278822483269
2030,sc01,03-25 11:00:00+01:00,-77.21278822483269
2030,sc01,03-25 13:00:00+01:00,-77.21278822483269
2030,sc01,03-25 15:00:00+01:00,-77.21278822483269
2030,sc01,03-25 17:00:00+01:00,-77.21278822483269
2030,sc01,03-25 19:00:00+01:00,-77.21278822483269
2030,sc01,03-25 21:00:00+01:00,-77.21278822483269
2030,sc01,03-25 23:00:00+01:00,-77.21278822483269
2030,sc01,03-26 01:00:00+01:00,-77.21278822483269
2030,sc01,03-26 03:00:00+01:00,-77.21278822483269
2030,sc01,03-26 05:00:00+01:00,-77.21278822483269
2030,sc01,03-26 07:00:00+01:00,-76.90838557865607
2030,sc01,03-26 09:00:00+01:00,-75.98750091516354
2030,sc01,03-26 11:00:00+01:00,-77.21278822483269
2030,sc01,03-26 13:00:00+01:00,-77.21278822483269
2030,sc01,03-26 15:00:00+01:00,-77.21278822483269
2030,sc01,03-26 17:00:00+01:00,-77.21278822483269
2030,sc01,03-26 19:00:00+01:00,-75.06661625315607
2030,sc01,03-26 21:00:00+01:00,-76.90838557865607
2030,sc01,03-26 23:00:00+01:00,-77.21278822483269
2030,sc01,03-27 01:00:00+01:00,-77.21278822483269
2030,sc01,03-27 03:00:00+01:00,-77.21278822483269
2030,sc01,03-27 05:00:00+01:00,-77.21278822483269
2030,sc01,03-27 07:00:00+01:00,-76.84254820265608
2030,sc01,03-27 09:00:00+01:00,-75.92166353916353
2030,sc01,03-27 11:00:00+01:00,-77.21278822483269
2030,sc01,03-27 13:00:00+01:00,-77.21278822483269
2030,sc01,03-27 15:00:00+01:00,-77.21278822483269
2030,sc01,03-27 17:00:00+01:00,-77.21278822483269
2030,sc01,03-27 19:00:00+01:00,-75.00077887715608
2030,sc01,03-27 21:00:00+01:00,-76.84254820265608
2030,sc01,03-27 23:00:00+01:00,-77.21278822483269
2030,sc01,03-28 01:00:00+01:00,-77.21278822483269
2030,sc01,03-28 03:00:00+01:00,-77.21278822483269
2030,sc01,03-28 05:00:00+01:00,-77.21278822483269
2030,sc01,03-28 07:00:00+01:00,-77.21278822483269
2030,sc01,03-28 09:00:00+01:00,-77.21278822483269
2030,sc01,03-28 11:00:00+01:00,-77.21278822483269
2030,sc01,03-28 13:00:00+01:00,-77.21278822483269
2030,sc01,03-28 15:00:00+01:00,-77.21278822483269
2030,sc01,03-28 17:00:00+01:00,-77.21278822483269
2030,sc01,03-28 19:00:00+01:00,-77.21278822483269
2030,sc01,03-28 21:00:00+01:00,-77.21278822483269
2030,sc01,03-28 23:00:00+01:00,-77.21278822483269
2030,sc01,03-29 01:00:00+01:00,-77.21278822483269
2030,sc01,03-29 03:00:00+01:00,-77.21278822483269
2030,sc01,03-29 05:00:00+01:00,-77.21278822483269
2030,sc01,03-29 07:00:00+01:00,-76.72080762965608
2030,sc01,03-29 09:00:00+01:00,-75.79992296616354
2030,sc01,03-29 11:00:00+01:00,-77.21278822483269
2030,sc01,03-29 13:00:00+01:00,-77.21278822483269
2030,sc01,03-29 15:00:00+01:00,-77.21278822483269
2030,sc01,03-29 17:00:00+01:00,-77.21278822483269
2030,sc01,03-29 19:00:00+01:00,-77.21278822483269
2030,sc01,03-29 21:00:00+01:00,-77.21278822483269
2030,sc01,03-29 23:00:00+01:00,-77.21278822483269
2030,sc01,03-30 01:00:00+01:00,-77.21278822483269
2030,sc01,03-30 03:00:00+01:00,-77.21278822483269
2030,sc01,03-30 05:00:00+01:00,-77.21278822483269
2030,sc01,03-30 07:00:00+01:00,-76.64448259865607
2030,sc01,03-30 09:00:00+01:00,-75.72359793516354
2030,sc01,03-30 11:00:00+01:00,-77.21278822483269
2030,sc01,03-30 13:00:00+01:00,-77.21278822483269
2030,sc01,03-30 15:00:00+01:00,-77.21278822483269
2030,sc01,03-30 17:00:00+01:00,-77.21278822483269
2030,sc01,03-30 19:00:00+01:00,-74.80271327315607
2030,sc01,03-30 21:00:00+01:00,-76.64448259865607
2030,sc01,03-30 23:00:00+01:00,-77.21278822483269
2030,sc01,03-31 01:00:00+01:00,-77.21278822483269
2030,sc01,03-31 03:00:00+01:00,-77.21278822483269
2030,sc01,03-31 05:00:00+01:00,-77.21278822483269
2030,sc01,03-31 07:00:00+01:00,-76.55008613265608
2030,sc01,03-31 09:00:00+01:00,-75.62920146916353
2030,sc01,03-31 11:00:00+01:00,-77.21278822483269
2030,sc01,03-31 13:00:00+01:00,-77.21278822483269
2030,sc01,03-31 15:00:00+01:00,-77.21278822483269
2030,sc01,03-31 17:00:00+01:00,-77.21278822483269
2030,sc01,03-31 19:00:00+01:00,-74.70831680715608
2030,sc01,03-31 21:00:00+01:00,-76.55008613265608
2030,sc01,03-31 23:00:00+01:00,-77.21278822483269
2030,sc01,04-01 01:00:00+01:00,-77.21278822483269
2030,sc01,04-01 03:00:00+01:00,-77.21278822483269
2030,sc01,04-01 05:00:00+01:00,-77.21278822483269
2030,sc01,04-01 07:00:00+01:00,-73.6361457862531
2030,sc01,04-01 09:00:00+01:00,-72.54831709918592
2030,sc01,04-01 11:00:00+01:00,-77.21278822483269
2030,sc01,04-01 13:00:00+01:00,-77.21278822483269
2030,sc01,04-01 15:00:00+01:00,-77.21278822483269
2030,sc01,04-01 17:00:00+01:00,-77.21278822483269
2030,sc01,04-01 19:00:00+01:00,-71.46048842156901
2030,sc01,04-01 21:00:00+01:00,-73.6361457862531
2030,sc01,04-01 23:00:00+01:00,-76.89963181017846
2030,sc01,04-02 01:00:00+01:00,-77.21278822483269
2030,sc01,04-02 03:00:00+01:00,-77.21278822483269
2030,sc01,04-02 05:00:00+01:00,-77.21278822483269
2030,sc01,04-02 07:00:00+01:00,-73.53743754325309
2030,sc01,04-02 09:00:00+01:00,-72.44960885618593
2030,sc01,04-02 11:00:00+01:00,-77.21278822483269
2030,sc01,04-02 13:00:00+01:00,-77.21278822483269
2030,sc01,04-02 15:00:00+01:00,-77.21278822483269
2030,sc01,04-02 17:00:00+01:00,-77.21278822483269
2030,sc01,04-02 19:00:00+01:00,-71.361780178569
2030,sc01,04-02 21:00:00+01:00,-73.53743754325309
2030,sc01,04-02 23:00:00+01:00,-76.80092356717847
2030,sc01,04-03 01:00:00+01:00,-77.21278822483269
2030,sc01,04-03 03:00:00+01:00,-77.21278822483269
2030,sc01,04-03 05:00:00+01:00,-77.21278822483269
2030,sc01,04-03 07:00:00+01:00,-73.4369863542531
2030,sc01,04-03 09:00:00+01:00,-72.34915766718592
2030,sc01,04-03 11:00:00+01:00,-77.21278822483269
2030,sc01,04-03 13:00:00+01:00,-77.21278822483269
2030,sc01,04-03 15:00:00+01:00,-77.21278822483269
2030,sc01,04-03 17:00:00+01:00,-77.21278822483269
2030,sc01,04-03 19:00:00+01:00,-71.26132898956901
2030,sc01,04-03 21:00:00+01:00,-73.4369863542531
2030,sc01,04-03 23:00:00+01:00,-76.70047237817846
2030,sc01,04-04 01:00:00+01:00,-77.21278822483269
2030,sc01,04-04 03:00:00+01:00,-77.21278822483269
2030,sc01,04-04 05:00:00+01:00,-76.35614197987996
2030,sc01,04-04 07:00:00+01:00,-73.3102216962531
2030,sc01,04-04 09:00:00+01:00,-72.22239300918594
2030,sc01,04-04 11:00:00+01:00,-77.21278822483269
2030,sc01,04-04 13:00:00+01:00,-77.21278822483269
2030,sc01,04-04 15:00:00+01:00,-77.21278822483269
2030,sc01,04-04 17:00:00+01:00,-77.21278822483269
2030,sc01,04-04 19:00:00+01:00,-71.13456433156901
2030,sc01,04-04 21:00:00+01:00,-73.3102216962531
2030,sc01,04-04 23:00:00+01:00,-76.57370772017848
2030,sc01,04-05 01:00:00+01:00,-77.21278822483269
2030,sc01,04-05 03:00:00+01:00,-77.21278822483269
2030,sc01,04-05 05:00:00+01:00,-77.21278822483269
2030,sc01,04-05 07:00:00+01:00,-73.2371522242531
2030,sc01,04-05 09:00:00+01:00,-72.14932353718594
2030,sc01,04-05 11:00:00+01:00,-77.21278822483269
2030,sc01,04-05 13:00:00+01:00,-77.21278822483269
2030,sc01,04-05 15:00:00+01:00,-77.21278822483269
2030,sc01,04-05 17:00:00+01:00,-77.21278822483269
2030,sc01,04-05 19:00:00+01:00,-71.06149485956902
2030,sc01,04-05 21:00:00+01:00,-73.2371522242531
2030,sc01,04-05 23:00:00+01:00,-77.21278822483269
2030,sc01,04-06 01:00:00+01:00,-77.21278822483269
2030,sc01,04-06 03:00:00+01:00,-77.21278822483269
2030,sc01,04-06 05:00:00+01:00,-77.21278822483269
2030,sc01,04-06 07:00:00+01:00,-73.2082252882531
2030,sc01,04-06 09:00:00+01:00,-72.12039660118593
2030,sc01,04-06 11:00:00+01:00,-77.21278822483269
2030,sc01,04-06 13:00:00+01:00,-77.21278822483269
2030,sc01,04-06 15:00:00+01:00,-77.21278822483269
2030,sc01,04-06 17:00:00+01:00,-77.21278822483269
2030,sc01,04-06 19:00:00+01:00,-71.03256792356902
2030,sc01,04-06 21:00:00+01:00,-73.2082252882531
2030,sc01,04-06 23:00:00+01:00,-77.21278822483269
2030,sc01,04-07 01:00:00+01:00,-77.21278822483269
2030,sc01,04-07 03:00:00+01:00,-77.21278822483269
2030,sc01,04-07 05:00:00+01:00,-77.21278822483269
2030,sc01,04-07 07:00:00+01:00,-73.1576008422531
2030,sc01,04-07 09:00:00+01:00,-72.06977215518593
2030,sc01,04-07 11:00:00+01:00,-77.21278822483269
2030,sc01,04-07 13:00:00+01:00,-77.21278822483269
2030,sc01,04-07 15:00:00+01:00,-77.21278822483269
2030,sc01,04-07 17:00:00+01:00,-77.21278822483269
2030,sc01,04-07 19:00:00+01:00,-70.98194347756902
2030,sc01,04-07 21:00:00+01:00,-73.1576008422531
2030,sc01,04-07 23:00:00+01:00,-77.21278822483269
2030,sc01,04-08 01:00:00+01:00,-77.21278822483269
2030,sc01,04-08 03:00:00+01:00,-77.21278822483269
2030,sc01,04-08 05:00:00+01:00,-76.12965840787997
2030,sc01,04-08 07:00:00+01:00,-73.0837381242531
2030,sc01,04-08 09:00:00+01:00,-62.77318542416916
2030,sc01,04-08 11:00:00+01:00,-72.64860664316603
2030,sc01,04-08 13:00:00+01:00,-77.21278822483269
2030,sc01,04-08 15:00:00+01:00,-77.21278822483269
2030,sc01,04-08 17:00:00+01:00,-77.21278822483269
2030,sc01,04-08 19:00:00+01:00,-70.90808075956902
2030,sc01,04-08 21:00:00+01:00,-73.0837381242531
2030,sc01,04-08 23:00:00+01:00,-77.21278822483269
2030,sc01,04-09 01:00:00+01:00,-77.21278822483269
2030,sc01,04-09 03:00:00+01:00,-77.21278822483269
2030,sc01,04-09 05:00:00+01:00,-77.21278822483269
2030,sc01,04-09 07:00:00+01:00,-73.0123688792531
2030,sc01,04-09 09:00:00+01:00,-71.92454019218594
2030,sc01,04-09 11:00:00+01:00,-77.21278822483269
2030,sc01,04-09 13:00:00+01:00,-77.21278822483269
2030,sc01,04-09 15:00:00+01:00,-77.21278822483269
2030,sc01,04-09 17:00:00+01:00,-77.21278822483269
2030,sc01,04-09 19:00:00+01:00,-70.83671151456902
2030,sc01,04-09 21:00:00+01:00,-73.0123688792531
2030,sc01,04-09 23:00:00+01:00,-77.21278822483269
2030,sc01,04-10 01:00:00+01:00,-77.21278822483269
2030,sc01,04-10 03:00:00+01:00,-77.21278822483269
2030,sc01,04-10 05:00:00+01:00,-77.21278822483269
2030,sc01,04-10 07:00:00+01:00,-72.9692275752531
2030,sc01,04-10 09:00:00+01:00,-71.88139888818594
2030,sc01,04-10 11:00:00+01:00,-77.21278822483269
2030,sc01,04-10 13:00:00+01:00,-77.21278822483269
2030,sc01,04-10 15:00:00+01:00,-77.21278822483269
2030,sc01,04-10 17:00:00+01:00,-77.21278822483269
2030,sc01,04-10 19:00:00+01:00,-70.79357021056903
2030,sc01,04-10 21:00:00+01:00,-72.9692275752531
2030,sc01,04-10 23:00:00+01:00,-77.21278822483269
2030,sc01,04-11 01:00:00+01:00,-77.21278822483269
2030,sc01,04-11 03:00:00+01:00,-77.21278822483269
2030,sc01,04-11 05:00:00+01:00,-77.21278822483269
2030,sc01,04-11 07:00:00+01:00,-72.9087493572531
2030,sc01,04-11 09:00:00+01:00,-71.82092067018594
2030,sc01,04-11 11:00:00+01:00,-77.21278822483269
2030,sc01,04-11 13:00:00+01:00,-77.21278822483269
2030,sc01,04-11 15:00:00+01:00,-77.21278822483269
2030,sc01,04-11 17:00:00+01:00,-77.21278822483269
2030,sc01,04-11 19:00:00+01:00,-70.73309199256903
2030,sc01,04-11 21:00:00+01:00,-72.9087493572531
2030,sc01,04-11 23:00:00+01:00,-77.21278822483269
2030,sc01,04-12 01:00:00+01:00,-77.21278822483269
2030,sc01,04-12 03:00:00+01:00,-77.21278822483269
2030,sc01,04-12 05:00:00+01:00,-77.21278822483269
2030,sc01,04-12 07:00:00+01:00,-72.8389103312531
2030,sc01,04-12 09:00:00+01:00,-71.75108164418594
2030,sc01,04-12 11:00:00+01:00,-77.21278822483269
2030,sc01,04-12 13:00:00+01:00,-77.21278822483269
2030,sc01,04-12 15:00:00+01:00,-77.21278822483269
2030,sc01,04-12 17:00:00+01:00,-77.21278822483269
2030,sc01,04-12 19:00:00+01:00,-70.66325296656903
2030,sc01,04-12 21:00:00+01:00,-72.8389103312531
2030,sc01,04-12 23:00:00+01:00,-77.21278822483269
2030,sc01,04-13 01:00:00+01:00,-77.21278822483269
2030,sc01,04-13 03:00:00+01:00,-77.21278822483269
2030,sc01,04-13 05:00:00+01:00,-77.21278822483269
2030,sc01,04-13 07:00:00+01:00,-72.75442908625311
2030,sc01,04-13 09:00:00+01:00,-71.66660039918595
2030,sc01,04-13 11:00:00+01:00,-77.21278822483269
2030,sc01,04-13 13:00:00+01:00,-77.21278822483269
2030,sc01,04-13 15:00:00+01:00,-77.21278822483269
2030,sc01,04-13 17:00:00+01:00,-77.21278822483269
2030,sc01,04-13 19:00:00+01:00,-70.57877172156903
2030,sc01,04-13 21:00:00+01:00,-72.75442908625311
2030,sc01,04-13 23:00:00+01:00,-77.21278822483269
2030,sc01,04-14 01:00:00+01:00,-77.21278822483269
2030,sc01,04-14 03:00:00+01:00,-77.21278822483269
2030,sc01,04-14 05:00:00+01:00,-77.21278822483269
2030,sc01,04-14 07:00:00+01:00,-72.68104859925312
2030,sc01,04-14 09:00:00+01:00,-71.59321991218594
2030,sc01,04-14 11:00:00+01:00,-77.21278822483269
2030,sc01,04-14 13:00:00+01:00,-77.21278822483269
2030,sc01,04-14 15:00:00+01:00,-77.21278822483269
2030,sc01,04-14 17:00:00+01:00,-77.21278822483269
2030,sc01,04-14 19:00:00+01:00,-70.50539123456903
2030,sc01,04-14 21:00:00+01:00,-72.68104859925312
2030,sc01,04-14 23:00:00+01:00,-77.21278822483269
2030,sc01,04-15 01:00:00+01:00,-77.21278822483269
2030,sc01,04-15 03:00:00+01:00,-77.21278822483269
2030,sc01,04-15 05:00:00+01:00,-77.21278822483269
2030,sc01,04-15 07:00:00+01:00,-72.5742127882531
2030,sc01,04-15 09:00:00+01:00,-71.48638410118595
2030,sc01,04-15 11:00:00+01:00,-77.21278822483269
2030,sc01,04-15 13:00:00+01:00,-77.21278822483269
2030,sc01,04-15 15:00:00+01:00,-77.21278822483269
2030,sc01,04-15 17:00:00+01:00,-77.21278822483269
2030,sc01,04-15 19:00:00+01:00,-70.39855542356904
2030,sc01,04-15 21:00:00+01:00,-72.5742127882531
2030,sc01,04-15 23:00:00+01:00,-75.83769881217849
2030,sc01,04-16 01:00:00+01:00,-77.21278822483269
2030,sc01,04-16 03:00:00+01:00,-77.21278822483269
2030,sc01,04-16 05:00:00+01:00,-77.21278822483269
2030,sc01,04-16 07:00:00+01:00,-72.50495074125311
2030,sc01,04-16 09:00:00+01:00,-71.41712205418595
2030,sc01,04-16 11:00:00+01:00,-77.21278822483269
2030,sc01,04-16 13:00:00+01:00,-77.21278822483269
2030,sc01,04-16 15:00:00+01:00,-77.21278822483269
2030,sc01,04-16 17:00:00+01:00,-77.21278822483269
2030,sc01,04-16 19:00:00+01:00,-70.32929337656904
2030,sc01,04-16 21:00:00+01:00,-72.50495074125311
2030,sc01,04-16 23:00:00+01:00,-75.76843676517849
2030,sc01,04-17 01:00:00+01:00,-77.21278822483269
2030,sc01,04-17 03:00:00+01:00,-77.21278822483269
2030,sc01,04-17 05:00:00+01:00,-77.21278822483269
2030,sc01,04-17 07:00:00+01:00,-72.48449999025311
2030,sc01,04-17 09:00:00+01:00,-71.39667130318595
2030,sc01,04-17 11:00:00+01:00,-77.21278822483269
2030,sc01,04-17 13:00:00+01:00,-77.21278822483269
2030,sc01,04-17 15:00:00+01:00,-77.21278822483269
2030,sc01,04-17 17:00:00+01:00,-77.21278822483269
2030,sc01,04-17 19:00:00+01:00,-70.30884262556904
2030,sc01,04-17 21:00:00+01:00,-72.48449999025311
2030,sc01,04-17 23:00:00+01:00,-75.7479860141785
2030,sc01,04-18 01:00:00+01:00,-77.21278822483269
2030,sc01,04-18 03:00:00+01:00,-77.21278822483269
2030,sc01,04-18 05:00:00+01:00,-77.21278822483269
2030,sc01,04-18 07:00:00+01:00,-72.46755852925313
2030,sc01,04-18 09:00:00+01:00,-71.37972984218595
2030,sc01,04-18 11:00:00+01:00,-77.21278822483269
2030,sc01,04-18 13:00:00+01:00,-77.21278822483269
2030,sc01,04-18 15:00:00+01:00,-77.21278822483269
2030,sc01,04-18 17:00:00+01:00,-77.21278822483269
2030,sc01,04-18 19:00:00+01:00,-70.29190116456904
2030,sc01,04-18 21:00:00+01:00,-72.46755852925313
2030,sc01,04-18 23:00:00+01:00,-75.73104455317849
2030,sc01,04-19 01:00:00+01:00,-77.21278822483269
2030,sc01,04-19 03:00:00+01:00,-77.21278822483269
2030,sc01,04-19 05:00:00+01:00,-77.21278822483269
2030,sc01,04-19 07:00:00+01:00,-72.42358639125312
2030,sc01,04-19 09:00:00+01:00,-71.33575770418595
2030,sc01,04-19 11:00:00+01:00,-77.21278822483269
2030,sc01,04-19 13:00:00+01:00,-77.21278822483269
2030,sc01,04-19 15:00:00+01:00,-77.21278822483269
2030,sc01,04-19 17:00:00+01:00,-77.21278822483269
2030,sc01,04-19 19:00:00+01:00,-70.24792902656904
2030,sc01,04-19 21:00:00+01:00,-72.42358639125312
2030,sc01,04-19 23:00:00+01:00,-75.68707241517849
2030,sc01,04-20 01:00:00+01:00,-77.21278822483269
2030,sc01,04-20 03:00:00+01:00,-77.21278822483269
2030,sc01,04-20 05:00:00+01:00,-77.21278822483269
2030,sc01,04-20 07:00:00+01:00,-72.40035146725312
2030,sc01,04-20 09:00:00+01:00,-71.31252278018596
2030,sc01,04-20 11:00:00+01:00,-77.21278822483269
2030,sc01,04-20 13:00:00+01:00,-77.21278822483269
2030,sc01,04-20 15:00:00+01:00,-77.21278822483269
2030,sc01,04-20 17:00:00+01:00,-77.21278822483269
2030,sc01,04-20 19:00:00+01:00,-70.22469410256905
2030,sc01,04-20 21:00:00+01:00,-72.40035146725312
2030,sc01,04-20 23:00:00+01:00,-77.21278822483269
2030,sc01,04-21 01:00:00+01:00,-77.21278822483269
2030,sc01,04-21 03:00:00+01:00,-77.21278822483269
2030,sc01,04-21 05:00:00+01:00,-77.21278822483269
2030,sc01,04-21 07:00:00+01:00,-72.38783104625313
2030,sc01,04-21 09:00:00+01:00,-71.30000235918595
2030,sc01,04-21 11:00:00+01:00,-77.21278822483269
2030,sc01,04-21 13:00:00+01:00,-77.21278822483269
2030,sc01,04-21 15:00:00+01:00,-77.21278822483269
2030,sc01,04-21 17:00:00+01:00,-77.21278822483269
2030,sc01,04-21 19:00:00+01:00,-70.21217368156904
2030,sc01,04-21 21:00:00+01:00,-72.38783104625313
2030,sc01,04-21 23:00:00+01:00,-75.6513170701785
2030,sc01,04-22 01:00:00+01:00,-77.21278822483269
2030,sc01,04-22 03:00:00+01:00,-77.21278822483269
2030,sc01,04-22 05:00:00+01:00,-77.21278822483269
2030,sc01,04-22 07:00:00+01:00,-72.35273664525313
2030,sc01,04-22 09:00:00+01:00,-71.26490795818596
2030,sc01,04-22 11:00:00+01:00,-77.21278822483269
2030,sc01,04-22 13:00:00+01:00,-77.21278822483269
2030,sc01,04-22 15:00:00+01:00,-77.21278822483269
2030,sc01,04-22 17:00:00+01:00,-77.21278822483269
2030,sc01,04-22 19:00:00+01:00,-70.17707928056905
2030,sc01,04-22 21:00:00+01:00,-72.35273664525313
2030,sc01,04-22 23:00:00+01:00,-75.6162226691785
2030,sc01,04-23 01:00:00+01:00,-77.21278822483269
2030,sc01,04-23 03:00:00+01:00,-77.21278822483269
2030,sc01,04-23 05:00:00+01:00,-77.21278822483269
2030,sc01,04-23 07:00:00+01:00,-72.30856464825312
2030,sc01,04-23 09:00:00+01:00,-71.22073596118597
2030,sc01,04-23 11:00:00+01:00,-77.21278822483269
2030,sc01,04-23 13:00:00+01:00,-77.21278822483269
2030,sc01,04-23 15:00:00+01:00,-77.21278822483269
2030,sc01,04-23 17:00:00+01:00,-77.21278822483269
2030,sc01,04-23 19:00:00+01:00,-70.13290728356905
2030,sc01,04-23 21:00:00+01:00,-72.30856464825312
2030,sc01,04-23 23:00:00+01:00,-77.21278822483269
2030,sc01,04-24 01:00:00+01:00,-77.21278822483269
2030,sc01,04-24 03:00:00+01:00,-77.21278822483269
2030,sc01,04-24 05:00:00+01:00,-77.21278822483269
2030,sc01,04-24 07:00:00+01:00,-72.25255057125312
2030,sc01,04-24 09:00:00+01:00,-71.16472188418597
2030,sc01,04-24 11:00:00+01:00,-77.21278822483269
2030,sc01,04-24 13:00:00+01:00,-77.21278822483269
2030,sc01,04-24 15:00:00+01:00,-77.21278822483269
2030,sc01,04-24 17:00:00+01:00,-77.21278822483269
2030,sc01,04-24 19:00:00+01:00,-70.07689320656905
2030,sc01,04-24 21:00:00+01:00,-72.25255057125312
2030,sc01,04-24 23:00:00+01:00,-77.21278822483269
2030,sc01,04-25 01:00:00+01:00,-77.21278822483269
2030,sc01,04-25 03:00:00+01:00,-77.21278822483269
2030,sc01,04-25 05:00:00+01:00,-77.21278822483269
2030,sc01,04-25 07:00:00+01:00,-72.20644853825313
2030,sc01,04-25 09:00:00+01:00,-71.11861985118597
2030,sc01,04-25 11:00:00+01:00,-77.21278822483269
2030,sc01,04-25 13:00:00+01:00,-77.21278822483269
2030,sc01,04-25 15:00:00+01:00,-77.21278822483269
2030,sc01,04-25 17:00:00+01:00,-77.21278822483269
2030,sc01,04-25 19:00:00+01:00,-70.03079117356906
2030,sc01,04-25 21:00:00+01:00,-72.20644853825313
2030,sc01,04-25 23:00:00+01:00,-77.21278822483269
2030,sc01,04-26 01:00:00+01:00,-77.21278822483269
2030,sc01,04-26 03:00:00+01:00,-77.21278822483269
2030,sc01,04-26 05:00:00+01:00,-77.21278822483269
2030,sc01,04-26 07:00:00+01:00,-72.16674522825313
2030,sc01,04-26 09:00:00+01:00,-71.07891654118596
2030,sc01,04-26 11:00:00+01:00,-77.21278822483269
2030,sc01,04-26 13:00:00+01:00,-77.21278822483269
2030,sc01,04-26 15:00:00+01:00,-77.21278822483269
2030,sc01,04-26 17:00:00+01:00,-77.21278822483269
2030,sc01,04-26 19:00:00+01:00,-69.99108786356905
2030,sc01,04-26 21:00:00+01:00,-72.16674522825313
2030,sc01,04-26 23:00:00+01:00,-77.21278822483269
2030,sc01,04-27 01:00:00+01:00,-77.21278822483269
2030,sc01,04-27 03:00:00+01:00,-77.21278822483269
2030,sc01,04-27 05:00:00+01:00,-77.21278822483269
2030,sc01,04-27 07:00:00+01:00,-72.15269453425313
2030,sc01,04-27 09:00:00+01:00,-71.06486584718597
2030,sc01,04-27 11:00:00+01:00,-77.21278822483269
2030,sc01,04-27 13:00:00+01:00,-77.21278822483269
2030,sc01,04-27 15:00:00+01:00,-77.21278822483269
2030,sc01,04-27 17:00:00+01:00,-77.21278822483269
2030,sc01,04-27 19:00:00+01:00,-69.97703716956906
2030,sc01,04-27 21:00:00+01:00,-72.15269453425313
2030,sc01,04-27 23:00:00+01:00,-77.21278822483269
2030,sc01,04-28 01:00:00+01:00,-77.21278822483269
2030,sc01,04-28 03:00:00+01:00,-77.21278822483269
2030,sc01,04-28 05:00:00+01:00,-77.21278822483269
2030,sc01,04-28 07:00:00+01:00,-72.13776792525313
2030,sc01,04-28 09:00:00+01:00,-71.04993923818597
2030,sc01,04-28 11:00:00+01:00,-77.21278822483269
2030,sc01,04-28 13:00:00+01:00,-77.21278822483269
2030,sc01,04-28 15:00:00+01:00,-77.21278822483269
2030,sc01,04-28 17:00:00+01:00,-77.21278822483269
2030,sc01,04-28 19:00:00+01:00,-69.96211056056906
2030,sc01,04-28 21:00:00+01:00,-72.13776792525313
2030,sc01,04-28 23:00:00+01:00,-77.21278822483269
2030,sc01,04-29 01:00:00+01:00,-77.21278822483269
2030,sc01,04-29 03:00:00+01:00,-77.21278822483269
2030,sc01,04-29 05:00:00+01:00,-77.21278822483269
