Period,Scenario,LoadLevel,MW
2030,sc01,01-24 19:00:00+01:00,1193.5931046335
2030,sc01,01-24 21:00:00+01:00,1083.290097926
2030,sc01,01-24 23:00:00+01:00,814.2904135575
2030,sc01,01-25 01:00:00+01:00,673.5353109905
2030,sc01,01-25 03:00:00+01:00,628.611541704
2030,sc01,01-25 05:00:00+01:00,739.202563584
2030,sc01,01-25 07:00:00+01:00,1053.9099624655
2030,sc01,01-25 09:00:00+01:00,1106.767316658
2030,sc01,01-25 11:00:00+01:00,874.6834748785
2030,sc01,01-25 13:00:00+01:00,821.2343520804999
2030,sc01,01-25 15:00:00+01:00,739.4127985355
2030,sc01,01-25 17:00:00+01:00,897.193993117
2030,sc01,01-25 19:00:00+01:00,1140.994094985
2030,sc01,01-25 21:00:00+01:00,1034.624807916
2030,sc01,01-25 23:00:00+01:00,765.5613992275
2030,sc01,01-26 01:00:00+01:00,606.3485994955
2030,sc01,01-26 03:00:00+01:00,548.992221414
2030,sc01,01-26 05:00:00+01:00,672.146486934
2030,sc01,01-26 07:00:00+01:00,990.8493987205001
2030,sc01,01-26 09:00:00+01:00,1052.494095707
2030,sc01,01-26 11:00:00+01:00,831.5066538269999
2030,sc01,01-26 13:00:00+01:00,778.4490805999999
2030,sc01,01-26 15:00:00+01:00,710.2595898679999
2030,sc01,01-26 17:00:00+01:00,887.8746612829999
2030,sc01,01-26 19:00:00+01:00,1158.3291612045
2030,sc01,01-26 21:00:00+01:00,1054.530082361
2030,sc01,01-26 23:00:00+01:00,776.5006662225
2030,sc01,01-27 01:00:00+01:00,603.5595782905
2030,sc01,01-27 03:00:00+01:00,546.5441251740001
2030,sc01,01-27 05:00:00+01:00,667.519019929
2030,sc01,01-27 07:00:00+01:00,997.4055444905
2030,sc01,01-27 09:00:00+01:00,1099.601786446
2030,sc01,01-27 11:00:00+01:00,917.4244184474999
2030,sc01,01-27 13:00:00+01:00,849.5135874569999
2030,sc01,01-27 15:00:00+01:00,773.085169984
2030,sc01,01-27 17:00:00+01:00,950.6177346049999
2030,sc01,01-27 19:00:00+01:00,1165.7349463589999
2030,sc01,01-27 21:00:00+01:00,1024.240844171
2030,sc01,01-27 23:00:00+01:00,728.2093164075
2030,sc01,01-28 01:00:00+01:00,609.3026775655001
2030,sc01,01-28 03:00:00+01:00,586.5326573640001
2030,sc01,01-28 05:00:00+01:00,720.007071489
2030,sc01,01-28 07:00:00+01:00,1013.0386534555
2030,sc01,01-28 09:00:00+01:00,1079.1110526999998
2030,sc01,01-28 11:00:00+01:00,862.7739446415
2030,sc01,01-28 13:00:00+01:00,806.3826938534999
2030,sc01,01-28 15:00:00+01:00,711.782363196
2030,sc01,01-28 17:00:00+01:00,843.5041409209999
2030,sc01,01-28 19:00:00+01:00,1082.2981316045
2030,sc01,01-28 21:00:00+01:00,993.275566686
2030,sc01,01-28 23:00:00+01:00,739.4072148025
2030,sc01,01-29 01:00:00+01:00,628.2424373704999
2030,sc01,01-29 03:00:00+01:00,624.5674004340001
2030,sc01,01-29 05:00:00+01:00,763.1142679440001
2030,sc01,01-29 07:00:00+01:00,1088.3521056055001
2030,sc01,01-29 09:00:00+01:00,1157.3829266425
2030,sc01,01-29 11:00:00+01:00,909.1625488709999
2030,sc01,01-29 13:00:00+01:00,841.4274862455
2030,sc01,01-29 15:00:00+01:00,743.5042923789999
2030,sc01,01-29 17:00:00+01:00,876.3959939455
2030,sc01,01-29 19:00:00+01:00,1122.7649006435
2030,sc01,01-29 21:00:00+01:00,1030.822818946
2030,sc01,01-29 23:00:00+01:00,765.1304251725
2030,sc01,01-30 01:00:00+01:00,626.1785914855
2030,sc01,01-30 03:00:00+01:00,580.0185710290001
2030,sc01,01-30 05:00:00+01:00,713.983662144
2030,sc01,01-30 07:00:00+01:00,1042.0890928105
2030,sc01,01-30 09:00:00+01:00,1121.11349986
2030,sc01,01-30 11:00:00+01:00,880.9150156354999
2030,sc01,01-30 13:00:00+01:00,799.2800959369999
2030,sc01,01-30 15:00:00+01:00,681.510264301
2030,sc01,01-30 17:00:00+01:00,813.6238493019999
2030,sc01,01-30 19:00:00+01:00,1072.344110237
2030,sc01,01-30 21:00:00+01:00,977.521458381
2030,sc01,01-30 23:00:00+01:00,708.6014294275
2030,sc01,01-31 01:00:00+01:00,582.2547649005
2030,sc01,01-31 03:00:00+01:00,545.691622349
2030,sc01,01-31 05:00:00+01:00,660.007328944
2030,sc01,01-31 07:00:00+01:00,971.7706656355001
2030,sc01,01-31 09:00:00+01:00,1046.3239169495
2030,sc01,01-31 11:00:00+01:00,817.9441078445
2030,sc01,01-31 13:00:00+01:00,746.4048612344999
2030,sc01,01-31 15:00:00+01:00,661.4002083
2030,sc01,01-31 17:00:00+01:00,805.922684893
2030,sc01,01-31 19:00:00+01:00,1055.2591844615
2030,sc01,01-31 21:00:00+01:00,957.7427649660001
2030,sc01,01-31 23:00:00+01:00,723.3198798525
2030,sc01,02-01 01:00:00+01:00,609.8212016825001
2030,sc01,02-01 03:00:00+01:00,578.1516097785001
2030,sc01,02-01 05:00:00+01:00,685.837780321
2030,sc01,02-01 07:00:00+01:00,985.6172619970001
2030,sc01,02-01 09:00:00+01:00,1062.8818517079999
2030,sc01,02-01 11:00:00+01:00,833.0450623835001
2030,sc01,02-01 13:00:00+01:00,742.0405609795
2030,sc01,02-01 15:00:00+01:00,645.5114259145
2030,sc01,02-01 17:00:00+01:00,801.1709691684999
2030,sc01,02-01 19:00:00+01:00,1064.1454320285
2030,sc01,02-01 21:00:00+01:00,967.2556136095002
2030,sc01,02-01 23:00:00+01:00,714.6619902900001
2030,sc01,02-02 01:00:00+01:00,588.3264147025001
2030,sc01,02-02 03:00:00+01:00,557.7879289485
2030,sc01,02-02 05:00:00+01:00,666.535108916
2030,sc01,02-02 07:00:00+01:00,982.678988007
2030,sc01,02-02 09:00:00+01:00,1062.3804946149999
2030,sc01,02-02 11:00:00+01:00,789.194819061
2030,sc01,02-02 13:00:00+01:00,704.6857514554999
2030,sc01,02-02 15:00:00+01:00,635.9291522815
2030,sc01,02-02 17:00:00+01:00,789.205793396
2030,sc01,02-02 19:00:00+01:00,1049.1834858935
2030,sc01,02-02 21:00:00+01:00,989.1857434345001
2030,sc01,02-02 23:00:00+01:00,758.9274835000001
2030,sc01,02-03 01:00:00+01:00,649.9894110475001
2030,sc01,02-03 03:00:00+01:00,625.1574353785
2030,sc01,02-03 05:00:00+01:00,706.840909761
2030,sc01,02-03 07:00:00+01:00,1008.423788767
2030,sc01,02-03 09:00:00+01:00,1075.6265336704998
2030,sc01,02-03 11:00:00+01:00,774.0859929380001
2030,sc01,02-03 13:00:00+01:00,683.7809775439999
2030,sc01,02-03 15:00:00+01:00,645.584312525
2030,sc01,02-03 17:00:00+01:00,833.050545535
2030,sc01,02-03 19:00:00+01:00,1110.156297856
2030,sc01,02-03 21:00:00+01:00,1017.8873512495
2030,sc01,02-03 23:00:00+01:00,749.3977040000001
2030,sc01,02-04 01:00:00+01:00,629.6985812945001
2030,sc01,02-04 03:00:00+01:00,597.3885603805
2030,sc01,02-04 05:00:00+01:00,702.509828218
2030,sc01,02-04 07:00:00+01:00,1012.220740359
2030,sc01,02-04 09:00:00+01:00,1091.9079486905
2030,sc01,02-04 11:00:00+01:00,883.0839880780001
2030,sc01,02-04 13:00:00+01:00,795.930907167
2030,sc01,02-04 15:00:00+01:00,695.3147925635
2030,sc01,02-04 17:00:00+01:00,852.6278259469999
2030,sc01,02-04 19:00:00+01:00,1088.626926383
2030,sc01,02-04 21:00:00+01:00,989.9782827665001
2030,sc01,02-04 23:00:00+01:00,736.549871292
2030,sc01,02-05 01:00:00+01:00,614.8926211495001
2030,sc01,02-05 03:00:00+01:00,580.1355874805
2030,sc01,02-05 05:00:00+01:00,704.699135993
2030,sc01,02-05 07:00:00+01:00,1074.833419019
2030,sc01,02-05 09:00:00+01:00,1160.0186972044999
2030,sc01,02-05 11:00:00+01:00,936.284204003
2030,sc01,02-05 13:00:00+01:00,854.92580334
2030,sc01,02-05 15:00:00+01:00,759.631995543
2030,sc01,02-05 17:00:00+01:00,909.5156940475
2030,sc01,02-05 19:00:00+01:00,1139.8236456035
2030,sc01,02-05 21:00:00+01:00,1023.3032781265001
2030,sc01,02-05 23:00:00+01:00,747.5490619770001
2030,sc01,02-06 01:00:00+01:00,613.4563692225
2030,sc01,02-06 03:00:00+01:00,619.0336243085001
2030,sc01,02-06 05:00:00+01:00,737.986249171
2030,sc01,02-06 07:00:00+01:00,1025.983109767
2030,sc01,02-06 09:00:00+01:00,1097.7065910889999
2030,sc01,02-06 11:00:00+01:00,961.53049615
2030,sc01,02-06 13:00:00+01:00,926.5995097425
2030,sc01,02-06 15:00:00+01:00,840.2122566840001
2030,sc01,02-06 17:00:00+01:00,1014.2414989179999
2030,sc01,02-06 19:00:00+01:00,1224.42776989
2030,sc01,02-06 21:00:00+01:00,1109.8766418945002
2030,sc01,02-06 23:00:00+01:00,779.2143920100001
2030,sc01,02-07 01:00:00+01:00,614.5298567985001
2030,sc01,02-07 03:00:00+01:00,604.5838751295
2030,sc01,02-07 05:00:00+01:00,734.796581852
2030,sc01,02-07 07:00:00+01:00,1069.532022268
2030,sc01,02-07 09:00:00+01:00,1129.116827246
2030,sc01,02-07 11:00:00+01:00,925.2262446485
2030,sc01,02-07 13:00:00+01:00,915.94418851
2030,sc01,02-07 15:00:00+01:00,803.4303572205
2030,sc01,02-07 17:00:00+01:00,868.004880838
2030,sc01,02-07 19:00:00+01:00,1105.395415091
2030,sc01,02-07 21:00:00+01:00,1013.0027109605
2030,sc01,02-07 23:00:00+01:00,748.5340663860001
2030,sc01,02-08 01:00:00+01:00,617.1911386285001
2030,sc01,02-08 03:00:00+01:00,582.8164506495
2030,sc01,02-08 05:00:00+01:00,708.654484932
2030,sc01,02-08 07:00:00+01:00,992.968081638
2030,sc01,02-08 09:00:00+01:00,1055.862596127
2030,sc01,02-08 11:00:00+01:00,801.2429938675
2030,sc01,02-08 13:00:00+01:00,715.197528928
2030,sc01,02-08 15:00:00+01:00,656.236722062
2030,sc01,02-08 17:00:00+01:00,795.299022577
2030,sc01,02-08 19:00:00+01:00,1084.9677863504999
2030,sc01,02-08 21:00:00+01:00,1019.1943183205001
2030,sc01,02-08 23:00:00+01:00,730.4562782610001
2030,sc01,02-09 01:00:00+01:00,601.6934066375001
2030,sc01,02-09 03:00:00+01:00,580.7103780635
2030,sc01,02-09 05:00:00+01:00,682.3491135510001
2030,sc01,02-09 07:00:00+01:00,990.438242492
2030,sc01,02-09 09:00:00+01:00,1070.2991739779998
2030,sc01,02-09 11:00:00+01:00,795.1524164815
2030,sc01,02-09 13:00:00+01:00,682.475813209
2030,sc01,02-09 15:00:00+01:00,602.053701195
2030,sc01,02-09 17:00:00+01:00,758.8852631579999
2030,sc01,02-09 19:00:00+01:00,1030.263746438
2030,sc01,02-09 21:00:00+01:00,963.9294437145
2030,sc01,02-09 23:00:00+01:00,709.8255548100001
2030,sc01,02-10 01:00:00+01:00,587.7409851625
2030,sc01,02-10 03:00:00+01:00,563.6004180435
2030,sc01,02-10 05:00:00+01:00,684.6495719809999
2030,sc01,02-10 07:00:00+01:00,994.542098307
2030,sc01,02-10 09:00:00+01:00,1071.1956831789998
2030,sc01,02-10 11:00:00+01:00,821.4571038095
2030,sc01,02-10 13:00:00+01:00,757.5727549974999
2030,sc01,02-10 15:00:00+01:00,661.721980566
2030,sc01,02-10 17:00:00+01:00,803.872212904
2030,sc01,02-10 19:00:00+01:00,1074.9243788065
2030,sc01,02-10 21:00:00+01:00,1006.9178608095001
2030,sc01,02-10 23:00:00+01:00,736.7363336850001
2030,sc01,02-11 01:00:00+01:00,602.4426990045
2030,sc01,02-11 03:00:00+01:00,556.9353777305
