Period,Scenario,LoadLevel,Senegal
,,,Senegal
2030,sc01,01-27 17:00:00+01:00,0.010868232186157437
2030,sc01,01-27 19:00:00+01:00,0.026755850223186235
2030,sc01,01-27 21:00:00+01:00,0.020428405379957708
2030,sc01,01-27 23:00:00+01:00,0.021533099248768513
2030,sc01,01-28 01:00:00+01:00,0.012990496152505582
2030,sc01,01-28 03:00:00+01:00,0.011418011987952933
2030,sc01,01-28 05:00:00+01:00,0.022727876150133743
2030,sc01,01-28 07:00:00+01:00,0.019528384438040187
2030,sc01,01-28 09:00:00+01:00,0.021537940647869656
2030,sc01,01-28 11:00:00+01:00,0.016606563980139107
2030,sc01,01-28 13:00:00+01:00,0.015182456207858217
2030,sc01,01-28 15:00:00+01:00,0.00734825303807662
2030,sc01,01-28 17:00:00+01:00,0.01615211095992427
2030,sc01,01-28 19:00:00+01:00,0.021055428877783056
2030,sc01,01-28 21:00:00+01:00,0.018842362359920577
2030,sc01,01-28 23:00:00+01:00,0.022586973083700893
2030,sc01,01-29 01:00:00+01:00,0.014742823203207533
2030,sc01,01-29 03:00:00+01:00,0.01454474569607991
2030,sc01,01-29 05:00:00+01:00,0.026714731346715002
2030,sc01,01-29 07:00:00+01:00,0.023541807178872463
2030,sc01,01-29 09:00:00+01:00,0.025585857240083092
2030,sc01,01-29 11:00:00+01:00,0.01403117753365923
2030,sc01,01-29 13:00:00+01:00,0.013127332994930907
2030,sc01,01-29 15:00:00+01:00,0.009869775360077512
2030,sc01,01-29 17:00:00+01:00,0.014260789232086537
2030,sc01,01-29 19:00:00+01:00,0.02304678836496761
2030,sc01,01-29 21:00:00+01:00,0.020823985298684074
2030,sc01,01-29 23:00:00+01:00,0.02497616348256428
2030,sc01,01-30 01:00:00+01:00,0.014576349044725772
2030,sc01,01-30 03:00:00+01:00,0.011123603237019816
2030,sc01,01-30 05:00:00+01:00,0.022220056525962106
2030,sc01,01-30 07:00:00+01:00,0.021090595972137336
2030,sc01,01-30 09:00:00+01:00,0.023800747896595927
2030,sc01,01-30 11:00:00+01:00,0.015919707330298297
2030,sc01,01-30 13:00:00+01:00,0.01511985621722286
2030,sc01,01-30 15:00:00+01:00,0.004553465017384192
2030,sc01,01-30 17:00:00+01:00,0.017182543806519523
2030,sc01,01-30 19:00:00+01:00,0.02035659485667842
2030,sc01,01-30 21:00:00+01:00,0.01800969326640503
2030,sc01,01-30 23:00:00+01:00,0.019801030760568362
2030,sc01,01-31 01:00:00+01:00,0.011115449251168603
2030,sc01,01-31 03:00:00+01:00,0.009334168236834441
2030,sc01,01-31 05:00:00+01:00,0.017297223261781403
2030,sc01,01-31 07:00:00+01:00,0.017298147634785942
2030,sc01,01-31 09:00:00+01:00,0.019772515308831
2030,sc01,01-31 11:00:00+01:00,0.01851213739618013
2030,sc01,01-31 13:00:00+01:00,0.009932527748834893
2030,sc01,01-31 15:00:00+01:00,0.00296708127285479
2030,sc01,01-31 17:00:00+01:00,0.018187956732334153
2030,sc01,01-31 19:00:00+01:00,0.019964566577359833
2030,sc01,01-31 21:00:00+01:00,0.0171663880423266
2030,sc01,01-31 23:00:00+01:00,0.021178450289602968
2030,sc01,02-01 01:00:00+01:00,0.01312244758308254
2030,sc01,02-01 03:00:00+01:00,0.011070108605844967
2030,sc01,02-01 05:00:00+01:00,0.019676730752717385
2030,sc01,02-01 07:00:00+01:00,0.01801557636946085
2030,sc01,02-01 09:00:00+01:00,0.020761969429016734
2030,sc01,02-01 11:00:00+01:00,0.018365041380129003
2030,sc01,02-01 13:00:00+01:00,0.010019838805780296
2030,sc01,02-01 15:00:00+01:00,0.0016436964983774873
2030,sc01,02-01 17:00:00+01:00,0.018308759023128927
2030,sc01,02-01 19:00:00+01:00,0.020522371244188646
2030,sc01,02-01 21:00:00+01:00,0.017590537123317585
2030,sc01,02-01 23:00:00+01:00,0.02038867347634432
2030,sc01,02-02 01:00:00+01:00,0.011478577340562554
2030,sc01,02-02 03:00:00+01:00,0.010017431864647625
2030,sc01,02-02 05:00:00+01:00,0.017934179407603425
2030,sc01,02-02 07:00:00+01:00,0.01780701079656484
2030,sc01,02-02 09:00:00+01:00,0.020669241806035486
2030,sc01,02-02 11:00:00+01:00,0.017909156435328373
2030,sc01,02-02 13:00:00+01:00,0.006090669111198614
2030,sc01,02-02 15:00:00+01:00,0.00019856467432799175
2030,sc01,02-02 17:00:00+01:00,0.01634977285991331
2030,sc01,02-02 19:00:00+01:00,0.019238475733642946
2030,sc01,02-02 21:00:00+01:00,0.01876212078785369
2030,sc01,02-02 23:00:00+01:00,0.02448442597496133
2030,sc01,02-03 01:00:00+01:00,0.01683725766565968
2030,sc01,02-03 03:00:00+01:00,0.014712594731002771
2030,sc01,02-03 05:00:00+01:00,0.021644413831285365
2030,sc01,02-03 07:00:00+01:00,0.01943877856983551
2030,sc01,02-03 09:00:00+01:00,0.021506970018738424
2030,sc01,02-03 11:00:00+01:00,0.01668851152481502
2030,sc01,02-03 13:00:00+01:00,0.004509643104705785
2030,sc01,02-03 15:00:00+01:00,0.0017117177079153992
2030,sc01,02-03 17:00:00+01:00,0.017325861261957412
2030,sc01,02-03 19:00:00+01:00,0.022675487409501174
2030,sc01,02-03 21:00:00+01:00,0.020276259364503463
2030,sc01,02-03 23:00:00+01:00,0.023626002261542482
2030,sc01,02-04 01:00:00+01:00,0.014999255444730363
2030,sc01,02-04 03:00:00+01:00,0.012207262220184681
2030,sc01,02-04 05:00:00+01:00,0.0212675798804773
2030,sc01,02-04 07:00:00+01:00,0.01965789161244654
2030,sc01,02-04 09:00:00+01:00,0.0223268736489382
2030,sc01,02-04 11:00:00+01:00,0.015955837916195086
2030,sc01,02-04 13:00:00+01:00,0.014725171896106542
2030,sc01,02-04 15:00:00+01:00,0.006044957666820127
2030,sc01,02-04 17:00:00+01:00,0.016263875650231033
2030,sc01,02-04 19:00:00+01:00,0.021770065721310322
2030,sc01,02-04 21:00:00+01:00,0.018843727735269156
2030,sc01,02-04 23:00:00+01:00,0.02246483556384234
2030,sc01,02-05 01:00:00+01:00,0.013669692099432302
2030,sc01,02-05 03:00:00+01:00,0.011262168669125962
2030,sc01,02-05 05:00:00+01:00,0.02148960937056097
2030,sc01,02-05 07:00:00+01:00,0.022977176588517258
2030,sc01,02-05 09:00:00+01:00,0.026108407763843166
2030,sc01,02-05 11:00:00+01:00,0.012045764833532948
2030,sc01,02-05 13:00:00+01:00,0.01373419048968703
2030,sc01,02-05 15:00:00+01:00,0.012751490483799439
2030,sc01,02-05 17:00:00+01:00,0.014335466273783449
2030,sc01,02-05 19:00:00+01:00,0.024916907830240774
2030,sc01,02-05 21:00:00+01:00,0.020602447462941813
2030,sc01,02-05 23:00:00+01:00,0.0234975164350701
2030,sc01,02-06 01:00:00+01:00,0.013562800704664415
2030,sc01,02-06 03:00:00+01:00,0.01422381095766074
2030,sc01,02-06 05:00:00+01:00,0.024572898301372714
2030,sc01,02-06 07:00:00+01:00,0.020423218020902037
2030,sc01,02-06 09:00:00+01:00,0.023154208375636372
2030,sc01,02-06 11:00:00+01:00,0.01222871166349328
2030,sc01,02-06 13:00:00+01:00,0.011726302125133165
2030,sc01,02-06 15:00:00+01:00,0.01811913707182812
2030,sc01,02-06 17:00:00+01:00,0.0155011622038813
2030,sc01,02-06 19:00:00+01:00,0.03237847505483882
2030,sc01,02-06 21:00:00+01:00,0.02526046790971262
2030,sc01,02-06 23:00:00+01:00,0.026431926165869528
2030,sc01,02-07 01:00:00+01:00,0.013691387261782456
2030,sc01,02-07 03:00:00+01:00,0.012942538080648075
2030,sc01,02-07 05:00:00+01:00,0.024310259295381945
2030,sc01,02-07 07:00:00+01:00,0.022750491279561278
2030,sc01,02-07 09:00:00+01:00,0.024885146370061884
2030,sc01,02-07 11:00:00+01:00,0.01533122469161321
2030,sc01,02-07 13:00:00+01:00,0.014549677480889913
2030,sc01,02-07 15:00:00+01:00,0.019953433034596145
2030,sc01,02-07 17:00:00+01:00,0.01689626758083343
2030,sc01,02-07 19:00:00+01:00,0.022921155575565576
2030,sc01,02-07 21:00:00+01:00,0.020124093662901472
2030,sc01,02-07 23:00:00+01:00,0.02364295157892885
2030,sc01,02-08 01:00:00+01:00,0.013984003007595497
2030,sc01,02-08 03:00:00+01:00,0.011508352923933676
2030,sc01,02-08 05:00:00+01:00,0.021956956567411857
2030,sc01,02-08 07:00:00+01:00,0.01877794333711747
2030,sc01,02-08 09:00:00+01:00,0.020732841683684035
2030,sc01,02-08 11:00:00+01:00,0.019428828482021487
2030,sc01,02-08 13:00:00+01:00,0.007720812246928074
2030,sc01,02-08 15:00:00+01:00,0.003750757030520082
