Period,Scenario,LoadLevel,Centrale_C_Cap_CTag,Diesel_Bel_Air,Gas_Turbines,Solar_CICAD,Solar_DIASS,Boutoute,Secondary_Plants,Felou_gouina,Manantali,Aggreko_Boutoute,Kounoune_Power,Tobene_Power,Contour_Global,PETN_Taiba_Ndiaye_Wind,KPS_KarPowerShip,PV_Bokhol,PV_Malicounda,PV_Senergy_or_Santhiou_Mekhe,PV_Ten_Merina,PV_Kahone,PV_Sakal,Malicounda_Power,Centrale_Kahone_Solaire,Centrale_Kael_Solaire,Dakar_CCGT_25,Dakar_OCGT_25,FKK_PV_25,Thies_P_Gas_CCGT_25,Felou_Gouina,Diourbel_PV_25,Thies_PV_2025,LS_PV_2029,Thies_wind_2025,Dakar_PV_29
2030,sc01,01-04 10:00:00+01:00,,,,1.777298159,4.481736162,,,,,,,,,90.59683655,,8.613542377,23.38297132,5.845742846,5.748313782,6.82238536,3.897161888,,11.37064227,9.538056105,,,14.489447,,16.64982056,3.370113157,62.89221071,13.76788613,57.65772206,33.41320538
2030,sc01,01-04 11:00:00+01:00,,,,2.60366585,6.696962068,,,,,,,,,82.73459657,,13.12149044,34.94067172,8.735167954,8.589581796,10.70399908,5.823445289,,17.83999846,15.21786999,,,22.73325518,,16.64982056,5.37698073,93.97847938,20.97339032,52.65402807,48.94891797
2030,sc01,01-04 12:00:00+01:00,,,,3.173312695,8.131956252,,,,,,,,,67.16977578,,15.95015417,42.42759791,10.60689951,10.43011782,13.14576172,7.071266321,,21.90960287,19.13778392,,,27.91909394,,16.64982056,6.762016984,114.1157551,25.49472643,42.7482505,59.65827867
2030,sc01,01-04 13:00:00+01:00,,,,3.424970013,8.74865863,,,,,,,,,52.71867497,,17.38208554,45.64517554,11.41129392,11.22110565,14.0239909,7.607529259,,23.37331817,20.75929858,,,29.78428544,,16.64982056,7.334952165,122.7699405,27.78352553,33.55126762,64.38943625
2030,sc01,01-04 14:00:00+01:00,,,,3.626498408,8.637703809,,,,,,,,,36.900736,,17.05044978,45.06628082,11.26657024,11.07879403,13.40308845,7.511046806,,22.33848075,19.99817945,,,28.4656069,,16.64982056,7.066023407,121.2129113,27.25343893,23.48440036,68.17817008
2030,sc01,01-04 15:00:00+01:00,,,,3.397120612,8.324837017,,,,,,,,,22.81178889,,15.95037678,43.43393234,10.85848311,10.67750836,12.52987532,7.238988725,,20.88312553,18.70608196,,,26.61106853,,16.64982056,6.609482293,116.8224511,25.49508224,14.51789967,63.8658675
2030,sc01,01-04 16:00:00+01:00,,,,2.920642672,7.13207269,,,,,,,,,14.77820738,,13.53050834,37.2108141,9.302703549,9.147658463,10.59304973,6.201802351,,17.65508288,16.02110638,,,22.4976199,,16.64982056,5.660790922,100.0843874,21.62716453,9.405160336,54.90808224
2030,sc01,01-04 17:00:00+01:00,,,,1.889202117,5.265193315,,,,,,,,,8.964277573,,9.95629367,27.47057387,6.867643485,6.75318274,7.442410881,4.578428979,,12.40401813,11.73116221,,,15.80626311,,16.64982056,4.145010647,73.88646619,15.9141398,5.70505378,35.5169998
2030,sc01,01-04 18:00:00+01:00,,,,0.706362089,2.416170248,,,,,,,,,8.703371145,,4.92940388,12.60610566,3.151526424,3.099000974,3.540382202,2.101017611,,5.900637004,5.68432645,,,7.519097439,,16.64982056,2.008462012,33.90612094,7.879159161,5.539007471,13.27960727
2030,sc01,01-04 19:00:00+01:00,,,,0.100764198,0.224167444,,,,,,,,,9.856032379,,0.453941843,1.169569274,0.292392319,0.287519113,0.354806412,0.194928212,,0.59134402,0.508415544,,,0.753541237,,16.64982056,0.179640159,3.145742098,0.725580642,6.272585194,1.894366915
2030,sc01,01-04 20:00:00+01:00,,,,0.001,0.001,,,,,,,,,11.39421207,,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,,,0.001,,16.64982056,0.001,0.001,0.001,7.251514926,0.001
2030,sc01,01-04 21:00:00+01:00,,,,0.001,0.001,,,,,,,,,14.45110081,,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,,,0.001,,16.64982056,0.001,0.001,0.001,9.196982874,0.001
2030,sc01,01-04 22:00:00+01:00,,,,0.001,0.001,,,,,,,,,26.36323161,,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,,,0.001,,16.64982056,0.001,0.001,0.001,16.77811212,0.001
2030,sc01,01-04 23:00:00+01:00,,,,0.001,0.001,,,,,,,,,35.20679128,,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,,,0.001,,16.64982056,0.001,0.001,0.001,22.4063385,0.001
2030,sc01,01-05 00:00:00+01:00,,,,0.001,0.001,,,,,,,,,44.51375193,,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,,,0.001,,16.00965337,0.001,0.001,0.001,28.32948295,0.001
