Period,Scenario,LoadLevel,Aggreko_Boutoute,Boutoute,Centrale_C_Cap_CTag,Centrale_Kael_Solaire,Centrale_Kahone_Solaire,Contour_Global,Dakar_CCGT_25,Dakar_OCGT_25,Dakar_PV_29,Diesel_Bel_Air,Diourbel_PV_25,FKK_PV_25,Felou_Gouina,Gas_Turbines,KPS_KarPowerShip,Kounoune_Power,LS_PV_2029,Malicounda_Power,Manantali,PETN_Taiba_Ndiaye_Wind,PV_Bokhol,PV_Kahone,PV_Malicounda,PV_Sakal,PV_Senergy_or_Santhiou_Mekhe,PV_Ten_Merina,Secondary_Plants,Solar_CICAD,Solar_DIASS,Thies_PV_2025,Thies_P_Gas_CCGT_25,Thies_wind_2025
2030,sc01,01-01 01:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,450.10999999999996,4.751122697337443,0.0,0.0,0.0,0.0,18.85001146,0.0,0.0,0.0,0.0,0.0,0.0,124.05905949999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.79999999999998,78.953780765
2030,sc01,01-01 03:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,410.01768515019626,0.0,0.0,0.0,0.0,0.0,18.85001146,0.0,0.0,0.0,0.0,0.0,0.0,129.72501250000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.79999999999998,82.5597118
2030,sc01,01-01 05:00:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,450.10999999999996,76.50543788232368,0.0,0.0,0.0,0.0,18.85001146,0.0,0.0,0.0,0.0,0.0,0.0,131.0314917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.79999999999998,83.3911825
2030,sc01,01-01 07:00:00+01:00,6.175,14.249999999999998,0.0,0.0,0.0,0.0,450.10999999999996,207.76500000000001,0.0,0.0,0.0,0.0,18.85001146,0.0,0.0,17.751637597842066,0.0,113.99999999999999,0.0,137.18031630000002,0.0,0.0,0.0,0.0,0.0,0.0,13.176499999999997,0.0,0.0,0.0,155.79999999999998,87.304423125
2030,sc01,01-01 09:00:00+01:00,6.175,14.249999999999998,0.0,2.478649729,3.0280469199999995,4.598370534191089,450.10999999999996,207.76500000000001,7.040119765,24.87952838700027,0.8761129044999999,0.0,18.85001146,0.0,0.0,32.744052353499995,0.0,113.99999999999999,0.0,142.27967405000004,2.11251634,1.817028152,5.333399324999999,0.8893165545,1.333724835,1.311504417,13.176499999999997,0.37494786,1.0226390355,14.344178715000002,155.79999999999998,90.549761055
2030,sc01,01-01 11:00:00+01:00,0.0,0.0,0.0,13.011226194999999,15.896660195000003,0.0,450.10999999999996,162.3905755196655,41.71414985999999,0.0,4.597299922500001,0.0,18.85001146,0.0,0.0,0.0,0.0,0.0,0.0,135.28193000000002,11.3520521645,9.537996116,29.059168680000003,4.843194781,7.2647921895,7.143712298500001,0.0,2.218837758,5.569673987000001,78.15924394500001,155.79999999999998,86.09625035500001
2030,sc01,01-01 13:00:00+01:00,0.0,0.0,0.0,19.697341855,23.372295085,0.0,450.10999999999996,121.05072278344555,63.466051365,0.0,6.959727455,0.0,18.85001146,0.0,0.0,0.0,0.0,0.0,0.0,109.85134150000002,16.684338474999997,14.02337705,44.135673905000004,7.355945652499999,11.033918505,10.85001983,0.0,3.3758537960000004,8.459337483499999,118.7098964,155.79999999999998,69.91169183500001
2030,sc01,01-01 15:00:00+01:00,0.0,0.0,0.0,19.710879545,23.23905998,0.0,450.10999999999996,85.71606397519712,64.40371539,0.0,6.964510773,0.0,18.85001146,0.0,0.0,0.0,0.0,0.0,0.0,74.35443787000001,16.68818532,13.943435984999999,44.412500009999995,7.402083337500001,11.103125030000001,10.91807292,0.0,3.4257295425000005,8.512395821,119.45446414999999,155.79999999999998,47.320719755000006
2030,sc01,01-01 17:00:00+01:00,0.0,0.0,0.0,14.0385866,16.317645695,0.0,450.10999999999996,207.76500000000001,47.164024525000016,0.0,4.9603005985,0.0,18.85001146,0.0,0.0,0.0,0.0,80.32055041085195,0.0,52.494762735000016,11.84522767,9.790587415,32.09500029,5.349166717,8.0237500945,7.890020903000001,0.0,2.5087247089999996,6.151541712,86.32459465000001,155.79999999999998,33.408765195
2030,sc01,01-01 19:00:00+01:00,6.175,14.249999999999998,107.84750436,3.672475001,4.174982321,38.217981243,450.10999999999996,207.76500000000001,13.270087835000007,30.59384099628167,1.2976078334999999,0.0,18.85001146,17.877214342,0.0,32.744052353499995,0.0,113.99999999999999,0.0,49.07766735500002,2.9017886125000003,2.5049893930000007,8.536172872500002,1.422695479,2.134043223,2.09847583,13.176499999999997,0.705855736,1.6360997975,22.959391064499997,155.79999999999998,31.23405421
