Period,Scenario,LoadLevel,Manantali
2030,sc01,02-08 07:00:00+01:00,20.968661092240044
2030,sc01,02-08 09:00:00+01:00,21.000487492420046
2030,sc01,02-08 11:00:00+01:00,21.032313892600047
2030,sc01,02-08 13:00:00+01:00,21.06414029278005
2030,sc01,02-08 15:00:00+01:00,21.09596669296005
2030,sc01,02-08 17:00:00+01:00,21.127793093140053
2030,sc01,02-08 19:00:00+01:00,21.159619493320054
2030,sc01,02-08 21:00:00+01:00,21.191445893500056
2030,sc01,02-08 23:00:00+01:00,21.223272293680058
2030,sc01,02-09 01:00:00+01:00,21.25356300618006
2030,sc01,02-09 03:00:00+01:00,21.28385371868006
2030,sc01,02-09 05:00:00+01:00,21.31414443118006
2030,sc01,02-09 07:00:00+01:00,21.344435143680062
2030,sc01,02-09 09:00:00+01:00,21.374725856180063
2030,sc01,02-09 11:00:00+01:00,21.405016568680065
2030,sc01,02-09 13:00:00+01:00,21.435307281180066
2030,sc01,02-09 15:00:00+01:00,21.465597993680067
2030,sc01,02-09 17:00:00+01:00,21.495888706180068
2030,sc01,02-09 19:00:00+01:00,21.52617941868007
