Period,Scenario,LoadLevel,Manantali
2030,sc01,01-01 01:00:00+01:00,0.0010567192228032808
2030,sc01,01-01 03:00:00+01:00,0.0011134384466065616
2030,sc01,01-01 05:00:00+01:00,0.0011701576704098425
2030,sc01,01-01 07:00:00+01:00,0.0012268768942131233
2030,sc01,01-01 09:00:00+01:00,0.001283596118016404
2030,sc01,01-01 11:00:00+01:00,0.001340315341819685
2030,sc01,01-01 13:00:00+01:00,0.001397034565622966
2030,sc01,01-01 15:00:00+01:00,0.0014537537894262467
2030,sc01,01-01 17:00:00+01:00,0.0015104730132295275
2030,sc01,01-01 19:00:00+01:00,0.0015671922370328083
2030,sc01,01-01 21:00:00+01:00,0.0016239114608360891
2030,sc01,01-01 23:00:00+01:00,0.00168063068463937
2030,sc01,01-02 01:00:00+01:00,0.0017350969554449037
2030,sc01,01-02 03:00:00+01:00,0.0017895632262504377
2030,sc01,01-02 05:00:00+01:00,0.0018440294970559715
2030,sc01,01-02 07:00:00+01:00,0.0018984957678615053
2030,sc01,01-02 09:00:00+01:00,0.0019529620386670391
2030,sc01,01-02 11:00:00+01:00,0.002007428309472573
2030,sc01,01-02 13:00:00+01:00,0.0020618945802781067
2030,sc01,01-02 15:00:00+01:00,0.00211636085108364
2030,sc01,01-02 17:00:00+01:00,0.002170827121889174
2030,sc01,01-02 19:00:00+01:00,0.0022252933926947076
2030,sc01,01-02 21:00:00+01:00,0.002279759663500241
2030,sc01,01-02 23:00:00+01:00,0.0023342259343057748
2030,sc01,01-03 01:00:00+01:00,0.002386687537073313
2030,sc01,01-03 03:00:00+01:00,0.002439149139840851
2030,sc01,01-03 05:00:00+01:00,0.0024916107426083893
2030,sc01,01-03 07:00:00+01:00,0.0025440723453759276
2030,sc01,01-03 09:00:00+01:00,0.0025965339481434655
2030,sc01,01-03 11:00:00+01:00,0.002648995550911004
2030,sc01,01-03 13:00:00+01:00,0.002701457153678542
2030,sc01,01-03 15:00:00+01:00,0.0027539187564460804
2030,sc01,01-03 17:00:00+01:00,0.0028063803592136183
2030,sc01,01-03 19:00:00+01:00,0.0028588419619811566
2030,sc01,01-03 21:00:00+01:00,0.002911303564748695
2030,sc01,01-03 23:00:00+01:00,0.002963765167516233
2030,sc01,01-04 01:00:00+01:00,0.00301426808016573
2030,sc01,01-04 03:00:00+01:00,0.003064770992815227
2030,sc01,01-04 05:00:00+01:00,0.0031152739054647236
2030,sc01,01-04 07:00:00+01:00,0.003165776818114221
2030,sc01,01-04 09:00:00+01:00,0.0032162797307637176
2030,sc01,01-04 11:00:00+01:00,0.0032667826434132144
2030,sc01,01-04 13:00:00+01:00,0.0033172855560627116
2030,sc01,01-04 15:00:00+01:00,0.0033677884687122084
2030,sc01,01-04 17:00:00+01:00,0.003418291381361705
2030,sc01,01-04 19:00:00+01:00,0.0034687942940112024
2030,sc01,01-04 21:00:00+01:00,0.003519297206660699
2030,sc01,01-04 23:00:00+01:00,0.003569800119310196
2030,sc01,01-05 01:00:00+01:00,0.003619365071220631
2030,sc01,01-05 03:00:00+01:00,0.003668930023131066
