Period,Scenario,LoadLevel,Aggreko_Boutoute,Boutoute,Centrale_C_Cap_CTag,Contour_Global,Dakar_CCGT_25,Dakar_OCGT_25,Diesel_Bel_Air,FKK_PV_25,Gas_Turbines,KPS_KarPowerShip,Kounoune_Power,LS_PV_2029,Malicounda_Power,Manantali,Secondary_Plants
2030,sc01,01-11 15:00:00+01:00,6.175,14.249999999999998,107.84750436,38.217981243,,36.226525273990454,161.28979444999996,0.0,17.877214342,161.41434249,32.744052353499995,0.0,113.99999999999999,200.0,13.176499999999997
2030,sc01,01-11 17:00:00+01:00,6.175,3.570222569999998,107.84750436,38.217981243,,,161.28979444999996,0.0,17.877214342,161.41434249,32.744052353499995,0.0,,200.0,12.18324675591908
2030,sc01,01-11 19:00:00+01:00,,,,,,,120.11853626922063,0.0,,161.41434249,,0.0,,200.0,
2030,sc01,01-11 21:00:00+01:00,,,35.36237902170335,,,,160.0811029370681,,17.877214342,161.41434249,,,,200.0,
2030,sc01,01-11 23:00:00+01:00,6.175,14.249999999999998,107.84750436,38.217981243,,,161.28979444999996,,17.877214342,161.41434249,32.744052353499995,,77.4597851310177,200.0,13.176499999999997
2030,sc01,01-12 01:00:00+01:00,6.175,14.249999999999998,107.84750436,38.217981243,,118.68359929424417,161.28979444999996,,17.877214342,161.41434249,32.744052353499995,,113.99999999999999,200.0,13.176499999999997
2030,sc01,01-12 03:00:00+01:00,6.175,14.249999999999998,107.84750436,38.217981243,,163.86193411388766,161.28979444999996,,17.877214342,161.41434249,32.744052353499995,,113.99999999999999,200.0,13.176499999999997
2030,sc01,01-12 05:00:00+01:00,6.175,14.249999999999998,107.84750436,38.217981243,,39.813023191728774,161.28979444999996,,17.877214342,161.41434249,32.744052353499995,,113.99999999999999,200.0,13.176499999999997
2030,sc01,01-12 07:00:00+01:00,,,27.340123006683452,38.217981243,,,161.28979444999996,,17.877214342,156.09392457158324,,,,200.0,
2030,sc01,01-12 09:00:00+01:00,,,12.543412551586892,,,,161.28979444999996,0.0,17.877214342,138.47994175786158,,0.0,,200.0,
2030,sc01,01-12 11:00:00+01:00,6.175,12.97658228890085,107.84750436,38.217981243,,,161.28979444999996,0.0,17.877214342,161.41434249,32.744052353499995,0.0,,200.0,13.176499999999997
2030,sc01,01-12 13:00:00+01:00,6.175,14.249999999999998,107.84750436,38.217981243,,,161.28979444999996,0.0,17.877214342,161.41434249,32.744052353499995,0.0,53.20609474845746,200.0,13.176499999999997
2030,sc01,01-12 15:00:00+01:00,6.175,14.249999999999998,107.84750436,38.217981243,,27.528041852128844,161.28979444999996,0.0,17.877214342,161.41434249,32.744052353499995,0.0,113.99999999999999,200.0,13.176499999999997
2030,sc01,01-12 17:00:00+01:00,6.175,7.576214626368284,107.84750436,38.217981243,,,161.28979444999996,0.0,17.877214342,161.41434249,32.744052353499995,0.0,,200.0,13.176499999999997
2030,sc01,01-12 19:00:00+01:00,,,7.132869997627578,,,,161.28979444999996,0.0,,135.14612361023237,,0.0,,200.0,
2030,sc01,01-12 21:00:00+01:00,,,31.52847537860816,38.217981243,,,161.28979444999996,,17.877214342,159.71005083842368,,,,200.0,
