Period,Scenario,LoadLevel,Senegal States|Aeroport,Senegal States|Bakel,Senegal States|Bel_Air,Senegal States|Cap_Des_Biches,Senegal States|Centre_Ville,Senegal States|Dagana,Senegal States|Diamniadio,Senegal States|Diass,Senegal States|Fabrimetal,Senegal States|Fatick,Senegal States|Guediawaye,Senegal States|Hann,Senegal States|ICS,Senegal States|Kahone,Senegal States|Kayes,Senegal States|Kedougou,Senegal States|Kolda,Senegal States|Koungheul,Senegal States|Kounoune,Senegal States|Linguere,Senegal States|Matam,Senegal States|Mbao,Senegal States|Mbour,Senegal States|Ndioum,Senegal States|Olam,Senegal States|Patte_Doie,Senegal States|Pekesse,Senegal States|SDE,Senegal States|Sabangalou,Senegal States|Saint_Louis,Senegal States|Sakal,Senegal States|Sendou,Senegal States|Sicap,Senegal States|Sococim,Senegal States|Someta,Senegal States|Tambacounda,Senegal States|Tanaf,Senegal States|Thies_Numerique,Senegal States|Thiona,Senegal States|Tobene,Senegal States|Touba_1,Senegal States|Touba_2,Senegal States|Universite,Senegal States|Velingara,Senegal States|Wack_Ngouna,Senegal States|Ziguinchor,Senegal States|ls,Senegal States|mtkk
2030,sc01,01-01 01:00:00+01:00,26.99442749,6.903165596,26.99442749,23.138080705,38.563467845000005,2.6753137555,26.99442749,8.9769305185,7.712693569000001,21.028127465,30.850774275,19.281733925,7.480775432000001,28.03750329,-14.017795542999998,8.974115274999999,8.974115274999999,7.009375822,26.99442749,0.0,6.903165596,23.138080705,22.4423263,5.350627511,15.42538714,19.281733925,0.0,13.46539578,3.451582798,8.0259412665,26.753137555000002,15.42538714,23.138080705,26.99442749,11.56904035,18.63854711,28.392720765,7.480775432000001,44.88465259,-158.12818767499996,64.86155415,0.0,23.138080705,6.903165596,14.018751645,5.1683088999999995,3.701255025,6.903165596
2030,sc01,01-01 03:00:00+01:00,25.850595815000002,6.6335106965,25.850595815000002,22.157653555,36.92942259,2.566674402,25.850595815000002,8.596552105499999,7.3858845185,20.185517100000002,29.543538075,18.4647113,7.163793421499999,26.914022799999998,-14.206553973,8.623563905,8.623563905,6.7285056999999995,25.850595815000002,0.0,6.6335106965,22.157653555,21.49138026,5.133348803500001,14.771769035,18.4647113,0.0,12.89482816,3.316755348,7.7000232055,25.66674402,14.771769035,22.157653555,25.850595815000002,11.07882678,17.910478880000003,27.239746905,7.163793421499999,42.98276053,-169.30196377000001,62.327899755,0.0,22.157653555,6.6335106965,13.457011399999999,4.674177245,3.2666976050000005,6.6335106965
2030,sc01,01-01 05:00:00+01:00,29.7396235,7.5503373655,29.7396235,25.49110586,42.48517643,2.936048206,29.7396235,9.889838705,8.497035286500001,23.050392359999996,33.988141145,21.242588220000002,8.241532254500001,30.733856480000004,-13.5647753045,9.8154385735,9.8154385735,7.683464120000001,29.7396235,0.0,7.5503373655,25.49110586,24.724596765,5.872096412,16.994070575,21.242588220000002,0.0,14.83475806,3.775168683,8.808144617999998,29.36048206,16.994070575,25.49110586,29.7396235,12.74555293,20.385910884999998,31.159858054999997,8.241532254500001,49.449193525000005,-164.97348067500002,70.942324805,0.0,25.49110586,7.5503373655,15.366928240000002,6.35422488,4.744192825,7.5503373655
2030,sc01,01-01 07:00:00+01:00,41.177940240000005,9.060404843999999,41.177940240000005,35.29537735,58.825628914999996,3.7773068015,41.177940240000005,13.693622825000002,11.76512578,28.96294655,47.060503135,29.412814455,11.411352355000002,38.617262065,-12.507728068999999,11.778526295,11.778526295,9.654315516,41.177940240000005,0.0,9.060404843999999,35.29537735,34.234057065,7.5546136035,23.530251565,29.412814455,0.0,20.54043424,4.5302024224999995,11.331920405000002,37.77306801499999,23.530251565,35.29537735,41.177940240000005,17.647688675,24.463093079999997,40.088014744999995,11.411352355000002,68.46811412000001,-156.01662530500002,85.13078981999999,0.0,35.29537735,9.060404843999999,19.308631029999997,10.180577745,8.10922721,9.060404843999999
2030,sc01,01-01 09:00:00+01:00,44.60943527,9.599714658,44.60943527,38.2366588,63.727764670000006,1.9349960374999997,44.60943527,13.812119029500002,5.330485305000002,30.919516415,50.982211740000004,31.863882335000003,-1.9818803250000028,36.380946813,-12.130211199,12.479629055,12.479629055,10.306505470000001,44.60943527,0.0,9.599714658,38.2366588,31.753495835,8.095024755499999,25.491105870000002,31.863882335000003,0.0,20.940632678,4.799857329,12.142537135000003,39.585807220499994,25.491105870000002,38.2366588,44.60943527,19.118329405,25.91922958,42.95566772499999,12.362298389999998,74.173790315,-159.98936962500005,86.8433361215,0.0,38.2366588,9.599714658,20.613010945,11.40957188,9.190049515,9.599714658
2030,sc01,01-01 11:00:00+01:00,41.635472899999996,9.27612877,41.635472899999996,35.6875482,59.479246995000004,-7.509004625,41.635472899999996,8.276100198,-32.037138217999996,29.528495209999996,47.583397595,29.739623500000004,-66.62109879000002,13.936670628999996,-12.356721321,12.0589674,12.0589674,9.8428317355,41.635472899999996,0.0,9.27612877,35.6875482,5.555266784999992,7.686095078,23.7916988,29.739623500000004,0.0,13.6249489815,4.638064385,11.529142615000001,33.587280614,23.7916988,35.6875482,41.635472899999996,17.843774095,25.045547680000002,40.785711754999994,11.538145154999999,69.228870925,-159.41410161950006,69.54918727750001,0.0,35.6875482,9.27612877,19.68566347,10.47959075,8.372190155,9.27612877
2030,sc01,01-01 13:00:00+01:00,42.779304575,9.545783677,42.779304575,36.66797535,61.11329225000001,-12.732651580499999,42.779304575,5.7668151165,-54.619246710999995,30.371105589999996,48.890633799999996,30.556646125000004,-106.85476923,3.099135315000001,-12.167962886,12.409518779999999,12.409518779999999,10.1237018625,42.779304575,0.0,9.545783677,36.66797535,-8.570292405000005,7.9033737885,24.445316899999998,30.556646125000004,0.0,10.48920907,4.772891838,11.855060680000001,32.1609232925,24.445316899999998,36.66797535,42.779304575,18.333987675,25.773615930000002,41.93868563,11.85512717,71.13076298999998,-119.66618885000005,63.03429855000001,0.0,36.66797535,9.545783677,20.247403725,10.97372241,8.806747575,9.545783677
2030,sc01,01-01 15:00:00+01:00,39.576575905000006,8.952542881500001,39.576575905000006,33.92277935,56.53796558000001,-13.007261125000001,39.576575905000006,4.6486972290000015,-56.52185181750001,28.354553295,45.230372465,28.268982785000006,-108.48688661,0.6235750950000021,-12.583231442999999,11.638305745,11.638305745,9.4515177645,39.576575905000006,0.0,8.952542881500001,33.92277935,-11.509767379999994,7.3618483895,22.61518623,28.268982785000006,0.0,8.823566654999997,4.4762714405,11.042772585000002,29.4071586125,22.61518623,33.92277935,39.576575905000006,16.96138967,24.17186578,39.065119974999995,10.967577540000002,65.80546525,-66.97281740500003,57.441937716999995,0.0,33.92277935,8.952542881500001,18.903035525,9.742194275000001,7.723696780000001,8.952542881500001
2030,sc01,01-01 17:00:00+01:00,41.86423925500001,9.437921714,41.86423925500001,35.88363364999999,59.806056085,-7.9581672625,41.86423925500001,7.770308162999999,-37.71153801900001,29.925521799999995,47.84484487,29.903028040000006,-74.723053085,13.792462624999999,-12.24346626,12.26929823,12.26929823,9.9751739335,41.86423925500001,0.0,9.437921714,35.88363364999999,2.7096244049999996,7.7741208145,23.922422435,29.903028040000006,0.0,12.992753911999998,4.718960857,11.661181220000001,33.52143735800001,23.922422435,35.88363364999999,41.86423925500001,17.941816825,25.48238863,41.252814,11.601541565,69.60924938,-24.31802864450003,69.67901887650001,0.0,35.88363364999999,9.437921714,19.950347864999998,10.67977743,8.54824163,9.437921714
2030,sc01,01-01 19:00:00+01:00,45.295734259999996,10.13902447,45.295734259999996,38.824915075,64.708191795,1.2889048634999993,45.295734259999996,13.4268853075,-1.034305216000007,32.22484842499999,51.766553435,32.35409589500001,-10.406903474499996,36.286492851000006,-11.75269433,13.180731815000001,13.180731815000001,10.74161614,45.295734259999996,0.0,10.13902447,38.824915075,29.121289887499994,8.381386950999998,25.88327672,32.35409589500001,0.0,20.496001825,5.0695122360000004,12.572080430000002,40.484239281,25.88327672,38.824915075,45.295734259999996,19.412457540000002,27.375366070000002,44.47522816,12.552487590000002,75.31492552499999,-7.130839263000024,90.2953248505,0.0,38.824915075,10.13902447,21.483232285,12.06081207,9.762773900000001,10.13902447
2030,sc01,01-01 21:00:00+01:00,40.491641225,9.060404843999999,40.491641225,34.70712105,57.845201745000004,3.7455506819999997,40.491641225,13.465395775,11.56904035,28.800137084999996,46.276161395,28.922600870000004,11.221163145,38.400182775,-12.507728068999999,11.778526295,11.778526295,9.600045695999999,40.491641225,0.0,9.060404843999999,34.70712105,33.663489435,7.4911013635,23.138080695,28.922600870000004,0.0,20.198093659999998,4.5302024224999995,11.236652045,37.45550682,23.138080695,34.70712105,40.491641225,17.35356052,24.463093079999997,39.750991605,11.221163145,67.32697886,-32.81255526000003,85.13078981999999,0.0,34.70712105,9.060404843999999,19.200091385,10.036139255,7.98220273,9.060404843999999
2030,sc01,01-01 23:00:00+01:00,32.02728686,7.4424754025,32.02728686,27.451960164999996,45.75326694000001,3.0196169409999993,32.02728686,10.650595533,9.150653388000002,23.364586059999997,36.60261355,22.876633470000005,8.875496276000002,31.152781414999996,-13.640278677999998,9.6752180235,9.6752180235,7.788195354,32.02728686,0.0,7.4424754025,27.451960164999996,26.626488829999996,6.0392338815,18.301306775,22.876633470000005,0.0,15.975893295000002,3.7212377015,9.058850822500002,30.19616941,18.301306775,27.451960164999996,32.02728686,13.725980079999998,20.094683590000002,32.04676104,8.875496276000002,53.252977654999995,-56.90082850000004,69.928863015,0.0,27.451960164999996,7.4424754025,15.576390709999998,6.73432616,5.0784677600000006,7.4424754025
2030,sc01,01-02 01:00:00+01:00,26.99442749,6.903165596,26.99442749,23.138080705,38.563467845000005,2.6753137554999995,26.99442749,8.9769305185,7.712693569000001,21.028127464999997,30.850774275,19.281733925,7.480775432000001,28.03750329,-13.317550213,8.974115274999999,8.974115274999999,7.009375822,26.99442749,0.0,6.903165596,23.138080705,22.442326299999994,5.350627511,15.42538714,19.281733925,0.0,13.46539578,3.451582798,8.0259412665,26.753137555000002,15.42538714,23.138080705,26.99442749,11.56904035,18.63854711,28.392720764999996,7.480775432000001,44.88465258999999,-88.90767861000003,64.86155415,0.0,23.138080705,6.903165596,14.018751645,5.1683088999999995,3.701255025,6.903165596
2030,sc01,01-02 03:00:00+01:00,25.850595815000002,6.6335106965,25.850595815000002,22.157653555,36.92942259000001,2.5666744019999994,25.850595815000002,8.596552105499999,7.3858845185,20.1855171,29.543538075,18.464711300000005,7.163793421499999,26.914022799999998,-13.506308643000002,8.623563905,8.623563905,6.7285056999999995,25.850595815000002,0.0,6.6335106965,22.157653555,21.49138026,5.133348803500001,14.771769035,18.464711300000005,0.0,12.89482816,3.316755348,7.700023205500001,25.66674402,14.771769035,22.157653555,25.850595815000002,11.07882678,17.910478880000003,27.239746904999997,7.163793421499999,42.98276053,-103.27085540500003,62.327899755,0.0,22.157653555,6.6335106965,13.457011399999999,4.674177245,3.2666976050000005,6.6335106965
