Period,Scenario,LoadLevel,P_Gas_CCGT,P_Gas_OCGT,P_Oil,RES_Hydro_Large,RES_Hydro_Small,RES_PV_Utility_Opt,RES_Wind_Onshore_Opt
2030,sc01,01-01 01:00:00+01:00,1.21182,0.009502245394674886,0.0,0.0,0.03770002292,0.0,0.40602568053
2030,sc01,01-01 03:00:00+01:00,1.1316353703003925,0.0,0.0,0.0,0.03770002292,0.0,0.4245694486
2030,sc01,01-01 05:00:00+01:00,1.21182,0.15301087576464736,0.0,0.0,0.03770002292,0.0,0.4288453484
2030,sc01,01-01 07:00:00+01:00,1.21182,0.41553,0.3307062751956841,0.0,0.03770002292,0.0,0.44896947885000005
2030,sc01,01-01 09:00:00+01:00,1.21182,0.41553,0.4196469025493827,0.0,0.03770002292,0.083924369105,0.4656588702100001
2030,sc01,01-01 11:00:00+01:00,1.21182,0.32478115103933103,0.0,0.0,0.03770002292,0.46073601618400006,0.4427563607100001
2030,sc01,01-01 13:00:00+01:00,1.21182,0.2421014455668911,0.0,0.0,0.03770002292,0.696247553714,0.3595260666700001
2030,sc01,01-01 15:00:00+01:00,1.21182,0.17143212795039423,0.0,0.0,0.03770002292,0.7003563156079999,0.24335031525000003
2030,sc01,01-01 17:00:00+01:00,1.21182,0.41553,0.1606411008217039,0.0,0.03770002292,0.504918343158,0.17180705586000006
2030,sc01,01-01 19:00:00+01:00,1.21182,0.41553,0.7497641865895633,0.0,0.03770002292,0.134629329997,0.16062344313000004
2030,sc01,01-01 21:00:00+01:00,1.21182,0.41553,0.5544974787103952,0.0,0.03770002292,0.0,0.20027906824000005
2030,sc01,01-01 23:00:00+01:00,1.21182,0.41553,0.04566563201362105,0.0,0.03770002292,0.0,0.22030761231000007
2030,sc01,01-02 01:00:00+01:00,1.21182,0.14981892097393218,0.0,0.0,0.03629953226,0.0,0.26758466240000006
2030,sc01,01-02 03:00:00+01:00,1.21182,0.05532714068544504,0.0,0.0,0.03629953226,0.0,0.29250723187000005
2030,sc01,01-02 05:00:00+01:00,1.21182,0.2472817735308187,0.0,0.0,0.03629953226,0.0,0.33690394405
2030,sc01,01-02 07:00:00+01:00,1.21182,0.41553,0.3866570716365024,0.0,0.03629953226,0.0,0.39540921393000006
2030,sc01,01-02 09:00:00+01:00,1.21182,0.41553,0.502213981932184,0.0,0.03629953226,0.06606041264200002,0.40447718027
2030,sc01,01-02 11:00:00+01:00,1.21182,0.41553,0.037612266252581,0.0,0.03629953226,0.415681562775,0.36308188201
2030,sc01,01-02 13:00:00+01:00,1.21182,0.3844470160217303,0.0,0.0,0.03629953226,0.651728175109,0.26455138622999996
2030,sc01,01-02 15:00:00+01:00,1.21182,0.3101531599683258,0.0,0.0,0.03629953226,0.6673824381760001,0.13962628987
2030,sc01,01-02 17:00:00+01:00,1.21182,0.41553,0.3037435230729878,0.0,0.03629953226,0.450305482071,0.08371459861
2030,sc01,01-02 19:00:00+01:00,1.21182,0.41553,0.8800007474437297,0.0,0.03629953226,0.07849111306800002,0.09243208135
2030,sc01,01-02 21:00:00+01:00,1.21182,0.41553,0.6447818246299926,0.0,0.03629953226,0.0,0.11415569150999999
2030,sc01,01-02 23:00:00+01:00,1.21182,0.41553,0.10226435263801954,0.0,0.03629953226,0.0,0.16561305496
2030,sc01,01-03 01:00:00+01:00,1.21182,0.18498646752456566,0.0,0.0,0.03471690722,0.0,0.23425685918
2030,sc01,01-03 03:00:00+01:00,1.21182,0.10307465563831449,0.0,0.0,0.03471690722,0.0,0.24660662641999997
2030,sc01,01-03 05:00:00+01:00,1.21182,0.2811437282778174,0.0,0.0,0.03471690722,0.0,0.30559620084
2030,sc01,01-03 07:00:00+01:00,1.21182,0.41553,0.44880047339313034,0.0,0.03471690722,0.0,0.33637503249
2030,sc01,01-03 09:00:00+01:00,1.21182,0.41553,0.5598921707279264,0.0,0.03471690722,0.06746833090200002,0.34838068854
2030,sc01,01-03 11:00:00+01:00,1.21182,0.41553,0.09932903783758115,0.0,0.03471690722,0.3606289689,0.35834079499
2030,sc01,01-03 13:00:00+01:00,1.21182,0.41229448816627773,0.0,0.0,0.03471690722,0.631242972912,0.25921129080000005
2030,sc01,01-03 15:00:00+01:00,1.21182,0.3037110962035382,0.0,0.0,0.03471690722,0.6719636016460002,0.14279338703
