Time,Solar|PV|Utility,Electricity|Gas|Fossil|CCGT|w/o CCS,Electricity|Gas|Fossil|OCGT|w/o CCS,Electricity|Oil|w/o CCS,SlackUnit
2030-04-03 11:00:00,22.8,473.8,57.0,0.0,0
2030-04-03 12:00:00,27.0,473.8,34.7,0.0,0
2030-04-03 13:00:00,29.8,473.8,51.5,0.0,0
2030-04-03 14:00:00,30.1,473.8,55.0,0.0,0
2030-04-03 15:00:00,27.6,473.8,117.9,0.0,0
2030-04-03 16:00:00,25.0,473.8,156.0,0.0,0
2030-04-03 17:00:00,19.3,473.8,214.1,0.0,0
2030-04-03 18:00:00,11.8,473.8,218.7,0.0,0
2030-04-03 19:00:00,3.7,473.8,218.7,0.0,0
2030-04-03 20:00:00,0.0,473.8,218.7,55.8,0
2030-04-03 21:00:00,0.0,473.8,218.7,44.5,0
2030-04-03 22:00:00,0.0,473.8,218.7,66.5,0
2030-04-03 23:00:00,0.0,473.8,218.7,52.5,0
2030-04-04 00:00:00,0.0,473.8,218.7,0.0,0
2030-04-04 01:00:00,0.0,473.8,218.7,0.0,0
2030-04-04 02:00:00,0.0,473.8,218.7,0.0,0
2030-04-04 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-04 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-04 05:00:00,0.0,473.8,218.7,0.0,0
2030-04-04 06:00:00,0.0,473.8,218.7,0.0,0
2030-04-04 07:00:00,0.0,473.8,218.7,0.0,0
2030-04-04 08:00:00,1.2,473.8,218.7,0.0,0
2030-04-04 09:00:00,8.2,473.8,218.7,0.0,0
2030-04-04 10:00:00,16.1,473.8,218.7,0.0,0
2030-04-04 11:00:00,22.5,473.8,148.9,0.0,0
2030-04-04 12:00:00,27.0,473.8,121.1,0.0,0
2030-04-04 13:00:00,29.4,473.8,137.2,0.0,0
2030-04-04 14:00:00,28.8,473.8,140.6,0.0,0
2030-04-04 15:00:00,27.1,473.8,187.0,0.0,0
2030-04-04 16:00:00,23.6,473.8,218.7,0.0,0
2030-04-04 17:00:00,18.3,473.8,218.7,0.0,0
2030-04-04 18:00:00,10.3,473.8,218.7,0.0,0
2030-04-04 19:00:00,3.2,473.8,218.7,80.4,0
2030-04-04 20:00:00,0.0,473.8,218.7,139.4,0
2030-04-04 21:00:00,0.0,473.8,218.7,131.8,0
2030-04-04 22:00:00,0.0,473.8,218.7,140.9,0
2030-04-04 23:00:00,0.0,473.8,218.7,117.7,0
2030-04-05 00:00:00,0.0,473.8,218.7,57.4,0
2030-04-05 01:00:00,0.0,473.8,218.7,0.0,0
2030-04-05 02:00:00,0.0,473.8,218.7,0.0,0
2030-04-05 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-05 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-05 05:00:00,0.0,473.8,218.7,0.0,0
2030-04-05 06:00:00,0.0,473.8,218.7,0.0,0
2030-04-05 07:00:00,0.0,473.8,218.7,0.0,0
2030-04-05 08:00:00,1.2,473.8,218.7,0.0,0
2030-04-05 09:00:00,8.2,473.8,218.7,0.0,0
2030-04-05 10:00:00,15.5,473.8,218.7,0.0,0
2030-04-05 11:00:00,21.6,473.8,218.7,0.0,0
2030-04-05 12:00:00,26.1,473.8,199.6,0.0,0
2030-04-05 13:00:00,28.4,473.8,185.3,0.0,0
2030-04-05 14:00:00,28.8,473.8,153.7,0.0,0
2030-04-05 15:00:00,27.1,473.8,218.7,0.0,0
2030-04-05 16:00:00,24.6,473.8,218.7,0.0,0
2030-04-05 17:00:00,18.9,473.8,218.7,0.0,0
2030-04-05 18:00:00,11.2,473.8,218.7,0.0,0
2030-04-05 19:00:00,3.6,473.8,218.7,67.4,0
2030-04-05 20:00:00,0.0,473.8,218.7,113.2,0
2030-04-05 21:00:00,0.0,473.8,218.7,95.1,0
2030-04-05 22:00:00,0.0,473.8,218.7,84.8,0
2030-04-05 23:00:00,0.0,473.8,218.7,70.2,0
2030-04-06 00:00:00,0.0,473.8,218.7,11.5,0
2030-04-06 01:00:00,0.0,473.8,218.7,0.0,0
2030-04-06 02:00:00,0.0,473.8,218.7,0.0,0
2030-04-06 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-06 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-06 05:00:00,0.0,473.8,218.7,0.0,0
2030-04-06 06:00:00,0.0,473.8,218.7,0.0,0
2030-04-06 07:00:00,0.0,473.8,218.7,0.0,0
2030-04-06 08:00:00,1.2,473.8,218.7,0.0,0
2030-04-06 09:00:00,8.2,473.8,218.7,0.0,0
2030-04-06 10:00:00,16.1,473.8,218.7,0.0,0
2030-04-06 11:00:00,22.1,473.8,180.9,0.0,0
2030-04-06 12:00:00,27.2,473.8,110.1,0.0,0
2030-04-06 13:00:00,29.6,473.8,87.4,0.0,0
2030-04-06 14:00:00,29.9,473.8,87.2,0.0,0
2030-04-06 15:00:00,28.3,473.8,127.9,0.0,0
2030-04-06 16:00:00,24.6,473.8,170.6,0.0,0
2030-04-06 17:00:00,19.0,473.8,218.7,0.0,0
2030-04-06 18:00:00,11.5,473.8,218.7,0.0,0
2030-04-06 19:00:00,3.6,473.8,218.7,52.0,0
2030-04-06 20:00:00,0.0,473.8,218.7,114.6,0
2030-04-06 21:00:00,0.0,473.8,218.7,114.0,0
2030-04-06 22:00:00,0.0,473.8,218.7,115.7,0
2030-04-06 23:00:00,0.0,473.8,218.7,83.4,0
2030-04-07 00:00:00,0.0,473.8,218.7,0.0,0
2030-04-07 01:00:00,0.0,473.8,218.7,0.0,0
2030-04-07 02:00:00,0.0,473.8,218.7,0.0,0
2030-04-07 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-07 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-07 05:00:00,0.0,473.8,218.7,0.0,0
2030-04-07 06:00:00,0.0,473.8,218.7,0.0,0
2030-04-07 07:00:00,0.0,473.8,218.7,0.0,0
2030-04-07 08:00:00,1.1,473.8,218.7,0.0,0
2030-04-07 09:00:00,7.0,473.8,218.7,0.0,0
2030-04-07 10:00:00,12.6,473.8,218.7,0.0,0
2030-04-07 11:00:00,19.0,473.8,212.1,0.0,0
2030-04-07 12:00:00,23.9,473.8,176.4,0.0,0
2030-04-07 13:00:00,26.4,473.8,176.4,0.0,0
2030-04-07 14:00:00,25.1,473.8,167.9,0.0,0
2030-04-07 15:00:00,24.8,473.8,164.9,0.0,0
2030-04-07 16:00:00,22.6,473.8,169.5,0.0,0
2030-04-07 17:00:00,15.6,473.8,218.7,0.0,0
2030-04-07 18:00:00,9.7,473.8,218.7,0.0,0
2030-04-07 19:00:00,3.5,473.8,218.7,0.0,0
2030-04-07 20:00:00,0.0,473.8,218.7,45.2,0
2030-04-07 21:00:00,0.0,473.8,218.7,40.6,0
2030-04-07 22:00:00,0.0,473.8,218.7,78.3,0
2030-04-07 23:00:00,0.0,473.8,218.7,67.0,0
2030-04-08 00:00:00,0.0,473.8,218.7,58.4,0
2030-04-08 01:00:00,0.0,473.8,218.7,0.0,0
2030-04-08 02:00:00,0.0,473.8,218.7,0.0,0
2030-04-08 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-08 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-08 05:00:00,0.0,473.8,218.7,0.0,0
2030-04-08 06:00:00,0.0,473.8,218.7,0.0,0
2030-04-08 07:00:00,0.0,473.8,218.7,0.0,0
2030-04-08 08:00:00,1.3,473.8,218.7,0.0,0
2030-04-08 09:00:00,8.3,473.8,218.7,0.0,0
2030-04-08 10:00:00,16.1,473.8,158.5,0.0,0
2030-04-08 11:00:00,22.5,473.8,91.9,0.0,0
2030-04-08 12:00:00,26.8,473.8,38.6,0.0,0
2030-04-08 13:00:00,29.2,473.8,47.0,0.0,0
2030-04-08 14:00:00,28.9,473.8,25.8,0.0,0
2030-04-08 15:00:00,27.5,473.8,54.3,0.0,0
2030-04-08 16:00:00,24.4,473.8,93.6,0.0,0
2030-04-08 17:00:00,18.5,473.8,181.5,0.0,0
2030-04-08 18:00:00,11.4,473.8,218.7,0.0,0
2030-04-08 19:00:00,3.5,473.8,218.7,0.0,0
2030-04-08 20:00:00,0.0,473.8,218.7,9.4,0
2030-04-08 21:00:00,0.0,473.8,218.7,0.0,0
2030-04-08 22:00:00,0.0,473.8,218.7,0.0,0
2030-04-08 23:00:00,0.0,473.8,218.7,0.0,0
2030-04-09 00:00:00,0.0,473.8,218.7,0.0,0
2030-04-09 01:00:00,0.0,473.8,218.7,0.0,0
2030-04-09 02:00:00,0.0,473.8,218.7,0.0,0
2030-04-09 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-09 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-09 05:00:00,0.0,473.8,185.4,0.0,0
2030-04-09 06:00:00,0.0,473.8,179.2,0.0,0
2030-04-09 07:00:00,0.0,473.8,125.3,0.0,0
2030-04-09 08:00:00,1.4,473.8,114.4,0.0,0
2030-04-09 09:00:00,8.5,473.8,152.4,0.0,0
2030-04-09 10:00:00,16.2,473.8,62.9,0.0,0
2030-04-09 11:00:00,22.6,473.8,9.7,0.0,0
2030-04-09 12:00:00,26.9,464.9,0.0,0.0,0
2030-04-09 13:00:00,29.5,473.8,0.0,0.0,0
2030-04-09 14:00:00,29.7,473.8,0.0,0.0,0
2030-04-09 15:00:00,28.0,473.8,0.0,0.0,0
2030-04-09 16:00:00,24.5,473.8,39.8,0.0,0
2030-04-09 17:00:00,18.8,473.8,131.6,0.0,0
2030-04-09 18:00:00,11.4,473.8,218.7,0.0,0
2030-04-09 19:00:00,3.5,473.8,218.7,0.0,0
2030-04-09 20:00:00,0.0,473.8,218.7,0.0,0
2030-04-09 21:00:00,0.0,473.8,218.7,0.0,0
2030-04-09 22:00:00,0.0,473.8,218.7,0.0,0
2030-04-09 23:00:00,0.0,473.8,218.7,0.0,0
2030-04-10 00:00:00,0.0,473.8,218.7,0.0,0
2030-04-10 01:00:00,0.0,473.8,218.7,0.0,0
2030-04-10 02:00:00,0.0,473.8,218.7,0.0,0
2030-04-10 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-10 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-10 05:00:00,0.0,473.8,218.7,0.0,0
2030-04-10 06:00:00,0.0,473.8,218.7,0.0,0
2030-04-10 07:00:00,0.0,473.8,218.7,0.0,0
2030-04-10 08:00:00,1.4,473.8,218.7,0.0,0
2030-04-10 09:00:00,8.4,473.8,218.7,0.0,0
2030-04-10 10:00:00,16.2,473.8,170.0,0.0,0
2030-04-10 11:00:00,22.5,473.8,97.1,0.0,0
2030-04-10 12:00:00,26.7,473.8,80.7,0.0,0
2030-04-10 13:00:00,29.2,473.8,89.1,0.0,0
2030-04-10 14:00:00,29.6,473.8,95.7,0.0,0
2030-04-10 15:00:00,28.1,473.8,141.7,0.0,0
2030-04-10 16:00:00,24.4,473.8,177.9,0.0,0
2030-04-10 17:00:00,18.7,473.8,218.7,0.0,0
2030-04-10 18:00:00,11.3,473.8,218.7,0.0,0
2030-04-10 19:00:00,3.4,473.8,218.7,0.0,0
2030-04-10 20:00:00,0.0,473.8,218.7,57.6,0
2030-04-10 21:00:00,0.0,473.8,218.7,54.8,0
2030-04-10 22:00:00,0.0,473.8,218.7,76.4,0
2030-04-10 23:00:00,0.0,473.8,218.7,49.2,0
2030-04-11 00:00:00,0.0,473.8,218.7,0.0,0
2030-04-11 01:00:00,0.0,473.8,218.7,0.0,0
2030-04-11 02:00:00,0.0,473.8,218.7,0.0,0
2030-04-11 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-11 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-11 05:00:00,0.0,473.8,218.7,0.0,0
2030-04-11 06:00:00,0.0,473.8,218.7,0.0,0
2030-04-11 07:00:00,0.0,473.8,218.7,0.0,0
2030-04-11 08:00:00,1.4,473.8,218.7,0.0,0
2030-04-11 09:00:00,8.4,473.8,218.7,0.0,0
2030-04-11 10:00:00,15.8,473.8,182.4,0.0,0
2030-04-11 11:00:00,22.5,473.8,120.7,0.0,0
2030-04-11 12:00:00,26.9,473.8,92.7,0.0,0
2030-04-11 13:00:00,29.3,473.8,119.6,0.0,0
2030-04-11 14:00:00,29.5,473.8,160.2,0.0,0
2030-04-11 15:00:00,28.0,473.8,204.2,0.0,0
2030-04-11 16:00:00,24.4,473.8,218.7,0.0,0
2030-04-11 17:00:00,18.7,473.8,218.7,0.0,0
2030-04-11 18:00:00,11.3,473.8,218.7,0.0,0
2030-04-11 19:00:00,3.5,473.8,218.7,0.0,0
2030-04-11 20:00:00,0.0,473.8,218.7,32.5,0
2030-04-11 21:00:00,0.0,473.8,218.7,16.3,0
2030-04-11 22:00:00,0.0,473.8,218.7,5.7,0
2030-04-11 23:00:00,0.0,473.8,218.7,0.0,0
2030-04-12 00:00:00,0.0,473.8,218.7,0.0,0
2030-04-12 01:00:00,0.0,473.8,218.7,0.0,0
2030-04-12 02:00:00,0.0,473.8,218.7,0.0,0
2030-04-12 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-12 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-12 05:00:00,0.0,473.8,218.7,0.0,0
2030-04-12 06:00:00,0.0,473.8,218.7,0.0,0
2030-04-12 07:00:00,0.0,473.8,218.7,0.0,0
2030-04-12 08:00:00,1.5,473.8,218.7,0.0,0
2030-04-12 09:00:00,8.7,473.8,218.7,0.0,0
2030-04-12 10:00:00,16.4,473.8,218.7,0.0,0
2030-04-12 11:00:00,22.5,473.8,218.7,0.0,0
2030-04-12 12:00:00,26.7,473.8,218.7,0.0,0
2030-04-12 13:00:00,28.9,473.8,218.7,0.0,0
2030-04-12 14:00:00,29.4,473.8,218.7,0.0,0
2030-04-12 15:00:00,27.9,473.8,218.7,0.0,0
2030-04-12 16:00:00,24.4,473.8,218.7,0.0,0
2030-04-12 17:00:00,18.9,473.8,218.7,0.0,0
2030-04-12 18:00:00,11.4,473.8,218.7,0.0,0
2030-04-12 19:00:00,3.5,473.8,218.7,0.0,0
2030-04-12 20:00:00,0.0,473.8,218.7,52.1,0
2030-04-12 21:00:00,0.0,473.8,218.7,42.7,0
2030-04-12 22:00:00,0.0,473.8,218.7,27.1,0
2030-04-12 23:00:00,0.0,473.8,218.7,18.9,0
2030-04-13 00:00:00,0.0,473.8,218.7,0.0,0
2030-04-13 01:00:00,0.0,473.8,218.7,0.0,0
2030-04-13 02:00:00,0.0,473.8,218.7,0.0,0
2030-04-13 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-13 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-13 05:00:00,0.0,473.8,218.7,0.0,0
2030-04-13 06:00:00,0.0,473.8,218.7,0.0,0
2030-04-13 07:00:00,0.0,473.8,218.7,0.0,0
2030-04-13 08:00:00,1.5,473.8,218.7,0.0,0
2030-04-13 09:00:00,8.8,473.8,218.7,0.0,0
2030-04-13 10:00:00,16.5,473.8,217.8,0.0,0
2030-04-13 11:00:00,22.7,473.8,173.8,0.0,0
2030-04-13 12:00:00,27.0,473.8,141.8,0.0,0
2030-04-13 13:00:00,29.3,473.8,151.7,0.0,0
2030-04-13 14:00:00,29.6,473.8,167.7,0.0,0
2030-04-13 15:00:00,28.1,473.8,206.3,0.0,0
2030-04-13 16:00:00,24.5,473.8,218.7,0.0,0
2030-04-13 17:00:00,18.8,473.8,218.7,0.0,0
2030-04-13 18:00:00,11.4,473.8,218.7,0.0,0
2030-04-13 19:00:00,3.5,473.8,218.7,0.0,0
2030-04-13 20:00:00,0.0,473.8,218.7,28.8,0
2030-04-13 21:00:00,0.0,473.8,218.7,9.6,0
2030-04-13 22:00:00,0.0,473.8,218.7,11.9,0
2030-04-13 23:00:00,0.0,473.8,218.7,0.0,0
2030-04-14 00:00:00,0.0,473.8,218.7,0.0,0
2030-04-14 01:00:00,0.0,473.8,218.7,0.0,0
2030-04-14 02:00:00,0.0,473.8,218.7,0.0,0
2030-04-14 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-14 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-14 05:00:00,0.0,473.8,218.7,0.0,0
2030-04-14 06:00:00,0.0,473.8,218.7,0.0,0
2030-04-14 07:00:00,0.0,473.8,218.7,0.0,0
2030-04-14 08:00:00,1.6,473.8,218.7,0.0,0
2030-04-14 09:00:00,8.8,473.8,218.7,0.0,0
2030-04-14 10:00:00,16.5,473.8,218.7,0.0,0
2030-04-14 11:00:00,22.7,473.8,196.8,0.0,0
2030-04-14 12:00:00,26.9,473.8,203.1,0.0,0
2030-04-14 13:00:00,29.2,473.8,218.7,0.0,0
2030-04-14 14:00:00,29.5,473.8,192.3,0.0,0
2030-04-14 15:00:00,28.1,473.8,175.9,0.0,0
2030-04-14 16:00:00,24.5,473.8,171.9,0.0,0
2030-04-14 17:00:00,18.8,473.8,206.0,0.0,0
2030-04-14 18:00:00,11.4,473.8,218.7,0.0,0
2030-04-14 19:00:00,3.5,473.8,218.7,0.0,0
2030-04-14 20:00:00,0.0,473.8,218.7,24.6,0
2030-04-14 21:00:00,0.0,473.8,218.7,16.2,0
2030-04-14 22:00:00,0.0,473.8,218.7,13.9,0
2030-04-14 23:00:00,0.0,473.8,218.7,0.8,0
2030-04-15 00:00:00,0.0,473.8,218.7,0.0,0
2030-04-15 01:00:00,0.0,473.8,218.7,0.0,0
2030-04-15 02:00:00,0.0,473.8,218.7,0.0,0
2030-04-15 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-15 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-15 05:00:00,0.0,473.8,218.7,0.0,0
2030-04-15 06:00:00,0.0,473.8,218.7,0.0,0
2030-04-15 07:00:00,0.0,473.8,218.3,0.0,0
2030-04-15 08:00:00,1.6,473.8,218.7,0.0,0
2030-04-15 09:00:00,8.9,473.8,218.7,0.0,0
2030-04-15 10:00:00,16.6,473.8,218.7,0.0,0
2030-04-15 11:00:00,22.8,473.8,175.0,0.0,0
2030-04-15 12:00:00,27.1,473.8,150.2,0.0,0
2030-04-15 13:00:00,29.3,473.8,170.1,0.0,0
2030-04-15 14:00:00,29.6,473.8,158.3,0.0,0
2030-04-15 15:00:00,28.1,473.8,152.8,0.0,0
2030-04-15 16:00:00,24.5,473.8,145.2,0.0,0
2030-04-15 17:00:00,18.9,473.8,191.0,0.0,0
2030-04-15 18:00:00,11.5,473.8,218.7,0.0,0
2030-04-15 19:00:00,3.5,473.8,218.7,0.0,0
2030-04-15 20:00:00,0.0,473.8,218.7,7.4,0
2030-04-15 21:00:00,0.0,473.8,218.7,0.0,0
2030-04-15 22:00:00,0.0,473.8,218.7,0.0,0
2030-04-15 23:00:00,0.0,473.8,218.7,0.0,0
2030-04-16 00:00:00,0.0,473.8,218.7,0.0,0
2030-04-16 01:00:00,0.0,473.8,218.7,0.0,0
2030-04-16 02:00:00,0.0,473.8,218.7,0.0,0
2030-04-16 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-16 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-16 05:00:00,0.0,473.8,142.3,0.0,0
2030-04-16 06:00:00,0.0,473.8,141.6,0.0,0
2030-04-16 07:00:00,0.0,473.8,91.8,0.0,0
2030-04-16 08:00:00,1.7,473.8,90.3,0.0,0
2030-04-16 09:00:00,8.9,473.8,144.0,0.0,0
2030-04-16 10:00:00,16.6,473.8,80.5,0.0,0
2030-04-16 11:00:00,22.9,473.8,29.2,0.0,0
2030-04-16 12:00:00,27.2,473.8,7.0,0.0,0
2030-04-16 13:00:00,29.6,473.8,20.6,0.0,0
2030-04-16 14:00:00,29.8,473.8,48.4,0.0,0
2030-04-16 15:00:00,28.2,473.8,80.3,0.0,0
2030-04-16 16:00:00,24.6,473.8,106.5,0.0,0
2030-04-16 17:00:00,18.9,473.8,185.4,0.0,0
2030-04-16 18:00:00,11.4,473.8,218.7,0.0,0
2030-04-16 19:00:00,3.3,473.8,218.7,0.0,0
2030-04-16 20:00:00,0.0,473.8,218.7,0.0,0
2030-04-16 21:00:00,0.0,473.8,218.7,0.0,0
2030-04-16 22:00:00,0.0,473.8,218.7,0.0,0
2030-04-16 23:00:00,0.0,473.8,218.7,0.0,0
2030-04-17 00:00:00,0.0,473.8,218.7,0.0,0
2030-04-17 01:00:00,0.0,473.8,218.7,0.0,0
2030-04-17 02:00:00,0.0,473.8,218.7,0.0,0
2030-04-17 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-17 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-17 05:00:00,0.0,473.8,218.7,0.0,0
2030-04-17 06:00:00,0.0,473.8,218.7,0.0,0
2030-04-17 07:00:00,0.0,473.8,218.7,0.0,0
2030-04-17 08:00:00,1.5,473.8,218.7,0.0,0
2030-04-17 09:00:00,7.1,473.8,218.7,0.0,0
2030-04-17 10:00:00,15.0,473.8,218.7,0.0,0
2030-04-17 11:00:00,22.0,473.8,218.7,0.0,0
2030-04-17 12:00:00,26.1,473.8,218.7,0.0,0
2030-04-17 13:00:00,27.9,473.8,218.7,0.0,0
2030-04-17 14:00:00,27.3,473.8,218.7,0.0,0
2030-04-17 15:00:00,23.6,473.8,218.7,0.0,0
2030-04-17 16:00:00,20.8,473.8,218.7,0.0,0
2030-04-17 17:00:00,13.1,473.8,218.7,0.0,0
2030-04-17 18:00:00,7.5,473.8,218.7,0.0,0
2030-04-17 19:00:00,2.9,473.8,218.7,69.0,0
2030-04-17 20:00:00,0.0,473.8,218.7,110.2,0
2030-04-17 21:00:00,0.0,473.8,218.7,97.3,0
2030-04-17 22:00:00,0.0,473.8,218.7,157.3,0
2030-04-17 23:00:00,0.0,473.8,218.7,167.9,0
2030-04-18 00:00:00,0.0,473.8,218.7,125.1,0
2030-04-18 01:00:00,0.0,473.8,218.7,41.7,0
2030-04-18 02:00:00,0.0,473.8,218.7,0.0,0
2030-04-18 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-18 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-18 05:00:00,0.0,473.8,218.7,0.0,0
2030-04-18 06:00:00,0.0,473.8,218.7,0.0,0
2030-04-18 07:00:00,0.0,473.8,218.7,0.0,0
2030-04-18 08:00:00,1.7,473.8,218.7,0.0,0
2030-04-18 09:00:00,8.5,473.8,218.7,0.0,0
2030-04-18 10:00:00,16.0,473.8,218.7,0.0,0
2030-04-18 11:00:00,22.4,473.8,218.7,0.0,0
2030-04-18 12:00:00,26.7,473.8,218.7,0.0,0
2030-04-18 13:00:00,28.9,473.8,218.7,0.0,0
2030-04-18 14:00:00,28.2,473.8,218.7,0.0,0
2030-04-18 15:00:00,27.4,473.8,218.7,0.0,0
2030-04-18 16:00:00,23.4,473.8,218.7,0.0,0
2030-04-18 17:00:00,17.8,473.8,218.7,0.0,0
2030-04-18 18:00:00,10.9,473.8,218.7,56.1,0
2030-04-18 19:00:00,3.1,473.8,218.7,225.5,0
2030-04-18 20:00:00,0.0,473.8,218.7,295.1,0
2030-04-18 21:00:00,0.0,473.8,218.7,288.9,0
2030-04-18 22:00:00,0.0,473.8,218.7,291.4,0
2030-04-18 23:00:00,0.0,473.8,218.7,276.2,0
2030-04-19 00:00:00,0.0,473.8,218.7,219.0,0
2030-04-19 01:00:00,0.0,473.8,218.7,127.0,0
2030-04-19 02:00:00,0.0,473.8,218.7,25.7,0
2030-04-19 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-19 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-19 05:00:00,0.0,473.8,218.7,0.0,0
2030-04-19 06:00:00,0.0,473.8,218.7,14.5,0
2030-04-19 07:00:00,0.0,473.8,218.7,9.3,0
2030-04-19 08:00:00,1.7,473.8,218.7,0.0,0
2030-04-19 09:00:00,8.9,473.8,218.7,0.0,0
2030-04-19 10:00:00,16.4,473.8,218.7,0.0,0
2030-04-19 11:00:00,22.5,473.8,218.7,0.0,0
2030-04-19 12:00:00,26.9,473.8,218.7,0.0,0
2030-04-19 13:00:00,29.1,473.8,218.7,0.0,0
2030-04-19 14:00:00,29.2,473.8,218.7,0.0,0
2030-04-19 15:00:00,27.6,473.8,218.7,0.0,0
2030-04-19 16:00:00,24.0,473.8,218.7,0.0,0
2030-04-19 17:00:00,18.5,473.8,218.7,0.0,0
2030-04-19 18:00:00,11.2,473.8,218.7,21.1,0
2030-04-19 19:00:00,3.4,473.8,218.7,204.4,0
2030-04-19 20:00:00,0.0,473.8,218.7,279.8,0
2030-04-19 21:00:00,0.0,473.8,218.7,260.8,0
2030-04-19 22:00:00,0.0,473.8,218.7,256.2,0
2030-04-19 23:00:00,0.0,473.8,218.7,233.6,0
2030-04-20 00:00:00,0.0,473.8,218.7,174.0,0
2030-04-20 01:00:00,0.0,473.8,218.7,82.8,0
2030-04-20 02:00:00,0.0,473.8,218.7,0.0,0
2030-04-20 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-20 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-20 05:00:00,0.0,473.8,218.7,0.0,0
2030-04-20 06:00:00,0.0,473.8,218.7,0.0,0
2030-04-20 07:00:00,0.0,473.8,218.7,0.0,0
2030-04-20 08:00:00,1.6,473.8,218.7,0.0,0
2030-04-20 09:00:00,7.9,473.8,218.7,0.0,0
2030-04-20 10:00:00,15.4,473.8,218.7,0.0,0
2030-04-20 11:00:00,22.1,473.8,218.7,0.0,0
2030-04-20 12:00:00,26.3,473.8,218.7,0.0,0
2030-04-20 13:00:00,28.8,473.8,218.7,0.0,0
2030-04-20 14:00:00,28.7,473.8,218.7,0.0,0
2030-04-20 15:00:00,27.4,473.8,218.7,0.0,0
2030-04-20 16:00:00,23.6,473.8,218.7,0.0,0
2030-04-20 17:00:00,18.4,473.8,218.7,0.0,0
2030-04-20 18:00:00,11.1,473.8,218.7,57.9,0
2030-04-20 19:00:00,3.4,473.8,218.7,209.5,0
2030-04-20 20:00:00,0.0,473.8,218.7,286.6,0
2030-04-20 21:00:00,0.0,473.8,218.7,287.6,0
2030-04-20 22:00:00,0.0,473.8,218.7,296.9,0
2030-04-20 23:00:00,0.0,473.8,218.7,281.4,0
2030-04-21 00:00:00,0.0,473.8,218.7,221.7,0
2030-04-21 01:00:00,0.0,473.8,218.7,126.8,0
2030-04-21 02:00:00,0.0,473.8,218.7,29.5,0
2030-04-21 03:00:00,0.0,473.8,218.7,0.0,0
2030-04-21 04:00:00,0.0,473.8,218.7,0.0,0
2030-04-21 05:00:00,0.0,473.8,218.7,0.0,0
2030-04-21 06:00:00,0.0,473.8,218.7,10.7,0
2030-04-21 07:00:00,0.0,473.8,218.7,0.0,0
2030-04-21 08:00:00,1.6,473.8,218.7,0.0,0
2030-04-21 09:00:00,8.2,473.8,218.7,0.0,0
2030-04-21 10:00:00,15.3,473.8,218.7,0.0,0
2030-04-21 11:00:00,20.5,473.8,218.7,0.0,0
2030-04-21 12:00:00,24.6,473.8,218.7,0.0,0
2030-04-21 13:00:00,27.1,473.8,218.7,0.0,0
2030-04-21 14:00:00,27.5,473.8,218.7,0.0,0
2030-04-21 15:00:00,25.4,473.8,218.7,0.0,0
2030-04-21 16:00:00,20.6,473.8,218.7,0.0,0
2030-04-21 17:00:00,14.9,473.8,218.7,0.0,0
2030-04-21 18:00:00,8.0,473.8,218.7,69.2,0
2030-04-21 19:00:00,3.0,473.8,218.7,188.0,0
2030-04-21 20:00:00,0.0,473.8,218.7,243.8,0
2030-04-21 21:00:00,0.0,473.8,218.7,228.2,0
2030-04-21 22:00:00,0.0,473.8,218.7,213.1,0
2030-04-21 23:00:00,0.0,473.8,218.7,188.0,0
2030-04-22 00:00:00,0.0,473.8,218.7,151.3,0
2030-04-22 01:00:00,0.0,473.8,218.7,32.3,0
2030-04-22 02:00:00,0.0,473.8,218.7,0.0,0
