Time,Dakar>Thies,Diourbel>Thies,FKK>Thies,LS>Thies,Thies>Dakar,Thies>Diourbel,Thies>FKK,Thies>LS,TotalExportsCountriesIn,TotalImportsCountriesIn
2030-01-08 16:00:00,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
2030-01-08 17:00:00,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
2030-01-08 18:00:00,68.5,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,68.5
2030-01-08 19:00:00,97.2,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,97.2
2030-01-08 20:00:00,107.6,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,107.6
2030-01-08 21:00:00,112.8,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,112.8
2030-01-08 22:00:00,126.3,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,126.3
2030-01-08 23:00:00,117.6,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,117.6
2030-01-09 00:00:00,128.6,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,128.6
2030-01-09 01:00:00,160.9,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,160.9
2030-01-09 02:00:00,181.1,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,181.1
2030-01-09 03:00:00,208.8,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,208.8
2030-01-09 04:00:00,223.3,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,223.3
2030-01-09 05:00:00,234.2,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,234.2
2030-01-09 06:00:00,226.8,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,226.8
2030-01-09 07:00:00,220.2,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,220.2
2030-01-09 08:00:00,188.5,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,188.5
2030-01-09 09:00:00,124.1,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,124.1
2030-01-09 10:00:00,36.6,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,36.6
2030-01-09 11:00:00,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
2030-01-09 12:00:00,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
2030-01-09 13:00:00,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
2030-01-09 14:00:00,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
2030-01-09 15:00:00,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
2030-01-09 16:00:00,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
2030-01-09 17:00:00,30.6,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,30.6
2030-01-09 18:00:00,98.2,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,98.2
2030-01-09 19:00:00,114.7,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,114.7
2030-01-09 20:00:00,128.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,128.0
2030-01-09 21:00:00,95.8,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,95.8
2030-01-09 22:00:00,101.5,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,101.5
2030-01-09 23:00:00,114.5,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,114.5
2030-01-10 00:00:00,125.7,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,125.7
2030-01-10 01:00:00,160.9,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,160.9
2030-01-10 02:00:00,175.4,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,175.4
2030-01-10 03:00:00,186.3,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,186.3
2030-01-10 04:00:00,202.6,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,202.6
2030-01-10 05:00:00,192.1,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,192.1
2030-01-10 06:00:00,161.5,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,161.5
2030-01-10 07:00:00,145.9,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,145.9
2030-01-10 08:00:00,143.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,143.0
2030-01-10 09:00:00,128.7,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,128.7
2030-01-10 10:00:00,85.7,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,85.7
2030-01-10 11:00:00,24.1,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,24.1
2030-01-10 12:00:00,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
2030-01-10 13:00:00,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
2030-01-10 14:00:00,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
2030-01-10 15:00:00,13.5,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,13.5
2030-01-10 16:00:00,81.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,81.0
2030-01-10 17:00:00,125.3,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,125.3
2030-01-10 18:00:00,123.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,123.0
2030-01-10 19:00:00,75.2,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,75.2
2030-01-10 20:00:00,90.3,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,90.3
