Type,Sector,Region,Fuel,Year,Value
Final Energy Demand [TWh],Transportation,Dakar,Oil,2035,4.64499268439435
Final Energy Demand [TWh],Transportation,Dakar,Oil,2040,5.029892691372692
Final Energy Demand [TWh],Transportation,Dakar,Oil,2045,4.701317224883286
Final Energy Demand [TWh],Transportation,Dakar,Oil,2050,5.154615928294501
Final Energy Demand [TWh],Transportation,Dakar,Power,2022,0.002907298879379824
Final Energy Demand [TWh],Transportation,Dakar,Power,2025,0.09097687937758905
Final Energy Demand [TWh],Transportation,Dakar,Power,2030,0.5508047843416383
Final Energy Demand [TWh],Transportation,Dakar,Power,2035,0.6834987762102607
Final Energy Demand [TWh],Transportation,Dakar,Power,2040,1.0278114332648833
Final Energy Demand [TWh],Transportation,Dakar,Power,2045,1.9571329428316964
Final Energy Demand [TWh],Transportation,Dakar,Power,2050,2.770983406780407
Final Energy Demand [TWh],Transportation,Diourbel,H2,2040,0.15831536231090607
Final Energy Demand [TWh],Transportation,Diourbel,H2,2045,0.14554946755298323
Final Energy Demand [TWh],Transportation,Diourbel,H2,2050,0.18429493918445164
Final Energy Demand [TWh],Transportation,Diourbel,Oil,2022,1.1367345649956966
Final Energy Demand [TWh],Transportation,Diourbel,Oil,2025,1.2031898856982115
Final Energy Demand [TWh],Transportation,Diourbel,Oil,2030,1.2406536358753224
Final Energy Demand [TWh],Transportation,Diourbel,Oil,2035,1.4626677419901797
Final Energy Demand [TWh],Transportation,Diourbel,Oil,2040,1.5255270586161003
Final Energy Demand [TWh],Transportation,Diourbel,Oil,2045,1.5261209481188251
Final Energy Demand [TWh],Transportation,Diourbel,Oil,2050,1.6716371595593094
Final Energy Demand [TWh],Transportation,Diourbel,Power,2025,0.0006343642170040458
Final Energy Demand [TWh],Transportation,Diourbel,Power,2030,0.09137924759935473
Final Energy Demand [TWh],Transportation,Diourbel,Power,2035,0.11105892995145016
Final Energy Demand [TWh],Transportation,Diourbel,Power,2040,0.18184335641262736
Final Energy Demand [TWh],Transportation,Diourbel,Power,2045,0.4167364005002471
Final Energy Demand [TWh],Transportation,Diourbel,Power,2050,0.6305499515031309
Final Energy Demand [TWh],Transportation,Thies,H2,2040,0.05063430346477828
Final Energy Demand [TWh],Transportation,Thies,H2,2045,0.09390009196545848
Final Energy Demand [TWh],Transportation,Thies,H2,2050,0.12777610968875977
Final Energy Demand [TWh],Transportation,Thies,Oil,2022,1.5733805387335833
Final Energy Demand [TWh],Transportation,Thies,Oil,2025,1.6266845023622298
Final Energy Demand [TWh],Transportation,Thies,Oil,2030,1.4464782100387468
Final Energy Demand [TWh],Transportation,Thies,Oil,2035,0.8607288842166162
Final Energy Demand [TWh],Transportation,Thies,Oil,2040,1.7795441173127737
Final Energy Demand [TWh],Transportation,Thies,Oil,2045,1.5279154434617714
Final Energy Demand [TWh],Transportation,Thies,Oil,2050,1.551420388095373
