Node,zone,ens_gwh,ens_mwh
Senegal States|ls,LS,0.3997507783961109,399.7507783961109
Senegal States|Touba_1,Diourbel,0.16340202690845917,163.40202690845916
Senegal States|Ziguinchor,ZS,0.0932927842982342,93.29278429823421
Senegal States|Ndioum,LS,0.055125916868767506,55.125916868767504
Senegal States|Dagana,LS,0.019250601897912098,19.250601897912098
