,FKK-0,FKK-1,FKK-2,FKK-3,FKK-4,FKK-5,FKK-6,FKK-7,FKK-8,FKK-9,FKK-10,FKK-11,FKK-12,FKK-13,FKK-14,FKK-15
2030-01-01 00:00:00,109.72240252852414,104.23540260521015,104.23051484472263,104.7574154252796,104.65868266343124,109.058644654316,110.6403239480844,104.54821927641282,104.5462641722178,104.68018880957644,103.65571421138776,108.95600168407763,110.35878894400201,104.1454678122394,103.98710437244308,104.30285369993824
2030-01-01 01:00:00,104.06335343604871,99.03384789436862,99.0299376859786,99.5294668078053,99.43562180644452,103.43380988525338,102.77591732363032,99.33200128410864,99.32906862781613,99.45712795258973,98.48348606347146,103.33703222760006,102.51393336149808,98.9488008618854,98.79825783886912,99.09738878070665
2030-01-01 02:00:00,99.51871373473271,93.74724615104384,93.74724615104384,94.236022199798,94.13826699004717,98.91654164266761,99.89604884437091,94.04051178029634,94.04051178029634,94.13826699004717,93.25847010228973,98.82367419340433,99.64090774692129,93.64949094129302,93.55173573154221,93.84500136079468
2030-01-01 03:00:00,96.09337118506372,90.13030339026324,90.13030339026324,90.52132422926654,90.52132422926654,95.50683992655875,98.43656356279105,90.42356901951571,90.42356901951571,90.52132422926654,89.6415273415091,95.40908471680793,98.18533267373144,90.0325481805124,89.93479297076156,90.13030339026324
2030-01-01 04:00:00,93.55173573154221,87.19764709773838,87.19764709773838,87.5886679367417,87.5886679367417,93.06295968278806,93.25847010228973,87.49091272699087,87.49091272699087,87.5886679367417,86.70887104898425,92.96520447303725,93.06295968278806,87.09989188798755,87.00213667823674,87.19764709773838
2030-01-01 05:00:00,90.7168346487682,84.85152206371853,84.85152206371853,85.24254290272185,85.14478769297101,90.22805860001405,91.59663153652565,85.14478769297101,85.14478769297101,85.24254290272185,84.36274601496439,90.13030339026324,91.401121117024,84.75376685396769,84.65601164421686,84.85152206371853
2030-01-01 06:00:00,89.83703776101075,84.75376685396769,84.75376685396769,85.24254290272185,85.14478769297101,89.3482617122566,88.17519919524668,85.04703248322019,85.04703248322019,85.14478769297101,84.36274601496439,89.25050650250577,87.979688775745,84.75376685396769,84.55825643446605,84.85152206371853
2030-01-01 07:00:00,87.09989188798755,83.87396996621025,83.87396996621025,84.26499080521356,84.26499080521356,86.51336062948259,82.30988661019701,84.16723559546274,84.16723559546274,84.26499080521356,83.38519391745609,86.51336062948259,82.11437619069532,83.77621475645942,83.6784595467086,83.97172517596108
2030-01-01 08:00:00,82.01662098094451,80.35478241518045,80.35478241518045,80.74580325418377,80.64804804443293,81.52784493219036,77.91090217140976,80.5502928346821,80.5502928346821,80.64804804443293,79.8660063664263,81.43008972243955,77.7153917519081,80.25702720542962,80.15927199567878,80.35478241518045
2030-01-01 09:00:00,83.09192828820363,84.55825643446605,84.55825643446605,84.94927727346935,84.85152206371853,82.60315223944947,80.64804804443293,84.85152206371853,84.75376685396769,84.94927727346935,84.0694803857119,82.50539702969867,80.45253762493127,84.46050122471522,84.36274601496439,84.55825643446605
2030-01-01 10:00:00,83.97172517596108,88.17519919524668,88.2729544049975,91.69438674627648,92.1831627950306,85.04703248322019,72.4366104253634,84.65601164421686,84.65601164421686,94.62704303880129,89.54377213175826,89.83703776101075,71.36130311810429,87.00213667823674,87.78417835624336,85.63356374172515
2030-01-01 11:00:00,83.18968349795443,89.7392825512599,86.70887104898425,91.49887632677482,91.01010027802067,84.16723559546274,73.1208968936192,83.48294912720692,82.01662098094451,92.28091800478144,91.98765237552897,89.93479297076156,70.6770166498485,86.61111583923342,87.09989188798755,84.94927727346935
2030-01-01 12:00:00,84.16723559546274,89.93479297076156,86.70887104898425,90.81458985851901,90.42356901951571,84.85152206371853,72.24110000586172,84.16723559546274,80.8435584639346,92.67193884378477,93.55173573154221,90.22805860001405,67.64660514757284,87.5886679367417,87.979688775745,84.94927727346935
2030-01-01 13:00:00,85.14478769297101,90.61907943901737,87.68642314649253,91.401121117024,91.88989716577811,86.22009500023012,76.05355318614401,85.24254290272185,81.03906888343624,93.55173573154221,94.82255345830296,91.49887632677482,70.38375102059602,88.37070961474834,89.3482617122566,85.73131895147598
2030-01-01 14:00:00,81.43008972243955,87.19764709773838,84.26499080521356,84.94927727346935,90.42356901951571,82.9941730784528,75.76028755689154,79.08396468841968,79.8660063664263,91.30336590727315,91.98765237552897,87.68642314649253,68.33089161582863,84.0694803857119,87.29540230748921,83.09192828820363
2030-01-01 15:00:00,82.9941730784528,90.22805860001405,87.5886679367417,90.52132422926654,91.88989716577811,84.0694803857119,75.46702192763905,83.28743870770526,81.6256001419412,92.8674492632864,93.55173573154221,88.66397524400081,68.62415724508111,85.43805332222348,90.0325481805124,84.94927727346935
2030-01-01 16:00:00,83.87396996621025,93.16071489253888,90.61907943901737,93.45398052179138,94.82255345830296,85.43805332222348,78.39967822016389,86.22009500023012,84.65601164421686,96.19112639481456,96.58214723381785,89.7392825512599,71.45905832785512,88.2729544049975,93.25847010228973,88.37070961474834
2030-01-01 17:00:00,88.66397524400081,97.90673032594158,95.01806387780462,98.3241450715776,96.28888160456536,90.52132422926654,85.53580853197433,91.20561069752233,88.46846482449916,99.84912634369053,99.18830112577491,93.74724615104384,79.27947510792134,91.49887632677482,96.58214723381785,91.88989716577811
2030-01-01 18:00:00,91.10785548777152,99.16679497962976,98.95173351817792,101.34282594868318,99.07197242617144,88.37070961474834,87.88193356599417,94.13826699004717,91.49887632677482,102.44843737096504,102.15712684590756,95.01806387780462,82.40764181994784,94.5292878290505,99.50698310956265,94.43153261929966
2030-01-01 19:00:00,102.89811133581884,108.71259121179808,114.69129984015872,110.531815665261,110.90426301441164,105.30777725617676,104.70365005991664,109.60411872472564,107.18076707500262,115.70599891737233,113.29340034072187,108.81523418203643,99.11987247894936,109.96190279241365,113.60035169933946,109.3411572104959
2030-01-01 20:00:00,108.2423886528966,110.05672534587195,116.8155205480442,114.04318279951072,109.89054148929556,108.88268527676452,106.14847206003385,108.80252600476884,108.80057090057385,116.36291392689787,114.26410957354759,111.28648588453738,103.74662655645604,110.92283650426428,109.9775436259738,110.56309733238126
2030-01-01 21:00:00,112.37059116067407,113.06660825409995,115.92692569140918,114.0510032162908,113.52508018783134,112.5543709550056,107.98822510754444,113.40581883193532,113.40386372774032,118.40795291488519,115.728482615615,112.68145272768167,107.23453244036556,112.96885304434912,112.79680387518766,113.13894710931558
2030-01-01 22:00:00,115.38047406890206,114.00799092400044,114.86334900932016,114.57790379684774,114.47037306612184,114.68250187128112,108.54836245941668,114.35013415812833,114.3481790539333,115.77247246000287,113.37355961271756,114.57497114055523,108.27171521582184,113.90925816215208,113.73525388879563,114.08032977921604
2030-01-01 23:00:00,114.59061197411536,110.85343030534122,111.01472640143008,111.4077023446284,111.30310427019502,113.897527536982,107.70864520765709,111.18677557059152,111.183842914299,112.08416839610412,110.23659493181349,113.78999680625608,107.43395306825725,110.7576301997854,110.58851368691649,110.92479160845932
2030-01-02 00:00:00,110.92576916055683,104.23540260521015,104.23051484472263,104.7574154252796,104.65868266343124,110.25516842166616,104.5579947973879,104.54821927641282,104.5462641722178,104.68018880957644,108.49557464615124,110.15154789933025,104.29112307476817,104.1454678122394,103.98710437244308,104.30285369993824
2030-01-02 01:00:00,103.04083394205504,99.03384789436862,99.0299376859786,99.5294668078053,99.43562180644452,102.41715570384476,99.3398217008887,99.33200128410864,99.32906862781613,99.45712795258973,102.90104399211135,102.32135559828896,99.08663570763407,98.9488008618854,98.79825783886912,99.09738878070665
2030-01-02 02:00:00,100.1531450460156,93.74724615104384,93.74724615104384,94.236022199798,94.13826699004717,99.54706274556047,94.04051178029634,94.04051178029634,94.04051178029634,94.13826699004717,98.4062594477683,99.45419529629716,93.84500136079468,93.64949094129302,93.55173573154221,93.84500136079468
2030-01-02 03:00:00,98.69072710814322,90.13030339026324,90.13030339026324,90.52132422926654,90.52132422926654,98.09344277656567,90.42356901951571,90.42356901951571,90.42356901951571,90.52132422926654,95.01806387780462,98.00057532730237,90.13030339026324,90.0325481805124,89.93479297076156,90.13030339026324
2030-01-02 04:00:00,93.55173573154221,87.19764709773838,87.19764709773838,87.5886679367417,87.5886679367417,92.96520447303725,87.49091272699087,87.49091272699087,87.49091272699087,87.5886679367417,92.57418363403393,92.8674492632864,87.19764709773838,87.09989188798755,87.00213667823674,87.19764709773838
2030-01-02 05:00:00,91.88989716577811,84.85152206371853,84.85152206371853,85.24254290272185,85.14478769297101,91.30336590727315,85.14478769297101,85.14478769297101,85.14478769297101,85.24254290272185,89.7392825512599,91.20561069752233,84.85152206371853,84.75376685396769,84.65601164421686,84.85152206371853
2030-01-02 06:00:00,88.46846482449916,84.75376685396769,84.75376685396769,85.24254290272185,85.14478769297101,87.88193356599417,85.04703248322019,85.04703248322019,85.04703248322019,85.14478769297101,88.85948566350247,87.78417835624336,84.85152206371853,84.75376685396769,84.55825643446605,84.85152206371853
2030-01-02 07:00:00,82.60315223944947,83.87396996621025,83.87396996621025,84.26499080521356,84.26499080521356,82.01662098094451,84.16723559546274,84.16723559546274,84.16723559546274,84.26499080521356,86.12233979047927,82.01662098094451,83.97172517596108,83.77621475645942,83.6784595467086,83.97172517596108
2030-01-02 08:00:00,78.10641259091142,80.35478241518045,80.35478241518045,80.74580325418377,80.64804804443293,77.61763654215726,80.5502928346821,80.5502928346821,80.5502928346821,80.64804804443293,81.03906888343624,77.61763654215726,80.35478241518045,80.25702720542962,80.15927199567878,80.35478241518045
2030-01-02 09:00:00,80.8435584639346,84.55825643446605,84.55825643446605,84.94927727346935,84.85152206371853,80.35478241518045,84.85152206371853,84.85152206371853,84.75376685396769,84.94927727346935,82.21213140044618,80.25702720542962,84.55825643446605,84.46050122471522,84.36274601496439,84.55825643446605
2030-01-02 10:00:00,75.85804276664237,88.37070961474834,88.66397524400081,90.81458985851901,91.01010027802067,72.63212084486506,85.04703248322019,84.85152206371853,84.65601164421686,94.236022199798,88.85948566350247,76.44457402514735,84.46050122471522,88.85948566350247,89.05499608300413,84.46050122471522
2030-01-02 11:00:00,75.27151150813741,88.56622003424998,86.8066262587351,90.52132422926654,90.32581380976488,73.51191773262249,86.02458458072844,83.97172517596108,82.9941730784528,94.13826699004717,91.88989716577811,78.88845426891801,84.36274601496439,87.78417835624336,89.15275129275494,81.9188657711937
2030-01-02 12:00:00,73.21865210337002,87.979688775745,88.07744398549583,90.13030339026324,89.83703776101075,71.26354790835346,86.22009500023012,83.87396996621025,83.38519391745609,95.21357429730625,91.30336590727315,77.42212612265561,84.94927727346935,87.68642314649253,90.13030339026324,82.30988661019701
