Timestep,Dakar,Diourbel,Thies,LS,FKK,ZS,MTKK
0,562.74878440715735906,98.489207224228081827,242.33151232113274887,80.867130489906145385,110.3587889440020291,61.511350184729408852,88.809503326373473442
1,530.42680294377191785,91.737365204760877191,226.75690893959657046,76.932914287474432058,102.51393336149808988,58.518877990340051554,82.00591522680451817
2,510.22556452915591763,88.774446479594686821,218.48222697131157588,72.760214709065209604,99.640907746921271837,55.33905101508455715,80.735912114884968105
3,482.52100898911129434,86.020221053212026163,210.91058027059520441,69.722209919542649459,98.18533267373143758,53.026029029083119326,74.839469095258550624
4,468.09155297867141599,82.951201953454201998,205.73486050935360936,67.975357165567174889,93.062959682788061855,51.696041387132289913,78.195905891045896396
5,457.12516641073705159,80.408300413654885119,200.99045072821547819,67.367756207662665702,91.401121117023990337,51.233436989931995242,76.835188271132111026
6,462.89694881491300293,80.408300413654885119,198.1869358575429203,68.279157644519443693,87.979688775745017892,51.927343585732430142,68.761597059643605689
7,456.54798817031939961,77.690026353869370723,192.79556110624960752,67.595606566876853094,82.114376190695338664,51.406913638882109296,81.643057194827505896
8,432.88368031319788543,69.622890434505976032,184.60067148428370842,67.595606566876853094,77.715391751908100559,51.406913638882109296,66.856592391764294803
9,456.54798817031939961,67.167675154699708173,185.67894643454241077,62.658848783902712398,80.452537624931267146,47.64825291162975418,69.033740583626368448
10,447.31313632363787747,65.326263694845010832,184.60067148428370842,68.279157644519443693,71.361303118104288501,52.910377929783045658,91.637074540554337432
11,414.99115486025243627,63.747911014969574239,181.36584663350771507,67.671556686614920295,70.677016649848496854,53.315156777333299942,76.109472207178086478
12,418.45422430275800707,64.712459874893454526,180.07191669319732341,69.038658841900073071,67.646605147572842043,54.818621068234236304,80.6451976068907328
13,423.64882846651636328,65.852381254803503907,182.44412158376638899,70.557661236661346038,70.38375102059602284,56.206434259835106104,65.042302231879233432
