Region,Unit,Scenario,Year,Variable,Value,Model
Dakar,EJ/yr,ID_2030,2025,Final Energy|Electricity|Industry,0.0003606878115319978,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2030,Final Energy|Electricity|Industry,0.0009407899553343004,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2035,Final Energy|Electricity|Industry,0.0009692636378775892,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2040,Final Energy|Electricity|Industry,0.0013395169277057209,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2045,Final Energy|Electricity|Industry,0.011216296647991562,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2050,Final Energy|Electricity|Industry,0.022809389699151212,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2025,Final Energy|Electricity|Industry,0.0002690947014366854,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2030,Final Energy|Electricity|Industry,0.0007748294185394178,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2035,Final Energy|Electricity|Industry,0.0007972225993247632,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2040,Final Energy|Electricity|Industry,0.0011501531366694773,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2045,Final Energy|Electricity|Industry,0.0015244084922831887,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2050,Final Energy|Electricity|Industry,0.0049054143781646145,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2025,Final Energy|Electricity|Industry,0.0001738660238996041,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2030,Final Energy|Electricity|Industry,0.0008805744153140054,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2035,Final Energy|Electricity|Industry,0.0009058574945581419,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2040,Final Energy|Electricity|Industry,0.0009931866105816218,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2045,Final Energy|Electricity|Industry,0.0014646428086839988,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2050,Final Energy|Electricity|Industry,0.003927729134224579,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2025,Final Energy|Electricity|Industry,0.0002326590005178484,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2030,Final Energy|Electricity|Industry,0.0009071946577806836,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2035,Final Energy|Electricity|Industry,0.0009331221549193428,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2040,Final Energy|Electricity|Industry,0.001048150383563026,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2045,Final Energy|Electricity|Industry,0.002183233968820571,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2050,Final Energy|Electricity|Industry,0.005914342912022871,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2025,Final Energy|Electricity|Industry,0.00023467012612846312,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2030,Final Energy|Electricity|Industry,0.0006453801339604042,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2035,Final Energy|Electricity|Industry,0.0006641360745867454,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2040,Final Energy|Electricity|Industry,0.0006832044997297606,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2045,Final Energy|Electricity|Industry,0.0011498232027938719,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2050,Final Energy|Electricity|Industry,0.0025410443921437356,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2025,Final Energy|Electricity|Industry,0.0005392008382815312,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2030,Final Energy|Electricity|Industry,0.001203461187290488,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2035,Final Energy|Electricity|Industry,0.0012394122218501533,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2040,Final Energy|Electricity|Industry,0.0015098500721230286,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2045,Final Energy|Electricity|Industry,0.010200301928623806,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2050,Final Energy|Electricity|Industry,0.021368197039607153,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2025,Final Energy|Electricity|Industry,0.00023450803659944862,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2030,Final Energy|Electricity|Industry,0.0004979665620836723,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2035,Final Energy|Electricity|Industry,0.0005120368662862485,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2040,Final Energy|Electricity|Industry,0.0006801513382382914,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2045,Final Energy|Electricity|Industry,0.0010582356773521672,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2050,Final Energy|Electricity|Industry,0.0015189954151405458,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2022,Final Energy|Electricity|Transportation,1.04662759657673e-05,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2025,Final Energy|Electricity|Transportation,0.0003273064958423157,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2030,Final Energy|Electricity|Transportation,0.0019828972236298967,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2035,Final Energy|Electricity|Transportation,0.002460595594356932,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2040,Final Energy|Electricity|Transportation,0.003713302085401966,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2045,Final Energy|Electricity|Transportation,0.007045277824602943,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2050,Final Energy|Electricity|Transportation,0.009969943371602603,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2025,Final Energy|Electricity|Transportation,2.2837111812145e-06,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2030,Final Energy|Electricity|Transportation,0.000342563238104782,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2035,Final Energy|Electricity|Transportation,0.00039981214782522015,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2040,Final Energy|Electricity|Transportation,0.0006546360830854569,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2045,Final Energy|Electricity|Transportation,0.0015002510418008895,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2050,Final Energy|Electricity|Transportation,0.0022745081502853794,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2030,Final Energy|Electricity|Transportation,0.0004139259602021856,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2035,Final Energy|Electricity|Transportation,0.0005622911911181372,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2040,Final Energy|Electricity|Transportation,0.0009367397449499597,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2045,Final Energy|Electricity|Transportation,0.0021616110723405133,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2050,Final Energy|Electricity|Transportation,0.0032995480163875096,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2025,Final Energy|Electricity|Transportation,2.099093306806e-06,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2030,Final Energy|Electricity|Transportation,0.0004133494088762142,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2035,Final Energy|Electricity|Transportation,0.0005482724396072763,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2040,Final Energy|Electricity|Transportation,0.0008594866447059331,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2045,Final Energy|Electricity|Transportation,0.0018351471074193554,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2050,Final Energy|Electricity|Transportation,0.0028007294872363538,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2030,Final Energy|Electricity|Transportation,0.00039503223964030843,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2035,Final Energy|Electricity|Transportation,0.0005262083609089423,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2040,Final Energy|Electricity|Transportation,0.0008594924240283597,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2045,Final Energy|Electricity|Transportation,0.0026235182911154686,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2050,Final Energy|Electricity|Transportation,0.003955062826481188,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2025,Final Energy|Electricity|Transportation,6.9049439432631e-06,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2030,Final Energy|Electricity|Transportation,0.0005340075995882846,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2035,Final Energy|Electricity|Transportation,0.0006000598839757476,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2040,Final Energy|Electricity|Transportation,0.000951551896933259,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2045,Final Energy|Electricity|Transportation,0.002114860801251482,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2050,Final Energy|Electricity|Transportation,0.003073551465487458,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2030,Final Energy|Electricity|Transportation,0.00019176359309690182,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2035,Final Energy|Electricity|Transportation,0.0002580189994916649,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2040,Final Energy|Electricity|Transportation,0.0005330459936270891,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2045,Final Energy|Electricity|Transportation,0.0014146906685599439,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2050,Final Energy|Electricity|Transportation,0.002030314981961966,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2022,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.010852753499999998,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2025,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.014119873851196155,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2030,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.01785472947606936,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2035,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.021589778847667905,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2040,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.025324634472541088,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2045,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.029059683844139657,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2050,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.03279473321573822,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2022,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0014121761260859882,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2025,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0016127288934622292,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2030,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.002039312703106721,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2035,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.002465918641910818,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2040,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.002892502451555312,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2045,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0033191083903594057,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2050,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.003745714329163501,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2022,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0021787394206295198,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2025,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0017593266993335944,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2030,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0022246871755137007,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2035,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0026900717924043,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2040,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0031554322685844044,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2045,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.003620816885475003,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2050,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.004086201502365602,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2022,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0012960374842926792,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2025,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.00111795053177714,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2030,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.001413660243913421,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2035,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0017093852960773069,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2040,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0020050950082135897,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2045,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0023008200603774737,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2050,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0025965451125413612,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2022,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0018392395671452128,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2025,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0017598191734199311,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2030,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0022253099141924,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2035,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.002690824802432876,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2040,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.003156315543205345,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2045,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0036218304314458226,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2050,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.004087345319686298,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2022,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0026934184748064003,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2025,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0047655678681514544,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2030,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.006026110854983633,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2035,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.007286719232851076,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2040,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.008547262219683254,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2045,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.009807870597550701,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2050,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.011068478975418142,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2022,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0007981427150399754,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2025,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.001100812982659489,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2030,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0013919896322207687,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2035,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0016831813866557094,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2040,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.0019743580362169898,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2045,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.00226554979065193,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2050,"Final Energy|Electricity|Other (excl. Heating, Industry, Transportation)",0.002556741545086872,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2025,Final Energy|Electricity|Heat,0.0003606878115319978,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2030,Final Energy|Electricity|Heat,0.0009407899553343004,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2035,Final Energy|Electricity|Heat,0.0009692636378775892,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2040,Final Energy|Electricity|Heat,0.0013395169277057209,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2045,Final Energy|Electricity|Heat,0.011216296647991562,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2050,Final Energy|Electricity|Heat,0.022809389699151212,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2025,Final Energy|Electricity|Heat,0.0002690947014366854,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2030,Final Energy|Electricity|Heat,0.0007748294185394178,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2035,Final Energy|Electricity|Heat,0.0007972225993247632,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2040,Final Energy|Electricity|Heat,0.0011501531366694773,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2045,Final Energy|Electricity|Heat,0.0015244084922831887,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2050,Final Energy|Electricity|Heat,0.0049054143781646145,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2025,Final Energy|Electricity|Heat,0.0001738660238996041,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2030,Final Energy|Electricity|Heat,0.0008805744153140054,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2035,Final Energy|Electricity|Heat,0.0009058574945581419,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2040,Final Energy|Electricity|Heat,0.0009931866105816218,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2045,Final Energy|Electricity|Heat,0.0014646428086839988,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2050,Final Energy|Electricity|Heat,0.003927729134224579,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2025,Final Energy|Electricity|Heat,0.0002326590005178484,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2030,Final Energy|Electricity|Heat,0.0009071946577806836,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2035,Final Energy|Electricity|Heat,0.0009331221549193428,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2040,Final Energy|Electricity|Heat,0.001048150383563026,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2045,Final Energy|Electricity|Heat,0.002183233968820571,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2050,Final Energy|Electricity|Heat,0.005914342912022871,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2025,Final Energy|Electricity|Heat,0.00023467012612846312,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2030,Final Energy|Electricity|Heat,0.0006453801339604042,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2035,Final Energy|Electricity|Heat,0.0006641360745867454,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2040,Final Energy|Electricity|Heat,0.0006832044997297606,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2045,Final Energy|Electricity|Heat,0.0011498232027938719,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2050,Final Energy|Electricity|Heat,0.0025410443921437356,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2025,Final Energy|Electricity|Heat,0.0005392008382815312,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2030,Final Energy|Electricity|Heat,0.001203461187290488,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2035,Final Energy|Electricity|Heat,0.0012394122218501533,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2040,Final Energy|Electricity|Heat,0.0015098500721230286,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2045,Final Energy|Electricity|Heat,0.010200301928623806,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2050,Final Energy|Electricity|Heat,0.021368197039607153,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2025,Final Energy|Electricity|Heat,0.00023450803659944862,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2030,Final Energy|Electricity|Heat,0.0004979665620836723,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2035,Final Energy|Electricity|Heat,0.0005120368662862485,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2040,Final Energy|Electricity|Heat,0.0006801513382382914,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2045,Final Energy|Electricity|Heat,0.0010582356773521672,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2050,Final Energy|Electricity|Heat,0.0015189954151405458,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2022,Final Energy|Electricity|Other,0.010852753499999998,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2025,Final Energy|Electricity|Other,0.014480561662728153,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2030,Final Energy|Electricity|Other,0.01879551943140366,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2035,Final Energy|Electricity|Other,0.022559042485545494,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2040,Final Energy|Electricity|Other,0.02666415140024681,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2045,Final Energy|Electricity|Other,0.04027598049213122,GENeSYS-MOD 4.0
Dakar,EJ/yr,ID_2030,2050,Final Energy|Electricity|Other,0.055604122914889434,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2022,Final Energy|Electricity|Other,0.0014121761260859882,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2025,Final Energy|Electricity|Other,0.0018818235948989148,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2030,Final Energy|Electricity|Other,0.002814142121646139,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2035,Final Energy|Electricity|Other,0.003263141241235581,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2040,Final Energy|Electricity|Other,0.004042655588224789,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2045,Final Energy|Electricity|Other,0.004843516882642594,GENeSYS-MOD 4.0
Diourbel,EJ/yr,ID_2030,2050,Final Energy|Electricity|Other,0.008651128707328115,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2022,Final Energy|Electricity|Other,0.0021787394206295198,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2025,Final Energy|Electricity|Other,0.0019331927232331984,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2030,Final Energy|Electricity|Other,0.003105261590827706,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2035,Final Energy|Electricity|Other,0.003595929286962442,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2040,Final Energy|Electricity|Other,0.004148618879166026,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2045,Final Energy|Electricity|Other,0.005085459694159002,GENeSYS-MOD 4.0
FKK,EJ/yr,ID_2030,2050,Final Energy|Electricity|Other,0.00801393063659018,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2022,Final Energy|Electricity|Other,0.0012960374842926792,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2025,Final Energy|Electricity|Other,0.0013506095322949885,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2030,Final Energy|Electricity|Other,0.0023208549016941046,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2035,Final Energy|Electricity|Other,0.0026425074509966494,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2040,Final Energy|Electricity|Other,0.003053245391776616,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2045,Final Energy|Electricity|Other,0.0044840540291980445,GENeSYS-MOD 4.0
LS,EJ/yr,ID_2030,2050,Final Energy|Electricity|Other,0.008510888024564232,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2022,Final Energy|Electricity|Other,0.0018392395671452128,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2025,Final Energy|Electricity|Other,0.0019944892995483942,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2030,Final Energy|Electricity|Other,0.002870690048152804,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2035,Final Energy|Electricity|Other,0.003354960877019621,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2040,Final Energy|Electricity|Other,0.003839520042935106,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2045,Final Energy|Electricity|Other,0.0047716536342396944,GENeSYS-MOD 4.0
MTKK,EJ/yr,ID_2030,2050,Final Energy|Electricity|Other,0.006628389711830034,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2022,Final Energy|Electricity|Other,0.0026934184748064003,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2025,Final Energy|Electricity|Other,0.0053047687064329855,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2030,Final Energy|Electricity|Other,0.007229572042274121,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2035,Final Energy|Electricity|Other,0.008526131454701229,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2040,Final Energy|Electricity|Other,0.010057112291806282,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2045,Final Energy|Electricity|Other,0.020008172526174508,GENeSYS-MOD 4.0
Thies,EJ/yr,ID_2030,2050,Final Energy|Electricity|Other,0.0324366760150253,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2022,Final Energy|Electricity|Other,0.0007981427150399754,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2025,Final Energy|Electricity|Other,0.0013353210192589375,GENeSYS-MOD 4.0
ZS,EJ/yr,ID_2030,2030,Final Energy|Electricity|Other,0.001889956194304441,GENeSYS-MOD 4.0
