Region,Sector,Technology,Type,PathwayScenario,Year,Value
Thies,Power,P_Coal_Hardcoal,PeakCapacity,NZ_NZ,2025,0.00019747235387045813
MTKK,Power,RES_Hydro_Large,PeakCapacity,NZ_NZ,2025,0.003940539436311327
Dakar,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2025,0.0002552654436607687
Diourbel,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2025,0.00027732648464979354
Thies,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2025,0.0014633046514432022
LS,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2025,0.0003838831455400572
FKK,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2025,0.0006626958530880219
Thies,Power,RES_Wind_Onshore_Opt,PeakCapacity,NZ_NZ,2025,0.0022083652208508046
Dakar,Power,P_Gas_OCGT,PeakCapacity,NZ_NZ,2025,0.001047357378245619
Dakar,Power,P_Gas_CCGT,PeakCapacity,NZ_NZ,2030,0.003537181496732136
Thies,Power,P_Gas_CCGT,PeakCapacity,NZ_NZ,2030,0.001047357378245619
MTKK,Power,RES_Hydro_Small,PeakCapacity,NZ_NZ,2030,0.0018518518518518524
Dakar,Power,P_Oil,PeakCapacity,NZ_NZ,2030,0.00034469604630186465
Thies,Power,P_Oil,PeakCapacity,NZ_NZ,2030,0.0008771929824561402
ZS,Power,P_Oil,PeakCapacity,NZ_NZ,2030,9.143841544949573e-5
MTKK,Power,RES_Hydro_Large,PeakCapacity,NZ_NZ,2030,0.003994098658521735
Dakar,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2030,0.007784413807765083
Diourbel,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2030,0.00035068226615579066
Thies,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2030,0.001463304651443202
LS,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2030,0.0015037612605774894
FKK,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2030,0.0008379858989177347
Thies,Power,RES_Wind_Onshore_Opt,PeakCapacity,NZ_NZ,2030,0.00422739675591601
Dakar,Power,P_Gas_OCGT,PeakCapacity,NZ_NZ,2030,0.0039622002557403255
Dakar,Power,P_Gas_CCGT,PeakCapacity,NZ_NZ,2035,0.004218640044074821
Thies,Power,P_Gas_CCGT,PeakCapacity,NZ_NZ,2035,0.0020947147564912474
MTKK,Power,RES_Hydro_Small,PeakCapacity,NZ_NZ,2035,0.0018518518518518524
MTKK,Power,RES_PV_Utility_Avg,PeakCapacity,NZ_NZ,2035,0.0014337804448615057
MTKK,Power,RES_Hydro_Large,PeakCapacity,NZ_NZ,2035,0.003994098658521735
Dakar,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2035,0.01230020573270572
Diourbel,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2035,0.00042404185301435875
Thies,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2035,0.0014633046514432025
LS,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2035,0.007998829989502404
FKK,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2035,0.0010132850379697236
Thies,Power,RES_Wind_Onshore_Opt,PeakCapacity,NZ_NZ,2035,0.01276575616749689
Dakar,Power,P_Gas_OCGT,PeakCapacity,NZ_NZ,2035,0.0039622002557403255
Dakar,Power,P_Gas_CCGT,PeakCapacity,NZ_NZ,2040,0.004576831743430306
Thies,Power,P_Gas_CCGT,PeakCapacity,NZ_NZ,2040,0.0020947147564912474
MTKK,Power,RES_Hydro_Small,PeakCapacity,NZ_NZ,2040,0.0018518518518518524
MTKK,Power,RES_PV_Utility_Avg,PeakCapacity,NZ_NZ,2040,0.003432366347262167
LS,Power,RES_Wind_Onshore_Avg,PeakCapacity,NZ_NZ,2040,0.00850340136054422
MTKK,Power,RES_Hydro_Large,PeakCapacity,NZ_NZ,2040,0.003994098658521735
Dakar,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2040,0.030260911933973407
Diourbel,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2040,0.0004973976345203559
Thies,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2040,0.005953002801647812
LS,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2040,0.014819341464088271
FKK,Power,RES_PV_Utility_Opt,PeakCapacity,NZ_NZ,2040,0.0011885750837994367
