Type,Sector,Region,Fuel,Year,Value
Final Energy Demand [TWh],Industry,MTKK,Power,2045,0.8748978664753262
Final Energy Demand [TWh],Industry,MTKK,Power,2050,1.6473820006364106
Final Energy Demand [TWh],Industry,MTKK,Gas_Bio,2035,0.22222222222222232
Final Energy Demand [TWh],Industry,MTKK,Gas_Bio,2040,0.2304254155987151
Final Energy Demand [TWh],Industry,MTKK,Gas_Bio,2045,0.6609121459569716
Final Energy Demand [TWh],Industry,MTKK,Gas_Bio,2050,0.9737506669367783
Final Energy Demand [TWh],Transportation,Dakar,H2,2035,0.1161118961116499
Final Energy Demand [TWh],Transportation,Dakar,H2,2040,0.10207291113808524
Final Energy Demand [TWh],Transportation,Dakar,H2,2045,0.16560735529690526
Final Energy Demand [TWh],Transportation,Dakar,H2,2050,0.10396407522360886
Final Energy Demand [TWh],Transportation,Dakar,Biofuel,2045,0.014496069083640541
Final Energy Demand [TWh],Transportation,Dakar,Biofuel,2050,0.3876793269076874
Final Energy Demand [TWh],Transportation,Dakar,Oil,2022,4.670252916828822
Final Energy Demand [TWh],Transportation,Dakar,Oil,2025,4.440319901638843
Final Energy Demand [TWh],Transportation,Dakar,Oil,2030,4.514378168493676
Final Energy Demand [TWh],Transportation,Dakar,Oil,2035,4.1432063460321364
Final Energy Demand [TWh],Transportation,Dakar,Oil,2040,2.6215447620924937
Final Energy Demand [TWh],Transportation,Dakar,Oil,2045,1.6737265525051237
Final Energy Demand [TWh],Transportation,Dakar,Power,2022,0.002907298879379824
Final Energy Demand [TWh],Transportation,Dakar,Power,2025,0.32261458667148185
Final Energy Demand [TWh],Transportation,Dakar,Power,2030,0.4632139659272429
Final Energy Demand [TWh],Transportation,Dakar,Power,2035,0.7965494711952157
Final Energy Demand [TWh],Transportation,Dakar,Power,2040,2.008505825464674
Final Energy Demand [TWh],Transportation,Dakar,Power,2045,3.393432332017547
Final Energy Demand [TWh],Transportation,Dakar,Power,2050,5.7302325646265055
Final Energy Demand [TWh],Transportation,Dakar,Powerfuel,2050,0.19947688966375363
Final Energy Demand [TWh],Transportation,Diourbel,H2,2035,0.1529506663165256
Final Energy Demand [TWh],Transportation,Diourbel,H2,2040,0.14767946510352678
Final Energy Demand [TWh],Transportation,Diourbel,H2,2045,0.21109410851557683
Final Energy Demand [TWh],Transportation,Diourbel,H2,2050,0.5954692434851487
Final Energy Demand [TWh],Transportation,Diourbel,Biofuel,2035,0.006119226828418055
Final Energy Demand [TWh],Transportation,Diourbel,Biofuel,2040,0.00603430456442745
Final Energy Demand [TWh],Transportation,Diourbel,Biofuel,2045,0.5362410029745938
Final Energy Demand [TWh],Transportation,Diourbel,Biofuel,2050,0.4884282723594585
Final Energy Demand [TWh],Transportation,Diourbel,Oil,2022,1.1367345649956966
Final Energy Demand [TWh],Transportation,Diourbel,Oil,2025,1.1411861238105954
Final Energy Demand [TWh],Transportation,Diourbel,Oil,2030,1.256917222154031
Final Energy Demand [TWh],Transportation,Diourbel,Oil,2035,1.2872219312823137
Final Energy Demand [TWh],Transportation,Diourbel,Oil,2040,0.9856155951965687
Final Energy Demand [TWh],Transportation,Diourbel,Oil,2045,0.43203495764352223
Final Energy Demand [TWh],Transportation,Diourbel,Power,2025,0.05753758697428803
Final Energy Demand [TWh],Transportation,Diourbel,Power,2030,0.07462579233059527
Final Energy Demand [TWh],Transportation,Diourbel,Power,2035,0.10888366833211661
Final Energy Demand [TWh],Transportation,Diourbel,Power,2040,0.39760288698775914
Final Energy Demand [TWh],Transportation,Diourbel,Power,2045,0.6678198600241574
Final Energy Demand [TWh],Transportation,Diourbel,Power,2050,1.0690484467536452
Final Energy Demand [TWh],Transportation,Thies,H2,2035,0.0682592490331034
Final Energy Demand [TWh],Transportation,Thies,H2,2040,0.059997195693984796
Final Energy Demand [TWh],Transportation,Thies,H2,2045,0.11031901607803837
Final Energy Demand [TWh],Transportation,Thies,H2,2050,0.15333133162651044
Final Energy Demand [TWh],Transportation,Thies,Biofuel,2050,0.16610682717834693
Final Energy Demand [TWh],Transportation,Thies,Oil,2022,1.5733805387335833
Final Energy Demand [TWh],Transportation,Thies,Oil,2025,1.5883920367472377
Final Energy Demand [TWh],Transportation,Thies,Oil,2030,1.4634441074154432
Final Energy Demand [TWh],Transportation,Thies,Oil,2035,0.7965579856888174
Final Energy Demand [TWh],Transportation,Thies,Oil,2040,0.7089066803311403
Final Energy Demand [TWh],Transportation,Thies,Oil,2045,0.4672879787506192
Final Energy Demand [TWh],Transportation,Thies,Power,2025,0.03741269517245085
Final Energy Demand [TWh],Transportation,Thies,Power,2030,0.12939207790872748
Final Energy Demand [TWh],Transportation,Thies,Power,2035,0.15409508864825122
Final Energy Demand [TWh],Transportation,Thies,Power,2040,0.6864709244503786
Final Energy Demand [TWh],Transportation,Thies,Power,2045,1.0447584307033593
Final Energy Demand [TWh],Transportation,Thies,Power,2050,1.4918688319338758
Final Energy Demand [TWh],Transportation,Thies,Powerfuel,2050,0.08753366909375844
Final Energy Demand [TWh],Transportation,LS,H2,2035,0.08751314421484484
Final Energy Demand [TWh],Transportation,LS,H2,2040,0.08006215013878475
Final Energy Demand [TWh],Transportation,LS,H2,2045,0.09854265445513395
Final Energy Demand [TWh],Transportation,LS,H2,2050,0.061867442032056914
Final Energy Demand [TWh],Transportation,LS,Biofuel,2035,0.004969874334138344
Final Energy Demand [TWh],Transportation,LS,Biofuel,2040,0.00476592981756617
Final Energy Demand [TWh],Transportation,LS,Biofuel,2045,0.37245954710949736
Final Energy Demand [TWh],Transportation,LS,Biofuel,2050,0.6412869492927045
Final Energy Demand [TWh],Transportation,LS,Oil,2022,1.4446412655286833
Final Energy Demand [TWh],Transportation,LS,Oil,2025,1.454858147930356
Final Energy Demand [TWh],Transportation,LS,Oil,2030,1.4860923982257375
Final Energy Demand [TWh],Transportation,LS,Oil,2035,1.461049020187969
Final Energy Demand [TWh],Transportation,LS,Oil,2040,0.84113756361071
Final Energy Demand [TWh],Transportation,LS,Oil,2045,0.32319159503279193
Final Energy Demand [TWh],Transportation,LS,Power,2025,0.06025122103320953
Final Energy Demand [TWh],Transportation,LS,Power,2030,0.09945099952772402
Final Energy Demand [TWh],Transportation,LS,Power,2035,0.18436114065482753
Final Energy Demand [TWh],Transportation,LS,Power,2040,0.594087515118056
Final Energy Demand [TWh],Transportation,LS,Power,2045,0.933996143142431
Final Energy Demand [TWh],Transportation,LS,Power,2050,1.3249694763773558
Final Energy Demand [TWh],Transportation,LS,Powerfuel,2050,0.04879445281950755
Final Energy Demand [TWh],Transportation,FKK,H2,2035,0.004288527491733664
Final Energy Demand [TWh],Transportation,FKK,H2,2040,0.0037702703086758722
Final Energy Demand [TWh],Transportation,FKK,H2,2045,0.002840554817171077
Final Energy Demand [TWh],Transportation,FKK,H2,2050,0.1381943026278527
Final Energy Demand [TWh],Transportation,FKK,Biofuel,2035,0.03166811903912391
Final Energy Demand [TWh],Transportation,FKK,Biofuel,2040,0.03268122271205349
Final Energy Demand [TWh],Transportation,FKK,Biofuel,2045,0.6588559817002956
