Timestep,Dakar>Thies,Diourbel>Thies,FKK>MTKK,FKK>Thies,FKK>ZS,LS>Thies,MTKK>ZS
0,126.87802288675993623,-97.379099172715655186,-3.9303209651537827085,-100.74986784442262433,0,-78.841540796491926812,47.154380780993960798
1,162.08589555223261414,-91.941674190544745215,3.5877240565921511006,-159.65606511656733346,56.61121310738531065,-75.342518780159366543,0
2,175.9381733222553521,-86.546338613170519238,41.609203676971674213,-189.87218513945254017,54.124714472433765877,-71.545012793256205441,0
3,168.24344676366217755,-84.35418211334354055,41.59838112869942961,-183.75792119544803427,51.638215837482221104,-67.899407045829093477,0
4,155.11528867016932054,-81.811280573544195249,44.047672844544308646,-182.69630112226786878,51.059960340981888294,-67.139905848448506731,0
5,146.41835027056549734,-80.145241633675595949,39.05837490486032948,-176.11261029401475753,51.811692486432320948,-68.127257405043337712,0
6,162.08589555223261414,-79.794496593703343024,30.572405534801987415,-169.03235000510630925,53.315156777333299942,-70.101960518232999675,0
7,146.50208306095737498,-78.479202693807110336,0,-126.61295295870377231,42.347962153490243509,-70.633611356399455872,0
8,144.19337009928767657,-68.74602783457521582,0,-119.14507889180822531,38.497030847375299345,-70.405760997185211636,3.0494281285581905649
9,127.25991181733388657,-64.469554795117460344,17.163595588931571001,-146.80915653481224581,52.968203479433100256,-60.994900107352123086,0
10,116.8780973904322309,-69.152592584941317,10.202852474158987661,-134.29366709908072153,54.413842220683932283,-55.570472817697691426,0
11,104.98183797551155294,-63.463639608577068429,53.119123643969487603,-166.61977156170451053,57.247294153535790429,-49.374695392937383076,0
12,69.31958394642060739,-61.851086941507901429,49.490543324199393282,-155.22477123273347388,59.662089106921257553,-46.061976316734558168,0
13,54.040681740067157079,-58.859548147441842048,49.036970784228174125,-151.79937262772091344,62.090762192222769045,-46.555911123408236563,0
14,63.141667206084093777,-56.677290282386138642,49.309114308210951094,-147.56671541621926735,62.630274570457572736,-50.556742619007764006,0
15,88.943928748913094751,-63.103294782303123611,28.175370857343182251,-129.8602406276036163,62.646465724359586602,-54.194184821934754837,0
16,76.725203214560679044,-70.785796840312173117,-7.0760232320016029917,-41.414673458168181241,0,-58.580477758575511871,50.557414377898567182
17,89.988768482281557226,-78.008567186263462645,-65.293523594023213263,-1.3382555894704637467,0,-71.317021788833358187,53.298923686806801925
18,96.083775430111927562,-83.108076824643035252,-88.191843774247843157,0,0,-79.332162293574128853,52.247655194169112747
19,85.52866524171349738,-99.255431438908431119,-86.068314332236752762,-28.289413248606251727,0,-88.592648683208381044,54.564146713149568768
20,93.138902574438361626,-104.20635137577687601,-82.966194460496240026,-33.39671946640146416,0,-90.442921586481247687,54.81510959863072685
21,100.69662550585599092,-108.13469582346692732,-85.664131707159413054,-32.743821207725886779,0,-88.827462539652628948,53.985891216649179114
22,97.29928036632736621,-105.61722329906558571,-83.076252980388744618,-32.696219479614228476,0,-87.565931050803328617,54.010177947502256757
23,92.789876007695966109,-102.44561127511587983,-87.819078713784506363,-24.26508968231973995,0,-84.20893575838090328,51.615043680997700903
24,126.87802288675993623,-97.379099172715655186,-102.8853070574534172,-1.7948817521228193073,0,-77.965076414714758357,47.154380780993960798
25,162.08589555223261414,-91.941674190544745215,-64.706930661608339506,-34.750197290981304832,0,-74.431117343302616973,44.611213107385367493
26,175.9381733222553521,-86.546338613170519238,-9.9288537929350013655,-84.209413197112098715,0,-71.165262194565912068,42.124714472433822721
27,187.48173813060748216,-84.35418211334354055,0,-116.70184189512110606,26.180517665854381448,-67.899407045829093477,13.457698171627839656
28,207.68297654522302764,-81.811280573544195249,18.003207295151923972,-156.65183557287537042,51.059960340981888294,-67.139905848448506731,0
29,201.33401590062931064,-80.145241633675595949,18.611629744499850858,-155.66586513365382416,51.811692486432320948,-68.127257405043337712,0
30,162.08589555223261414,-79.794496593703343024,0,-112.15631331646727631,27.011525623496481785,-70.101960518232999675,14.303631153836875001
31,146.50208306095737498,-78.479202693807110336,0,-90.091578419461711746,5.8265876142482966316,-70.633611356399455872,35.893348010635293122
32,144.19337009928767657,-68.74602783457521582,0,-89.064828704926640057,8.4167806604938846249,-70.405760997185211636,33.129678315439548442
33,129.88026300743058528,-62.922931089581425113,6.8963376959092670404,-128.23558415781599251,52.968203479433100256,-62.080271664383303687,0
34,125.80140639516139345,-65.002278027687452777,30.449710715678747874,-142.63863796597979672,54.413842220683932283,-56.989250019182463802,0
35,83.048456406462719315,-60.157885857308428967,53.951750513299771228,-152.83383728923763556,57.247294153535790429,-49.304199109192950345,0
36,54.078295612910551426,-59.485062118306814227,50.323170193529676908,-142.28512235696780408,59.662089106921257553,-45.508683545352027977,0
37,27.24888403399654635,-56.261486126037425493,49.869597653558344064,-140.24531768326778547,62.090762192222769045,-45.02281148871327332,0
38,37.55150764854533918,-55.102666416656688853,50.141741177541121033,-139.33543256594657578,62.630274570457572736,-46.183997454769951219,0
39,82.931800723757987726,-62.572384432065632609,46.785304381753803682,-142.03590945879795981,62.646465724359586602,-48.733077765411053406,0
40,78.632088977360581339,-69.27897376882754088,0,-75.388893067972730933,30.241705847756634284,-54.468772426088321481,20.315708530141932897
41,92.224169360085397784,-73.912248840657639448,-32.998748413941939361,-29.775370432783802244,0,-66.004103014902625546,53.298923686806801925
42,94.998850095228590362,-79.633581998176396155,-84.280662552506782959,0,0,-75.96534313225868118,52.247655194169112747
43,174.06673014371790487,-97.466231984450018899,-85.23568746290652598,-27.358684418982647912,0,-88.016600425324554635,54.564146713149568768
44,189.96536262048084609,-102.07382153274522807,-82.133567591166013244,-33.007406213846479659,0,-90.394313509848871036,54.81510959863072685
45,183.90476881130780384,-107.80850293629271164,-84.831504837829129428,-33.772936048655083141,0,-89.457848533478568243,53.985891216649179114
