Timestep,Dakar>Thies,Diourbel>Thies,FKK>MTKK,FKK>Thies,FKK>ZS,LS>Thies,MTKK>ZS
0,126.3008446463418295,-97.461524257109203973,-104.65868266343125015,0,0,-77.774441614172246773,47.154380780993960798
1,161.50871731181541691,-92.020591824538541914,-99.435621806444544291,0,0,-74.431117343302616973,44.611213107385367493
2,175.36099508183724538,-86.546338613170519238,-73.908946357698994234,-20.229320632348390063,0,-71.165262194565912068,42.124714472433822721
3,186.90455989018937544,-84.441868373336546938,-39.844878670214370686,-50.676445559052353929,0,-67.899407045829093477,39.638215837482221104
4,207.10579830480583041,-81.898966833537201637,0,-98.406850892551119614,10.818182955809220402,-67.139905848448506731,28.241777385172667891
5,200.75683766021211341,-80.232927893668716024,0,-114.11437735009758399,28.969589657126334714,-68.127257405043337712,10.842102829305986234
6,161.50871731181541691,-79.794496593703343024,0,-92.057039407340198522,6.9122517143690060948,-70.101960518232999675,34.402905062964293847
7,145.92490482054017775,-78.566888953800116724,-4.8572057678395594849,-79.407785037374196691,0,-70.633611356399455872,41.71993562488353291
8,143.61619185886956984,-68.74602783457521582,-5.8848164603176655874,-74.763231584115146688,0,-70.405760997185211636,41.546458975933433067
9,129.66136334796465235,-62.480346364819297378,0,-103.13262673368717515,35.392456453724548737,-61.121351162540236146,5.5757470257084946752
10,126.46710960759173759,-62.037266115037255076,29.22852171228817042,-139.62495726235056281,54.413842220683932283,-53.540711716992973379,0
11,85.579029647936295078,-56.510561634078499083,42.98883006711832877,-139.11094514780415921,57.247294153535790429,-46.994110192086509414,0
12,49.397693456071465334,-53.453609115894664683,39.36024974734823445,-126.75455821949208257,59.662089106921257553,-43.611664213063932038,0
13,31.645069676735147368,-51.75877503470337615,38.906677207377015293,-124.87661581168867997,62.090183936726248248,-43.609638316323525942,0
14,22.514068353049879079,-50.747090672314698168,39.178820731359792262,-124.907085532533074,62.629696314961165626,-44.072176588794832242,0
15,54.932576751899432566,-57.834829171957380822,35.822383935572361224,-127.45701138651156725,62.645887468863065806,-46.200606336225064297,0
16,85.608936498175353336,-64.932405078342185334,6.9170905781105034293,-110.96192075796125209,62.557414377898567182,-52.189320406151750831,0
17,103.49026924634563329,-67.432866442245199323,0,-94.217552390361561265,37.287187515821301531,-63.139546631021516987,16.011157915488979597
18,104.55917268074699678,-72.964342329079272531,-30.829944157935869953,-47.990098531967760209,0,-73.374569225065670253,52.247076938672648794
19,68.119494410900188086,-91.21068648603204565,-96.215514776023383092,-11.214885866208533116,0,-85.552774611571180685,54.563568457653104815
20,73.864201504403354193,-95.546456338860252799,-93.1133949042829272,-16.777146585012815194,0,-87.822642455518007409,54.814531343134262897
21,79.866855204746570962,-101.77218079836904963,-95.811332150945986541,-17.713748036885135662,0,-86.542123436734300412,53.985312961152715161
22,92.356992327382613439,-104.47379446875584108,-93.223453424175431792,-21.246919641946533375,0,-86.78820182468564326,54.00959969200573596
23,92.02800073034450179,-102.53329753510899991,-94.000483756246296707,-17.302620513948568259,0,-83.639309860345520065,51.61446542550123695
24,126.3008446463418295,-97.461524257109203973,-33.490449062563925509,-71.168233600867097266,0,-77.774441614172246773,47.154380780993960798
25,161.50871731181541691,-92.020591824538541914,0,-123.92891553588515308,24.493293729440438256,-74.431117343302616973,20.117919377944872394
26,175.36099508183724538,-86.546338613170519238,1.5696804939966000347,-149.83266195647775021,54.124714472433765877,-71.165262194565912068,0
27,186.90455989018937544,-84.441868373336546938,11.234333330963067965,-153.39387339771201368,51.638215837482221104,-67.899407045829093477,0
28,207.10579830480583041,-81.898966833537201637,29.752167908222077131,-168.40079618594563726,51.059960340981888294,-67.139905848448506731,0
29,200.75683766021211341,-80.232927893668716024,13.103050010791434943,-150.05953019019489147,51.811692486432320948,-68.127257405043337712,0
30,161.50871731181541691,-79.794496593703343024,0,-96.909121612444323546,11.764333919473301648,-70.101960518232999675,29.550822857859998294
31,145.92490482054017775,-78.566888953800116724,-12.979715488473175355,-71.285275316740353446,0,-70.633611356399455872,41.71993562488353291
32,143.61619185886956984,-68.74602783457521582,-14.095975673127327354,-66.552072371305712295,0,-70.405760997185211636,41.546458975933433067
33,129.2398591350802235,-62.428792241301380272,0,-94.170331056404393166,26.412963437965572666,-61.332102921187015454,14.55524004146752759
34,130.97647330484142003,-60.192187069065994365,19.231324032677093783,-128.4810089935981523,54.413842220683932283,-53.980256761179362002,0
35,84.909494161173824978,-55.402662912039772891,43.752071364004450515,-140.07384317410742369,57.247294153535790429,-47.84995536776341396,0
36,31.392012496420647949,-52.328270188065289403,40.123491044234242509,-127.97084736875558519,59.662089106921257553,-43.614605082361549648,0
37,4.2878529298041030415,-49.328453335501308175,39.669918504263023351,-124.99322844129164878,62.090183936726248248,-42.201675894949744361,0
38,1.3193247885874370695,-48.055315918129167585,39.94206202824580032,-124.17903485310398537,62.629696314961165626,-42.628821658705874142,0
39,31.24537775852058985,-55.837370866616879539,36.585625232458482969,-126.3343327972897896,62.645887468863065806,-45.43225138707248334,0
40,91.959188950522730011,-62.347598008637419298,42.300639236096344575,-144.02239318577539962,62.557414377898567182,-50.813660396030400079,0
41,111.07663835669882246,-67.494466498030078583,0,-113.63662990096145222,56.420171271094432086,-62.684312930176815826,0
42,111.59809334214696719,-73.09900194276383445,-27.504902097224317004,-51.678834786822335445,0,-72.658204282851329481,52.247076938672648794
43,75.171754000507462479,-87.080867541770658136,-95.452273479137375034,-9.3975411944729785318,0,-83.653560191766700882,54.563568457653104815
44,85.057645211421004205,-94.463531027945805363,-92.350153607396805455,-16.565768440682859364,0,-86.750986266013910608,54.814531343134262897
45,95.396111001377903449,-101.77218079836904963,-95.048090854059978483,-18.476989333771598467,0,-86.49275585890450202,53.985312961152715161
46,97.023371586301436764,-104.47379446875584108,-92.46021212728936689,-22.010160938832541433,0,-86.78820182468564326,54.00959969200573596
47,92.02800073034450179,-102.53329753510899991,-97.203037860685128635,-14.100066409509963705,0,-83.639309860345520065,51.61446542550123695
48,133.22698353135274374,-97.705292059889984557,-106.14451062690568506,-3.3999774198719023843,0,-79.421040210093451606,48.40630393091720407
49,155.73693490763980662,-93.180681044246966849,-58.347645870678491065,-45.547568604598836828,0,-75.874169618325822739,45.709898550736056677
50,179.40124276476126397,-89.290041688353994687,-10.08611701409881789,-89.272278176642430481,0,-72.456414230112955011,43.165574366134478623
51,195.56223349645370035,-86.809397393149765776,0,-117.72253492668733088,21.824674161125471983,-70.177910637971081087,19.548308165857861241
52,209.41451126647552883,-84.266495853350420475,0,-137.74427456859848462,44.290294046807048289,-68.96270872216200587,0
53,208.8373330260583316,-82.162025613516448175,0.34459424224547774429,-143.41144721384534932,52.447773532582800726,-68.96270872216200587,0
54,181.13277748601376516,-81.285163013585702174,0,-105.27004906534557449,15.530766514085826202,-70.481711116923293048,26.073518011497696989
55,197.87094645812430826,-79.356065293737856337,0,-121.98376559268308483,35.079384124196963057,-70.633611356399455872,6.6405515006866266958
56,190.3676293326952873,-71.201243114381441046,0,-113.30936792454167517,31.488257363098682617,-71.317162434041961205,10.752108208635149822
57,138.32718450725224102,-63.288405879130323228,0,-82.50660823593261739,16.400221541045766571,-68.313550196161486383,28.61577041388983389
58,149.64863952179348416,-59.589252953606319352,28.026883770911013016,-137.98634916641822201,58.738036823513652962,-58.806767640595467128,0
59,72.009396269937496982,-52.657845600461428148,47.44490461805060022,-136.827371645880703,53.315156777333299942,-40.332642354091831294,0
60,30.153821110407989181,-51.988734912868608262,32.114152767021892032,-120.97416383612016944,63.725490480829307671,-48.100910575528928348,0
61,0.92987790978713746881,-51.451512762356742314,32.023438259027670938,-114.82691483472126492,62.19253515960679124,-42.96562501858863925,0
62,12.973166577552547096,-50.591088380661403789,45.902757982148273186,-127.49947120024717151,61.296239140031275383,-42.496863843364167224,0
63,32.742219618949093274,-54.06601421727611978,43.453466266303507837,-128.13463210137706483,59.176354489860955255,-41.915361636092029585,0
64,77.81960401336709765,-60.682221907499751978,39.462027914556301766,-134.89491443503811752,59.338266028881093916,-47.199707424997427552,0
65,148.02499125932263269,-63.612379465285357583,51.02812768382352715,-166.8994856119029464,63.476840617334119088,-61.941663048458167395,0
66,156.20040171608434321,-69.765274391838147494,0,-99.68244491618770553,25.968225331292046576,-74.324578919563009549,26.126192156304455239
67,97.189619902493177506,-87.319020339707208223,-100.01304736679742291,-4.7691358585452690022,0,-85.344464708024815991,54.084194651054303904
68,107.88308699461595097,-93.409542182828886325,-74.919102890090130131,-34.254892911731985805,0,-88.505434031963204689,54.765957881428221299
69,113.05460402875814907,-99.850974841920674407,-104.05827431141119632,-8.1304921591263337177,0,-88.503155528371053151,55.481838186095615129
70,126.87802288675993623,-103.57676402902666268,-96.308244564394499321,-18.885517053883631888,0,-86.713011206144983589,53.952930653348687429
71,117.64317104007750459,-103.04012411786902703,-102.33548089819373672,-12.069396177394992264,0,-86.457059302627612851,53.757480295531536285
72,129.18673584842963464,-98.866258142198375936,-102.3592643657472081,-8.3876127609655668493,0,-80.875485003077301371,49.512506695722436234
73,160.93153907139731018,-92.088110244733229592,-41.524366892171542531,-61.350283193306950125,0,-76.940509299448194724,46.520034501333043409
74,181.13277748601376516,-89.11379230576790178,-7.4577823723845995119,-92.534066577542034793,0,-72.760214709065166971,43.339051015084578466
75,209.41451126647552883,-86.283279833191272701,0,-128.93887540005744086,30.408466835905755943,-69.722209919542592615,10.617562193177377594
76,223.84396727691546403,-83.3019469934265544,0,-144.24476347888139571,50.888538166840930899,-67.975357165567174889,0
77,234.81035384485039685,-80.759045453627209099,19.927065028283777792,-162.8548887644919887,51.233436989931988137,-67.36775620766263728,0
78,229.03857144067387708,-80.759045453627209099,8.6199190948961472714,-148.87804263527596049,51.985169135382420791,-68.279157644519500536,0
79,235.38753208526759408,-77.953085133848617261,22.885191406906187694,-156.69974686573596045,51.40691363888208798,-67.595606566876881516,0
80,217.37252116659692547,-69.885949214485208358,26.175318003921233867,-155.59088902396388221,51.40691363888208798,-67.595606566876881516,0
81,156.90031069533961272,-61.472550230971023666,28.443180703777557028,-140.25900257859530029,47.648252911629697337,-56.22038255724191913,0
82,156.84390883859396126,-57.773705536436636976,50.980293069869617284,-145.72867354352911207,52.910377929783066975,-53.281572422245403686,0
83,64.220359225297215744,-51.022737311784339909,35.518912327329189793,-115.28696975233560806,53.315156777333299942,-46.249364894105383428,0
84,31.479407292670657625,-48.72965566682159988,39.963923219047615021,-109.76935269571094977,54.818621068234278937,-42.215825606657631397,0
