,Dakar>Thies,Diourbel>Thies,FKK>MTKK,FKK>Thies,FKK>ZS,LS>Thies,MTKK>ZS
2030-01-01 00:00:00,126.87802288675992,-97.40978936371324,-96.85454480977421,-7.375970034948295,0.0,-77.75393508184288,47.14859822602892
2030-01-01 01:00:00,162.0858955522326,-91.97148751894247,-94.61275336665273,-4.417184319325769,0.0,-74.35516722356452,44.55338755773533
2030-01-01 02:00:00,175.93817332225535,-86.54633861317053,-49.37475727480256,-44.37248887624128,0.0,-71.16526219456591,42.12471447243382
2030-01-01 03:00:00,187.48173813060748,-84.35418211334354,-17.647027661195807,-72.48327572906737,0.0,-67.82345692609101,39.63821583748222
2030-01-01 04:00:00,207.68297654522303,-81.8112805735442,0.0,-108.35701095263812,21.15936385489977,-67.1399058484485,17.900596486082122
2030-01-01 05:00:00,201.9111941410474,-80.2329278936687,0.0,-111.24842058650393,26.396898522785246,-68.12725740504334,13.41479396364707
2030-01-01 06:00:00,162.0858955522326,-79.79449659370334,-16.182773885883194,-68.57099296808428,0.0,-70.101960518233,41.31515677733329
2030-01-01 07:00:00,146.50208306095735,-78.47920269380711,-27.71531846293556,-56.15865150327454,0.0,-70.63361135639946,41.719935624883526
2030-01-01 08:00:00,144.19337009928768,-68.74602783457522,-20.265099002249883,-60.08968341293075,0.0,-70.40576099718521,41.54645897593343
2030-01-01 09:00:00,127.90621827708947,-65.82399951869252,0.0,-80.23325863632681,5.443090456306379,-63.71141078968458,35.52511302312672
2030-01-01 10:00:00,128.49570567463525,-63.597247212116365,0.0,-114.44007677713124,50.6437502784496,-55.80054195214041,0.0
2030-01-01 11:00:00,93.80464190932344,-54.64989662937205,59.9882953159439,-158.3919783894885,57.24729415353579,-46.682729138668606,0.0
2030-01-01 12:00:00,19.48281267992388,-49.88513269527209,56.35971499617381,-143.30671237498427,59.65630655195628,-42.33865872124295,0.0
2030-01-01 13:00:00,-7.994073481651867,-46.82903365186803,55.90614245620258,-140.488047863274,62.084401381761275,-41.959610053240446,0.0
2030-01-01 14:00:00,-14.650341573224976,-44.04238415531223,56.17828598018536,-137.7846082648598,62.62449201549259,-42.314909518477286,0.0
2030-01-01 15:00:00,14.888332873189029,-53.03812713035336,52.82184918439793,-141.166171502045,62.640104913898085,-45.345125832895405,0.0
2030-01-01 16:00:00,75.23179677222468,-59.98814064853627,58.53686318803591,-158.60821230414376,62.551631822933594,-51.17658527539527,0.0
2030-01-01 17:00:00,119.6285440319607,-65.88329557151428,38.50348497474874,-160.23566627215087,65.2925628763453,-63.055433035297256,0.0
2030-01-01 18:00:00,119.29013561749616,-72.19827684469907,0.0,-101.59998035860872,21.41415455897595,-73.41077094777961,30.827139824731656
2030-01-01 19:00:00,70.96544450042984,-94.64149215506096,-79.20368918056398,-33.04558859598319,0.0,-86.74071812475393,54.557785902688074
2030-01-01 20:00:00,71.42273754743655,-101.6178529807812,-76.1006621637435,-40.714858384300896,0.0,-89.30518879280508,54.808748788169225
2030-01-01 21:00:00,80.67490474133047,-102.51839087091012,-77.23464316444353,-38.69228252696576,0.0,-87.5097279621972,53.97953040618768
2030-01-01 22:00:00,93.14772651675504,-104.41767526236026,-76.21072068363605,-38.65262832568396,0.0,-86.76541678876424,54.0038171370407
2030-01-01 23:00:00,92.81296313731309,-102.47805519131327,-80.95445356211171,-30.060272839318255,0.0,-83.61728432562143,51.6086828705362
