Timestep,Dakar>Thies,Diourbel>Thies,FKK>MTKK,FKK>Thies,FKK>ZS,LS>Thies,MTKK>ZS
0,126.3008446463418295,-97.72458303708845051,-55.577870797849698192,-49.179544627430004766,0,-77.848872731515484702,47.163054613441431684
1,161.50871731181541691,-92.268743940318927343,0,-120.80534772467262883,21.275880916867095038,-74.431117343302616973,23.335332190518215612
2,175.36099508183724538,-86.809397393149765776,12.148413307418422846,-160.50914997965037401,54.124714472433765877,-71.24121231430399348,0
3,186.90455989018937544,-84.617240893322787088,32.471506900341637447,-174.63104696709024211,51.638215837482221104,-67.899407045829093477,0
4,206.52862006438772369,-82.074339353523441787,49.161666120355334897,-187.81029439807889503,51.059960340981888294,-67.215855968186588143,0
5,200.75683766021211341,-80.495986673647962562,40.5167979802405398,-177.62885891904488744,51.869518036082354229,-68.203207524781419124,0
6,161.50871731181541691,-80.057555373682589561,0,-126.07493872047552941,40.832395817753535994,-70.177910637971081087,0.48276095957976394857
7,145.92490482054017775,-78.742261473786356873,0,-99.39963271030183023,15.134641905088301428,-70.709561476137423597,26.585293719795231482
8,143.61619185886956984,-68.921400354561342283,0,-102.94032359372477003,22.194520339540986242,-70.481711116923293048,19.409764186042536949
9,130.06179235020499618,-62.383218517639534184,35.831760001499674217,-155.67500998936748147,52.968203479433100256,-59.648275856224017843,0
10,75.170400783429613512,-60.289315523885534276,52.565901957797223076,-160.14143038835663901,54.413842220683932283,-51.02104135837373633,0
11,6.4156511209739619517,-54.923769658391279336,60.820922185274184812,-154.66510550067323493,57.247294153535790429,-44.664042745258711875,0
12,-37.025303255134531355,-51.022551840673372681,57.192341865504090492,-141.74550657327108638,59.670762939368728439,-40.773868026658306007,0
13,-43.029776010456771473,-48.154374699310778851,56.738769325532757648,-138.66228399569899921,62.099436024670239931,-40.480621168798393228,0
14,-45.806071214639814571,-41.907719447945737556,57.010912849515534617,-132.49523193879531391,62.639526658401564418,-39.229388493840701813,0
15,21.712681972186146595,-54.307642123081109276,53.654476053728217266,-140.13181278898764504,62.655717812303578285,-43.812685712785992109,0
16,83.672999268605963152,-61.08047130131603808,43.712694083913675058,-142.6852980381991074,62.566666465842558864,-49.403764878838273944,0
17,88.337578901585402491,-67.839703340828464206,0,-79.299189300590569474,22.99536500837461972,-62.38403296699607381,30.312810766376173888
18,90.766930780947404855,-73.150851268912902015,-58.040387596330674569,-21.086744535494744923,0,-73.056383311062404573,52.256907282113161273
19,75.724822273308745935,-89.474202537760902487,-78.363942608131139878,-27.937327792000360205,0,-85.186432324643874381,54.573977056590081247
20,92.237800285166485992,-98.851351477999514827,-75.260915591310663331,-38.782267208200210007,0,-88.951261234825665269,54.824939942071239329
21,79.826452727917057928,-102.04663879214740518,-77.960338238550264123,-36.09066497774074378,0,-86.697061680999922828,53.99514330459322764
22,92.316589850554009899,-104.75526736333358713,-75.370974111203224766,-39.206929685644354322,0,-86.870987455200065597,54.020008290942712392
23,91.981826471111162391,-102.80950925408717467,-80.115285245175414275,-31.292417099452904949,0,-83.71905748607048281,51.624295768941749429
24,126.3008446463418295,-97.72458303708845051,-67.218287866337618652,-37.539127558941800089,0,-77.848872731515484702,47.163054613441431684
25,161.50871731181541691,-92.268743940318927343,-1.5786969118952924873,-97.950769895910070773,0,-74.431117343302616973,44.611213107385367493
26,175.36099508183724538,-86.809397393149765776,0,-142.6957732726341419,48.459751072836297681,-71.24121231430399348,0
27,186.90455989018937544,-84.617240893322787088,22.641016963782135463,-164.80055703053085381,51.638215837482221104,-67.899407045829093477,0
28,206.52862006438772369,-82.074339353523441787,52.357480313303199182,-191.00610859102653194,51.059960340981888294,-67.215855968186588143,0
29,200.75683766021211341,-80.495986673647962562,44.870965537622510055,-181.9830264764268577,51.869518036082354229,-68.203207524781419124,0
30,161.50871731181541691,-80.057555373682589561,0,-137.07929568259987718,51.836752779877997455,-70.177910637971081087,0
31,145.92490482054017775,-78.742261473786356873,0,-133.29550478959527027,49.030513984381855153,-70.709561476137423597,0
32,143.61619185886956984,-68.921400354561342283,11.665024062316319942,-146.01511184208357008,53.604284525583466348,-70.481711116923293048,0
33,106.33594466599697625,-62.258015646239073249,55.730378333633893817,-175.20543330472764865,52.968203479433100256,-59.490212037238848097,0
34,36.021197153773755417,-59.210287111016782546,53.190372109794793687,-159.29331139532405359,54.413842220683932283,-50.535125470696470984,0
35,-6.5842280887454762706,-53.955155569876183108,61.44539233727186911,-153.54209871158582246,57.247294153535790429,-44.165773988832370378,0
36,-30.188181494449963793,-49.815080011497229862,57.81681201750177479,-140.87242812047634288,59.670762939368728439,-40.182826754728921514,0
37,-20.761216885874091531,-47.018754649333004636,57.363239477530441945,-137.8695914407944656,62.099436024670239931,-39.887484302276334347,0
38,2.5296256054098193999,-46.656976844635892121,57.635383001513218915,-138.08015631185435268,62.639526658401564418,-40.763720171226282218,0
39,51.272670552322779258,-55.310650480677281848,54.278946205725901564,-142.14210422420728719,62.655717812303578285,-44.1559682188063789,0
40,83.400186165735249233,-62.192229460799808294,14.864674669662463202,-115.25852642443032892,62.566666465842558864,-49.785463842341641794,0
41,86.465535217155775172,-68.596813076702119361,-8.7766814285147347618,-48.45747041324239035,0,-62.705327728099973683,53.308175774750793607
42,102.6439781920198584,-66.790953642039539773,-62.743357969927842532,-9.4088550504425256804,0,-70.918725236152681646,52.256907282113161273
43,119.68908038872541511,-84.083258983897849248,-77.739472456133512424,-22.987871668405659875,0,-82.757646853702112821,54.573977056590081247
44,158.55850366565300646,-94.718698044525581281,-74.636445439313035877,-34.38309713110265875,0,-87.047191732992359903,54.824939942071239329
45,168.83776705912896432,-102.04663879214740518,-77.335868086552579825,-36.296742832004838419,0,-86.965925104872667362,53.99514330459322764
