,Dakar>Thies,Diourbel>Thies,FKK>MTKK,FKK>Thies,FKK>ZS,LS>Thies,MTKK>ZS
2030-01-01 00:00:00,133.80416177177085,-97.18092822513132,-80.54968083657229,-28.40632084750541,0.0,-79.34736859394752,48.41266474137871
2030-01-01 01:00:00,156.314113148057,-92.68086936228643,-31.810172696408586,-71.52685953119135,0.0,-75.79821949858774,45.70989855073606
2030-01-01 02:00:00,179.97842100517846,-88.81039784619179,0.0,-115.79839871159083,16.974724518186576,-72.45641423011294,26.190849847947906
2030-01-01 03:00:00,195.56223349645367,-86.28327983319126,0.0,-146.13832200238676,50.72923728557885,-70.101960518233,0.0
2030-01-01 04:00:00,209.99168950689364,-83.82806455338503,7.027539514812304,-152.44051752043242,52.4477735325828,-68.88675860242392,0.0
2030-01-01 05:00:00,209.41451126647553,-81.72359431355108,0.0,-138.2250865621204,48.09478317185698,-68.88675860242392,0.0
2030-01-01 06:00:00,181.70995572643096,-80.84673171362033,0.0,-95.1909751912685,5.9404686887629055,-70.40576099718521,35.66381583682056
2030-01-01 07:00:00,197.8709464581243,-78.91763399377248,0.0,-106.54708961259303,20.033728983110446,-70.55766123666137,21.68620664177308
2030-01-01 08:00:00,190.3676293326953,-70.85049807440907,0.0,-93.82680585879645,12.396716136356984,-71.241212314304,29.843649435376847
2030-01-01 09:00:00,139.4312430137752,-63.03340421140546,0.0,-85.90167773747633,17.773255673827975,-66.17223284168449,27.24273628110768
2030-01-01 10:00:00,141.06634491893328,-61.815744925043994,27.018535225202296,-141.7194317530093,58.74381937847875,-59.244651280865696,0.0
2030-01-01 11:00:00,61.484565070793,-54.26788209320397,45.93975095982853,-138.02675887449323,53.31515677733329,-41.54141634126211,0.0
2030-01-01 12:00:00,15.003382454404344,-54.25853174042163,30.5182846008056,-122.96245489604598,63.73185129129081,-49.07348777361869,0.0
2030-01-01 13:00:00,-18.671733295986087,-53.66672101645111,30.427570092811266,-116.93276136261738,62.198895970068286,-43.64024901007406,0.0
2030-01-01 14:00:00,-15.39281866239162,-50.37581278678044,44.3976043239262,-126.14273598987349,61.302021694996256,-41.931619700451165,0.0
2030-01-01 15:00:00,3.9479645632236497,-54.235583033637226,41.94831260808144,-126.93133616658088,59.18271530032246,-41.74062651325096,0.0
2030-01-01 16:00:00,58.06164596126564,-60.789218686895765,37.95687425633423,-133.46912025119673,59.34404858384608,-47.47566293963678,0.0
2030-01-01 17:00:00,146.6317853303326,-66.10976577507336,49.4730810462047,-167.45283920726433,63.48320142779561,-61.52040165120616,0.0
2030-01-01 18:00:00,141.62370023394303,-71.06099227225513,0.0,-92.58423591430255,17.96531099012168,-73.39626688868088,34.135467307936324
2030-01-01 19:00:00,84.86735912622589,-88.38475451735621,-101.6025547225522,-3.532449025591177,0.0,-85.54819795713433,54.090555461515805
2030-01-01 20:00:00,102.42875262266988,-94.91336154171027,-76.45813901095158,-34.828346873585815,0.0,-88.56467512535892,54.77289694738619
2030-01-01 21:00:00,111.63474555733046,-99.31521179336288,-105.55706715917177,-7.124385568509752,0.0,-89.21252964672463,55.48819899655712
2030-01-01 22:00:00,126.87802288675992,-103.0199562780706,-88.3780234211112,-26.19694771944387,0.0,-86.63250407922261,53.95929146381018
2030-01-01 23:00:00,118.2203492804956,-102.4868238173126,-103.924409998452,-9.865586807803993,0.0,-86.37579267450792,53.76441936148956
2030-01-02 00:00:00,129.76391408884774,-98.33575626924016,-99.10691343477232,-11.04463446455793,0.0,-80.79953488333923,49.51886750618394
2030-01-02 01:00:00,161.5087173118154,-91.59443660097213,-28.808157438661567,-73.51319815962732,0.0,-76.86911618689442,46.52581705629802
2030-01-02 02:00:00,181.70995572643096,-88.63590218880563,0.0,-111.6715140699348,12.217318773637656,-72.68426458932707,31.121732241446864
2030-01-02 03:00:00,209.41451126647553,-85.8448485332259,7.924712210723896,-158.9513165671092,53.026029029083126,-69.64625979980462,0.0
2030-01-02 04:00:00,223.84396727691544,-82.86351569346118,31.39061302491837,-175.9541036753371,51.696041387132254,-67.8994070458291,0.0
2030-01-02 05:00:00,222.0673977436254,-80.32061415366182,34.34988899974019,-176.78893668719456,51.233436989931995,-67.29180608792467,0.0
2030-01-02 06:00:00,226.4730883659431,-80.32061415366182,26.36701229624589,-166.13635978787167,51.985169135382414,-68.2791576445195,0.0
2030-01-02 07:00:00,233.19882497549588,-77.60234009387625,39.24847243142983,-172.67200705125651,51.40691363888209,-67.5196564471388,0.0
2030-01-02 08:00:00,208.65760518876505,-69.53520417451284,24.371293120372343,-153.3958433014118,51.40691363888209,-67.5196564471388,0.0
2030-01-02 09:00:00,141.3613274616664,-60.054590584166135,26.639155820228662,-137.93180696933996,47.6482529116297,-52.63541565603407,0.0
2030-01-02 10:00:00,101.0470957375628,-54.705513550922085,49.2170897149183,-142.15512968616667,52.91037792978307,-48.82080251758929,0.0
2030-01-02 11:00:00,15.751270737282537,-50.45680730469565,33.714887443780405,-113.73283093742566,53.31515677733329,-40.6031754010205,0.0
2030-01-02 12:00:00,0.0,-48.73612403209688,38.25061284349306,-107.74515087035115,54.81862106823428,-36.3854908550237,0.0
2030-01-02 13:00:00,0.0,-48.93827681667653,22.647717468481574,-91.9821114642109,56.20643425983508,-35.41164559961078,0.0
