Timestep,Dakar>Thies,Diourbel>Thies,FKK>MTKK,FKK>Thies,FKK>ZS,LS>Thies,MTKK>ZS
0,128.03237936759433069,-96.78897064296222652,-104.23540260521019718,0,0,-77.607351350748444929,47.148019970532459411
1,163.24025203306791809,-91.384866439588677167,-92.649461260133989526,-6.3843866342344881559,0,-74.203266984088486424,44.553387557735334212
2,177.66970804350785329,-86.020221053212026163,-42.993883827356853544,-50.753362323686815216,0,-71.013361955089749245,42.124714472433822721
3,188.63609461144278612,-83.828064553385047475,-21.239240410441198037,-68.891062979821981571,0,-67.747506806352930653,39.638215837482221104
4,208.8373330260583316,-81.285163013585702174,-2.2276824458767805481,-84.969964651861573657,0,-66.988005608972343907,39.059960340981888294
5,203.06555062188272132,-79.706810333710222949,-12.681107893157900435,-72.170414170560434286,0,-67.975357165567174889,39.811692486432377791
6,163.24025203306791809,-79.268379033744849949,-57.948337406298037422,-26.805429447669666843,0,-69.950060278756836851,41.315156777333299942
7,148.23361778221078566,-78.040771393841737336,-71.505341851885930282,-12.368628114324110356,0,-70.481711116923293048,41.71993562488353291
8,145.34772658012298052,-68.307596534609729133,-66.033021382243362041,-14.321761032937047275,0,-70.253860757709162499,41.546458975933433067
9,132.13165292457415489,-61.924077068241558663,-4.2002700142908793168,-62.994005734204620239,0,-59.620639667724276478,40.968203479433100256
10,140.85735060847036948,-57.282249568554561847,27.201776934182817058,-132.34155013770896403,54.413842220683932283,-50.247970742951679313,0
11,95.273966492482031754,-54.47166878623499997,47.589606783984663707,-141.07079218151557143,57.247294153535790429,-45.504938243047604374,0
12,41.242544104051376053,-51.379026327883138947,43.961026464214569387,-129.21217713097485102,59.655728296459756166,-41.840623754709440618,0
13,17.4336233729882224,-48.850870908037222762,43.416739416249015449,-126.14435961567050981,62.083823126264746861,-41.579379369513844722,0
14,11.602902267885838228,-46.185152655504793984,43.688882940231792418,-123.59357004758248877,62.623335504499664239,-42.07335337973836431,0
15,49.971894892370983143,-55.198335532516466628,40.423160652438696161,-128.11076940567954807,62.639526658401564418,-45.216304079083215584,0
16,107.24450192171298113,-62.120318276491389042,46.04746014808245036,-146.08415874330194129,62.550475311940544998,-50.718016573247041379,0
17,121.99796169639193977,-68.788741409864428533,7.2971671851159953803,-129.57550312147850491,65.291984620848779741,-63.157100213976946179,0
18,125.31047775912247744,-73.738259134567442743,0,-102.04300610782456715,24.580456098772515361,-73.658862906743706844,27.660260029438575202
19,77.62575083557931066,-90.575007364151360889,-91.652520057833100964,-12.932709919692115363,0,-86.255611293992842548,54.556629391695082631
20,91.182739939031307586,-96.108525265415892136,-88.548007640436253496,-21.508717705435628886,0,-88.656574770241945771,54.808170532672704667
21,121.49293600957298622,-101.06981385582446364,-91.247430287675797445,-21.819177966424376791,0,-86.711492203750140106,53.978373895194692977
22,147.219356812100159,-103.75213654901278915,-88.657737270745315072,-25.350253653255094832,0,-86.601364530130013009,54.002660626047713777
23,131.79278274784337555,-101.8247925543648762,-93.4017990388044268,-17.451631266536878684,0,-83.459308076566230739,51.608104615039735563
24,128.03237936759433069,-96.78897064296222652,-104.23540260521019718,0,0,-77.607351350748444929,47.148019970532459411
25,163.24025203306791809,-91.384866439588677167,-99.033847894368591369,0,0,-74.203266984088486424,44.553387557735334212
26,177.66970804350785329,-86.020221053212026163,-48.903849972429100035,-44.84339617861496663,0,-71.013361955089749245,42.124714472433822721
27,188.63609461144278612,-83.828064553385047475,-25.893338749685540279,-64.236964640577753016,0,-67.747506806352930653,39.638215837482221104
28,208.8373330260583316,-81.285163013585702174,0,-89.033066376598981151,1.8354192788603995723,-66.988005608972343907,37.224541062121488721
29,203.06555062188272132,-79.706810333710222949,0,-85.911085457853459957,1.0595633941350115492,-67.975357165567174889,38.752129092297366242
30,163.24025203306791809,-79.268379033744849949,-40.366188124708173746,-44.387578729259530519,0,-69.950060278756836851,41.315156777333299942
31,148.23361778221078566,-78.040771393841737336,-49.786216268745533853,-34.08775369746490469,0,-70.481711116923293048,41.71993562488353291
32,145.34772658012298052,-68.307596534609729133,-26.381581023417538745,-53.973201391762813728,0,-70.253860757709162499,41.546458975933433067
33,132.10355264371537487,-61.931441943029881259,1.5519788330015558131,-121.49553594212920871,52.968203479433100256,-59.473113436671496856,0
34,105.33146059917544335,-57.264794815306458986,40.028442280949548149,-144.99862640812898462,54.413842220683932283,-49.863742578821529605,0
35,59.459746919615099614,-53.115985973763940819,48.283462508426509885,-139.95683162579325653,57.247294153535790429,-44.617188515611474031,0
36,18.346234688096046739,-50.06499930797849629,44.654882188656415565,-127.08246306735509279,59.655728296459756166,-41.815575977878665981,0
37,6.5826941666118727881,-49.184205444774079297,44.110595140690975313,-125.99188330546712677,62.083823126264746861,-42.076755136819883774,0
38,-3.0613790562556459918,-46.696584715899462026,44.382738664673638596,-124.5310421013150517,62.623335504499664239,-42.464935828296461295,0
39,30.505689817756319826,-56.084890368432638752,41.117016376880542339,-129.37555781884748285,62.639526658401564418,-45.389265483282883906,0
40,99.82373869577440928,-62.890979381975284923,46.741315872524296537,-147.43019292128383313,62.550475311940544998,-50.888236206198598666,0
41,122.81969927717364044,-67.880813889604723954,0,-116.54519903989557861,59.794510651185078132,-62.627922554313272485,0
42,124.89311986609027372,-73.488987521719764118,-19.848484292994100997,-58.491750463761945866,0,-73.073631296877806562,52.240716128211147407
43,81.391540497415917343,-97.400682756635092119,-90.958664333391254786,-19.120228078591026133,0,-86.738753413808353798,54.556629391695082631
44,85.014175764593346685,-99.601945863540322534,-87.854151915994350475,-23.006121254029494594,0,-88.930754702496415121,54.808170532672704667
45,82.227514208054344635,-101.06981385582446364,-88.264303771661957398,-24.80230448243810315,0,-86.425919753535026757,53.978373895194692977
46,96.997376705208807834,-103.75213654901278915,-87.963881546303412051,-26.044109377697168384,0,-86.601364530130013009,54.002660626047713777
47,100.48712677979165164,-101.8247925543648762,-92.707943314362523779,-18.145486990978497488,0,-83.459308076566230739,51.608104615039735563
48,128.03237936759433069,-96.78897064296222652,-104.23540260521019718,0,0,-77.607351350748444929,47.148019970532459411
