Timestep,Dakar>Thies,Diourbel>Thies,FKK>MTKK,FKK>Thies,FKK>ZS,LS>Thies,MTKK>ZS
0,136.11287473344054888,-97.577270120299999689,-94.737587000047710717,-14.321057654268315673,0,-79.386862656211292233,48.412664741378705457
1,158.62282610972761177,-93.0587971428566334,-43.320949086539258133,-60.112860798714336852,0,-75.798219498587741327,45.709898550736056677
2,181.70995572643096239,-89.172542099963266082,0,-108.26414326438316493,9.3476016217157393839,-72.456414230112955011,33.817972744418682396
3,197.87094645812430826,-86.634024873163639313,0,-136.9885904745578955,41.481750547999240553,-70.177910637971081087,0
4,212.30040246856424346,-84.1788095933573004,8.0685650900352925419,-153.57929830540615512,52.447773532582800726,-68.96270872216200587,0
5,211.72322422814613674,-82.074339353523441787,22.338566307023711488,-165.01439843962043597,52.447773532582800726,-68.886758602423924458,0
6,184.0186686881015703,-81.109790493599575711,9.5230004273302029105,-152.47554666517044097,53.604284525583466348,-70.405760997185211636,0
7,183.50618384859353682,-79.268379033744849949,38.797561167717276476,-179.03085742208349984,53.71993562488353291,-70.55766123666137446,0
8,165.91148763211003825,-71.113556854388320971,45.510434759292024864,-181.27864526321627636,54.240365571733832439,-71.24121231430399348,0
9,98.880011622828533291,-63.878288099657765997,43.061143043447145828,-165.93007956207520692,57.015991954935657304,-66.330296660669546327,0
10,80.408761437887733337,-57.794475698618953174,63.649707777822754906,-170.36034631081520274,58.74381937847874724,-56.000079634999337941,0
11,-30.977899699403678824,-48.030418387866575358,58.845467434447186861,-142.81748127182027019,53.315156777333299942,-37.420727989062470442,0
12,-29.277618031910606078,-47.548331269882964989,43.424001075424257579,-127.77531522206345471,63.731851291290809058,-44.416505869882030311,0
13,-32.075197987698629731,-47.159231602640716119,43.333286567429922798,-121.87845946887682658,62.198895970068292627,-39.006095792581504611,0
14,-30.017700008482279372,-43.624531166200881671,57.303320798544859827,-131.86224437064311132,61.302021694996255974,-37.332461334144227294,0
15,-39.716069044781761477,-47.873417450676811313,54.85402908269998079,-132.96219070097458825,59.182715300322456642,-37.80141520714107628,0
16,6.7078899639745941386,-54.70383994975600217,50.862590730952888407,-140.21371534058471298,59.344048583846074507,-43.897859037635043933,0
17,114.02241363617667957,-61.467711860385065847,62.378797520823354716,-175.8741325304217753,63.483201427795620475,-58.946944820597991566,0
18,155.54967099051827972,-62.641020053063471096,9.1935903492084207755,-140.25026449799042894,64.100778298058003202,-69.332963011288484267,0
19,97.73843388753812178,-84.10743032066102387,-88.69683824793361282,-12.758735189588605863,0,-82.680050867134127657,54.090555461515805291
20,110.91327275680851017,-92.773816797879135265,-63.552422536332983327,-45.33026274043140802,0,-86.852759426462966985,54.772896947386186639
