Timestep,Dakar>Thies,Diourbel>Thies,FKK>MTKK,FKK>Thies,FKK>ZS,LS>Thies,MTKK>ZS
0,130.3410923292649386,-98.736482477408571867,-79.438750708588941052,-31.201573239495701273,0,-80.821560418063313591,49.51424146221194178
1,162.66307379265072086,-91.967980068542715344,0,-111.72471272057737224,8.9487953969470481752,-76.888863218026358481,37.572973870875443936
2,182.28713396684906911,-88.99716957997713962,0,-144.7754990088105842,44.879450164439390392,-72.684264589327085559,0
3,210.56886774731083278,-86.195593573198152626,37.237274051737131231,-188.69986664361113071,53.026029029083133537,-69.722209919542592615,0
4,195.16044006118499965,-83.12657447344031425,50.372291340927290548,-195.32680283034915192,51.696041387132254386,-67.975357165567174889,0
5,170.15855018880665739,-80.671359193634089024,49.011573721013519389,-191.84164224747109984,51.233436989931988137,-67.291806087924669555,0
6,153.93861018630741455,-80.671359193634089024,40.937982509524999841,-181.09835084015412576,51.985169135382420791,-68.279157644519500536,0
7,156.59611634304746985,-77.865398873855497186,53.81944264470894268,-187.53624289378785761,51.40691363888208798,-67.519656447138800104,0
8,121.71599830979448598,-69.798262954492088284,39.032977841645674744,-168.35079365193769263,51.40691363888208798,-67.519656447138800104,0
9,56.656933406919961271,-61.510066842378478214,41.21012603350777681,-153.90844099171454218,47.648252911629697337,-54.089602790697313139,0
10,8.6604839253404861665,-51.138510105257182659,63.813459990435717373,-154.07736193410937631,52.910377929783066975,-48.563014495470270049,0
11,0,-44.087098935436642932,48.285857657059523262,-123.65114722881389753,53.315156777333299942,-38.63987149660056275,0
12,0,-42.553955077502109816,52.821583056772169584,-117.82745981388552536,54.818621068234278937,-34.785417606631540366,0
13,0,-42.244897051750626815,37.21868768176057074,-102.24155299404947073,56.206434259835077683,-32.464946281227639702,0
14,0,-40.706859939522132663,58.53659706041003119,-123.39036152724429485,56.206434259835077683,-33.560199100523959714,0
15,0,-47.175447355533151494,47.469427085111192355,-116.61009508294637271,55.975132061234944558,-36.132605539587416388,0
16,31.025807590958720539,-53.536373634318010772,45.382993401243311382,-128.66971837968822001,57.866027534791101061,-43.446682206566151763,0
17,139.84632885575501859,-60.64384665637476246,51.823723468835282802,-161.63078572395625088,62.443498045087949322,-59.378161756995837095,0
18,163.43128661858554551,-65.959988151857487537,0,-106.00277764960264903,36.946426566665763858,-66.190340742868897905,10.388369929236262124
19,103.70068511105273501,-87.661700556913615401,-88.365128494222744848,-13.036632578275657579,0,-82.348693910711062927,52.372558381413227835
20,129.76391408884774137,-91.488336226380511107,-76.825057094633166344,-29.323414965400843357,0,-85.285148955069303156,53.751697740566555694
21,112.20545762407891743,-98.668087194613917745,-82.614029158107143758,-25.374195949437307718,0,-86.409210727192657941,54.052390598746740125
22,110.46216254122464306,-102.22288817473349809,-78.518971873959742425,-30.029390585456894769,0,-86.431236261916751573,53.784080048370583427
23,116.48881455924311012,-102.11591093754191206,-83.255232776927016403,-24.453412430730168126,0,-83.642347865134979656,51.661304120717773003
24,127.45520112717713346,-97.334379180119185548,-97.540883212761627874,-7.0171115846264910942,0,-77.722795532750296843,47.1561155474834095
25,162.66307379265072086,-91.899584785748061222,-45.023539486555932854,-54.31628221433265935,0,-74.355167223564535561,44.611213107385367493
26,176.51535156267254933,-86.458652353177399164,0,-97.68179553117533942,3.6412837508792108565,-71.165262194565912068,38.483430721554611864
27,188.05891637102467939,-84.266495853350420475,0,-120.362062242448701,29.938493222932834215,-67.823456926091012065,9.6997226145494437333
28,208.26015478564022487,-81.811280573544195249,11.917619978259267555,-150.46849304623219723,51.059960340981888294,-67.063955728710425319,0
29,202.48837238146461459,-80.145241633675595949,3.731632547856236215,-140.68811272725952222,51.811692486432320948,-68.127257405043337712,0
30,162.66307379265072086,-79.706810333710222949,0,-90.506564370378328022,5.4595318871580502673,-70.101960518232999675,35.855624890175249675
31,147.07926130137548171,-78.479202693807110336,-19.427974894186149868,-64.739260701276634791,0,-70.55766123666137446,41.71993562488353291
32,144.7705483397048738,-68.658341574582095745,-10.684113391419145955,-69.866179443262808491,0,-70.405760997185211636,41.546458975933433067
33,130.64009307343167166,-62.606241473685940946,0,-115.93334789172649835,46.972166579958070542,-59.538525968477301831,0
34,102.47485533110739198,-54.637962797836166828,51.130133872019314367,-154.74848769734444431,54.413842220683932283,-48.401090390244121409,0
35,38.002056303316749108,-50.461756622081338719,59.38515409949638979,-151.24834103350622172,57.247294153535790429,-43.175446512050484671,0
36,-7.1754952459223204642,-47.512699823365437624,55.756573779726181783,-138.7441507244384411,59.663823873410706256,-39.915039632902562516,0
37,-21.894480159556223953,-45.114696592305676859,55.303001239754962626,-136.02341339586382674,62.091918703215810638,-39.948056301763244846,0
38,-4.6889017500161571661,-45.44800142648750807,55.484430255743518501,-137.2404116860529939,62.632009336947135125,-41.470934004915989135,0
39,37.854584799667463813,-53.769165513296229619,52.218707967950422244,-140.43225443544815789,62.648200490849148991,-44.615829229384871724,0
40,97.98130786563433503,-60.365782636583162457,47.003719289674791071,-147.41880243502600933,62.559149144388015884,-50.252220023546215089,0
41,106.92946368374668964,-65.197375383747839805,0,-100.02070818360198246,44.496969001549700806,-62.496756034818986336,8.8036894517465498211
42,110.34715375279301952,-70.125873816569082919,-35.957471134102888755,-41.243764591434683098,0,-72.582982049183556228,52.249389960658618293
43,84.497723258864425588,-88.015614639064096991,-79.840463493737956924,-26.753883074645727902,0,-85.077211785927374876,54.565881479639074314
44,89.359631462843026384,-94.339893401355539027,-76.736529331837516565,-32.075772193906232133,0,-86.80567035222532013,54.816844365120232396
45,92.12726763594946533,-101.63889768317949347,-79.435373723580596561,-33.980220629329778603,0,-86.435033767903632906,53.987625983138741503
46,96.359489939811282966,-104.33700390316664652,-76.845680706650114189,-37.514228972453111055,0,-86.729720232487352405,54.011912713991705459
47,93.522892373026479618,-102.39826069471962455,-81.591227875285710525,-29.604345664183256304,0,-83.58310677173926706,51.616778447487206449
48,127.45520112717713346,-97.334379180119185548,-96.985798633208105457,-7.5721961641797861375,0,-77.722795532750296843,47.1561155474834095
49,162.66307379265072086,-91.899584785748061222,-58.388927923636742889,-40.950893777252076688,0,-74.355167223564535561,44.611213107385367493
50,176.51535156267254933,-86.458652353177399164,-9.5985179056187917013,-84.441993874677791609,0,-71.165262194565912068,42.124714472433822721
51,188.05891637102467939,-84.266495853350420475,0,-115.30904118841181116,24.885472168896171752,-67.823456926091012065,14.752743668586106196
52,208.26015478564022487,-81.811280573544195249,7.4681542167879797489,-146.01902728476079574,51.059960340981888294,-67.063955728710425319,0
53,202.48837238146461459,-80.145241633675595949,7.5140108807024716953,-144.47049106010581454,51.811692486432320948,-68.127257405043337712,0
54,162.66307379265072086,-79.706810333710222949,0,-93.884848768055235269,8.8378162848349575142,-70.101960518232999675,32.477340492498342428
55,147.07926130137548171,-78.479202693807110336,-11.111913782301371612,-73.05532181316129936,0,-70.55766123666137446,41.71993562488353291
56,144.7705483397048738,-68.658341574582095745,-8.0231511346003685503,-72.527141700081756426,0,-70.405760997185211636,41.546458975933433067
57,130.8157198287999563,-62.46630885270883482,0,-111.44414396758929797,43.532000302865185404,-59.243473506371742587,0
58,124.6481411175973335,-54.738051750028603237,51.685218451572836784,-155.62834109511459246,54.413842220683932283,-48.673963958046442713,0
59,77.011187193963451136,-54.067763897749046009,59.94023867904979852,-153.96652869803983776,57.247294153535790429,-44.498473841661507322,0
