Timestep,Hydro|Reservoir_MTKK_0,Electricity|Gas|Fossil|CCGT|w/o CCS_Dakar_0,Electricity|Gas|Fossil|CCGT|w/o CCS_Thies_0,Electricity|Gas|Fossil|OCGT|w/o CCS_Dakar_0,Electricity|Oil|w/o CCS_Dakar_0,Electricity|Oil|w/o CCS_Thies_0,Electricity|Oil|w/o CCS_ZS_0,Electricity|Oil|w/o CCS_MTKK_0,Solar|PV|Utility_Dakar_0,Solar|PV|Utility_Diourbel_0,Solar|PV|Utility_Thies_0,Solar|PV|Utility_LS_0,Solar|PV|Utility_FKK_0,Wind|Onshore_Thies_0,Hydro|Run of River_MTKK_0,SlackUnit_Dakar,SlackUnit_Diourbel,SlackUnit_Thies,SlackUnit_LS,SlackUnit_FKK,SlackUnit_ZS,SlackUnit_MTKK
0,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,158.66486109675395255,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
1,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,180.59452922381254325,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
2,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,178.57332080219785553,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
3,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,180.9432172263718428,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
4,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,192.98698948426084598,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
5,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,206.62054263517433128,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
6,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,210.28102791627847523,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
7,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,204.88892255466817005,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
8,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,204.32156580474125462,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
9,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,5.6903068739374456086,5.8329808323074159304,49.401998623195943594,8.4932958734673817958,15.597985997855866813,185.11195959595215754,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
10,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,13.292486606815730354,14.363126109573949307,112.42060800462974157,19.716143149049226935,35.083086411472891086,153.06664566583427245,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
11,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,19.894155839711089584,21.151478499415357959,165.18430909701135079,29.33548566896664056,51.070764099198015629,145.29060771045550382,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
12,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,24.597932103392935232,25.753641457107601553,205.39398613208041411,35.088692552387229284,62.053844316982640805,119.95901532113970234,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
13,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,27.128362394741412089,28.342542242679197528,227.30244132988818251,39.231966751504650404,67.237122133690192527,93.623467432929743381,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
14,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,27.376768877534530588,28.652971715004646569,228.98684240869343398,38.516464530898652185,67.11295734989249695,67.669112361076940942,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
15,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,25.781656434576213144,26.744069818633739999,215.12943388471146022,35.412407253668760632,62.301485991039001533,46.836481699697351644,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
16,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,22.172315859648335845,22.926045079648279312,184.25880533188367849,30.756584777522245844,52.978980776510134376,38.931901980663241147,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
17,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,16.537085536194432223,16.695434657522326916,136.7595232065583275,20.922380839664377561,38.172244321941299461,36.198542638567360541,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
18,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,8.8487081917813181775,8.6610191022540394812,71.378492501742229592,10.21092270643907618,18.825582483057178962,39.67064774879728617,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
19,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,1.7913929047580827714,1.6055427038421907771,14.199376849780879439,1.3171984915427041862,3.3018889874182146826,49.643715618606641726,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
20,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,58.287041105774768823,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
21,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,72.397085277134721082,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
22,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,81.83973368542386595,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
23,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,88.763259024375969375,27.823614550118620059,1500000,1500000,1500000,1500000,1500000,1500000,1500000
24,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,101.05894358919871934,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
25,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,115.75333566315265443,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
26,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,122.01863852269735844,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
27,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,125.24917376674744673,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
28,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,125.2543449871243979,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
29,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,117.62383994806801013,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
30,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,111.17606688379423474,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
31,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,103.67114862532062602,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
32,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,108.2506336419834696,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
33,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,5.493604907924792613,6.753590180840782331,49.283670482781140265,10.03178371158926474,15.890340751950187581,101.81394176423171416,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
34,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,13.824214171369218818,15.160300156655965864,117.79862198648424965,21.928720487203005263,35.84252087857908009,79.448413633974013237,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
35,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,20.371509360802505739,22.05478039219630304,172.00060162560825461,31.331620950990124896,51.408691800254096904,77.679856265061147269,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
36,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,24.873525607917088109,26.582189870787637176,209.33786305210705336,37.498638912513769128,62.896341928928556797,67.669112361076940942,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
37,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,27.275818618548751004,28.980193101847348203,228.95016068516483188,40.639577747506848482,68.666908854596201195,57.474420760827342747,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
38,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,27.481512674436270771,28.734574527658647725,229.42702309103663083,40.170128205121024223,67.975919794625028203,43.512125743094230756,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
39,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,25.913587253208984151,26.902193680337830983,215.75598138820805616,37.341944979959848183,63.489650106355277615,36.198542638567360541,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
40,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,22.362484510361280599,23.023850616836462279,185.49119291430426415,31.648591595994968628,54.131718374565558349,34.203929064605468113,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
41,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,16.731117975525485519,17.052336489761739102,138.2362583989355187,22.974470713608599937,39.787590325004806857,38.414779942969438764,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
42,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,9.1708779118291836596,9.0548189571826718236,74.896979756977529519,11.543927579880294942,20.77490079932725564,52.894196998396381559,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
43,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,1.8827188175496720746,1.7233807004544619002,15.027673832684754984,1.5279502501895401156,3.8006118032261748674,82.031068839370561818,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
44,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,111.50628624215012508,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
45,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,120.45692996886201342,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
46,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,119.95015037192209206,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
47,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,108.24472367583840082,27.337915543009323471,1500000,1500000,1500000,1500000,1500000,1500000,1500000
48,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,102.34953244612886181,26.782830963455840134,1500000,1500000,1500000,1500000,1500000,1500000,1500000
49,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,102.3879472260718444,26.782830963455840134,1500000,1500000,1500000,1500000,1500000,1500000,1500000
