Timestep,Hydro|Reservoir_MTKK_0,Electricity|Gas|Fossil|CCGT|w/o CCS_Dakar_0,Electricity|Gas|Fossil|CCGT|w/o CCS_Thies_0,Electricity|Gas|Fossil|OCGT|w/o CCS_Dakar_0,Electricity|Oil|w/o CCS_Dakar_0,Electricity|Oil|w/o CCS_Thies_0,Electricity|Oil|w/o CCS_ZS_0,Electricity|Oil|w/o CCS_MTKK_0,Solar|PV|Utility_Dakar_0,Solar|PV|Utility_Diourbel_0,Solar|PV|Utility_Thies_0,Solar|PV|Utility_LS_0,Solar|PV|Utility_FKK_0,Wind|Onshore_Thies_0,Hydro|Run of River_MTKK_0,SlackUnit_Dakar,SlackUnit_Diourbel,SlackUnit_Thies,SlackUnit_LS,SlackUnit_FKK,SlackUnit_ZS,SlackUnit_MTKK
0,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,68.112359821957340955,26.644059818567463083,1500000,1500000,1500000,1500000,1500000,1500000,1500000
1,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,66.634868285689307754,26.644059818567463083,1500000,1500000,1500000,1500000,1500000,1500000,1500000
2,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,69.589851358225402578,26.644059818567463083,1500000,1500000,1500000,1500000,1500000,1500000,1500000
3,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,78.250906743828736012,26.644059818567463083,1500000,1500000,1500000,1500000,1500000,1500000,1500000
4,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,84.011646243737899908,26.644059818567463083,1500000,1500000,1500000,1500000,1500000,1500000,1500000
5,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,89.064667297774647636,26.644059818567463083,1500000,1500000,1500000,1500000,1500000,1500000,1500000
6,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,89.905359981911161071,26.644059818567463083,1500000,1500000,1500000,1500000,1500000,1500000,1500000
7,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,95.74366778747440776,26.644059818567463083,1500000,1500000,1500000,1500000,1500000,1500000,1500000
8,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,99.35465710211352075,26.644059818567463083,1500000,1500000,1500000,1500000,1500000,1500000,1500000
9,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,3.3369083520003521848,3.6235183958273324833,28.694574050598838255,5.8588988903819672061,9.7680882544455656102,97.043121593622146293,26.644059818567463083,1500000,1500000,1500000,1500000,1500000,1500000,1500000
10,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,9.1209999133045460695,9.9715249220782595785,79.679803192545364254,16.200171559544109812,24.476627906315652439,72.988081891641925836,26.644059818567463083,1500000,1500000,1500000,1500000,1500000,1500000,1500000
11,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,16.219903615999029967,19.094248024808749165,141.99850162342536919,28.583839521752711477,45.552482128975320563,69.73760051185222153,26.644059818567463083,1500000,1500000,1500000,1500000,1500000,1500000,1500000
