Timestep,Hydro|Reservoir_MTKK_0,Electricity|Gas|Fossil|CCGT|w/o CCS_Dakar_0,Electricity|Gas|Fossil|CCGT|w/o CCS_Thies_0,Electricity|Gas|Fossil|OCGT|w/o CCS_Dakar_0,Electricity|Oil|w/o CCS_Dakar_0,Electricity|Oil|w/o CCS_Thies_0,Electricity|Oil|w/o CCS_ZS_0,Electricity|Oil|w/o CCS_MTKK_0,Solar|PV|Utility_Dakar_0,Solar|PV|Utility_Diourbel_0,Solar|PV|Utility_Thies_0,Solar|PV|Utility_LS_0,Solar|PV|Utility_FKK_0,Wind|Onshore_Thies_0,Hydro|Run of River_MTKK_0,SlackUnit_Dakar,SlackUnit_Diourbel,SlackUnit_Thies,SlackUnit_LS,SlackUnit_FKK,SlackUnit_ZS,SlackUnit_MTKK
0,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,125.94876600917037024,30.599037447886079377,1500000,1500000,1500000,1500000,1500000,1500000,1500000
1,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,133.40049457233831731,30.599037447886079377,1500000,1500000,1500000,1500000,1500000,1500000,1500000
2,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,140.47324655645351754,30.599037447886079377,1500000,1500000,1500000,1500000,1500000,1500000,1500000
3,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,143.03964935495110922,30.599037447886079377,1500000,1500000,1500000,1500000,1500000,1500000,1500000
4,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,139.15827908917495392,30.599037447886079377,1500000,1500000,1500000,1500000,1500000,1500000,1500000
5,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,143.16745237283828374,30.599037447886079377,1500000,1500000,1500000,1500000,1500000,1500000,1500000
6,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,157.59367973295960041,30.599037447886079377,1500000,1500000,1500000,1500000,1500000,1500000,1500000
7,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,180.81541420848463986,30.599037447886079377,1500000,1500000,1500000,1500000,1500000,1500000,1500000
8,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,0,0,0,0,0,193.83359213454247083,30.599037447886079377,1500000,1500000,1500000,1500000,1500000,1500000,1500000
9,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,506.49999999999982947,99.999999999999900524,12,16.689364201981398139,4.7208471843036559079,5.7446023348482118109,45.497169989506225818,8.5565214010614312201,16.750207675757010861,192.40190283589871001,30.599037447886079377,1500000,1500000,1500000,1500000,1500000,1500000,1500000
