Timestep,Hydro|Reservoir_MTKK_0,Electricity|Gas|Fossil|CCGT|w/o CCS_Dakar_0,Electricity|Gas|Fossil|CCGT|w/o CCS_Thies_0,Electricity|Gas|Fossil|OCGT|w/o CCS_Dakar_0,Electricity|Oil|w/o CCS_Dakar_0,Electricity|Oil|w/o CCS_Thies_0,Electricity|Oil|w/o CCS_ZS_0,Electricity|Oil|w/o CCS_MTKK_0,Solar|PV|Utility_Dakar_0,Solar|PV|Utility_Diourbel_0,Solar|PV|Utility_Thies_0,Solar|PV|Utility_LS_0,Solar|PV|Utility_FKK_0,Wind|Onshore_Thies_0,Hydro|Run of River_MTKK_0,SlackUnit_Dakar,SlackUnit_Diourbel,SlackUnit_Thies,SlackUnit_LS,SlackUnit_FKK,SlackUnit_ZS,SlackUnit_MTKK
0,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,2.7297902978828574305,12,0,0,0,0,0,0,125.94876600917037024,30.599037447886079377,0,0,0,0,0,0,0
1,140.43772541619372873,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,133.40049457233831731,30.599037447886079377,0,0,0,0,0,0,0
2,84.045561919411838403,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,140.47324655645351754,30.599037447886079377,0,0,0,0,0,0,0
3,52.22330835086671641,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,11.891231778984128198,0,0,0,0,0,0,143.03964935495110922,30.599037447886079377,0,0,0,0,0,0,0
4,43.338312688883149804,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,0,0,0,0,0,0,0,139.15827908917495392,30.599037447886079377,0,0,0,0,0,0,0
5,21.176149276394685472,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,0,0,0,0,0,0,0,143.16745237283828374,30.599037447886079377,0,0,0,0,0,0,0
6,34.7174312200422861,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,0,0,0,0,0,0,0,157.59367973295960041,30.599037447886079377,0,0,0,0,0,0,0
7,0,473.82447791831890527,164.01616543326449005,202.01474500648538424,0,0,0,0,0,0,0,0,0,180.81541420848463986,30.599037447886079377,0,0,0,0,0,0,0
8,0,473.82447791831890527,164.01616543326449005,191.92336591543045188,0,0,0,0,0,0,0,0,0,193.83359213454247083,30.599037447886079377,0,0,0,0,0,0,0
9,0,473.82447791831890527,164.01616543326449005,176.73451028276929264,0,0,0,0,4.7208471843036559079,5.7446023348482118109,45.497169989506225818,8.5565214010614312201,16.750207675757010861,192.40190283589871001,30.599037447886079377,0,0,0,0,0,0,0
10,0,473.82447791831890527,164.01616543326449005,139.19450726930176643,0,0,0,0,13.400391685314099632,13.75751245573476389,115.31491431917673651,20.44903238974359283,37.080213328706626896,132.52212585402696732,30.599037447886079377,0,0,0,0,0,0,0
11,0,473.82447791831890527,164.01616543326449005,11.493128522915810663,0,0,0,0,20.480257447726639697,22.206275866590946322,174.14648245203136412,31.010329894933033046,53.510378535422752577,128.54397989262523083,30.599037447886079377,0,0,0,0,0,0,0
12,0,473.82447791831890527,127.82268302093035572,0,0,0,0,0,25.015994031871962022,26.809617204249317268,211.38967300690040929,37.38557059399973781,64.232059208370102965,119.85337467629652508,30.599037447886079377,0,0,0,0,0,0,0
13,0,473.82447791831890527,105.46182341433882357,0,0,0,0,0,27.413018239842578794,29.215500851332482313,230.90434992411590542,40.790897510215273769,69.873818068851463181,113.58511683367929379,30.599037447886079377,0,0,0,0,0,0,0
14,0,473.82447791831890527,109.36404335539941712,0,0,0,0,0,27.738981497806403098,29.242750888049066305,232.33907862664582922,40.801224346388970332,69.737271201350935712,107.73129536698525044,30.599037447886079377,0,0,0,0,0,0,0
15,0,473.82447791831890527,148.24592207478616501,0,0,0,0,0,26.121107827352336272,27.361393623386280893,218.09296216140114666,37.844904051970516434,65.144034067759619688,96.670793726482585839,30.599037447886079377,0,0,0,0,0,0,0
16,0,473.82447791831890527,164.01616543326449005,43.182890955588618453,0,0,0,0,22.436036995509581971,23.336931444085692533,186.77268667499694743,31.976310580690789465,55.430977296437689006,88.778772685506780249,30.599037447886079377,0,0,0,0,0,0,0
17,0,473.82447791831890527,164.01616543326449005,176.49047218094710843,0,0,0,0,16.644217856969181213,17.099177093415121931,137.95286250264194905,23.047285446221078331,40.509190647463491075,83.660003258106101498,30.599037447886079377,0,0,0,0,0,0,0
18,45.479009717503146248,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,0,0,9.0475879295605405872,9.0863406212764523673,74.514188222735512568,11.69746023605451235,21.414813764024305698,85.388668355539721233,30.599037447886079377,0,0,0,0,0,0,0
19,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,44.616453739766654962,12,0,1.7913929047580827714,1.6497319525717908384,14.317704990195689874,1.8440778881597881256,3.852203818654586609,101.1091783014318537,30.599037447886079377,0,0,0,0,0,0,0
20,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,85.247468346854986976,12,0,0,0,0,0,0,117.14587143608531505,30.599037447886079377,0,0,0,0,0,0,0
