Timestep,Hydro|Reservoir_MTKK_0,Electricity|Gas|Fossil|CCGT|w/o CCS_Dakar_0,Electricity|Gas|Fossil|CCGT|w/o CCS_Thies_0,Electricity|Gas|Fossil|OCGT|w/o CCS_Dakar_0,Electricity|Oil|w/o CCS_Dakar_0,Electricity|Oil|w/o CCS_Thies_0,Electricity|Oil|w/o CCS_ZS_0,Electricity|Oil|w/o CCS_MTKK_0,Solar|PV|Utility_Dakar_0,Solar|PV|Utility_Diourbel_0,Solar|PV|Utility_Thies_0,Solar|PV|Utility_LS_0,Solar|PV|Utility_FKK_0,Wind|Onshore_Thies_0,Hydro|Run of River_MTKK_0,SlackUnit_Dakar,SlackUnit_Diourbel,SlackUnit_Thies,SlackUnit_LS,SlackUnit_FKK,SlackUnit_ZS,SlackUnit_MTKK
0,105.63485492452005587,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,247.1533066953840887,23.799251348355820568,0,0,0,0,0,0,0
1,47.324217109382033186,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,0,0,0,0,0,0,0,241.24038556723934335,23.799251348355820568,0,0,0,0,0,0,0
2,9.5795117422953914854,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,0,0,0,0,0,0,0,236.05069654609772556,23.799251348355820568,0,0,0,0,0,0,0
3,0,473.82447791831890527,164.01616543326449005,183.00541094329793168,0,0,0,0,0,0,0,0,0,230.579545387297145,23.799251348355820568,0,0,0,0,0,0,0
4,0,473.82447791831890527,164.01616543326449005,160.66483107809136754,0,0,0,0,0,0,0,0,0,225.40315378998201368,23.799251348355820568,0,0,0,0,0,0,0
5,0,473.82447791831890527,164.01616543326449005,139.83723294772045165,0,0,0,0,0,0,0,0,0,223.8842924906984706,23.799251348355820568,0,0,0,0,0,0,0
6,0,473.82447791831890527,164.01616543326449005,125.23873893866476692,0,0,0,0,0,0,0,0,0,231.56133851314726257,23.799251348355820568,0,0,0,0,0,0,0
7,0,473.82447791831890527,164.01616543326449005,131.71516062810536596,0,0,0,0,0,0,0,0,0,216.43847389367556389,23.799251348355820568,0,0,0,0,0,0,0
8,0,473.82447791831890527,164.01616543326449005,87.718855149594503473,0,0,0,0,0,0,0,0,0,201.32299673188524025,23.799251348355820568,0,0,0,0,0,0,0
9,0,473.82447791831890527,164.01616543326449005,73.062469024154779618,0,0,0,0,4.8472984481689360692,3.3289234042966571181,30.114511735576932949,7.9242661251209298712,9.2865627771137404523,178.98406344928039857,23.799251348355820568,0,0,0,0,0,0,0
