Timestep,Hydro|Reservoir_MTKK_0,Electricity|Gas|Fossil|CCGT|w/o CCS_Dakar_0,Electricity|Gas|Fossil|CCGT|w/o CCS_Thies_0,Electricity|Gas|Fossil|OCGT|w/o CCS_Dakar_0,Electricity|Oil|w/o CCS_Dakar_0,Electricity|Oil|w/o CCS_Thies_0,Electricity|Oil|w/o CCS_ZS_0,Electricity|Oil|w/o CCS_MTKK_0,Solar|PV|Utility_Dakar_0,Solar|PV|Utility_Diourbel_0,Solar|PV|Utility_Thies_0,Solar|PV|Utility_LS_0,Solar|PV|Utility_FKK_0,Wind|Onshore_Thies_0,Hydro|Run of River_MTKK_0,SlackUnit_Dakar,SlackUnit_Diourbel,SlackUnit_Thies,SlackUnit_LS,SlackUnit_FKK,SlackUnit_ZS,SlackUnit_MTKK
0,100.21238703837016715,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,216.77755820124912134,33.513231490541876667,0,0,0,0,0,0,0
1,44.451387139699228612,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,0,0,0,0,0,0,0,223.16770909560841574,33.513231490541876667,0,0,0,0,0,0,0
2,5.0691898994058988137,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,0,0,0,0,0,0,0,215.68495321017886113,33.513231490541876667,0,0,0,0,0,0,0
3,0,473.82447791831890527,164.01616543326449005,199.44992921074100423,0,0,0,0,0,0,0,0,0,209.05544868694411775,33.513231490541876667,0,0,0,0,0,0,0
4,0,473.82447791831890527,164.01616543326449005,166.12053270263191962,0,0,0,0,0,0,0,0,0,211.13427927847328647,33.513231490541876667,0,0,0,0,0,0,0
5,0,473.82447791831890527,164.01616543326449005,163.77255494762158605,0,0,0,0,0,0,0,0,0,209.54966960582578395,33.513231490541876667,0,0,0,0,0,0,0
6,8.2138258460756432555,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,0,0,0,0,0,0,0,190.5823720089846347,33.513231490541876667,0,0,0,0,0,0,0
7,43.684814812567232423,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,11.371973471393317823,0,0,0,0,0,0,166.62927922300690398,33.513231490541876667,0,0,0,0,0,0,0
8,46.280670401154161198,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,158.62570757104285235,33.513231490541876667,0,0,0,0,0,0,0
9,30.240514051399983941,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,0,0,2.6906018922444951968,4.8902768594092478338,36.385903177563477584,8.6513596924525053566,8.2719198070216819474,152.71869640904316157,33.513231490541876667,0,0,0,0,0,0,0
10,34.661250942333559522,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,0,0,9.3355455576626305003,12.48331546861669672,100.34522127529525903,19.620145722985601111,24.950070634563701333,98.26722333142025434,33.513231490541876667,0,0,0,0,0,0,0
11,0,473.82447791831890527,164.01616543326449005,185.39257944613495965,0,0,0,0,17.1712386244787929,18.698386004939401062,159.44480264618945853,29.025575207876478601,36.027564240582307775,71.953837816254292647,33.513231490541876667,0,0,0,0,0,0,0
12,0,473.82447791831890527,164.01616543326449005,150.37995013950171597,0,0,0,0,23.032184453932217139,22.327722651849466473,195.87212067289817696,35.301867956258497827,46.599800042172034864,55.923054647745878754,33.513231490541876667,0,0,0,0,0,0,0
13,0,473.82447791831890527,164.01616543326449005,149.37619361348686198,0,0,0,0,25.477892398490961767,24.880830145950092458,216.59196970023890572,37.864925469041963879,52.880096080272345205,43.364376589467426015,33.513231490541876667,0,0,0,0,0,0,0
14,0,473.82447791831890527,164.01616543326449005,147.40703550833757163,0,0,0,0,25.402724147193268323,25.221676551151080758,212.34931422566472747,34.51270799600543171,55.676039369722637673,34.056179910978656267,33.513231490541876667,0,0,0,0,0,0,0
15,17.777306655080380438,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,0,0,18.623601640673644653,24.495278950784317828,192.34712536994007337,30.768176124247816006,53.829045217385562694,26.373223922384784856,33.513231490541876667,0,0,0,0,0,0,0
16,109.30112912596166552,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,12.303637723389263314,19.940545786728506528,129.1971717526458292,26.221628434959679765,47.700429704644776052,33.169684989217834925,33.513231490541876667,0,0,0,0,0,0,0
17,174.07014813265013231,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,6.2663626315459302063,11.770763832851873332,71.857129829720278735,16.902080291717386018,33.217347160196837308,52.524824114329362601,33.513231490541876667,0,0,0,0,0,0,0
18,193.46790810439225083,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,9.2896119195370943089,12,0,3.8075880563877735341,4.2274381284652218227,34.196832579888926773,7.7978150699328292461,14.256593596717209493,85.494309000382898489,33.513231490541876667,0,0,0,0,0,0,0
19,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,25.550555535923990647,99.999999999999900524,12,0,0.66457164231417420464,0.54205478441644361354,5.23602021335669221,1.3277360794750476813,1.3482713365291012497,117.62162371076362888,33.513231490541876667,0,0,0,0,0,0,0
20,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,23.263002711320609706,99.999999999999900524,12,0,0,0,0,0,0,132.57531554933260054,33.513231490541876667,0,0,0,0,0,0,0
21,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,20.044807894141399629,99.999999999999900524,12,0,0,0,0,0,0,124.93077434068166554,33.513231490541876667,0,0,0,0,0,0,0
22,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,4.1746409791887799656,99.999999999999900524,12,0,0,0,0,0,0,116.83929194230969983,33.513231490541876667,0,0,0,0,0,0,0
23,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,94.671542907751017992,12,0,0,0,0,0,0,103.46429981024313349,33.513231490541876667,0,0,0,0,0,0,0
24,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,21.860662419105324261,12,0,0,0,0,0,0,95.08544530806699413,32.68060462121164278,0,0,0,0,0,0,0
25,158.18988183461530639,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,97.350439833165907544,32.68060462121164278,0,0,0,0,0,0,0
26,99.564588711076623895,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,109.64243066914798419,32.68060462121164278,0,0,0,0,0,0,0
27,55.888706169657496048,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,122.76107801967205546,32.68060462121164278,0,0,0,0,0,0,0
28,26.877092418722540401,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,0,0,0,0,0,0,0,132.52212585402696732,32.68060462121164278,0,0,0,0,0,0,0
29,21.279372029690740931,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,0,0,0,0,0,0,0,134.1872588154010657,32.68060462121164278,0,0,0,0,0,0,0
30,53.922489404044682715,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,133.70633532034582913,32.68060462121164278,0,0,0,0,0,0,0
31,80.410789692532745221,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,130.10790468376492868,32.68060462121164278,0,0,0,0,0,0,0
32,77.193547457365752962,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,128.54545738416149447,32.68060462121164278,0,0,0,0,0,0,0
33,41.340398813752557317,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,0,0,5.3109530823416175593,6.4369005649453052698,47.627076516973353648,7.5659881354213123217,16.578234290995649047,119.82234735403488912,32.68060462121164278,0,0,0,0,0,0,0
34,15.247019570144040301,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,0,0,13.023847921804161842,14.61684604602974602,112.63359865737645293,17.593767563596294679,36.460937170180955036,79.55922549919411324,32.68060462121164278,0,0,0,0,0,0,0
35,0,473.82447791831890527,164.01616543326449005,159.55045186645719468,0,0,0,0,19.925628154273105963,21.653394716235752071,169.50387786285509151,28.774042983931483519,52.503474367644955123,65.600624210301646144,32.68060462121164278,0,0,0,0,0,0,0
