Timestep,Hydro|Reservoir_MTKK_0,Electricity|Gas|Fossil|CCGT|w/o CCS_Dakar_0,Electricity|Gas|Fossil|CCGT|w/o CCS_Thies_0,Electricity|Gas|Fossil|OCGT|w/o CCS_Dakar_0,Electricity|Oil|w/o CCS_Dakar_0,Electricity|Oil|w/o CCS_Thies_0,Electricity|Oil|w/o CCS_ZS_0,Electricity|Oil|w/o CCS_MTKK_0,Solar|PV|Utility_Dakar_0,Solar|PV|Utility_Diourbel_0,Solar|PV|Utility_Thies_0,Solar|PV|Utility_LS_0,Solar|PV|Utility_FKK_0,Wind|Onshore_Thies_0,Hydro|Run of River_MTKK_0,SlackUnit_Dakar,SlackUnit_Diourbel,SlackUnit_Thies,SlackUnit_LS,SlackUnit_FKK,SlackUnit_ZS,SlackUnit_MTKK
0,194.89087649998592155,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,46.638080807794040084,12,0,0,0,0,0,0,65.526749633488250879,39.133462858520964289,0,0,0,0,0,0,0
1,179.62172864618159451,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,66.19162082480887932,39.133462858520964289,0,0,0,0,0,0,0
2,126.17676050818914746,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,72.91420731482851636,39.133462858520964289,0,0,0,0,0,0,0
3,96.946320516637996434,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,72.470959853948116347,39.133462858520964289,0,0,0,0,0,0,0
4,79.805798771418039905,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,58.360915682588178299,39.133462858520964289,0,0,0,0,0,0,0
5,85.930943916471534294,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,47.722976621458180091,39.133462858520964289,0,0,0,0,0,0,0
6,132.42949419652981646,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,45.876112201123127932,39.133462858520964289,0,0,0,0,0,0,0
7,151.38057542935186461,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,49.200468157726241714,39.133462858520964289,0,0,0,0,0,0,0
8,145.19049126279364259,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,51.195081731688127036,39.133462858520964289,0,0,0,0,0,0,0
9,86.952351766076446893,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,5.830808278232199271,7.0850095463127944484,51.827725501700186328,9.8737198926041411795,17.363980685970332729,43.807624050347826028,39.133462858520964289,0,0,0,0,0,0,0
