time,Hydro|Reservoir,Electricity|Gas|Fossil|CCGT|w/o CCS,Electricity|Gas|Fossil|OCGT|w/o CCS,Electricity|Oil|w/o CCS,Solar|PV|Utility,Wind|Onshore,Hydro|Run of River,SlackUnit
2030-01-01 00:00:00,200.0,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 01:00:00,140.43772541619373,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 02:00:00,84.04556191941184,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 03:00:00,52.22330835086672,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 04:00:00,43.33831268888314,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 05:00:00,21.176149276394685,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 06:00:00,34.717431220042286,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 18:00:00,45.479009717503146,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 19:00:00,200.0,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 20:00:00,200.0,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 21:00:00,200.0,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 22:00:00,175.74851069817288,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-01 23:00:00,149.88332026635163,0.0,0.0,0.0,0.0,0.0,30.59903744788608,0
2030-01-02 00:00:00,98.80100686639216,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 01:00:00,20.87028759118332,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 19:00:00,175.38549408652497,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 20:00:00,200.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 21:00:00,200.0,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 22:00:00,180.31057788076748,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-02 23:00:00,154.3054207487001,0.0,0.0,0.0,0.0,0.0,29.83579615100002,0
2030-01-03 00:00:00,105.50356443074617,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 01:00:00,51.54409024762424,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 07:00:00,26.704928988224303,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 08:00:00,20.08844398287628,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 18:00:00,53.125786297080154,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 19:00:00,200.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 20:00:00,200.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 21:00:00,200.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 22:00:00,200.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-03 23:00:00,200.0,0.0,0.0,0.0,0.0,0.0,28.86439813678142,0
2030-01-04 00:00:00,141.0141124990219,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 01:00:00,74.94825892528867,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 02:00:00,35.474180970363925,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 06:00:00,13.564289464637806,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 07:00:00,49.513202897878855,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 08:00:00,49.78081663889753,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 09:00:00,18.851785235467776,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 17:00:00,10.26116208384121,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 18:00:00,73.58784545173924,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 19:00:00,200.0,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 20:00:00,200.0,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 21:00:00,200.0,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 22:00:00,200.0,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-04 23:00:00,200.0,0.0,0.0,0.0,0.0,0.0,27.684843405230257,0
2030-01-05 00:00:00,184.09072513524504,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 01:00:00,124.33376042137643,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 02:00:00,70.26520732876502,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 03:00:00,43.07436806721519,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 04:00:00,6.2120136619653294,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 05:00:00,7.17207288264067,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 06:00:00,47.290783171157656,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 07:00:00,85.11934525985639,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 08:00:00,91.23514356829838,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 09:00:00,54.62020917452696,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 17:00:00,43.24819830611401,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 18:00:00,105.77646748141314,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 19:00:00,200.0,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 20:00:00,200.0,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 21:00:00,200.0,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
2030-01-05 22:00:00,200.0,0.0,0.0,0.0,0.0,0.0,26.29713195634652,0
