Timestep,Hydro|Reservoir_MTKK_0,Electricity|Gas|Fossil|CCGT|w/o CCS_Dakar_0,Electricity|Gas|Fossil|CCGT|w/o CCS_Thies_0,Electricity|Gas|Fossil|OCGT|w/o CCS_Dakar_0,Electricity|Oil|w/o CCS_Dakar_0,Electricity|Oil|w/o CCS_Thies_0,Electricity|Oil|w/o CCS_ZS_0,Electricity|Oil|w/o CCS_MTKK_0,Solar|PV|Utility_Dakar_0,Solar|PV|Utility_Diourbel_0,Solar|PV|Utility_Thies_0,Solar|PV|Utility_LS_0,Solar|PV|Utility_FKK_0,Wind|Onshore_Thies_0,Hydro|Run of River_MTKK_0,SlackUnit_Dakar,SlackUnit_Diourbel,SlackUnit_Thies,SlackUnit_LS,SlackUnit_FKK,SlackUnit_ZS,SlackUnit_MTKK
0,189.93888094705573621,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,158.66486109675395255,27.823614550118620059,0,0,0,0,0,0,0
1,91.755274547561370468,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,0,0,0,0,0,180.59452922381254325,27.823614550118620059,0,0,0,0,0,0,0
2,52.912297564766348046,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,10.459600850645124126,0,0,0,0,0,0,178.57332080219785553,27.823614550118620059,0,0,0,0,0,0,0
3,9.7785804934027567015,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,0,0,0,0,0,0,0,180.9432172263718428,27.823614550118620059,0,0,0,0,0,0,0
4,0,473.82447791831890527,164.01616543326449005,188.85033688112008576,0,0,0,0,0,0,0,0,0,192.98698948426084598,27.823614550118620059,0,0,0,0,0,0,0
5,0,473.82447791831890527,164.01616543326449005,152.88206044080703805,0,0,0,0,0,0,0,0,0,206.62054263517433128,27.823614550118620059,0,0,0,0,0,0,0
6,0,473.82447791831890527,164.01616543326449005,142.43390284248408761,0,0,0,0,0,0,0,0,0,210.28102791627847523,27.823614550118620059,0,0,0,0,0,0,0
7,0,473.82447791831890527,164.01616543326449005,138.74244835463042591,0,0,0,0,0,0,0,0,0,204.88892255466817005,27.823614550118620059,0,0,0,0,0,0,0
8,0,473.82447791831890527,164.01616543326449005,80.198022464256212061,0,0,0,0,0,0,0,0,0,204.32156580474125462,27.823614550118620059,0,0,0,0,0,0,0
9,0,473.82447791831890527,164.01616543326449005,33.112958544565458396,0,0,0,0,5.6903068739374456086,5.8329808323074159304,49.401998623195943594,8.4932958734673817958,15.597985997855866813,185.11195959595215754,27.823614550118620059,0,0,0,0,0,0,0
10,0,442.10395540174476992,164.01616543326449005,0,0,0,0,0,13.292486606815730354,14.363126109573949307,112.42060800462974157,19.716143149049226935,35.083086411472891086,153.06664566583427245,27.823614550118620059,0,0,0,0,0,0,0
11,0,394.51982078012372313,78.562977427202326908,0,0,0,0,0,19.894155839711089584,21.151478499415357959,165.18430909701135079,29.33548566896664056,51.070764099198015629,145.29060771045550382,27.823614550118620059,0,0,0,0,0,0,0
12,0,403.09114404604667925,55.492777479341384606,0,0,0,0,0,24.597932103392935232,25.753641457107601553,205.39398613208041411,35.088692552387229284,62.053844316982640805,119.95901532113970234,27.823614550118620059,0,0,0,0,0,0,0
13,0,413.25863504388524916,46.66449876994221313,0,0,0,0,0,27.128362394741412089,28.342542242679197528,227.30244132988818251,39.231966751504650404,67.237122133690192527,93.623467432929743381,27.823614550118620059,0,0,0,0,0,0,0
14,0,423.39943688860893189,91.209167023148722819,0,0,0,0,0,27.376768877534530588,28.652971715004646569,228.98684240869343398,38.516464530898652185,67.11295734989249695,67.669112361076940942,27.823614550118620059,0,0,0,0,0,0,0
15,0,451.54474839077670367,126.86600367897636943,0,0,0,0,0,25.781656434576213144,26.744069818633739999,215.12943388471146022,35.412407253668760632,62.301485991039001533,46.836481699697351644,27.823614550118620059,0,0,0,0,0,0,0
16,0,473.82447791831890527,164.01616543326449005,59.106856112169907647,0,0,0,0,22.172315859648335845,22.926045079648279312,184.25880533188367849,30.756584777522245844,52.978980776510134376,38.931901980663241147,27.823614550118620059,0,0,0,0,0,0,0
17,0,473.82447791831890527,164.01616543326449005,185.68335074918991268,0,0,0,0,16.537085536194432223,16.695434657522326916,136.7595232065583275,20.922380839664377561,38.172244321941299461,36.198542638567360541,27.823614550118620059,0,0,0,0,0,0,0
18,58.674227586295742753,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,0,12,0,8.8487081917813181775,8.6610191022540394812,71.378492501742229592,10.21092270643907618,18.825582483057178962,39.67064774879728617,27.823614550118620059,0,0,0,0,0,0,0
19,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,82.302619885566116409,12,0,1.7913929047580827714,1.6055427038421907771,14.199376849780879439,1.3171984915427041862,3.3018889874182146826,49.643715618606641726,27.823614550118620059,0,0,0,0,0,0,0
20,200,473.82447791831890527,164.01616543326449005,218.68822057768588252,0,88.828463037589585838,12,0,0,0,0,0,0,58.287041105774768823,27.823614550118620059,0,0,0,0,0,0,0
