names,values
EB2_EnergyBalanceEachTS|2022|2563|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|2636|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|2709|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|2782|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|2855|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|2928|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|3001|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|3074|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|3147|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|3220|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|3293|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|3366|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|3439|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|3512|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|3585|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|3658|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|3731|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|3804|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|3877|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|3950|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|4023|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|4096|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|4169|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|4242|Heat_Low_Residential|Dakar,-336.59746832743633
EB2_EnergyBalanceEachTS|2022|4315|Heat_Low_Residential|Dakar,-336.64885981485236
EB2_EnergyBalanceEachTS|2022|4388|Heat_Low_Residential|Dakar,-336.69655111517443
EB2_EnergyBalanceEachTS|2022|4461|Heat_Low_Residential|Dakar,-336.90376159243584
EB2_EnergyBalanceEachTS|2022|4534|Heat_Low_Residential|Dakar,-337.02340097514036
EB2_EnergyBalanceEachTS|2022|4607|Heat_Low_Residential|Dakar,-337.12412829047577
EB2_EnergyBalanceEachTS|2022|4680|Heat_Low_Residential|Dakar,-337.1681194037039
EB2_EnergyBalanceEachTS|2022|4753|Heat_Low_Residential|Dakar,-337.26583175177757
EB2_EnergyBalanceEachTS|2022|4826|Heat_Low_Residential|Dakar,-337.316126887462
EB2_EnergyBalanceEachTS|2022|4899|Heat_Low_Residential|Dakar,-337.3376427901935
EB2_EnergyBalanceEachTS|2022|4972|Heat_Low_Residential|Dakar,-337.34024662555595
EB2_EnergyBalanceEachTS|2022|5045|Heat_Low_Residential|Dakar,-337.3307905918714
EB2_EnergyBalanceEachTS|2022|5118|Heat_Low_Residential|Dakar,-337.3645034076163
EB2_EnergyBalanceEachTS|2022|5191|Heat_Low_Residential|Dakar,-337.39095289313974
EB2_EnergyBalanceEachTS|2022|5264|Heat_Low_Residential|Dakar,-337.4565969530658
EB2_EnergyBalanceEachTS|2022|5337|Heat_Low_Residential|Dakar,-337.43905532536115
EB2_EnergyBalanceEachTS|2022|5410|Heat_Low_Residential|Dakar,-337.44933362284434
EB2_EnergyBalanceEachTS|2022|5483|Heat_Low_Residential|Dakar,-337.4452223038511
EB2_EnergyBalanceEachTS|2022|5556|Heat_Low_Residential|Dakar,-337.4600230522269
EB2_EnergyBalanceEachTS|2022|5629|Heat_Low_Residential|Dakar,-337.5155258586362
EB2_EnergyBalanceEachTS|2022|5702|Heat_Low_Residential|Dakar,-337.63201323011253
EB2_EnergyBalanceEachTS|2022|5775|Heat_Low_Residential|Dakar,-337.69121622361575
EB2_EnergyBalanceEachTS|2022|5848|Heat_Low_Residential|Dakar,-337.6883383003205
EB2_EnergyBalanceEachTS|2022|5921|Heat_Low_Residential|Dakar,-337.6265314714548
EB2_EnergyBalanceEachTS|2022|5994|Heat_Low_Residential|Dakar,-337.53676767343484
EB2_EnergyBalanceEachTS|2022|6067|Heat_Low_Residential|Dakar,-337.5396455967301
EB2_EnergyBalanceEachTS|2022|6140|Heat_Low_Residential|Dakar,-337.5234744086899
EB2_EnergyBalanceEachTS|2022|6213|Heat_Low_Residential|Dakar,-337.68189723389764
EB2_EnergyBalanceEachTS|2022|6286|Heat_Low_Residential|Dakar,-337.68916056411916
EB2_EnergyBalanceEachTS|2022|6359|Heat_Low_Residential|Dakar,-337.7235585996963
EB2_EnergyBalanceEachTS|2022|6432|Heat_Low_Residential|Dakar,-337.63557637324004
EB2_EnergyBalanceEachTS|2022|6505|Heat_Low_Residential|Dakar,-337.6585997596024
EB2_EnergyBalanceEachTS|2022|6578|Heat_Low_Residential|Dakar,-337.6769636511057
EB2_EnergyBalanceEachTS|2022|6651|Heat_Low_Residential|Dakar,-337.79180649498477
EB2_EnergyBalanceEachTS|2022|6724|Heat_Low_Residential|Dakar,-337.86978451189066
EB2_EnergyBalanceEachTS|2022|6797|Heat_Low_Residential|Dakar,-337.88677796372957
EB2_EnergyBalanceEachTS|2022|6870|Heat_Low_Residential|Dakar,-337.8478574772598
EB2_EnergyBalanceEachTS|2022|6943|Heat_Low_Residential|Dakar,-337.76878310862236
EB2_EnergyBalanceEachTS|2022|7016|Heat_Low_Residential|Dakar,-337.716980489307
EB2_EnergyBalanceEachTS|2022|7089|Heat_Low_Residential|Dakar,-337.6579145397702
EB2_EnergyBalanceEachTS|2022|7162|Heat_Low_Residential|Dakar,-337.5447162234885
EB2_EnergyBalanceEachTS|2022|7235|Heat_Low_Residential|Dakar,-337.25788320172387
EB2_EnergyBalanceEachTS|2022|7308|Heat_Low_Residential|Dakar,-337.02792342603294
EB2_EnergyBalanceEachTS|2022|7381|Heat_Low_Residential|Dakar,-336.96090892644247
EB2_EnergyBalanceEachTS|2022|7454|Heat_Low_Residential|Dakar,-336.9933883464894
EB2_EnergyBalanceEachTS|2022|7527|Heat_Low_Residential|Dakar,-336.9674870368317
EB2_EnergyBalanceEachTS|2022|7600|Heat_Low_Residential|Dakar,-336.8590852593755
EB2_EnergyBalanceEachTS|2022|7673|Heat_Low_Residential|Dakar,-336.70011425830194
EB2_EnergyBalanceEachTS|2022|7746|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|7819|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|7892|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|7965|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|8038|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|8111|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|8184|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|8257|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|8330|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|8403|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|8476|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|8549|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|8622|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|8695|Heat_Low_Residential|Dakar,-336.5896160841414
EB2_EnergyBalanceEachTS|2022|8|Heat_Low_Residential|Diourbel,-337.824716703782
EB2_EnergyBalanceEachTS|2022|81|Heat_Low_Residential|Diourbel,-337.79705365700613
EB2_EnergyBalanceEachTS|2022|154|Heat_Low_Residential|Diourbel,-337.741177055061
EB2_EnergyBalanceEachTS|2022|227|Heat_Low_Residential|Diourbel,-337.6864014699028
EB2_EnergyBalanceEachTS|2022|300|Heat_Low_Residential|Diourbel,-337.6339655454173
EB2_EnergyBalanceEachTS|2022|373|Heat_Low_Residential|Diourbel,-337.58455741709633
EB2_EnergyBalanceEachTS|2022|446|Heat_Low_Residential|Diourbel,-337.53597505136565
EB2_EnergyBalanceEachTS|2022|519|Heat_Low_Residential|Diourbel,-337.4883560753237
EB2_EnergyBalanceEachTS|2022|592|Heat_Low_Residential|Diourbel,-337.44321438705265
EB2_EnergyBalanceEachTS|2022|665|Heat_Low_Residential|Diourbel,-337.40261439302844
EB2_EnergyBalanceEachTS|2022|738|Heat_Low_Residential|Diourbel,-337.36366592418483
EB2_EnergyBalanceEachTS|2022|811|Heat_Low_Residential|Diourbel,-337.32416694694774
EB2_EnergyBalanceEachTS|2022|884|Heat_Low_Residential|Diourbel,-337.2845303426122
EB2_EnergyBalanceEachTS|2022|957|Heat_Low_Residential|Diourbel,-337.24668289055575
EB2_EnergyBalanceEachTS|2022|1030|Heat_Low_Residential|Diourbel,-337.2114503533686
EB2_EnergyBalanceEachTS|2022|1103|Heat_Low_Residential|Diourbel,-337.18089713752664
EB2_EnergyBalanceEachTS|2022|1176|Heat_Low_Residential|Diourbel,-337.1575005308008
EB2_EnergyBalanceEachTS|2022|1249|Heat_Low_Residential|Diourbel,-337.1416734144863
EB2_EnergyBalanceEachTS|2022|1322|Heat_Low_Residential|Diourbel,-337.13038799241855
EB2_EnergyBalanceEachTS|2022|1395|Heat_Low_Residential|Diourbel,-337.1202035871379
EB2_EnergyBalanceEachTS|2022|1468|Heat_Low_Residential|Diourbel,-337.11194596123465
EB2_EnergyBalanceEachTS|2022|1541|Heat_Low_Residential|Diourbel,-337.1091934192669
EB2_EnergyBalanceEachTS|2022|1614|Heat_Low_Residential|Diourbel,-337.11538663869436
EB2_EnergyBalanceEachTS|2022|1687|Heat_Low_Residential|Diourbel,-337.13038799241855
EB2_EnergyBalanceEachTS|2022|1760|Heat_Low_Residential|Diourbel,-337.15268358235727
EB2_EnergyBalanceEachTS|2022|1833|Heat_Low_Residential|Diourbel,-337.17952086654276
EB2_EnergyBalanceEachTS|2022|1906|Heat_Low_Residential|Diourbel,-337.20787204881054
EB2_EnergyBalanceEachTS|2022|1979|Heat_Low_Residential|Diourbel,-337.2355350955864
EB2_EnergyBalanceEachTS|2022|2052|Heat_Low_Residential|Diourbel,-337.2615466171815
EB2_EnergyBalanceEachTS|2022|2125|Heat_Low_Residential|Diourbel,-337.2870076303832
EB2_EnergyBalanceEachTS|2022|2198|Heat_Low_Residential|Diourbel,-337.73550682985075
EB2_EnergyBalanceEachTS|2022|2271|Heat_Low_Residential|Diourbel,-339.20313468016457
EB2_EnergyBalanceEachTS|2022|2344|Heat_Low_Residential|Diourbel,-341.94147352861677
EB2_EnergyBalanceEachTS|2022|2417|Heat_Low_Residential|Diourbel,-340.8711475855298
EB2_EnergyBalanceEachTS|2022|2490|Heat_Low_Residential|Diourbel,-340.6160419962144
EB2_EnergyBalanceEachTS|2022|2563|Heat_Low_Residential|Diourbel,-337.43481913405105
EB2_EnergyBalanceEachTS|2022|2636|Heat_Low_Residential|Diourbel,-337.4604177743511
EB2_EnergyBalanceEachTS|2022|2709|Heat_Low_Residential|Diourbel,-337.48092421201073
EB2_EnergyBalanceEachTS|2022|2782|Heat_Low_Residential|Diourbel,-337.4982652264075
EB2_EnergyBalanceEachTS|2022|2855|Heat_Low_Residential|Diourbel,-337.5171201388866
EB2_EnergyBalanceEachTS|2022|2928|Heat_Low_Residential|Diourbel,-337.5405167456124
EB2_EnergyBalanceEachTS|2022|3001|Heat_Low_Residential|Diourbel,-337.5662530130108
EB2_EnergyBalanceEachTS|2022|3074|Heat_Low_Residential|Diourbel,-337.59295267009793
EB2_EnergyBalanceEachTS|2022|3147|Heat_Low_Residential|Diourbel,-337.6189641916931
EB2_EnergyBalanceEachTS|2022|3220|Heat_Low_Residential|Diourbel,-337.6440123235996
EB2_EnergyBalanceEachTS|2022|3293|Heat_Low_Residential|Diourbel,-337.6669960490303
EB2_EnergyBalanceEachTS|2022|3366|Heat_Low_Residential|Diourbel,-337.6869519782964
EB2_EnergyBalanceEachTS|2022|3439|Heat_Low_Residential|Diourbel,-337.70470587398836
EB2_EnergyBalanceEachTS|2022|3512|Heat_Low_Residential|Diourbel,-337.72163400708996
EB2_EnergyBalanceEachTS|2022|3585|Heat_Low_Residential|Diourbel,-337.74021366537227
EB2_EnergyBalanceEachTS|2022|3658|Heat_Low_Residential|Diourbel,-337.76127061142546
EB2_EnergyBalanceEachTS|2022|3731|Heat_Low_Residential|Diourbel,-337.7857682349384
EB2_EnergyBalanceEachTS|2022|3804|Heat_Low_Residential|Diourbel,-337.8138441630094
EB2_EnergyBalanceEachTS|2022|3877|Heat_Low_Residential|Diourbel,-337.84591127693363
EB2_EnergyBalanceEachTS|2022|3950|Heat_Low_Residential|Diourbel,-337.88183194961266
EB2_EnergyBalanceEachTS|2022|4023|Heat_Low_Residential|Diourbel,-337.91885363907886
EB2_EnergyBalanceEachTS|2022|4096|Heat_Low_Residential|Diourbel,-338.3998603585211
EB2_EnergyBalanceEachTS|2022|4169|Heat_Low_Residential|Diourbel,-338.74282708735905
EB2_EnergyBalanceEachTS|2022|4242|Heat_Low_Residential|Diourbel,-338.68348228259384
EB2_EnergyBalanceEachTS|2022|4315|Heat_Low_Residential|Diourbel,-338.3027506779962
EB2_EnergyBalanceEachTS|2022|4388|Heat_Low_Residential|Diourbel,-338.0706563285999
EB2_EnergyBalanceEachTS|2022|4461|Heat_Low_Residential|Diourbel,-338.0995580192612
EB2_EnergyBalanceEachTS|2022|4534|Heat_Low_Residential|Diourbel,-338.1255695408564
EB2_EnergyBalanceEachTS|2022|4607|Heat_Low_Residential|Diourbel,-338.1482780120903
EB2_EnergyBalanceEachTS|2022|4680|Heat_Low_Residential|Diourbel,-338.16919733104515
EB2_EnergyBalanceEachTS|2022|4753|Heat_Low_Residential|Diourbel,-338.1898413958032
EB2_EnergyBalanceEachTS|2022|4826|Heat_Low_Residential|Diourbel,-338.20993495216777
EB2_EnergyBalanceEachTS|2022|4899|Heat_Low_Residential|Diourbel,-338.2265878310726
EB2_EnergyBalanceEachTS|2022|4972|Heat_Low_Residential|Diourbel,-338.2386990157307
EB2_EnergyBalanceEachTS|2022|5045|Heat_Low_Residential|Diourbel,-338.248745793913
EB2_EnergyBalanceEachTS|2022|5118|Heat_Low_Residential|Diourbel,-338.2581044366033
EB2_EnergyBalanceEachTS|2022|5191|Heat_Low_Residential|Diourbel,-338.26746307929363
EB2_EnergyBalanceEachTS|2022|5264|Heat_Low_Residential|Diourbel,-338.27503256970493
EB2_EnergyBalanceEachTS|2022|5337|Heat_Low_Residential|Diourbel,-338.27874850136135
EB2_EnergyBalanceEachTS|2022|5410|Heat_Low_Residential|Diourbel,-338.2791613826565
EB2_EnergyBalanceEachTS|2022|5483|Heat_Low_Residential|Diourbel,-338.27902375555817
EB2_EnergyBalanceEachTS|2022|5556|Heat_Low_Residential|Diourbel,-338.2808129078372
EB2_EnergyBalanceEachTS|2022|5629|Heat_Low_Residential|Diourbel,-338.28631799177265
EB2_EnergyBalanceEachTS|2022|5702|Heat_Low_Residential|Diourbel,-338.2937498550856
EB2_EnergyBalanceEachTS|2022|5775|Heat_Low_Residential|Diourbel,-338.2980162951356
EB2_EnergyBalanceEachTS|2022|5848|Heat_Low_Residential|Diourbel,-338.2945756176759
EB2_EnergyBalanceEachTS|2022|5921|Heat_Low_Residential|Diourbel,-338.28232680591947
EB2_EnergyBalanceEachTS|2022|5994|Heat_Low_Residential|Diourbel,-338.26292138504687
EB2_EnergyBalanceEachTS|2022|6067|Heat_Low_Residential|Diourbel,-338.23732274474685
EB2_EnergyBalanceEachTS|2022|6140|Heat_Low_Residential|Diourbel,-338.20704478310165
EB2_EnergyBalanceEachTS|2022|6213|Heat_Low_Residential|Diourbel,-338.18089563440805
EB2_EnergyBalanceEachTS|2022|6286|Heat_Low_Residential|Diourbel,-338.1623159761258
EB2_EnergyBalanceEachTS|2022|6359|Heat_Low_Residential|Diourbel,-338.1536454689274
EB2_EnergyBalanceEachTS|2022|6432|Heat_Low_Residential|Diourbel,-338.1496542830742
EB2_EnergyBalanceEachTS|2022|6505|Heat_Low_Residential|Diourbel,-338.1495166559758
EB2_EnergyBalanceEachTS|2022|6578|Heat_Low_Residential|Diourbel,-338.1515810624516
EB2_EnergyBalanceEachTS|2022|6651|Heat_Low_Residential|Diourbel,-338.1590129257645
EB2_EnergyBalanceEachTS|2022|6724|Heat_Low_Residential|Diourbel,-338.17346377109516
EB2_EnergyBalanceEachTS|2022|6797|Heat_Low_Residential|Diourbel,-338.1946583442468
EB2_EnergyBalanceEachTS|2022|6870|Heat_Low_Residential|Diourbel,-338.21874308646454
EB2_EnergyBalanceEachTS|2022|6943|Heat_Low_Residential|Diourbel,-338.24255257448556
EB2_EnergyBalanceEachTS|2022|7016|Heat_Low_Residential|Diourbel,-338.26498579152263
EB2_EnergyBalanceEachTS|2022|7089|Heat_Low_Residential|Diourbel,-338.2867308730678
EB2_EnergyBalanceEachTS|2022|7162|Heat_Low_Residential|Diourbel,-338.3106779881872
EB2_EnergyBalanceEachTS|2022|7235|Heat_Low_Residential|Diourbel,-338.33710239107756
EB2_EnergyBalanceEachTS|2022|7308|Heat_Low_Residential|Diourbel,-338.364627810755
EB2_EnergyBalanceEachTS|2022|7381|Heat_Low_Residential|Diourbel,-338.38802441748084
EB2_EnergyBalanceEachTS|2022|7454|Heat_Low_Residential|Diourbel,-338.4031633983034
EB2_EnergyBalanceEachTS|2022|7527|Heat_Low_Residential|Diourbel,-338.4096318719276
EB2_EnergyBalanceEachTS|2022|7600|Heat_Low_Residential|Diourbel,-338.5977406003843
EB2_EnergyBalanceEachTS|2022|7673|Heat_Low_Residential|Diourbel,-338.3933918743179
EB2_EnergyBalanceEachTS|2022|7746|Heat_Low_Residential|Diourbel,-338.3693071321002
EB2_EnergyBalanceEachTS|2022|7819|Heat_Low_Residential|Diourbel,-338.33930442465174
EB2_EnergyBalanceEachTS|2022|7892|Heat_Low_Residential|Diourbel,-338.30627392103884
EB2_EnergyBalanceEachTS|2022|7965|Heat_Low_Residential|Diourbel,-338.27049087545817
EB2_EnergyBalanceEachTS|2022|8038|Heat_Low_Residential|Diourbel,-338.23016613563067
EB2_EnergyBalanceEachTS|2022|8111|Heat_Low_Residential|Diourbel,-338.18543732865487
EB2_EnergyBalanceEachTS|2022|8184|Heat_Low_Residential|Diourbel,-338.1386441152032
EB2_EnergyBalanceEachTS|2022|8257|Heat_Low_Residential|Diourbel,-338.09185090175157
EB2_EnergyBalanceEachTS|2022|8330|Heat_Low_Residential|Diourbel,-338.0464339592838
EB2_EnergyBalanceEachTS|2022|8403|Heat_Low_Residential|Diourbel,-338.0022556607015
EB2_EnergyBalanceEachTS|2022|8476|Heat_Low_Residential|Diourbel,-337.9587654976111
EB2_EnergyBalanceEachTS|2022|8549|Heat_Low_Residential|Diourbel,-337.9170644867998
EB2_EnergyBalanceEachTS|2022|8622|Heat_Low_Residential|Diourbel,-337.8760516114804
EB2_EnergyBalanceEachTS|2022|8695|Heat_Low_Residential|Diourbel,-337.85582042801747
EB2_EnergyBalanceEachTS|2022|8|Heat_Low_Residential|Thies,-337.53935157823315
EB2_EnergyBalanceEachTS|2022|81|Heat_Low_Residential|Thies,-337.5143637319616
EB2_EnergyBalanceEachTS|2022|154|Heat_Low_Residential|Thies,-337.4572486547696
EB2_EnergyBalanceEachTS|2022|227|Heat_Low_Residential|Thies,-337.40397786161935
EB2_EnergyBalanceEachTS|2022|300|Heat_Low_Residential|Thies,-337.3421947252338
EB2_EnergyBalanceEachTS|2022|373|Heat_Low_Residential|Thies,-337.2721738373301
EB2_EnergyBalanceEachTS|2022|446|Heat_Low_Residential|Thies,-337.1929541268979
EB2_EnergyBalanceEachTS|2022|519|Heat_Low_Residential|Thies,-337.1302099195019
EB2_EnergyBalanceEachTS|2022|592|Heat_Low_Residential|Thies,-337.35661080201265
EB2_EnergyBalanceEachTS|2022|665|Heat_Low_Residential|Thies,-337.02613965865686
EB2_EnergyBalanceEachTS|2022|738|Heat_Low_Residential|Thies,-336.9590019837845
EB2_EnergyBalanceEachTS|2022|811|Heat_Low_Residential|Thies,-336.90120042729933
EB2_EnergyBalanceEachTS|2022|884|Heat_Low_Residential|Thies,-336.841202137076
EB2_EnergyBalanceEachTS|2022|957|Heat_Low_Residential|Thies,-336.7996014919097
EB2_EnergyBalanceEachTS|2022|1030|Heat_Low_Residential|Thies,-336.77214232018275
EB2_EnergyBalanceEachTS|2022|1103|Heat_Low_Residential|Thies,-336.7622570183611
EB2_EnergyBalanceEachTS|2022|1176|Heat_Low_Residential|Thies,-336.75594140886386
EB2_EnergyBalanceEachTS|2022|1249|Heat_Low_Residential|Thies,-336.7588246218952
EB2_EnergyBalanceEachTS|2022|1322|Heat_Low_Residential|Thies,-336.7777714503868
EB2_EnergyBalanceEachTS|2022|1395|Heat_Low_Residential|Thies,-336.7725542077587
EB2_EnergyBalanceEachTS|2022|1468|Heat_Low_Residential|Thies,-336.73150274602693
EB2_EnergyBalanceEachTS|2022|1541|Heat_Low_Residential|Thies,-336.69086317187106
EB2_EnergyBalanceEachTS|2022|1614|Heat_Low_Residential|Thies,-336.70363168672407
EB2_EnergyBalanceEachTS|2022|1687|Heat_Low_Residential|Thies,-336.73726917208955
EB2_EnergyBalanceEachTS|2022|1760|Heat_Low_Residential|Thies,-336.7563532964398
EB2_EnergyBalanceEachTS|2022|1833|Heat_Low_Residential|Thies,-336.73877942653456
EB2_EnergyBalanceEachTS|2022|1906|Heat_Low_Residential|Thies,-336.7508614620944
EB2_EnergyBalanceEachTS|2022|1979|Heat_Low_Residential|Thies,-336.7227158110743
EB2_EnergyBalanceEachTS|2022|2052|Heat_Low_Residential|Thies,-336.7164002015771
EB2_EnergyBalanceEachTS|2022|2125|Heat_Low_Residential|Thies,-336.68811725469834
EB2_EnergyBalanceEachTS|2022|2198|Heat_Low_Residential|Thies,-336.7179104560221
EB2_EnergyBalanceEachTS|2022|2271|Heat_Low_Residential|Thies,-336.73260111289596
EB2_EnergyBalanceEachTS|2022|2344|Heat_Low_Residential|Thies,-339.3191178033737
EB2_EnergyBalanceEachTS|2022|2417|Heat_Low_Residential|Thies,-338.41782541068204
EB2_EnergyBalanceEachTS|2022|2490|Heat_Low_Residential|Thies,-337.102119198702
EB2_EnergyBalanceEachTS|2022|2563|Heat_Low_Residential|Thies,-336.7761239000832
EB2_EnergyBalanceEachTS|2022|2636|Heat_Low_Residential|Thies,-336.79218751554345
EB2_EnergyBalanceEachTS|2022|2709|Heat_Low_Residential|Thies,-336.79108914867436
EB2_EnergyBalanceEachTS|2022|2782|Heat_Low_Residential|Thies,-336.8077019475691
EB2_EnergyBalanceEachTS|2022|2855|Heat_Low_Residential|Thies,-336.81992127898764
EB2_EnergyBalanceEachTS|2022|2928|Heat_Low_Residential|Thies,-336.82925739737476
EB2_EnergyBalanceEachTS|2022|3001|Heat_Low_Residential|Thies,-336.82555040919164
EB2_EnergyBalanceEachTS|2022|3074|Heat_Low_Residential|Thies,-336.8365340778824
EB2_EnergyBalanceEachTS|2022|3147|Heat_Low_Residential|Thies,-336.84779233829045
EB2_EnergyBalanceEachTS|2022|3220|Heat_Low_Residential|Thies,-336.8666018709234
EB2_EnergyBalanceEachTS|2022|3293|Heat_Low_Residential|Thies,-336.8786839064832
EB2_EnergyBalanceEachTS|2022|3366|Heat_Low_Residential|Thies,-336.8797822733523
EB2_EnergyBalanceEachTS|2022|3439|Heat_Low_Residential|Thies,-336.8693477880961
EB2_EnergyBalanceEachTS|2022|3512|Heat_Low_Residential|Thies,-336.8718191135515
EB2_EnergyBalanceEachTS|2022|3585|Heat_Low_Residential|Thies,-336.8947475219435
EB2_EnergyBalanceEachTS|2022|3658|Heat_Low_Residential|Thies,-336.9484302026696
