Region,Technology,Fuel,Type,Unit,Year,Value
LS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,0.6953192979526284
FKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,0.6953192979526284
ZS,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,0.6953192979526284
MTKK,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,0.6953192979526284
Dakar,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,1.666666667
Diourbel,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,1.666666667
Thies,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,1.666666667
LS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,1.666666667
FKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,1.666666667
ZS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,1.666666667
MTKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,1.666666667
Dakar,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,1.917289049894068
Diourbel,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,1.917289049894068
Thies,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,1.917289049894068
LS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,1.917289049894068
FKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,1.917289049894068
ZS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,1.917289049894068
MTKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,1.917289049894068
Dakar,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,2.030476210590491
Diourbel,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,2.030476210590491
Thies,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,2.030476210590491
LS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,2.030476210590491
FKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,2.030476210590491
ZS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,2.030476210590491
MTKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,2.030476210590491
Dakar,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,2.1471281389981103
Diourbel,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,2.1471281389981103
Thies,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,2.1471281389981103
LS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,2.1471281389981103
FKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,2.1471281389981103
ZS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,2.1471281389981103
MTKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,2.1471281389981103
Dakar,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,2.269658748370369
Diourbel,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,2.269658748370369
Thies,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,2.269658748370369
LS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,2.269658748370369
FKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,2.269658748370369
ZS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,2.269658748370369
MTKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,2.269658748370369
Dakar,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,2.259240742478984
Diourbel,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,2.259240742478984
Thies,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,2.259240742478984
LS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,2.259240742478984
FKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,2.259240742478984
ZS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,2.259240742478984
MTKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,2.259240742478984
Dakar,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,2.222222222
Diourbel,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,2.222222222
Thies,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,2.222222222
LS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,2.222222222
FKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,2.222222222
ZS,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,2.222222222
MTKK,P_Nuclear,Nuclear,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,2.222222222
Dakar,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,480.76499318090526
Diourbel,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,488.3087878431825
Thies,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,488.3087878431825
LS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,488.3087878431825
FKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,488.3087878431825
ZS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,488.3087878431825
MTKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,488.3087878431825
Dakar,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,53.74593251017511
Diourbel,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,22.708001056589218
Thies,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,22.708001056589218
LS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,22.708001056589218
FKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,22.708001056589218
ZS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,22.708001056589218
MTKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,22.708001056589218
Dakar,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,68.04346173670326
Diourbel,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,68.04346173670326
Thies,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,68.04346173670326
LS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,68.04346173670325
FKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,68.04346173670326
ZS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,68.04346173670326
MTKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,68.04346173670326
Dakar,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,153.13953032202224
Diourbel,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,153.8102028662742
Thies,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,153.4292397550821
LS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,154.07162098651946
FKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,152.83208157079213
ZS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,151.69321340572566
MTKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,151.47466690422863
Dakar,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,173.77753709630596
Diourbel,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,126.88588006390094
Thies,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,91.25221991030155
LS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,111.8204444369922
FKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,100.31404533308141
ZS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,182.98308249476906
MTKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,146.41705052994996
Dakar,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,118.14901081283107
Diourbel,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,171.0052726271939
Thies,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,137.99689097238246
LS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,181.69877607020555
FKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,136.7569656296286
ZS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,119.81203141289892
MTKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,150.22510444459544
Dakar,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,16.892018598412633
Diourbel,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,25.71452935512148
Thies,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,21.02581765016799
LS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,27.80073211571572
FKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,27.556534597603548
ZS,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,30.972093173196377
MTKK,P_Coal_Lignite,Lignite,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,25.789578974809967
Dakar,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
Diourbel,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
Thies,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
LS,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
FKK,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
ZS,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
MTKK,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
Dakar,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
Diourbel,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
Thies,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
LS,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
FKK,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
ZS,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
MTKK,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
Dakar,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
Diourbel,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
Thies,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
LS,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
FKK,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
ZS,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
MTKK,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2022,0.01
Dakar,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,47.81864619384952
Diourbel,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,47.818133009692424
Thies,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,47.79786226983846
LS,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,37.98261443880999
FKK,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,27.114263334130737
ZS,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,47.818133009692424
MTKK,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,27.114263334130737
Dakar,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,78.82965996406907
Diourbel,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,78.82881390370173
Thies,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,78.79539457582469
LS,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,62.61349949835526
FKK,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,44.69540713139052
ZS,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,78.82881390370173
MTKK,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,44.69540713139052
Dakar,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,69.44636710495445
Diourbel,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,69.44562176605946
Thies,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,69.41618092959901
LS,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,55.160701934063695
FKK,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,39.375715802682066
ZS,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,69.44562176605946
MTKK,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2025,39.375715802682066
Dakar,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,101.16091311262143
Diourbel,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,101.16091311262143
Thies,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,101.16091311262107
LS,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,101.1609131126211
FKK,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,101.16091311262143
ZS,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,101.16091311262069
MTKK,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,101.16091311262069
Dakar,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,165.0457002987362
Diourbel,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,165.0457002987362
Thies,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,165.0457002987356
LS,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,165.04570029873565
FKK,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,165.0457002987362
ZS,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,165.045700298735
MTKK,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,165.045700298735
Dakar,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,142.54083211323928
Diourbel,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,142.54083211323928
Thies,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,142.54083211323876
LS,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,142.5408321132388
FKK,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,142.54083211323928
ZS,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,142.54083211323825
MTKK,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2030,142.54083211323825
Dakar,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,17.727261297237465
Diourbel,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,17.608885520169725
Thies,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,18.18513340173486
LS,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,17.598109804763084
FKK,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,17.598109804763084
ZS,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,55.29796895031043
MTKK,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,17.598109804763084
Dakar,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,28.175902570588914
Diourbel,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,27.987715437844667
Thies,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,28.903801813519586
LS,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,27.970584813354797
FKK,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,27.970584813354797
ZS,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,87.90369421463565
MTKK,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,27.970584813354797
Dakar,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,24.420448893045766
Diourbel,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,24.257353378010535
Thies,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,25.05129490354783
LS,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,24.242506836786873
FKK,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,24.242506836786873
ZS,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,76.18453498144709
MTKK,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2035,24.242506836786873
Dakar,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,16.55628115235038
Diourbel,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,16.56554718618003
Thies,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,14.217109330502128
LS,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,17.102783789720654
FKK,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,16.55853599917098
ZS,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,40.80205413705106
MTKK,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,16.6010457858963
Dakar,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,26.314344391835498
Diourbel,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,26.329075009716178
Thies,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,22.595660983338398
LS,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,27.183143456233854
FKK,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,26.317929020113834
ZS,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,64.85890656647459
MTKK,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,26.385508681050958
Dakar,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,22.80709847155627
Diourbel,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,22.819865007052094
Thies,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,19.584239517718824
LS,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,23.560057660656334
FKK,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,22.81020514939731
ZS,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,56.212385687572485
MTKK,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2040,22.86877418887264
Dakar,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,17.499098823947328
Diourbel,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,17.821270327815476
Thies,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,16.559650613357462
LS,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,20.7473451666366
FKK,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,21.27923982268184
ZS,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,31.536063842416095
MTKK,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,21.210274656080493
Dakar,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,28.037401960332954
Diourbel,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,28.553702447280493
Thies,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,26.531875981883775
LS,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,33.24292494520369
FKK,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,34.095320227293385
ZS,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,50.53253820697925
MTKK,P_Gas_Engines,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,33.984799126975126
Dakar,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,24.300415030831132
Diourbel,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,24.747875452825486
Thies,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,22.9956258495868
LS,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,28.811868284115086
FKK,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,29.55061086188183
ZS,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,43.79619977675484
MTKK,P_Gas_OCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2045,29.454825908278423
Dakar,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,4.088019866948658
Diourbel,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,3.658031212049619
Thies,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,3.65480208515118
LS,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,3.8395030335204035
FKK,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,3.853831818111119
ZS,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,5.431116826808019
MTKK,P_Gas_CCGT,Gas_Synth,Variable Costs [incl. Fuel Costs],MEUR/PJ,2050,4.326957053900081
