Region,Sector,Technology,Fuel,Type,Unit,PathwayScenario,Year,Value
Thies,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2040,-0.6285706168708535
Thies,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2045,-1.6668590049739234
Thies,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2050,-2.46086372531066
Thies,Transportation,PSNG_Road_PHEV,Power,Use,PJ,ID_ID,2050,-0.004942160286717375
LS,Transportation,FRT_Road_H2,H2,Use,PJ,ID_ID,2040,-0.02955941731416264
LS,Transportation,FRT_Road_H2,H2,Use,PJ,ID_ID,2045,-0.027026578544437414
LS,Transportation,FRT_Road_H2,H2,Use,PJ,ID_ID,2050,-0.30072938831696644
LS,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2022,-0.013735905227421718
LS,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2025,-0.02152733232289501
LS,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2030,-0.02497722364458718
LS,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2035,-0.030030396269026587
LS,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2040,-0.0360433032210514
LS,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2045,-0.04344386021734066
LS,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2050,-0.0522800702052953
LS,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2022,-0.9841915076046577
LS,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2025,-1.0852377850852568
LS,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2030,-1.0577036995484927
LS,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2035,-1.3312841374331528
LS,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2040,-1.3705030625738543
LS,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2045,-1.5056422916390462
LS,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2050,-1.2879600567927323
LS,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2022,-0.008896958146246654
LS,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2025,-0.009922080402705001
LS,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2030,-0.012403427563860002
LS,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2035,-0.015499006479060003
LS,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2040,-0.020109170762461204
LS,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2045,-0.026528323698900364
LS,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2050,-0.03408331899685761
LS,Transportation,PSNG_Air_Conv,Oil,Use,PJ,ID_ID,2030,-0.05653388237334
LS,Transportation,PSNG_Air_Conv,Oil,Use,PJ,ID_ID,2035,-0.07389117649725
LS,Transportation,PSNG_Air_Conv,Oil,Use,PJ,ID_ID,2040,-0.09656635297602001
LS,Transportation,PSNG_Air_Conv,Oil,Use,PJ,ID_ID,2045,-0.12621411769260005
LS,Transportation,PSNG_Air_Conv,Oil,Use,PJ,ID_ID,2050,-0.1649570588830501
LS,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2022,-0.009522824489621301
LS,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2025,-0.0106218136297342
LS,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2030,-0.05147026772024171
LS,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2035,-0.15463400569263602
LS,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2040,-0.3023221180903221
LS,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2045,-0.5189523771339606
LS,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2050,-0.9385554549893461
LS,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2022,-4.184361360435314
LS,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2025,-4.3440437154219556
LS,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2030,-4.09591114366353
LS,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2035,-4.368296196108893
LS,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2040,-4.667724525302227
LS,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2045,-3.9712470014763
LS,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2050,-3.5608355986713285
LS,Transportation,PSNG_Road_PHEV,Oil,Use,PJ,ID_ID,2050,-0.012021320538205177
LS,Transportation,FRT_Rail_Electric,Power,Use,PJ,ID_ID,2030,-0.007449466169767907
LS,Transportation,FRT_Rail_Electric,Power,Use,PJ,ID_ID,2035,-0.022671012593992405
LS,Transportation,FRT_Rail_Electric,Power,Use,PJ,ID_ID,2040,-0.059040511514133615
LS,Transportation,FRT_Rail_Electric,Power,Use,PJ,ID_ID,2045,-0.08931729186094621
LS,Transportation,FRT_Rail_Electric,Power,Use,PJ,ID_ID,2050,-0.13427382979768418
LS,Transportation,FRT_Road_BEV,Power,Use,PJ,ID_ID,2030,-0.2456560678624409
LS,Transportation,FRT_Road_BEV,Power,Use,PJ,ID_ID,2035,-0.2167351818853566
LS,Transportation,FRT_Road_BEV,Power,Use,PJ,ID_ID,2040,-0.30081300061710003
LS,Transportation,FRT_Road_BEV,Power,Use,PJ,ID_ID,2045,-0.4603399088281349
LS,Transportation,FRT_Road_BEV,Power,Use,PJ,ID_ID,2050,-0.6824948085966963
LS,Transportation,PSNG_Rail_Electric,Power,Use,PJ,ID_ID,2025,-0.002099093306806097
LS,Transportation,PSNG_Rail_Electric,Power,Use,PJ,ID_ID,2030,-0.04949266710943784
LS,Transportation,PSNG_Rail_Electric,Power,Use,PJ,ID_ID,2035,-0.06867642423914096
LS,Transportation,PSNG_Rail_Electric,Power,Use,PJ,ID_ID,2040,-0.08971720585784279
LS,Transportation,PSNG_Rail_Electric,Power,Use,PJ,ID_ID,2045,-0.1148612411679729
LS,Transportation,PSNG_Rail_Electric,Power,Use,PJ,ID_ID,2050,-0.11838276147849415
LS,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2030,-0.11075120773456762
LS,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2035,-0.24018982088878638
LS,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2040,-0.40991592671685684
LS,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2045,-1.1706286655623013
LS,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2050,-1.8600683151225539
LS,Transportation,PSNG_Road_PHEV,Power,Use,PJ,ID_ID,2050,-0.005509772240925024
FKK,Transportation,FRT_Road_H2,H2,Use,PJ,ID_ID,2040,-0.020819448297226897
FKK,Transportation,FRT_Road_H2,H2,Use,PJ,ID_ID,2045,-0.01568555549331468
FKK,Transportation,FRT_Road_H2,H2,Use,PJ,ID_ID,2050,-0.04179549313051713
FKK,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2022,-0.006846467881864007
FKK,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2025,-0.01916192910142501
FKK,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2030,-0.02213173289068146
FKK,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2035,-0.026545889148167825
FKK,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2050,-0.04584204137683675
FKK,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2040,-0.03177386170172379
FKK,Transportation,FRT_Rail_Conv,Oil,Use,PJ,ID_ID,2045,-0.038202151426296745
FKK,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2022,-1.1991377469552291
FKK,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2025,-1.3062858104509953
FKK,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2030,-1.269629487610587
FKK,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2035,-1.458393248625841
FKK,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2040,-1.4142747747571893
FKK,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2045,-1.6921460045157366
FKK,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2050,-1.9441317537277816
FKK,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2022,-0.022172815400969253
FKK,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2025,-0.02472918406320999
FKK,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2030,-0.030909702777719997
FKK,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2035,-0.03978462949456692
FKK,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2040,-0.04958374900078614
FKK,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2045,-0.07639378848031805
FKK,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2050,-0.09785017413302277
FKK,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2022,-0.005518865494419485
FKK,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2025,-0.012449666652020049
FKK,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2030,-0.18948600000000015
FKK,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2035,-0.36586874954970006
FKK,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2040,-0.6015573340852801
FKK,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2045,-0.9272409988035604
FKK,Transportation,PSNG_Rail_Conv,Oil,Use,PJ,ID_ID,2050,-1.4205906687951086
FKK,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2022,-4.874511443678659
FKK,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2025,-5.060569798549977
FKK,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2030,-4.836305150109074
FKK,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2035,-5.195603466314792
FKK,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2040,-5.637439246380369
FKK,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2045,-4.550819462485857
FKK,Transportation,PSNG_Road_ICE,Oil,Use,PJ,ID_ID,2050,-4.080511723174586
FKK,Transportation,PSNG_Road_PHEV,Oil,Use,PJ,ID_ID,2050,-0.009236682211993263
FKK,Transportation,FRT_Rail_Electric,Power,Use,PJ,ID_ID,2030,-0.014227357146540904
FKK,Transportation,FRT_Rail_Electric,Power,Use,PJ,ID_ID,2035,-0.04921413802521705
FKK,Transportation,FRT_Rail_Electric,Power,Use,PJ,ID_ID,2040,-0.0993375226415315
FKK,Transportation,FRT_Rail_Electric,Power,Use,PJ,ID_ID,2045,-0.10883010237864857
FKK,Transportation,FRT_Rail_Electric,Power,Use,PJ,ID_ID,2050,-0.1341188372544812
FKK,Transportation,FRT_Road_BEV,Power,Use,PJ,ID_ID,2030,-0.2605704515248577
FKK,Transportation,FRT_Road_BEV,Power,Use,PJ,ID_ID,2035,-0.2299176543861339
FKK,Transportation,FRT_Road_BEV,Power,Use,PJ,ID_ID,2040,-0.38218924539090976
FKK,Transportation,FRT_Road_BEV,Power,Use,PJ,ID_ID,2045,-0.5848870845220393
FKK,Transportation,FRT_Road_BEV,Power,Use,PJ,ID_ID,2050,-0.8670672753794824
FKK,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2030,-0.13912815153078703
FKK,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2035,-0.28315939870678636
FKK,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2040,-0.4552129769175185
FKK,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2045,-1.4678938854398256
FKK,Transportation,PSNG_Road_BEV,Power,Use,PJ,ID_ID,2050,-2.294128424154683
FKK,Transportation,PSNG_Road_PHEV,Power,Use,PJ,ID_ID,2050,-0.004233479598863169
ZS,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2022,-0.4581718778305545
ZS,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2025,-0.479830064170665
ZS,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2030,-0.4801155400253928
ZS,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2035,-0.6365679219891456
ZS,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2040,-0.7492276269618666
ZS,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2045,-0.886958961721152
ZS,Transportation,FRT_Road_ICE,Oil,Use,PJ,ID_ID,2050,-1.045764927397308
ZS,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2022,-0.03195111976608285
ZS,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2025,-0.04157503722620499
ZS,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2030,-0.05196452717021996
ZS,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2035,-0.06493854241465499
ZS,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2040,-0.081129481771065
ZS,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2045,-0.10134355030961
ZS,Transportation,FRT_Ship_Conv,Oil,Use,PJ,ID_ID,2050,-0.12655194410348
ZS,Transportation,PSNG_Air_Conv,Oil,Use,PJ,ID_ID,2022,-0.06951915363876006
ZS,Transportation,PSNG_Air_Conv,Oil,Use,PJ,ID_ID,2025,-0.05287058822472002
ZS,Transportation,PSNG_Air_Conv,Oil,Use,PJ,ID_ID,2030,-0.03358767000975126
ZS,Transportation,PSNG_Air_Conv,Oil,Use,PJ,ID_ID,2035,-0.04379835295698002
ZS,Transportation,PSNG_Air_Conv,Oil,Use,PJ,ID_ID,2040,-0.05724141178536
