,Hydro|Reservoir,Electricity|Gas|Fossil|CCGT|w/o CCS,Electricity|Gas|Fossil|OCGT|w/o CCS,Electricity|Oil|w/o CCS,Solar|PV|Utility,Wind|Onshore,Hydro|Run of River,SlackUnit
2030-01-01 00:00:00,159.33030494743,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 01:00:00,114.27771338631861,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 02:00:00,73.80601972053921,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 03:00:00,48.61717612235438,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 04:00:00,31.164878191477477,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 05:00:00,25.82009460109892,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 06:00:00,49.85316249593566,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 07:00:00,57.45617952836377,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 08:00:00,56.8221235747509,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 09:00:00,36.53513958307673,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 10:00:00,12.287310123821936,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 15:00:00,1.1110816659425238,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 16:00:00,17.21513592127092,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 17:00:00,48.25276186336497,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 18:00:00,107.60971670246714,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 19:00:00,197.80134305677015,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 20:00:00,199.9815564604368,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 21:00:00,199.75964220064913,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 22:00:00,197.54182123419596,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-01 23:00:00,195.0354674099701,0.0,0.0,0.0,0.0,0.0,34.92696252909218,0.0
2030-01-02 00:00:00,157.85422560136948,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 01:00:00,100.27072190201734,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 02:00:00,61.73568171844935,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 03:00:00,40.18715783703381,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 04:00:00,26.652138414155502,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 05:00:00,25.93999186636052,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 06:00:00,49.34794463919702,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 07:00:00,60.74397563800354,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 08:00:00,53.57945875592371,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 09:00:00,28.204267543202853,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 10:00:00,5.239072347748511,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 16:00:00,11.26986161205566,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 17:00:00,54.769914925598435,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 18:00:00,122.50981595775743,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 19:00:00,197.6983414872163,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 20:00:00,200.0,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 21:00:00,198.77882545491036,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 22:00:00,197.112290497854,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-02 23:00:00,195.72032835327076,0.0,0.0,0.0,0.0,0.0,34.29815577881674,0.0
2030-01-03 00:00:00,173.51596784070932,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 01:00:00,132.2521883045871,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 02:00:00,85.28996850408556,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 03:00:00,54.4908291869958,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 04:00:00,30.933090668443146,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 05:00:00,23.040626807053727,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 06:00:00,42.26777852372825,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 07:00:00,51.74764005817889,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 08:00:00,48.63639642685732,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 09:00:00,28.608237745330808,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 10:00:00,4.309137045209625,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 15:00:00,1.6938206714471875,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 16:00:00,19.82768989266137,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 17:00:00,53.605745510706896,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 18:00:00,124.92125093944266,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 19:00:00,200.0,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 20:00:00,200.0,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 21:00:00,199.94791305937335,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 22:00:00,198.94588567848794,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-03 23:00:00,196.20842516909246,0.0,0.0,0.0,0.0,0.0,33.608636652652635,0.0
2030-01-04 00:00:00,164.35067020127906,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 01:00:00,105.81767462299655,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 02:00:00,64.58030740400862,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 03:00:00,37.73021143676634,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 04:00:00,18.372271863683746,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 05:00:00,13.061039017312243,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 06:00:00,34.4187994001973,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 07:00:00,48.15828581382786,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 08:00:00,48.982679500926714,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 09:00:00,30.615482633327378,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 10:00:00,5.1262859999619295,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 15:00:00,0.002845653379269119,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 16:00:00,25.174184284282894,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 17:00:00,58.8504525226104,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 18:00:00,117.78095721486937,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 19:00:00,199.91840182424136,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 20:00:00,199.91250383755784,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 21:00:00,199.55385347983636,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 22:00:00,194.98299534776766,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
2030-01-04 23:00:00,191.74779280456553,0.0,0.0,0.0,0.0,0.0,32.893097936821974,0.0
